% f=0.30Hz  Gain=6.6563(16.46dB)  Phase=-7.56deg
Time[s]              Vcmd[V]              Vc[V]                Omega[rad/s]
        0.0000000000         0.0000000000         2.5000000000        -0.3866237904
        0.0050000000         0.0042410873         2.5000000000        -0.3201364662
        0.0100000000         0.0084817979         2.5000000000        -0.1871618177
        0.0150000000         0.0127217550         2.5000000000        -0.1871618177
        0.0200000000         0.0169605822         2.5000000000        -0.5195984388
        0.0250000000         0.0211979028         2.5000000000         0.2782494519
        0.0300000000         0.0254333405         2.5000000000        -0.1871618177
        0.0350000000         0.0296665191         2.5000000000        -0.3866237904
        0.0400000000         0.0338970625         2.5000000000        -0.1206744935
        0.0450000000         0.0381245950         2.5000000000        -0.5195984388
        0.0500000000         0.0423487410         2.5000000000        -0.1871618177
        0.0550000000         0.0465691254         2.5000000000        -0.1871618177
        0.0600000000         0.0507853732         2.5000000000        -0.3866237904
        0.0650000000         0.0549971100         2.5000000000        -0.3866237904
        0.0700000000         0.0592039616         2.5000000000        -0.1871618177
        0.0750000000         0.0634055544         2.7153718456        -0.3866237904
        0.0800000000         0.0676015151         2.7177597375        -0.1871618177
        0.0850000000         0.0717914711         2.7201456372        -0.3201364662
        0.0900000000         0.0759750501         2.7225293292        -0.5195984388
        0.0950000000         0.0801518806         2.7249105974        -0.4531111146
        0.1000000000         0.0843215916         2.7272892259        -0.4531111146
        0.1050000000         0.0884838126         2.7296649985        -0.4531111146
        0.1100000000         0.0926381739         2.7320376988        -0.3866237904
        0.1150000000         0.0967843067         2.7344071104        -0.4531111146
        0.1200000000         0.1009218424         2.7367730167        -0.3866237904
        0.1250000000         0.1050504137         2.7391352012        -0.5195984388
        0.1300000000         0.1091696539         2.7414934472         0.0787874792
        0.1350000000         0.1132791969         2.7438475380         1.1425846668
        0.1400000000         0.1173786778         2.7461972570         0.0787874792
        0.1450000000         0.1214677325         2.7485423874         0.5441987488
        0.1500000000         0.1255459977         2.7508827126         0.6771733972
        0.1550000000         0.1296131112         2.7532180160         0.4112241003
        0.1600000000         0.1336687117         2.7555480812         0.5441987488
        0.1650000000         0.1377124390         2.7578726916         0.6771733972
        0.1700000000         0.1417439338         2.7601916311         0.6106860730
        0.1750000000         0.1457628382         2.7625046834         0.3447367761
        0.1800000000         0.1497687950         2.7648116326         0.3447367761
        0.1850000000         0.1537614486         2.7671122629         0.2117621277
        0.1900000000         0.1577404441         2.7694063587         0.6106860730
        0.1950000000         0.1617054282         2.7716937046         0.5441987488
        0.2000000000         0.1656560487         2.7739740854         0.2782494519
        0.2050000000         0.1695919547         2.7762472865         0.6106860730
        0.2100000000         0.1735127965         2.7785130932         0.4777114246
        0.2150000000         0.1774182260         2.7807712913         0.2782494519
        0.2200000000         0.1813078961         2.7830216669         0.6106860730
        0.2250000000         0.1851814614         2.7852640065         0.4777114246
        0.2300000000         0.1890385778         2.7874980971         0.6106860730
        0.2350000000         0.1928789027         2.7897237258         0.4112241003
        0.2400000000         0.1967020950         2.7919406804         0.6771733972
        0.2450000000         0.2005078151         2.7941487492         0.7436607215
        0.2500000000         0.2042957249         2.7963477207         0.5441987488
        0.2550000000         0.2080654880         2.7985373843         0.6106860730
        0.2600000000         0.2118167695         2.8007175294         0.8101480457
        0.2650000000         0.2155492362         2.8028879465         0.9431226942
        0.2700000000         0.2192625566         2.8050484264         0.5441987488
        0.2750000000         0.2229564008         2.8071987605         0.8101480457
        0.2800000000         0.2266304407         2.8093387408         0.6106860730
        0.2850000000         0.2302843501         2.8114681602         0.8101480457
        0.2900000000         0.2339178042         2.8135868119         0.8101480457
        0.2950000000         0.2375304804         2.8156944902         0.9431226942
        0.3000000000         0.2411220577         2.8177909897         0.8101480457
        0.3050000000         0.2446922173         2.8198761061         0.8766353699
        0.3100000000         0.2482406418         2.8219496357         0.8101480457
        0.3150000000         0.2517670161         2.8240113757         0.9431226942
        0.3200000000         0.2552710271         2.8260611240         0.8766353699
        0.3250000000         0.2587523634         2.8280986793         0.8766353699
        0.3300000000         0.2622107159         2.8301238415         0.8101480457
        0.3350000000         0.2656457772         2.8321364110         1.0760973426
        0.3400000000         0.2690572424         2.8341361893         0.8101480457
        0.3450000000         0.2724448083         2.8361229789         0.9431226942
        0.3500000000         0.2758081741         2.8380965832         0.9431226942
        0.3550000000         0.2791470411         2.8400568065         1.2090719911
        0.3600000000         0.2824611126         2.8420034543         0.8101480457
        0.3650000000         0.2857500942         2.8439363331         1.0760973426
        0.3700000000         0.2890136939         2.8458552504         1.1425846668
        0.3750000000         0.2922516217         2.8477600148         1.1425846668
        0.3800000000         0.2954635901         2.8496504361         1.1425846668
        0.3850000000         0.2986493136         2.8515263251         1.1425846668
        0.3900000000         0.3018085094         2.8533874940         1.0096100184
        0.3950000000         0.3049408969         2.8552337559         1.2755593153
        0.4000000000         0.3080461977         2.8570649254         1.2090719911
        0.4050000000         0.3111241360         2.8588808181         1.1425846668
        0.4100000000         0.3141744385         2.8606812511         1.4085339637
        0.4150000000         0.3171968343         2.8624660426         1.1425846668
        0.4200000000         0.3201910547         2.8642350122         1.6079959364
        0.4250000000         0.3231568340         2.8659879808         1.4085339637
        0.4300000000         0.3260939086         2.8677247708         1.4085339637
        0.4350000000         0.3290020176         2.8694452058         1.2755593153
        0.4400000000         0.3318809028         2.8711491110         1.6079959364
        0.4450000000         0.3347303084         2.8728363128         1.6079959364
        0.4500000000         0.3375499813         2.8745066394         1.7409705849
        0.4550000000         0.3403396711         2.8761599201         1.4085339637
        0.4600000000         0.3430991300         2.8777959859         1.7409705849
        0.4650000000         0.3458281127         2.8794146696         1.3420466395
        0.4700000000         0.3485263771         2.8810158050         1.5415086122
        0.4750000000         0.3511936833         2.8825992279         1.6744832606
        0.4800000000         0.3538297945         2.8841647757         1.4750212880
        0.4850000000         0.3564344764         2.8857122871         1.0096100184
        0.4900000000         0.3590074978         2.8872416028         1.6079959364
        0.4950000000         0.3615486301         2.8887525651         1.6744832606
        0.5000000000         0.3640576475         2.8902450178         1.6744832606
        0.5050000000         0.3665343272         2.8917188066         1.6744832606
        0.5100000000         0.3689784492         2.8931737789         2.0069198818
        0.5150000000         0.3713897964         2.8946097840         1.8074579091
        0.5200000000         0.3737681546         2.8960266728         1.6744832606
        0.5250000000         0.3761133126         2.8974242980         2.0069198818
        0.5300000000         0.3784250620         2.8988025143         1.8074579091
        0.5350000000         0.3807031976         2.9001611780         2.0734072060
        0.5400000000         0.3829475168         2.9015001477         1.7409705849
        0.5450000000         0.3851578205         2.9028192835         1.8739452333
        0.5500000000         0.3873339122         2.9041184475         1.8739452333
        0.5550000000         0.3894755986         2.9053975039         1.6744832606
        0.5600000000         0.3915826896         2.9066563187         1.8074579091
        0.5650000000         0.3936549980         2.9078947599         2.0069198818
        0.5700000000         0.3956923396         2.9091126976         2.2728691787
        0.5750000000         0.3976945335         2.9103100039         2.0069198818
        0.5800000000         0.3996614020         2.9114865529         2.0069198818
        0.5850000000         0.4015927702         2.9126422206         1.8074579091
        0.5900000000         0.4034884666         2.9137768854         1.9404325576
        0.5950000000         0.4053483228         2.9148904277         2.0734072060
        0.6000000000         0.4071721736         2.9159827298         1.9404325576
        0.6050000000         0.4089598571         2.9170536763         1.9404325576
        0.6100000000         0.4107112143         2.9181031541         2.2728691787
        0.6150000000         0.4124260899         2.9191310519         1.9404325576
        0.6200000000         0.4141043313         2.9201372611         2.0069198818
        0.6250000000         0.4157457896         2.9211216748         2.2728691787
        0.6300000000         0.4173503190         2.9220841886         2.0734072060
        0.6350000000         0.4189177769         2.9230247003         2.4723311514
        0.6400000000         0.4204480241         2.9239431099         2.2728691787
        0.6450000000         0.4219409247         2.9248393198         2.1398945302
        0.6500000000         0.4233963460         2.9257132345         2.2063818545
        0.6550000000         0.4248141589         2.9265647610         2.2728691787
        0.6600000000         0.4261942372         2.9273938085         2.2728691787
        0.6650000000         0.4275364586         2.9282002886         2.6053057998
        0.6700000000         0.4288407037         2.9289841151         2.3393565029
        0.6750000000         0.4301068567         2.9297452043         2.3393565029
        0.6800000000         0.4313348051         2.9304834749         2.2728691787
        0.6850000000         0.4325244398         2.9311988480         2.4058438271
        0.6900000000         0.4336756552         2.9318912469         2.4058438271
        0.6950000000         0.4347883491         2.9325605975         2.7382804483
        0.7000000000         0.4358624225         2.9332068281         2.2063818545
        0.7050000000         0.4368977801         2.9338298695         2.7382804483
        0.7100000000         0.4378943299         2.9344296547         2.5388184756
        0.7150000000         0.4388519835         2.9350061195         2.6717931240
        0.7200000000         0.4397706556         2.9355592019         2.6717931240
        0.7250000000         0.4406502648         2.9360888425         2.4723311514
        0.7300000000         0.4414907328         2.9365949844         2.8047677725
        0.7350000000         0.4422919852         2.9370775733         2.4058438271
