% f=10.00Hz  Gain=2.1044(6.46dB)  Phase=-90.80deg
Time[s]              Vcmd[V]              Vc[V]                Omega[rad/s]
        1.1100000000         0.2645033635         2.8314669659        -0.7190604115
        1.1150000000         0.3640576475         2.8902450178         0.0123001550
        1.1200000000         0.4279754323         2.9284640853         0.3447367761
        1.1250000000         0.4500000000         2.9417232131        -0.4531111146
        1.1300000000         0.4279754323         2.9284640853        -0.1871618177
        1.1350000000         0.3640576475         2.8902450178         0.0787874792
        1.1400000000         0.2645033635         2.8314669659        -0.1206744935
        1.1450000000         0.1390576475         2.7586463122         0.6106860730
        1.1500000000         0.0000000000         2.5000000000         2.8047677725
        1.1550000000        -0.1390576475         2.2336583516         0.8101480457
        1.1600000000        -0.2645033635         2.1699326868         0.4112241003
        1.1650000000        -0.3640576475         2.1183436887         0.0787874792
        1.1700000000        -0.4279754323         2.0847223900        -0.1871618177
        1.1750000000        -0.4500000000         2.0730437205        -0.1871618177
        1.1800000000        -0.4279754323         2.0847223900         0.1452748034
        1.1850000000        -0.3640576475         2.1183436887         0.0787874792
        1.1900000000        -0.2645033635         2.1699326868        -0.1206744935
        1.1950000000        -0.1390576475         2.2336583516        -1.7163702749
        1.2000000000        -0.0000000000         2.5000000000        -1.5169083022
        1.2050000000         0.1390576475         2.7586463122        -1.0514970326
        1.2100000000         0.2645033635         2.8314669659        -0.9850097084
        1.2150000000         0.3640576475         2.8902450178        -0.2536491419
        1.2200000000         0.4279754323         2.9284640853         0.5441987488
        1.2250000000         0.4500000000         2.9417232131        -0.3866237904
        1.2300000000         0.4279754323         2.9284640853        -0.1206744935
        1.2350000000         0.3640576475         2.8902450178         0.1452748034
        1.2400000000         0.2645033635         2.8314669659        -0.1871618177
        1.2450000000         0.1390576475         2.7586463122         1.2755593153
        1.2500000000         0.0000000000         2.5000000000         2.0069198818
        1.2550000000        -0.1390576475         2.2336583516         0.6106860730
        1.2600000000        -0.2645033635         2.1699326868         0.2117621277
        1.2650000000        -0.3640576475         2.1183436887         0.0123001550
        1.2700000000        -0.4279754323         2.0847223900        -0.3201364662
        1.2750000000        -0.4500000000         2.0730437205        -0.2536491419
        1.2800000000        -0.4279754323         2.0847223900         0.2782494519
        1.2850000000        -0.3640576475         2.1183436887        -0.1206744935
        1.2900000000        -0.2645033635         2.1699326868        -0.1871618177
        1.2950000000        -0.1390576475         2.2336583516        -1.9823195718
        1.3000000000        -0.0000000000         2.5000000000        -1.3174463296
        1.3050000000         0.1390576475         2.7586463122        -1.3174463296
        1.3100000000         0.2645033635         2.8314669659        -0.7190604115
        1.3150000000         0.3640576475         2.8902450178        -0.2536491419
        1.3200000000         0.4279754323         2.9284640853         0.5441987488
        1.3250000000         0.4500000000         2.9417232131        -0.3201364662
        1.3300000000         0.4279754323         2.9284640853        -0.3201364662
        1.3350000000         0.3640576475         2.8902450178         0.3447367761
        1.3400000000         0.2645033635         2.8314669659         0.0123001550
        1.3450000000         0.1390576475         2.7586463122         1.8739452333
        1.3500000000         0.0000000000         2.5000000000         1.7409705849
        1.3550000000        -0.1390576475         2.2336583516         0.8101480457
        1.3600000000        -0.2645033635         2.1699326868         0.5441987488
        1.3650000000        -0.3640576475         2.1183436887         0.4112241003
        1.3700000000        -0.4279754323         2.0847223900        -0.4531111146
        1.3750000000        -0.4500000000         2.0730437205         0.0123001550
        1.3800000000        -0.4279754323         2.0847223900         0.0123001550
        1.3850000000        -0.3640576475         2.1183436887        -0.1206744935
        1.3900000000        -0.2645033635         2.1699326868         0.0123001550
        1.3950000000        -0.1390576475         2.2336583516        -1.7828575991
        1.4000000000        -0.0000000000         2.5000000000        -1.4504209780
        1.4050000000         0.1390576475         2.7586463122        -0.9185223842
        1.4100000000         0.2645033635         2.8314669659        -0.8520350600
        1.4150000000         0.3640576475         2.8902450178        -0.3201364662
        1.4200000000         0.4279754323         2.9284640853         0.6106860730
        1.4250000000         0.4500000000         2.9417232131         0.1452748034
        1.4300000000         0.4279754323         2.9284640853        -0.1871618177
        1.4350000000         0.3640576475         2.8902450178         0.0123001550
        1.4400000000         0.2645033635         2.8314669659        -0.0541871692
        1.4450000000         0.1390576475         2.7586463122         0.8101480457
        1.4500000000         0.0000000000         2.5000000000         2.0069198818
        1.4550000000        -0.1390576475         2.2336583516         0.9431226942
        1.4600000000        -0.2645033635         2.1699326868         0.2782494519
        1.4650000000        -0.3640576475         2.1183436887         0.1452748034
        1.4700000000        -0.4279754323         2.0847223900         0.0123001550
        1.4750000000        -0.4500000000         2.0730437205        -0.2536491419
        1.4800000000        -0.4279754323         2.0847223900         0.0787874792
        1.4850000000        -0.3640576475         2.1183436887        -0.2536491419
        1.4900000000        -0.2645033635         2.1699326868        -0.1871618177
        1.4950000000        -0.1390576475         2.2336583516        -2.2482688687
        1.5000000000        -0.0000000000         2.5000000000        -1.1179843569
        1.5050000000         0.1390576475         2.7586463122        -1.2509590053
        1.5100000000         0.2645033635         2.8314669659        -0.5195984388
        1.5150000000         0.3640576475         2.8902450178        -0.3201364662
        1.5200000000         0.4279754323         2.9284640853         0.4112241003
        1.5250000000         0.4500000000         2.9417232131        -0.0541871692
        1.5300000000         0.4279754323         2.9284640853        -0.4531111146
        1.5350000000         0.3640576475         2.8902450178         0.1452748034
        1.5400000000         0.2645033635         2.8314669659        -0.1206744935
        1.5450000000         0.1390576475         2.7586463122         1.0760973426
        1.5500000000         0.0000000000         2.5000000000         2.0069198818
        1.5550000000        -0.1390576475         2.2336583516         0.6771733972
        1.5600000000        -0.2645033635         2.1699326868         0.2782494519
        1.5650000000        -0.3640576475         2.1183436887         0.2117621277
        1.5700000000        -0.4279754323         2.0847223900        -0.3866237904
        1.5750000000        -0.4500000000         2.0730437205        -0.3866237904
        1.5800000000        -0.4279754323         2.0847223900         0.5441987488
        1.5850000000        -0.3640576475         2.1183436887        -0.1871618177
        1.5900000000        -0.2645033635         2.1699326868         0.0123001550
        1.5950000000        -0.1390576475         2.2336583516        -1.7828575991
        1.6000000000        -0.0000000000         2.5000000000        -2.1817815445
        1.6050000000         0.1390576475         2.7586463122        -0.9850097084
        1.6100000000         0.2645033635         2.8314669659        -0.7855477357
        1.6150000000         0.3640576475         2.8902450178        -0.3866237904
        1.6200000000         0.4279754323         2.9284640853         0.4112241003
        1.6250000000         0.4500000000         2.9417232131        -0.2536491419
        1.6300000000         0.4279754323         2.9284640853        -0.5195984388
        1.6350000000         0.3640576475         2.8902450178         0.1452748034
        1.6400000000         0.2645033635         2.8314669659         0.0787874792
        1.6450000000         0.1390576475         2.7586463122         0.2782494519
        1.6500000000         0.0000000000         2.5000000000         2.4058438271
        1.6550000000        -0.1390576475         2.2336583516         1.5415086122
        1.6600000000        -0.2645033635         2.1699326868         0.3447367761
        1.6650000000        -0.3640576475         2.1183436887         0.0787874792
        1.6700000000        -0.4279754323         2.0847223900        -0.3866237904
        1.6750000000        -0.4500000000         2.0730437205        -0.1206744935
        1.6800000000        -0.4279754323         2.0847223900         0.0787874792
        1.6850000000        -0.3640576475         2.1183436887         0.0123001550
        1.6900000000        -0.2645033635         2.1699326868        -0.1206744935
        1.6950000000        -0.1390576475         2.2336583516        -2.1152942203
        1.7000000000        -0.0000000000         2.5000000000        -1.5833956265
        1.7050000000         0.1390576475         2.7586463122        -0.8520350600
        1.7100000000         0.2645033635         2.8314669659        -0.5860857631
        1.7150000000         0.3640576475         2.8902450178        -0.2536491419
        1.7200000000         0.4279754323         2.9284640853         0.5441987488
        1.7250000000         0.4500000000         2.9417232131        -0.2536491419
        1.7300000000         0.4279754323         2.9284640853         0.0787874792
        1.7350000000         0.3640576475         2.8902450178         0.2117621277
        1.7400000000         0.2645033635         2.8314669659         0.0787874792
        1.7450000000         0.1390576475         2.7586463122         0.9431226942
        1.7500000000         0.0000000000         2.5000000000         1.8739452333
        1.7550000000        -0.1390576475         2.2336583516         0.9431226942
        1.7600000000        -0.2645033635         2.1699326868         0.1452748034
        1.7650000000        -0.3640576475         2.1183436887         0.1452748034
        1.7700000000        -0.4279754323         2.0847223900         0.0123001550
        1.7750000000        -0.4500000000         2.0730437205        -0.1871618177
        1.7800000000        -0.4279754323         2.0847223900         0.3447367761
        1.7850000000        -0.3640576475         2.1183436887        -0.2536491419
        1.7900000000        -0.2645033635         2.1699326868        -0.1871618177
        1.7950000000        -0.1390576475         2.2336583516        -1.7828575991
        1.8000000000        -0.0000000000         2.5000000000        -1.5169083022
        1.8050000000         0.1390576475         2.7586463122        -1.2509590053
        1.8100000000         0.2645033635         2.8314669659        -0.9185223842
        1.8150000000         0.3640576475         2.8902450178        -0.2536491419
        1.8200000000         0.4279754323         2.9284640853         0.4777114246
        1.8250000000         0.4500000000         2.9417232131        -0.1206744935
        1.8300000000         0.4279754323         2.9284640853        -0.1206744935
        1.8350000000         0.3640576475         2.8902450178         0.0787874792
        1.8400000000         0.2645033635         2.8314669659         0.0123001550
        1.8450000000         0.1390576475         2.7586463122         1.0760973426
        1.8500000000         0.0000000000         2.5000000000         1.8074579091
        1.8550000000        -0.1390576475         2.2336583516         0.7436607215
        1.8600000000        -0.2645033635         2.1699326868         0.2782494519
        1.8650000000        -0.3640576475         2.1183436887         0.2117621277
        1.8700000000        -0.4279754323         2.0847223900        -0.2536491419
        1.8750000000        -0.4500000000         2.0730437205        -0.0541871692
        1.8800000000        -0.4279754323         2.0847223900         0.0123001550
        1.8850000000        -0.3640576475         2.1183436887        -0.2536491419
        1.8900000000        -0.2645033635         2.1699326868        -0.3201364662
        1.8950000000        -0.1390576475         2.2336583516        -1.7163702749
        1.9000000000        -0.0000000000         2.5000000000        -0.8520350600
        1.9050000000         0.1390576475         2.7586463122        -1.2509590053
        1.9100000000         0.2645033635         2.8314669659        -0.8520350600
        1.9150000000         0.3640576475         2.8902450178        -0.1871618177
        1.9200000000         0.4279754323         2.9284640853         0.4112241003
        1.9250000000         0.4500000000         2.9417232131         0.1452748034
        1.9300000000         0.4279754323         2.9284640853        -0.3201364662
        1.9350000000         0.3640576475         2.8902450178         0.3447367761
        1.9400000000         0.2645033635         2.8314669659         0.0787874792
        1.9450000000         0.1390576475         2.7586463122         0.6771733972
        1.9500000000         0.0000000000         2.5000000000         2.2063818545
        1.9550000000        -0.1390576475         2.2336583516         0.9431226942
        1.9600000000        -0.2645033635         2.1699326868         0.3447367761
        1.9650000000        -0.3640576475         2.1183436887         0.2117621277
        1.9700000000        -0.4279754323         2.0847223900         0.0787874792
        1.9750000000        -0.4500000000         2.0730437205        -0.1871618177
        1.9800000000        -0.4279754323         2.0847223900         0.0123001550
        1.9850000000        -0.3640576475         2.1183436887        -0.2536491419
        1.9900000000        -0.2645033635         2.1699326868        -0.0541871692
        1.9950000000        -0.1390576475         2.2336583516        -2.2482688687
