% f=3.00Hz  Gain=4.6723(13.39dB)  Phase=-33.25deg
Time[s]              Vcmd[V]              Vc[V]                Omega[rad/s]
        0.0000000000         0.0000000000         2.5000000000        -0.2536491419
        0.0050000000         0.0423487410         2.5000000000         0.0787874792
        0.0100000000         0.0843215916         2.7272892259        -0.0541871692
        0.0150000000         0.1255459977         2.7508827126        -0.1871618177
        0.0200000000         0.1656560487         2.7739740854        -0.1871618177
        0.0250000000         0.2042957249         2.7963477207         0.0787874792
        0.0300000000         0.2411220577         2.8177909897        -0.1206744935
        0.0350000000         0.2758081741         2.8380965832         0.0787874792
        0.0400000000         0.3080461977         2.8570649254         0.0123001550
        0.0450000000         0.3375499813         2.8745066394        -0.0541871692
        0.0500000000         0.3640576475         2.8902450178         0.0123001550
        0.0550000000         0.3873339122         2.9041184475         1.2090719911
        0.0600000000         0.4071721736         2.9159827298         0.8101480457
        0.0650000000         0.4233963460         2.9257132345         1.4085339637
        0.0700000000         0.4358624225         2.9332068281         1.4085339637
        0.0750000000         0.4444597533         2.9383835146         1.7409705849
        0.0800000000         0.4491120278         2.9411877384         1.2755593153
        0.0850000000         0.4497779522         2.9415893042         1.8739452333
        0.0900000000         0.4464516156         2.9395838824         1.7409705849
        0.0950000000         0.4391625429         2.9351930813         1.8739452333
        0.1000000000         0.4279754323         2.9284640853         2.1398945302
        0.1050000000         0.4129895816         2.9194688702         2.0734072060
        0.1100000000         0.3943380060         2.9083030237         1.6744832606
        0.1150000000         0.3721862584         2.8950842116         2.2063818545
        0.1200000000         0.3467309592         2.8799503393         2.0069198818
        0.1250000000         0.3181980515         2.8630574660         1.7409705849
        0.1300000000         0.2868407954         2.8445775330         2.0069198818
        0.1350000000         0.2529375200         2.8246959675         1.8739452333
        0.1400000000         0.2167891533         2.8036092209         2.0069198818
        0.1450000000         0.1787165508         2.7815222962         1.8074579091
        0.1500000000         0.1390576475         2.7586463122         1.8739452333
        0.1550000000         0.0981644586         2.7351961460         1.7409705849
        0.1600000000         0.0563999551         2.5000000000         2.0069198818
        0.1650000000         0.0141348416         2.5000000000         1.5415086122
        0.1700000000        -0.0282557338         2.5000000000         1.3420466395
        0.1750000000        -0.0703955093         2.2679639325         1.0096100184
        0.1800000000        -0.1119104492         2.2472691881         0.3447367761
        0.1850000000        -0.1524320641         2.2269297288         0.0787874792
        0.1900000000        -0.1916006812         2.2071353313        -0.1206744935
        0.1950000000        -0.2290686371         2.1880745525         0.1452748034
        0.2000000000        -0.2645033635         2.1699326868         0.1452748034
        0.2050000000        -0.2975903394         2.1528896025        -0.0541871692
        0.2100000000        -0.3280358823         2.1371174876        -0.1206744935
        0.2150000000        -0.3555697556         2.1227785450        -0.1206744935
        0.2200000000        -0.3799475665         2.1100226865        -1.1844716811
        0.2250000000        -0.4009529359         2.0989852816        -2.3147561930
        0.2300000000        -0.4183994186         2.0897850235        -1.3174463296
        0.2350000000        -0.4321321586         2.0825219772        -1.4504209780
        0.2400000000        -0.4420292628         2.0772758738        -2.0488068960
        0.2450000000        -0.4480028841         2.0741047125        -1.7163702749
        0.2500000000        -0.4500000000         2.0730437205        -2.6471928141
        0.2550000000        -0.4480028841         2.0741047125        -1.9158322476
        0.2600000000        -0.4420292628         2.0772758738        -2.1817815445
        0.2650000000        -0.4321321586         2.0825219772        -1.7163702749
        0.2700000000        -0.4183994186         2.0897850235        -2.2482688687
        0.2750000000        -0.4009529359         2.0989852816        -1.9158322476
        0.2800000000        -0.3799475665         2.1100226865        -1.9158322476
        0.2850000000        -0.3555697556         2.1227785450        -2.1817815445
        0.2900000000        -0.3280358823         2.1371174876        -2.2482688687
        0.2950000000        -0.2975903394         2.1528896025        -2.0488068960
        0.3000000000        -0.2645033635         2.1699326868        -2.2482688687
        0.3050000000        -0.2290686371         2.1880745525        -1.7828575991
        0.3100000000        -0.1916006812         2.2071353313        -2.1152942203
        0.3150000000        -0.1524320641         2.2269297288        -1.6498829507
        0.3200000000        -0.1119104492         2.2472691881        -1.7828575991
        0.3250000000        -0.0703955093         2.2679639325        -1.5833956265
        0.3300000000        -0.0282557338         2.5000000000        -1.7828575991
        0.3350000000         0.0141348416         2.5000000000        -1.3839336538
        0.3400000000         0.0563999551         2.5000000000        -0.9185223842
        0.3450000000         0.0981644586         2.7351961460        -0.8520350600
        0.3500000000         0.1390576475         2.7586463122        -0.5860857631
        0.3550000000         0.1787165508         2.7815222962         0.3447367761
        0.3600000000         0.2167891533         2.8036092209        -0.5195984388
        0.3650000000         0.2529375200         2.8246959675        -0.1206744935
        0.3700000000         0.2868407954         2.8445775330         0.1452748034
        0.3750000000         0.3181980515         2.8630574660        -0.0541871692
        0.3800000000         0.3467309592         2.8799503393        -0.0541871692
        0.3850000000         0.3721862584         2.8950842116         0.1452748034
        0.3900000000         0.3943380060         2.9083030237         0.2782494519
        0.3950000000         0.4129895816         2.9194688702         1.9404325576
        0.4000000000         0.4279754323         2.9284640853         1.1425846668
        0.4050000000         0.4391625429         2.9351930813         1.4085339637
        0.4100000000         0.4464516156         2.9395838824         1.5415086122
        0.4150000000         0.4497779522         2.9415893042         1.8074579091
        0.4200000000         0.4491120278         2.9411877384         1.6079959364
        0.4250000000         0.4444597533         2.9383835146         1.7409705849
        0.4300000000         0.4358624225         2.9332068281         1.8739452333
        0.4350000000         0.4233963460         2.9257132345         2.0734072060
        0.4400000000         0.4071721736         2.9159827298         2.0734072060
        0.4450000000         0.3873339122         2.9041184475         1.9404325576
        0.4500000000         0.3640576475         2.8902450178         1.8074579091
        0.4550000000         0.3375499813         2.8745066394         2.0069198818
        0.4600000000         0.3080461977         2.8570649254         1.8739452333
        0.4650000000         0.2758081741         2.8380965832         1.7409705849
        0.4700000000         0.2411220577         2.8177909897         2.1398945302
        0.4750000000         0.2042957249         2.7963477207         1.7409705849
        0.4800000000         0.1656560487         2.7739740854         1.6079959364
        0.4850000000         0.1255459977         2.7508827126         1.8739452333
        0.4900000000         0.0843215916         2.7272892259         1.5415086122
        0.4950000000         0.0423487410         2.5000000000         1.2755593153
        0.5000000000         0.0000000000         2.5000000000         1.4750212880
        0.5050000000        -0.0423487410         2.5000000000         1.1425846668
        0.5100000000        -0.0843215916         2.2610379147         1.2090719911
        0.5150000000        -0.1255459977         2.2404405169         0.6106860730
        0.5200000000        -0.1656560487         2.2202616783        -0.3866237904
        0.5250000000        -0.2042957249         2.2006909874         0.0123001550
        0.5300000000        -0.2411220577         2.1819161471         0.0787874792
        0.5350000000        -0.2758081741         2.1641208887        -0.1206744935
        0.5400000000        -0.3080461977         2.1474827743        -0.1871618177
        0.5450000000        -0.3375499813         2.1321709208         0.1452748034
        0.5500000000        -0.3640576475         2.1183436887        -0.1206744935
        0.5550000000        -0.3873339122         2.1061463881        -0.9185223842
        0.5600000000        -0.4071721736         2.0957090592        -1.8493449234
        0.5650000000        -0.4233963460         2.0871443917        -1.5169083022
        0.5700000000        -0.4358624225         2.0805458483        -1.2509590053
        0.5750000000        -0.4444597533         2.0759860548        -1.9158322476
        0.5800000000        -0.4491120278         2.0735155161        -1.5169083022
        0.5850000000        -0.4497779522         2.0731617060        -1.9823195718
        0.5900000000        -0.4464516156         2.0749285652        -2.0488068960
        0.5950000000        -0.4391625429         2.0787964297        -2.1817815445
        0.6000000000        -0.4279754323         2.0847223900        -1.7828575991
        0.6050000000        -0.4129895816         2.0926410687        -2.1817815445
        0.6100000000        -0.3943380060         2.1024657851        -1.9158322476
        0.6150000000        -0.3721862584         2.1140900617        -1.6498829507
        0.6200000000        -0.3467309592         2.1273894194        -2.1152942203
        0.6250000000        -0.3181980515         2.1422233970        -1.9158322476
        0.6300000000        -0.2868407954         2.1584377317        -1.9823195718
        0.6350000000        -0.2529375200         2.1758666348        -1.9823195718
        0.6400000000        -0.2167891533         2.1943351039        -1.8493449234
        0.6450000000        -0.1787165508         2.2136612152        -1.9158322476
        0.6500000000        -0.1390576475         2.2336583516        -1.5833956265
        0.6550000000        -0.0981644586         2.2541373296        -1.6498829507
        0.6600000000        -0.0563999551         2.5000000000        -1.5169083022
        0.6650000000        -0.0141348416         2.5000000000        -1.5833956265
        0.6700000000         0.0282557338         2.5000000000        -1.1844716811
        0.6750000000         0.0703955093         2.7193505720        -0.9185223842
        0.6800000000         0.1119104492         2.7430633162        -0.7190604115
        0.6850000000         0.1524320641         2.7663461016         0.2782494519
        0.6900000000         0.1916006812         2.7889828029         0.0787874792
        0.6950000000         0.2290686371         2.8107595399        -0.2536491419
        0.7000000000         0.2645033635         2.8314669659        -0.1871618177
        0.7050000000         0.2975903394         2.8509026551         0.0123001550
        0.7100000000         0.3280358823         2.8688735555        -0.1206744935
        0.7150000000         0.3555697556         2.8851984639        -0.0541871692
        0.7200000000         0.3799475665         2.8997104714        -0.1871618177
        0.7250000000         0.4009529359         2.9122593257         1.6744832606
        0.7300000000         0.4183994186         2.9227136473         1.6079959364
        0.7350000000         0.4321321586         2.9309629392         1.3420466395
        0.7400000000         0.4420292628         2.9369193306         1.4750212880
        0.7450000000         0.4480028841         2.9405189971         1.8739452333
        0.7500000000         0.4500000000         2.9417232131         1.4750212880
        0.7550000000         0.4480028841         2.9405189971         1.8074579091
        0.7600000000         0.4420292628         2.9369193306         1.8739452333
        0.7650000000         0.4321321586         2.9309629392         2.0069198818
        0.7700000000         0.4183994186         2.9227136473         2.0069198818
        0.7750000000         0.4009529359         2.9122593257         1.7409705849
        0.7800000000         0.3799475665         2.8997104714         2.3393565029
        0.7850000000         0.3555697556         2.8851984639         2.2728691787
        0.7900000000         0.3280358823         2.8688735555         1.7409705849
        0.7950000000         0.2975903394         2.8509026551         1.9404325576
        0.8000000000         0.2645033635         2.8314669659         1.7409705849
        0.8050000000         0.2290686371         2.8107595399         1.8074579091
        0.8100000000         0.1916006812         2.7889828029         1.6079959364
        0.8150000000         0.1524320641         2.7663461016         1.8739452333
        0.8200000000         0.1119104492         2.7430633162         1.6079959364
        0.8250000000         0.0703955093         2.7193505720         1.6079959364
        0.8300000000         0.0282557338         2.5000000000         1.7409705849
        0.8350000000        -0.0141348416         2.5000000000         1.2755593153
        0.8400000000        -0.0563999551         2.5000000000         1.2755593153
        0.8450000000        -0.0981644586         2.2541373296         1.0760973426
        0.8500000000        -0.1390576475         2.2336583516         0.6106860730
        0.8550000000        -0.1787165508         2.2136612152         0.0123001550
        0.8600000000        -0.2167891533         2.1943351039        -0.2536491419
        0.8650000000        -0.2529375200         2.1758666348         0.0123001550
        0.8700000000        -0.2868407954         2.1584377317        -0.1206744935
        0.8750000000        -0.3181980515         2.1422233970        -0.2536491419
        0.8800000000        -0.3467309592         2.1273894194         0.1452748034
        0.8850000000        -0.3721862584         2.1140900617        -0.3866237904
        0.8900000000        -0.3943380060         2.1024657851        -1.7828575991
        0.8950000000        -0.4129895816         2.0926410687        -1.5833956265
        0.9000000000        -0.4279754323         2.0847223900        -1.2509590053
        0.9050000000        -0.4391625429         2.0787964297        -1.3174463296
        0.9100000000        -0.4464516156         2.0749285652        -2.1152942203
        0.9150000000        -0.4497779522         2.0731617060        -1.4504209780
        0.9200000000        -0.4491120278         2.0735155161        -2.3812435172
        0.9250000000        -0.4444597533         2.0759860548        -1.9823195718
        0.9300000000        -0.4358624225         2.0805458483        -2.1152942203
        0.9350000000        -0.4233963460         2.0871443917        -2.0488068960
        0.9400000000        -0.4071721736         2.0957090592        -2.1152942203
        0.9450000000        -0.3873339122         2.1061463881        -1.9158322476
        0.9500000000        -0.3640576475         2.1183436887        -1.7163702749
        0.9550000000        -0.3375499813         2.1321709208        -1.8493449234
        0.9600000000        -0.3080461977         2.1474827743        -1.6498829507
        0.9650000000        -0.2758081741         2.1641208887        -1.9823195718
        0.9700000000        -0.2411220577         2.1819161471        -2.1152942203
        0.9750000000        -0.2042957249         2.2006909874        -1.7828575991
        0.9800000000        -0.1656560487         2.2202616783        -1.9823195718
        0.9850000000        -0.1255459977         2.2404405169        -1.5169083022
        0.9900000000        -0.0843215916         2.2610379147        -1.7163702749
        0.9950000000        -0.0423487410         2.5000000000        -1.4504209780
        1.0000000000        -0.0000000000         2.5000000000        -1.5169083022
        1.0050000000         0.0423487410         2.5000000000        -0.8520350600
        1.0100000000         0.0843215916         2.7272892259        -0.8520350600
        1.0150000000         0.1255459977         2.7508827126        -0.6525730873
        1.0200000000         0.1656560487         2.7739740854        -0.0541871692
        1.0250000000         0.2042957249         2.7963477207         0.1452748034
        1.0300000000         0.2411220577         2.8177909897        -0.1206744935
        1.0350000000         0.2758081741         2.8380965832        -0.0541871692
        1.0400000000         0.3080461977         2.8570649254         0.1452748034
        1.0450000000         0.3375499813         2.8745066394         0.0123001550
        1.0500000000         0.3640576475         2.8902450178        -0.0541871692
        1.0550000000         0.3873339122         2.9041184475         0.0123001550
