% f=0.20Hz  Gain=6.4698(16.22dB)  Phase=-4.86deg
Time[s]              Vcmd[V]              Vc[V]                Omega[rad/s]
        0.0000000000         0.0000000000         2.5000000000        -0.3201364662
        0.0050000000         0.0028274148         2.5000000000        -0.4531111146
        0.0100000000         0.0056547179         2.5000000000        -0.5195984388
        0.0150000000         0.0084817979         2.5000000000        -0.1871618177
        0.0200000000         0.0113085429         2.5000000000        -0.3866237904
        0.0250000000         0.0141348416         2.5000000000        -0.4531111146
        0.0300000000         0.0169605822         2.5000000000        -0.1871618177
        0.0350000000         0.0197856532         2.5000000000        -0.3201364662
        0.0400000000         0.0226099432         2.5000000000        -0.3201364662
        0.0450000000         0.0254333405         2.5000000000        -0.4531111146
        0.0500000000         0.0282557338         2.5000000000        -0.5195984388
        0.0550000000         0.0310770116         2.5000000000        -0.1871618177
        0.0600000000         0.0338970625         2.5000000000        -0.1871618177
        0.0650000000         0.0367157752         2.5000000000        -0.1206744935
        0.0700000000         0.0395330384         2.5000000000        -0.3866237904
        0.0750000000         0.0423487410         2.5000000000        -0.3866237904
        0.0800000000         0.0451627717         2.5000000000        -0.1871618177
        0.0850000000         0.0479750194         2.5000000000        -0.5195984388
        0.0900000000         0.0507853732         2.5000000000        -0.5195984388
        0.0950000000         0.0535937220         2.5000000000        -0.5195984388
        0.1000000000         0.0563999551         2.5000000000        -0.5195984388
        0.1050000000         0.0592039616         2.5000000000        -0.3866237904
        0.1100000000         0.0620056308         2.5000000000        -0.3201364662
        0.1150000000         0.0648048521         2.7161680176        -0.1871618177
        0.1200000000         0.0676015151         2.7177597375        -0.4531111146
        0.1250000000         0.0703955093         2.7193505720        -0.2536491419
        0.1300000000         0.0731867243         2.7209404572        -0.1871618177
        0.1350000000         0.0759750501         2.7225293292        -0.3201364662
        0.1400000000         0.0787603765         2.7241171240        -0.5195984388
        0.1450000000         0.0815425936         2.7257037776        -0.6525730873
        0.1500000000         0.0843215916         2.7272892259        -0.1871618177
        0.1550000000         0.0870972606         2.7288734050        -0.3201364662
        0.1600000000         0.0898694912         2.7304562507        -0.1871618177
        0.1650000000         0.0926381739         2.7320376988        -0.0541871692
        0.1700000000         0.0954031995         2.7336176853         0.8101480457
        0.1750000000         0.0981644586         2.7351961460         0.3447367761
        0.1800000000         0.1009218424         2.7367730167         0.4777114246
        0.1850000000         0.1036752420         2.7383482333         0.0787874792
        0.1900000000         0.1064245487         2.7399217315         0.2782494519
