% f=0.10Hz  Gain=6.5988(16.39dB)  Phase=-2.89deg
Time[s]              Vcmd[V]              Vc[V]                Omega[rad/s]
        0.0000000000         0.0000000000         2.5000000000        -0.1206744935
        0.0050000000         0.0014137144         2.5000000000        -0.4531111146
        0.0100000000         0.0028274148         2.5000000000        -0.3201364662
        0.0150000000         0.0042410873         2.5000000000        -0.3866237904
        0.0200000000         0.0056547179         2.5000000000        -0.1871618177
        0.0250000000         0.0070682928         2.5000000000        -0.1871618177
        0.0300000000         0.0084817979         2.5000000000        -0.1871618177
        0.0350000000         0.0098952192         2.5000000000        -0.2536491419
        0.0400000000         0.0113085429         2.5000000000        -0.3866237904
        0.0450000000         0.0127217550         2.5000000000        -0.1206744935
        0.0500000000         0.0141348416         2.5000000000        -0.1871618177
        0.0550000000         0.0155477886         2.5000000000        -0.3201364662
        0.0600000000         0.0169605822         2.5000000000        -0.3866237904
        0.0650000000         0.0183732084         2.5000000000        -0.4531111146
        0.0700000000         0.0197856532         2.5000000000        -0.3201364662
        0.0750000000         0.0211979028         2.5000000000        -0.3866237904
        0.0800000000         0.0226099432         2.5000000000        -0.3201364662
        0.0850000000         0.0240217604         2.5000000000        -0.5195984388
        0.0900000000         0.0254333405         2.5000000000        -0.3866237904
        0.0950000000         0.0268446696         2.5000000000        -0.4531111146
        0.1000000000         0.0282557338         2.5000000000        -0.4531111146
        0.1050000000         0.0296665191         2.5000000000        -0.3866237904
        0.1100000000         0.0310770116         2.5000000000        -0.3866237904
        0.1150000000         0.0324871973         2.5000000000        -0.3201364662
        0.1200000000         0.0338970625         2.5000000000        -0.3866237904
        0.1250000000         0.0353065931         2.5000000000        -0.3201364662
        0.1300000000         0.0367157752         2.5000000000        -0.3866237904
        0.1350000000         0.0381245950         2.5000000000        -0.3866237904
        0.1400000000         0.0395330384         2.5000000000        -0.5195984388
        0.1450000000         0.0409410918         2.5000000000        -0.5195984388
        0.1500000000         0.0423487410         2.5000000000        -0.3866237904
        0.1550000000         0.0437559723         2.5000000000        -0.1871618177
        0.1600000000         0.0451627717         2.5000000000        -0.3201364662
        0.1650000000         0.0465691254         2.5000000000        -0.3201364662
        0.1700000000         0.0479750194         2.5000000000        -0.3866237904
        0.1750000000         0.0493804400         2.5000000000        -0.5195984388
        0.1800000000         0.0507853732         2.5000000000        -0.3866237904
        0.1850000000         0.0521898052         2.5000000000        -0.3866237904
        0.1900000000         0.0535937220         2.5000000000        -0.3201364662
        0.1950000000         0.0549971100         2.5000000000        -0.3201364662
        0.2000000000         0.0563999551         2.5000000000        -0.3201364662
        0.2050000000         0.0578022436         2.5000000000        -0.1871618177
        0.2100000000         0.0592039616         2.5000000000        -0.3866237904
        0.2150000000         0.0606050953         2.5000000000        -0.3201364662
        0.2200000000         0.0620056308         2.5000000000        -0.5195984388
        0.2250000000         0.0634055544         2.7153718456        -0.3866237904
        0.2300000000         0.0648048521         2.7161680176        -0.3201364662
        0.2350000000         0.0662035103         2.7169639842        -0.3201364662
        0.2400000000         0.0676015151         2.7177597375        -0.1871618177
        0.2450000000         0.0689988527         2.7185552694        -0.5195984388
        0.2500000000         0.0703955093         2.7193505720        -0.3201364662
        0.2550000000         0.0717914711         2.7201456372        -0.1206744935
        0.2600000000         0.0731867243         2.7209404572        -0.4531111146
        0.2650000000         0.0745812553         2.7217350238        -0.3201364662
        0.2700000000         0.0759750501         2.7225293292        -0.5860857631
        0.2750000000         0.0773680951         2.7233233652        -0.2536491419
        0.2800000000         0.0787603765         2.7241171240         0.6771733972
        0.2850000000         0.0801518806         2.7249105974         0.2782494519
        0.2900000000         0.0815425936         2.7257037776         0.4777114246
        0.2950000000         0.0829325019         2.7264966564         0.2782494519
        0.3000000000         0.0843215916         2.7272892259         0.4777114246
        0.3050000000         0.0857098491         2.7280814781         0.2782494519
