% f=0.70Hz  Gain=5.9026(15.42dB)  Phase=-11.21deg
Time[s]              Vcmd[V]              Vc[V]                Omega[rad/s]
        0.0000000000         0.0000000000         2.5000000000         0.2782494519
        0.0050000000         0.0098952192         2.5000000000         0.0787874792
        0.0100000000         0.0197856532         2.5000000000         0.0787874792
        0.0150000000         0.0296665191         2.5000000000         0.2782494519
        0.0200000000         0.0395330384         2.5000000000         0.4777114246
        0.0250000000         0.0493804400         2.5000000000         0.3447367761
        0.0300000000         0.0592039616         2.5000000000         0.0123001550
        0.0350000000         0.0689988527         2.7185552694         0.1452748034
        0.0400000000         0.0787603765         2.7241171240         0.1452748034
        0.0450000000         0.0884838126         2.7296649985        -0.0541871692
        0.0500000000         0.0981644586         2.7351961460         0.2782494519
        0.0550000000         0.1077976332         2.7407078162         0.2117621277
        0.0600000000         0.1173786778         2.7461972570         0.2117621277
        0.0650000000         0.1269029592         2.7516617157         0.1452748034
        0.0700000000         0.1363658713         2.7570984409         0.0787874792
        0.0750000000         0.1457628382         2.7625046834        -0.0541871692
        0.0800000000         0.1550893154         2.7678776982         0.4112241003
        0.0850000000         0.1643407929         2.7732147456         0.6771733972
        0.0900000000         0.1735127965         2.7785130932         0.8101480457
        0.0950000000         0.1826008909         2.7837700168         0.9431226942
        0.1000000000         0.1916006812         2.7889828029         0.7436607215
        0.1050000000         0.2005078151         2.7941487492         0.6106860730
        0.1100000000         0.2093179851         2.7992651673         1.1425846668
        0.1150000000         0.2180269309         2.8043293834         1.2090719911
        0.1200000000         0.2266304407         2.8093387408         2.3393565029
        0.1250000000         0.2351243541         2.8142906008         2.2063818545
        0.1300000000         0.2435045635         2.8191823447         2.4723311514
        0.1350000000         0.2517670161         2.8240113757         3.1372043936
        0.1400000000         0.2599077165         2.8287751203         4.0015396086
        0.1450000000         0.2679227279         2.8334710300         4.9323621478
        0.1500000000         0.2758081741         2.8380965832         5.3312860931
        0.1550000000         0.2835602420         2.8426492867         5.1983114447
        0.1600000000         0.2911751827         2.8471266777         5.5307480658
        0.1650000000         0.2986493136         2.8515263251         4.8658748235
        0.1700000000         0.3059790204         2.8558458318         4.0015396086
