% Motor Sweep Step 109/180
% Vcmd       = 3.2500 [V]
% Direction  = CW
% Zone       = OUTER
% Vg_offset  = 1.336920 [V]
% K_gimbal   = 26.049690 [(rad/s)/V]

Time[s]              Vcmd[V]              Vg_raw[V]            Pot[V]               Omega[rad/s]
        0.0000074000         3.2500000000         1.3403916554         3.0187228404         0.0904227609
        0.0050018000         3.2500000000         1.3352870017         3.0136190855        -0.0425518875
        0.0100045000         3.2500000000         1.3327346748         3.0161709629        -0.1090392117
        0.0150015000         3.2500000000         1.3378393285         3.0110672080         0.0239354367
        0.0200024000         3.2500000000         1.3480486360         3.0136190855         0.2898847336
        0.0250026000         3.2500000000         1.4935312668         3.0263784728         4.0796622145
        0.0300036000         3.2500000000         1.4756649788         3.0365859826         3.6142509450
        0.0350032000         3.2500000000         1.4501417102         3.0518972474         2.9493777027
        0.0400030000         3.2500000000         1.4986359205         3.0697603896         4.2126368630
        0.0450030000         3.2500000000         1.4986359205         3.0876235318         4.2126368630
        0.0500030000         3.2500000000         1.4986359205         3.0927272867         4.2126368630
        0.0550030000         3.2500000000         1.5062929011         3.1207979388         4.4120988357
        0.0600035000         3.2500000000         1.5267115159         3.1412129584         4.9439974295
        0.0650030000         3.2500000000         1.5267115159         3.1514204683         4.9439974295
        0.0700015000         3.2500000000         1.5113975548         3.1667317330         4.5450734841
        0.0750014000         3.2500000000         1.5369208233         3.1820429978         5.2099467264
        0.0800023000         3.2500000000         1.5190545354         3.2101136498         4.7445354568
        0.0850014000         3.2500000000         1.5547871113         3.2381843019         5.6753579960
        0.0900015000         3.2500000000         1.5445778039         3.2534955666         5.4094086991
        0.0950015000         3.2500000000         1.5471301308         3.2713587088         5.4758960233
        0.1000023000         3.2500000000         1.5394731502         3.2892218510         5.2764340506
        0.1050016000         3.2500000000         1.5649964188         3.3172925031         5.9413072929
        0.1100013000         3.2500000000         1.5598917651         3.3453631551         5.8083326444
        0.1150022000         3.2500000000         1.5624440919         3.3632262974         5.8748199687
        0.1200043000         3.2500000000         1.5675487456         3.3836413170         6.0077946171
        0.1250022000         3.2500000000         1.5547871113         3.4040563367         5.6753579960
        0.1300014000         3.2500000000         1.5598917651         3.4244713564         5.8083326444
        0.1350031000         3.2500000000         1.5803103799         3.4601976408         6.3402312383
        0.1400029000         3.2500000000         1.5726533993         3.4780607830         6.1407692656
        0.1450029000         3.2500000000         1.5777580530         3.5061314351         6.2737439140
        0.1500029000         3.2500000000         1.5726533993         3.5290983322         6.1407692656
        0.1550028000         3.2500000000         1.5854150336         3.5520652293         6.4732058867
        0.1600030000         3.2500000000         1.5905196873         3.5852396363         6.6061805352
        0.1650030000         3.2500000000         1.5854150336         3.5979990236         6.4732058867
        0.1700030000         3.2500000000         1.5879673605         3.6311734306         6.5396932109
        0.1750028000         3.2500000000         1.5803103799         3.6541403277         6.3402312383
        0.1800030000         3.2500000000         1.5981766679         3.6822109797         6.8056425078
        0.1850028000         3.2500000000         1.5879673605         3.7077297543         6.5396932109
        0.1900030000         3.2500000000         1.5956243410         3.7306966515         6.7391551836
        0.1950029000         3.2500000000         1.5930720142         3.7587673035         6.6726678594
        0.2000024000         3.2500000000         1.5981766679         3.7893898330         6.8056425078
        0.2050028000         3.2500000000         1.5905196873         3.8047010978         6.6061805352
        0.2100055000         3.2500000000         1.6134906290         3.8353236273         7.2045664532
        0.2150013000         3.2500000000         1.5956243410         3.8608424019         6.7391551836
        0.2200013000         3.2500000000         1.5981766679         3.8914649314         6.8056425078
        0.2250013000         3.2500000000         1.6007289948         3.9169837060         6.8721298321
        0.2300031000         3.2500000000         1.6058336485         3.9501581129         7.0051044805
        0.2350051000         3.2500000000         1.6185952828         3.9756768875         7.3375411017
        0.2400030000         3.2500000000         1.6032813216         4.0011956621         6.9386171563
        0.2450119000         3.2500000000         1.6083859753         4.0267144367         7.0715918048
        0.2500218000         3.2500000000         1.6109383022         4.0573369662         7.1380791290
        0.2550069000         3.2500000000         1.6109383022         4.0828557408         7.1380791290
        0.2600059000         3.2500000000         1.6083859753         4.1109263928         7.0715918048
        0.2650036000         3.2500000000         1.6185952828         4.1389970449         7.3375411017
        0.2700057000         3.2500000000         1.6185952828         4.1747233293         7.3375411017
        0.2750032000         3.2500000000         1.6185952828         4.2002421039         7.3375411017
        0.2800089000         3.2500000000         1.6211476096         4.2232090010         7.4040284259
        0.2850050000         3.2500000000         1.6058336485         4.2614871629         7.0051044805
        0.2900030000         3.2500000000         1.6262522633         4.2742465502         7.5370030743
        0.2950045000         3.2500000000         1.6109383022         4.3125247121         7.1380791290
        0.3000026000         3.2500000000         1.6262522633         4.3405953642         7.5370030743
        0.3050038000         3.2500000000         1.6262522633         4.3712178937         7.5370030743
        0.3100038000         3.2500000000         1.6109383022         4.3941847908         7.1380791290
        0.3150035000         3.2500000000         1.6441185513         4.4350148301         8.0024143439
        0.3200020000         3.2500000000         1.6160429559         4.4579817273         7.2710537774
        0.3250018000         3.2500000000         1.6185952828         4.4860523793         7.3375411017
        0.3300033000         3.2500000000         1.6415662245         4.5268824187         7.9359270197
        0.3350035000         3.2500000000         1.6032813216         4.5447455609         6.9386171563
        0.3400019000         3.2500000000         1.6390138976         4.5830237228         7.8694396955
        0.3450016000         3.2500000000         1.6134906290         4.6059906199         7.2045664532
        0.3500023000         3.2500000000         1.6415662245         4.6417169043         7.9359270197
        0.3550022000         3.2500000000         1.6364615707         4.6723394338         7.8029523712
        0.3600012000         3.2500000000         1.6185952828         4.7004100859         7.3375411017
        0.3650085000         3.2500000000         1.6262522633         4.7259288605         7.5370030743
        0.3700019000         3.2500000000         1.6415662245         4.7667588998         7.9359270197
        0.3750014000         3.2500000000         1.6339092439         4.7973814293         7.7364650470
        0.3800046000         3.2500000000         1.6390138976         4.8280039588         7.8694396955
        0.3855982000         3.2500000000         1.6364615707         4.8713858756         7.8029523712
        0.3900039000         3.2500000000         1.6441185513         4.8943527728         8.0024143439
        0.3950329000         3.2500000000         1.6109383022         4.9249753023         7.1380791290
        0.4000017000         3.2500000000         1.6313569170         4.9555978318         7.6699777228
        0.4050029000         3.2500000000         1.6543278587         4.9938759937         8.2683636408
        0.4100038000         3.2500000000         1.6134906290         5.0066353810         7.2045664532
        0.4150016000         3.2500000000         1.6441185513         5.0066353810         8.0024143439
        0.4200025000         3.2500000000         1.6466708782         4.9964278711         8.0689016682
        0.4250015000         3.2500000000         1.6262522633         4.9989797486         7.5370030743
        0.4300182000         3.2500000000         1.6390138976         1.1022628687         7.8694396955
        0.4350053000         3.2500000000         1.6390138976         1.1022628687         7.8694396955
        0.4400308000         3.2500000000         1.6645371662         0.0075074388         8.5343129377
        0.4450044000         3.2500000000         1.6313569170         0.0075074388         7.6699777228
        0.4500047000         3.2500000000         1.6415662245         0.0049555613         7.9359270197
        0.4550043000         3.2500000000         1.6543278587         0.0024036839         8.2683636408
