% Motor Sweep Step 104/180
% Vcmd       = 1.9000 [V]
% Direction  = CCW
% Zone       = OUTER
% Vg_offset  = 1.336920 [V]
% K_gimbal   = 26.049690 [(rad/s)/V]

Time[s]              Vcmd[V]              Vg_raw[V]            Pot[V]               Omega[rad/s]
        0.0000061000         1.9000000000         1.3352870017         0.0024036839        -0.0425518875
        0.0050046000         1.9000000000         1.3403916554         0.0024036839         0.0904227609
        0.0100061000         1.9000000000         1.3378393285         0.0024036839         0.0239354367
        0.0150048000         1.9000000000         1.3378393285         0.0024036839         0.0239354367
        0.0200024000         1.9000000000         1.3429439823         0.0075074388         0.1569100852
        0.0250052000         1.9000000000         1.2638218497         0.0024036839        -1.9041969659
        0.0301194000         1.9000000000         1.2102229857         1.1124703785        -3.3004307746
        0.0353842000         1.9000000000         1.2587171960         1.1099185011        -2.0371716143
        0.0400043000         1.9000000000         1.2331939274         1.1226778884        -2.7020448566
        0.0450039000         1.9000000000         1.2076706589         1.0946072363        -3.3669180988
        0.0500054000         1.9000000000         1.2153276394         1.0971591138        -3.1674561262
        0.0550044000         1.9000000000         1.2204322931         1.1099185011        -3.0344814777
        0.0600068000         1.9000000000         1.1898043709         4.9964278711        -3.8323293684
        0.0650244000         1.9000000000         1.2025660052         5.0066353810        -3.4998927473
        0.0701081000         1.9000000000         1.2025660052         5.0142910133        -3.4998927473
        0.0750047000         1.9000000000         1.1898043709         5.0142910133        -3.8323293684
        0.0800034000         1.9000000000         1.2076706589         5.0117391359        -3.3669180988
        0.0850069000         1.9000000000         1.1974613514         5.0117391359        -3.6328673957
        0.0900035000         1.9000000000         1.1872520440         5.0142910133        -3.8988166927
        0.0950050000         1.9000000000         1.1719380829         5.0015316260        -4.2977406380
        0.1000039000         1.9000000000         1.1642811023         4.9938759937        -4.4972026107
        0.1050047000         1.9000000000         1.1770427366         4.9785647289        -4.1647659896
        0.1100049000         1.9000000000         1.1795950634         4.9607015867        -4.0982786653
        0.1150034000         1.9000000000         1.1591764486         4.9453903219        -4.6301772591
        0.1200038000         1.9000000000         1.1693857560         4.9300790572        -4.3642279622
        0.1250036000         1.9000000000         1.1693857560         4.9173196699        -4.3642279622
        0.1300036000         1.9000000000         1.1668334292         4.8943527728        -4.4307152865
        0.1350036000         1.9000000000         1.1617287755         4.8739377531        -4.5636899349
        0.1400028000         1.9000000000         1.1540717949         4.8535227334        -4.7631519076
        0.1450037000         1.9000000000         1.1591764486         4.8331077137        -4.6301772591
        0.1500029000         1.9000000000         1.1642811023         4.8229002039        -4.4972026107
