% Motor Sweep Step 108/180
% Vcmd       = 1.8000 [V]
% Direction  = CCW
% Zone       = OUTER
% Vg_offset  = 1.336920 [V]
% K_gimbal   = 26.049690 [(rad/s)/V]

Time[s]              Vcmd[V]              Vg_raw[V]            Pot[V]               Omega[rad/s]
        0.0000058000         1.8000000000         1.3378393285         4.6697875564         0.0239354367
        0.0050020000         1.8000000000         1.3403916554         4.6748913113         0.0904227609
        0.0100013000         1.8000000000         1.3352870017         4.6723394338        -0.0425518875
        0.0150012000         1.8000000000         1.3378393285         4.6723394338         0.0239354367
        0.0200031000         1.8000000000         1.3225253674         4.6672356789        -0.3749885086
        0.0250031000         1.8000000000         1.1693857560         4.6646838015        -4.3642279622
        0.0300021000         1.8000000000         1.2204322931         4.6391650269        -3.0344814777
        0.0350032000         1.8000000000         1.2178799663         4.6417169043        -3.1009688019
        0.0400533000         1.8000000000         1.1770427366         4.6187500072        -4.1647659896
        0.0450030000         1.8000000000         1.2025660052         4.6110943748        -3.4998927473
        0.0500014000         1.8000000000         1.1770427366         4.5830237228        -4.1647659896
        0.0550012000         1.8000000000         1.1795950634         4.5728162129        -4.0982786653
        0.0600023000         1.8000000000         1.1617287755         4.5626087031        -4.5636899349
        0.0650012000         1.8000000000         1.1489671412         4.5370899285        -4.8961265561
        0.0700018000         1.8000000000         1.1642811023         4.5217786637        -4.4972026107
        0.0750013000         1.8000000000         1.1464148143         4.4886042568        -4.9626138803
        0.0800011000         1.8000000000         1.1489671412         4.4732929920        -4.8961265561
        0.0850019000         1.8000000000         1.1438624875         4.4656373597        -5.0291012045
        0.0900013000         1.8000000000         1.1336531800         4.4324629527        -5.2950505014
        0.0950011000         1.8000000000         1.1489671412         4.4197035654        -4.8961265561
        0.1000011000         1.8000000000         1.1311008532         4.4018404232        -5.3615378256
        0.1050022000         1.8000000000         1.1208915457         4.3686660162        -5.6274871225
        0.1100017000         1.8000000000         1.1132345652         4.3482509965        -5.8269490952
        0.1150025000         1.8000000000         1.1336531800         4.3380434867        -5.2950505014
        0.1200014000         1.8000000000         1.1081299115         4.3048690797        -5.9599237437
        0.1250010000         1.8000000000         1.1208915457         4.2895578150        -5.6274871225
        0.1300011000         1.8000000000         1.1132345652         4.2691427953        -5.8269490952
        0.1350012000         1.8000000000         1.1055775846         4.2436240207        -6.0264110679
        0.1400011000         1.8000000000         1.1106822383         4.2206571236        -5.8934364195
        0.1450023000         1.8000000000         1.1234438726         4.2002421039        -5.5609997983
        0.1500030000         1.8000000000         1.0902636235         4.1670676969        -6.4253350133
        0.1550025000         1.8000000000         1.1030252578         4.1543083097        -6.0928983921
        0.1600012000         1.8000000000         1.1004729309         4.1262376576        -6.1593857164
        0.1650017000         1.8000000000         1.1157868920         4.1007188830        -5.7604617710
        0.1700013000         1.8000000000         1.0902636235         4.0828557408        -6.4253350133
        0.1750011000         1.8000000000         1.1004729309         4.0445775789        -6.1593857164
        0.1800012000         1.8000000000         1.0877112966         4.0267144367        -6.4918223375
        0.1850024000         1.8000000000         1.0826066429         3.9960919072        -6.6247969859
        0.1900020000         1.8000000000         1.0877112966         3.9731250101        -6.4918223375
        0.1950012000         1.8000000000         1.0953682772         3.9527099904        -6.2923603648
        0.2000015000         1.8000000000         1.0749496623         3.9348468482        -6.8242589586
        0.2050012000         1.8000000000         1.0775019892         3.9016724412        -6.7577716344
        0.2100018000         1.8000000000         1.0928159503         3.8787055441        -6.3588476890
        0.2150013000         1.8000000000         1.0800543160         3.8506348920        -6.6912843102
        0.2200011000         1.8000000000         1.0800543160         3.8276679949        -6.6912843102
        0.2250012000         1.8000000000         1.0698450086         3.8021492203        -6.9572336071
        0.2300013000         1.8000000000         1.0723973355         3.7664229359        -6.8907462829
        0.2350011000         1.8000000000         1.0928159503         3.7511116711        -6.3588476890
        0.2400040000         1.8000000000         1.0775019892         3.7204891416        -6.7577716344
        0.2450014000         1.8000000000         1.0698450086         3.6949703670        -6.9572336071
        0.2500012000         1.8000000000         1.0672926818         3.6668997150        -7.0237209313
        0.2550011000         1.8000000000         1.0775019892         3.6388290629        -6.7577716344
        0.2600012000         1.8000000000         1.0749496623         3.6107584109        -6.8242589586
        0.2650020000         1.8000000000         1.0775019892         3.5852396363        -6.7577716344
        0.2700012000         1.8000000000         1.0545310475         3.5546171068        -7.3561575524
        0.2750018000         1.8000000000         1.0723973355         3.5393058420        -6.8907462829
        0.2800012000         1.8000000000         1.0698450086         3.4984758027        -6.9572336071
        0.2850022000         1.8000000000         1.0698450086         3.4780607830        -6.9572336071
        0.2900015000         1.8000000000         1.0723973355         3.4525420084        -6.8907462829
        0.2950013000         1.8000000000         1.0621880280         3.4244713564        -7.1566955798
        0.3000018000         1.8000000000         1.0647403549         3.3938488269        -7.0902082555
        0.3050012000         1.8000000000         1.0698450086         3.3683300523        -6.9572336071
        0.3100021000         1.8000000000         1.0621880280         3.3453631551        -7.1566955798
        0.3150013000         1.8000000000         1.0570833743         3.3121887482        -7.2896702282
        0.3200016000         1.8000000000         1.0570833743         3.2841180961        -7.2896702282
        0.3250013000         1.8000000000         1.0647403549         3.2611511990        -7.0902082555
        0.3300034000         1.8000000000         1.0519787206         3.2305286695        -7.4226448767
        0.3350018000         1.8000000000         1.0545310475         3.2050098949        -7.3561575524
        0.3400012000         1.8000000000         1.0621880280         3.1692836105        -7.1566955798
        0.3450019000         1.8000000000         1.0545310475         3.1437648359        -7.3561575524
        0.3500015000         1.8000000000         1.0341124326         3.1131423064        -7.8880561463
        0.3550011000         1.8000000000         1.0596357012         3.0850716543        -7.2231829040
        0.3600010000         1.8000000000         1.0570833743         3.0544491248        -7.2896702282
        0.3650032000         1.8000000000         1.0596357012         3.0263784728        -7.2231829040
        0.3700026000         1.8000000000         1.0494263938         2.9957559433        -7.4891322009
        0.3750013000         1.8000000000         1.0494263938         2.9676852912        -7.4891322009
        0.3800021000         1.8000000000         1.0621880280         2.9498221490        -7.1566955798
        0.3850035000         1.8000000000         1.0443217401         2.9089921097        -7.6221068493
        0.3900013000         1.8000000000         1.0545310475         2.8809214576        -7.3561575524
        0.3950011000         1.8000000000         1.0443217401         2.8630583154        -7.6221068493
        0.4000021000         1.8000000000         1.0392170863         2.8222282761        -7.7550814978
        0.4050017000         1.8000000000         1.0570833743         2.7916057465        -7.2896702282
        0.4100011000         1.8000000000         1.0468740669         2.7762944818        -7.5556195251
        0.4150025000         1.8000000000         1.0468740669         2.7380163199        -7.5556195251
        0.4200013000         1.8000000000         1.0443217401         2.7124975453        -7.6221068493
        0.4250016000         1.8000000000         1.0545310475         2.6895306482        -7.3561575524
        0.4300012000         1.8000000000         1.0494263938         2.6640118736        -7.4891322009
        0.4350055000         1.8000000000         1.0468740669         2.6308374666        -7.5556195251
        0.4400013000         1.8000000000         1.0468740669         2.6002149371        -7.5556195251
        0.4450011000         1.8000000000         1.0519787206         2.5746961625        -7.4226448767
        0.4500012000         1.8000000000         1.0417694132         2.5415217556        -7.6885941736
