% Motor Sweep Step 103/180
% Vcmd       = 3.1000 [V]
% Direction  = CW
% Zone       = OUTER
% Vg_offset  = 1.336920 [V]
% K_gimbal   = 26.049690 [(rad/s)/V]

Time[s]              Vcmd[V]              Vg_raw[V]            Pot[V]               Omega[rad/s]
        0.0000139000         3.1000000000         1.3352870017         2.5593848978        -0.0425518875
        0.0050296000         3.1000000000         1.3454963091         2.5619367752         0.2233974094
        0.0100509000         3.1000000000         1.3403916554         2.5568330203         0.0904227609
        0.0150049000         3.1000000000         1.3429439823         2.5644886527         0.1569100852
        0.0200057000         3.1000000000         1.3454963091         2.5542811429         0.2233974094
        0.0250039000         3.1000000000         1.4041998268         2.5619367752         1.7526058666
        0.0300055000         3.1000000000         1.4680079982         2.5797999174         3.4147889723
        0.0350044000         3.1000000000         1.4144091342         2.5746961625         2.0185551635
        0.0400040000         3.1000000000         1.4450370565         2.5925593047         2.8164030542
        0.0450023000         3.1000000000         1.4680079982         2.6027668146         3.4147889723
        0.0500044000         3.1000000000         1.4424847297         2.6155262019         2.7499157300
        0.0550043000         3.1000000000         1.4577986908         2.6359412215         3.1488396754
        0.0600032000         3.1000000000         1.4731126519         2.6410449765         3.5477636207
        0.0650044000         3.1000000000         1.4833219594         2.6614599961         3.8137129176
        0.0700041000         3.1000000000         1.4756649788         2.6691156285         3.6142509450
        0.0750049000         3.1000000000         1.4833219594         2.6844268933         3.8137129176
        0.0800047000         3.1000000000         1.4807696325         2.6997381580         3.7472255934
        0.0850037000         3.1000000000         1.4833219594         2.7099456679         3.8137129176
        0.0900041000         3.1000000000         1.4909789399         2.7303606875         4.0131748903
        0.0950429000         3.1000000000         1.5011882474         2.7405681974         4.2791241872
        0.1000037000         3.1000000000         1.4884266131         2.7635350945         3.9466875661
        0.1050041000         3.1000000000         1.4986359205         2.7788463592         4.2126368630
        0.1100046000         3.1000000000         1.5037405742         2.7967095015         4.3456115115
        0.1150045000         3.1000000000         1.5062929011         2.8094688888         4.4120988357
        0.1200037000         3.1000000000         1.5088452279         2.8349876633         4.4785861599
        0.1250049000         3.1000000000         1.4986359205         2.8451951732         4.2126368630
        0.1300041000         3.1000000000         1.5190545354         2.8579545605         4.7445354568
        0.1350045000         3.1000000000         1.5165022085         2.8834733351         4.6780481326
        0.1400033000         3.1000000000         1.5292638428         2.9089921097         5.0104847537
        0.1450045000         3.1000000000         1.5011882474         2.9115439871         4.2791241872
        0.1500027000         3.1000000000         1.5190545354         2.9319590068         4.7445354568
        0.1550059000         3.1000000000         1.5267115159         2.9574777814         4.9439974295
        0.1600039000         3.1000000000         1.5216068622         2.9702371687         4.8110227810
        0.1650042000         3.1000000000         1.5394731502         3.0008596982         5.2764340506
        0.1700048000         3.1000000000         1.5241591891         3.0161709629         4.8775101053
        0.1750038000         3.1000000000         1.5318161696         3.0314822277         5.0769720779
        0.1800038000         3.1000000000         1.5267115159         3.0595528797         4.9439974295
        0.1850081000         3.1000000000         1.5420254771         3.0799678994         5.3429213749
        0.1900043000         3.1000000000         1.5241591891         3.1003829191         4.8775101053
        0.1950037000         3.1000000000         1.5369208233         3.1054866740         5.2099467264
        0.2000024000         3.1000000000         1.5113975548         3.1259016937         4.5450734841
        0.2050045000         3.1000000000         1.5420254771         3.1539723457         5.3429213749
        0.2100032000         3.1000000000         1.5292638428         3.1667317330         5.0104847537
        0.2150120000         3.1000000000         1.5343684965         3.1845948752         5.1434594022
        0.2200036000         3.1000000000         1.5343684965         3.2203211597         5.1434594022
        0.2250041000         3.1000000000         1.5471301308         3.2356324244         5.4758960233
        0.2300033000         3.1000000000         1.5369208233         3.2560474441         5.2099467264
        0.2350067000         3.1000000000         1.5343684965         3.2739105863         5.1434594022
        0.2400051000         3.1000000000         1.5394731502         3.2866699736         5.2764340506
        0.2450044000         3.1000000000         1.5394731502         3.3147406256         5.2764340506
        0.2500030000         3.1000000000         1.5445778039         3.3428112777         5.4094086991
        0.2550036000         3.1000000000         1.5445778039         3.3504669101         5.4094086991
        0.2600027000         3.1000000000         1.5445778039         3.3836413170         5.4094086991
        0.2650044000         3.1000000000         1.5420254771         3.4040563367         5.3429213749
        0.2700029000         3.1000000000         1.5420254771         3.4219194789         5.3429213749
        0.2750046000         3.1000000000         1.5369208233         3.4372307437         5.2099467264
        0.2800024000         3.1000000000         1.5394731502         3.4601976408         5.2764340506
        0.2850033000         3.1000000000         1.5420254771         3.4806126605         5.3429213749
        0.2900025000         3.1000000000         1.5369208233         3.4959239252         5.2099467264
        0.2950044000         3.1000000000         1.5394731502         3.5214426998         5.2764340506
        0.3000030000         3.1000000000         1.5471301308         3.5393058420         5.4758960233
        0.3050022000         3.1000000000         1.5445778039         3.5648246166         5.4094086991
        0.3100023000         3.1000000000         1.5471301308         3.5852396363         5.4758960233
        0.3150022000         3.1000000000         1.5496824576         3.6107584109         5.5423833475
        0.3200043000         3.1000000000         1.5547871113         3.6311734306         5.6753579960
        0.3250034000         3.1000000000         1.5369208233         3.6464846953         5.2099467264
        0.3300028000         3.1000000000         1.5496824576         3.6668997150         5.5423833475
        0.3350038000         3.1000000000         1.5394731502         3.6873147347         5.2764340506
        0.3400043000         3.1000000000         1.5445778039         3.7102816318         5.4094086991
        0.3450029000         3.1000000000         1.5445778039         3.7281447740         5.4094086991
        0.3500028000         3.1000000000         1.5522347845         3.7613191810         5.6088706718
        0.3550039000         3.1000000000         1.5394731502         3.7664229359         5.2764340506
        0.3600032000         3.1000000000         1.5522347845         3.7944935879         5.6088706718
        0.3650042000         3.1000000000         1.5445778039         3.8200123625         5.4094086991
        0.3700042000         3.1000000000         1.5471301308         3.8404273822         5.4758960233
        0.3750032000         3.1000000000         1.5522347845         3.8582905244         5.6088706718
        0.3800028000         3.1000000000         1.5394731502         3.8761536666         5.2764340506
        0.3850043000         3.1000000000         1.5522347845         3.9118799510         5.6088706718
        0.3900025000         3.1000000000         1.5420254771         3.9246393383         5.3429213749
        0.3950074000         3.1000000000         1.5598917651         3.9450543580         5.8083326444
        0.4000374000         3.1000000000         1.5522347845         3.9756768875         5.6088706718
        0.4050050000         3.1000000000         1.5573394382         3.9909881523         5.7418453202
        0.4100049000         3.1000000000         1.5369208233         4.0062994170         5.2099467264
        0.4150050000         3.1000000000         1.5598917651         4.0369219465         5.8083326444
        0.4200059000         3.1000000000         1.5471301308         4.0547850888         5.4758960233
