% Motor Sweep Step 115/180
% Vcmd       = 3.4000 [V]
% Direction  = CW
% Zone       = OUTER
% Vg_offset  = 1.336920 [V]
% K_gimbal   = 26.049690 [(rad/s)/V]

Time[s]              Vcmd[V]              Vg_raw[V]            Pot[V]               Omega[rad/s]
        0.0000286000         3.4000000000         1.3301823480         3.5342020871        -0.1755265360
        0.0050035000         3.4000000000         1.3301823480         3.5265464547        -0.1755265360
        0.0100013000         3.4000000000         1.3454963091         3.5316502097         0.2233974094
        0.0150012000         3.4000000000         1.3454963091         3.5444095970         0.2233974094
        0.0200011000         3.4000000000         1.3352870017         3.5342020871        -0.0425518875
        0.0250029000         3.4000000000         1.3454963091         3.5393058420         0.2233974094
        0.0300029000         3.4000000000         1.3378393285         3.5342020871         0.0239354367
        0.0350031000         3.4000000000         1.3403916554         3.5418577195         0.0904227609
        0.0400012000         3.4000000000         1.3378393285         3.5418577195         0.0239354367
        0.0450011000         3.4000000000         1.3301823480         3.5290983322        -0.1755265360
        0.0500016000         3.4000000000         1.3352870017         3.5342020871        -0.0425518875
        0.0550035000         3.4000000000         1.3454963091         3.5393058420         0.2233974094
        0.0600011000         3.4000000000         1.3352870017         3.5342020871        -0.0425518875
        0.0650022000         3.4000000000         1.3352870017         3.5316502097        -0.0425518875
        0.0700011000         3.4000000000         1.3378393285         3.5342020871         0.0239354367
        0.0750011000         3.4000000000         1.3531532897         3.5367539646         0.4228593821
        0.0800011000         3.4000000000         1.3506009628         3.5444095970         0.3563720579
        0.0850021000         3.4000000000         1.3506009628         3.5393058420         0.3563720579
        0.0900012000         3.4000000000         1.3429439823         3.5316502097         0.1569100852
        0.0950011000         3.4000000000         1.3429439823         3.5444095970         0.1569100852
        0.1000011000         3.4000000000         1.3352870017         3.5367539646        -0.0425518875
        0.1050018000         3.4000000000         1.3301823480         3.5290983322        -0.1755265360
        0.1100012000         3.4000000000         1.3429439823         3.5444095970         0.1569100852
        0.1150022000         3.4000000000         1.3480486360         3.5290983322         0.2898847336
        0.1200019000         3.4000000000         1.3378393285         3.5367539646         0.0239354367
        0.1250012000         3.4000000000         1.3480486360         3.5393058420         0.2898847336
        0.1300011000         3.4000000000         1.3429439823         3.5418577195         0.1569100852
        0.1350011000         3.4000000000         1.3429439823         3.5444095970         0.1569100852
        0.1400011000         3.4000000000         1.3352870017         3.5239945773        -0.0425518875
        0.1450024000         3.4000000000         1.3608102703         3.5367539646         0.6223213548
        0.1500035000         3.4000000000         1.3378393285         3.5290983322         0.0239354367
        0.1550026000         3.4000000000         1.3506009628         3.5444095970         0.3563720579
        0.1600022000         3.4000000000         1.3378393285         3.5316502097         0.0239354367
        0.1650020000         3.4000000000         1.3352870017         3.5342020871        -0.0425518875
        0.1700017000         3.4000000000         1.3352870017         3.5393058420        -0.0425518875
        0.1750011000         3.4000000000         1.3301823480         3.5316502097        -0.1755265360
        0.1800021000         3.4000000000         1.3378393285         3.5367539646         0.0239354367
        0.1850024000         3.4000000000         1.3352870017         3.5367539646        -0.0425518875
        0.1900015000         3.4000000000         1.3378393285         3.5393058420         0.0239354367
        0.1950011000         3.4000000000         1.3531532897         3.5444095970         0.4228593821
        0.2000021000         3.4000000000         1.3429439823         3.5342020871         0.1569100852
        0.2050015000         3.4000000000         1.3378393285         3.5367539646         0.0239354367
        0.2100023000         3.4000000000         1.3352870017         3.5342020871        -0.0425518875
        0.2150011000         3.4000000000         1.3301823480         3.5265464547        -0.1755265360
        0.2200016000         3.4000000000         1.3352870017         3.5342020871        -0.0425518875
        0.2250012000         3.4000000000         1.3480486360         3.5418577195         0.2898847336
        0.2300011000         3.4000000000         1.3403916554         3.5316502097         0.0904227609
        0.2350011000         3.4000000000         1.3378393285         3.5316502097         0.0239354367
        0.2400031000         3.4000000000         1.3454963091         3.5444095970         0.2233974094
        0.2450021000         3.4000000000         1.3429439823         3.5418577195         0.1569100852
        0.2500017000         3.4000000000         1.3403916554         3.5393058420         0.0904227609
        0.2550014000         3.4000000000         1.3352870017         3.5367539646        -0.0425518875
        0.2600108000         3.4000000000         1.3378393285         3.5290983322         0.0239354367
        0.2650051000         3.4000000000         1.3301823480         3.5316502097        -0.1755265360
        0.2700013000         3.4000000000         1.3352870017         3.5316502097        -0.0425518875
        0.2750027000         3.4000000000         1.3403916554         3.5418577195         0.0904227609
        0.2800012000         3.4000000000         1.3352870017         3.5342020871        -0.0425518875
        0.2850046000         3.4000000000         1.3429439823         3.5393058420         0.1569100852
        0.2900038000         3.4000000000         1.3352870017         3.5367539646        -0.0425518875
        0.2950027000         3.4000000000         1.3301823480         3.5290983322        -0.1755265360
        0.3000042000         3.4000000000         1.3378393285         3.5316502097         0.0239354367
        0.3050050000         3.4000000000         1.3429439823         3.5418577195         0.1569100852
        0.3100054000         3.4000000000         1.3454963091         3.5444095970         0.2233974094
        0.3150041000         3.4000000000         1.3378393285         3.5316502097         0.0239354367
        0.3200024000         3.4000000000         1.3276300211         3.5265464547        -0.2420138602
        0.3250014000         3.4000000000         1.3301823480         3.5316502097        -0.1755265360
