% Motor Sweep Step 42/180
% Vcmd       = 2.2900 [V]
% Direction  = CCW
% Zone       = DEADZONE
% Vg_offset  = 1.336920 [V]
% K_gimbal   = 26.049690 [(rad/s)/V]

Time[s]              Vcmd[V]              Vg_raw[V]            Pot[V]               Omega[rad/s]
        0.0000057000         2.2900000000         1.3429439823         4.6085424974         0.1569100852
        0.0050028000         2.2900000000         1.3429439823         4.6085424974         0.1569100852
        0.0100013000         2.2900000000         1.3378393285         4.6034387424         0.0239354367
        0.0150029000         2.2900000000         1.3378393285         4.6034387424         0.0239354367
        0.0200021000         2.2900000000         1.3301823480         4.5983349875        -0.1755265360
        0.0250087000         2.2900000000         1.3378393285         4.6034387424         0.0239354367
        0.0300035000         2.2900000000         1.3352870017         4.6008868650        -0.0425518875
        0.0350013000         2.2900000000         1.3378393285         4.6008868650         0.0239354367
        0.0400031000         2.2900000000         1.3327346748         4.6034387424        -0.1090392117
        0.0450021000         2.2900000000         1.3276300211         4.5957831101        -0.2420138602
        0.0500013000         2.2900000000         1.3123160600         4.5957831101        -0.6409378055
        0.0550011000         2.2900000000         1.3021067526         4.5957831101        -0.9068871025
        0.0600011000         2.2900000000         1.3250776943         4.5932312326        -0.3085011844
        0.0650010000         2.2900000000         1.3046590794         4.5855756002        -0.8403997782
        0.0700014000         2.2900000000         1.3097637331         4.5906793551        -0.7074251298
        0.0750013000         2.2900000000         1.3097637331         4.5855756002        -0.7074251298
        0.0800029000         2.2900000000         1.3123160600         4.5779199678        -0.6409378055
        0.0850020000         2.2900000000         1.3072114063         4.5779199678        -0.7739124540
        0.0900014000         2.2900000000         1.3225253674         4.5804718453        -0.3749885086
        0.0950011000         2.2900000000         1.3174207137         4.5804718453        -0.5079631571
        0.1000011000         2.2900000000         1.3327346748         4.5804718453        -0.1090392117
        0.1050032000         2.2900000000         1.3250776943         4.5677124580        -0.3085011844
        0.1100024000         2.2900000000         1.3352870017         4.5677124580        -0.0425518875
        0.1150013000         2.2900000000         1.3352870017         4.5753680904        -0.0425518875
        0.1200182000         2.2900000000         1.3352870017         4.5728162129        -0.0425518875
        0.1250038000         2.2900000000         1.3301823480         4.5677124580        -0.1755265360
        0.1300031000         2.2900000000         1.3301823480         4.5728162129        -0.1755265360
        0.1350012000         2.2900000000         1.3403916554         4.5804718453         0.0904227609
        0.1400023000         2.2900000000         1.3352870017         4.5728162129        -0.0425518875
        0.1450012000         2.2900000000         1.3301823480         4.5677124580        -0.1755265360
        0.1500012000         2.2900000000         1.3301823480         4.5677124580        -0.1755265360
        0.1550020000         2.2900000000         1.3378393285         4.5728162129         0.0239354367
        0.1600012000         2.2900000000         1.3327346748         4.5830237228        -0.1090392117
        0.1650015000         2.2900000000         1.3403916554         4.5830237228         0.0904227609
        0.1700017000         2.2900000000         1.3327346748         4.5677124580        -0.1090392117
        0.1750025000         2.2900000000         1.3403916554         4.5779199678         0.0904227609
        0.1800015000         2.2900000000         1.3352870017         4.5728162129        -0.0425518875
        0.1850012000         2.2900000000         1.3352870017         4.5728162129        -0.0425518875
        0.1900011000         2.2900000000         1.3429439823         4.5779199678         0.1569100852
        0.1950019000         2.2900000000         1.3327346748         4.5677124580        -0.1090392117
        0.2000013000         2.2900000000         1.3429439823         4.5728162129         0.1569100852
        0.2050011000         2.2900000000         1.3429439823         4.5779199678         0.1569100852
        0.2100033000         2.2900000000         1.3352870017         4.5728162129        -0.0425518875
        0.2150015000         2.2900000000         1.3429439823         4.5779199678         0.1569100852
        0.2200011000         2.2900000000         1.3352870017         4.5728162129        -0.0425518875
        0.2250018000         2.2900000000         1.3403916554         4.5728162129         0.0904227609
        0.2300024000         2.2900000000         1.3250776943         4.5677124580        -0.3085011844
        0.2350021000         2.2900000000         1.3352870017         4.5804718453        -0.0425518875
        0.2400025000         2.2900000000         1.3327346748         4.5677124580        -0.1090392117
        0.2450011000         2.2900000000         1.3301823480         4.5677124580        -0.1755265360
        0.2500497000         2.2900000000         1.3352870017         4.5728162129        -0.0425518875
        0.2550028000         2.2900000000         1.3352870017         4.5753680904        -0.0425518875
        0.2600030000         2.2900000000         1.3429439823         4.5804718453         0.1569100852
        0.2650059000         2.2900000000         1.3276300211         4.5677124580        -0.2420138602
        0.2700033000         2.2900000000         1.3403916554         4.5677124580         0.0904227609
        0.2750035000         2.2900000000         1.3429439823         4.5830237228         0.1569100852
        0.2800041000         2.2900000000         1.3352870017         4.5753680904        -0.0425518875
        0.2850041000         2.2900000000         1.3276300211         4.5702643355        -0.2420138602
        0.2900031000         2.2900000000         1.3301823480         4.5651605806        -0.1755265360
        0.2950045000         2.2900000000         1.3429439823         4.5779199678         0.1569100852
        0.3000044000         2.2900000000         1.3301823480         4.5677124580        -0.1755265360
        0.3050028000         2.2900000000         1.3250776943         4.5677124580        -0.3085011844
        0.3100016000         2.2900000000         1.3276300211         4.5677124580        -0.2420138602
        0.3150018000         2.2900000000         1.3352870017         4.5728162129        -0.0425518875
        0.3200021000         2.2900000000         1.3352870017         4.5728162129        -0.0425518875
        0.3250020000         2.2900000000         1.3301823480         4.5651605806        -0.1755265360
        0.3300022000         2.2900000000         1.3378393285         4.5753680904         0.0239354367
        0.3350011000         2.2900000000         1.3429439823         4.5804718453         0.1569100852
        0.3400011000         2.2900000000         1.3403916554         4.5804718453         0.0904227609
        0.3450033000         2.2900000000         1.3378393285         4.5728162129         0.0239354367
        0.3500023000         2.2900000000         1.3327346748         4.5753680904        -0.1090392117
        0.3550029000         2.2900000000         1.3352870017         4.5728162129        -0.0425518875
        0.3600021000         2.2900000000         1.3378393285         4.5753680904         0.0239354367
        0.3650027000         2.2900000000         1.3301823480         4.5677124580        -0.1755265360
        0.3700010000         2.2900000000         1.3250776943         4.5728162129        -0.3085011844
        0.3750047000         2.2900000000         1.3301823480         4.5677124580        -0.1755265360
        0.3800020000         2.2900000000         1.3429439823         4.5728162129         0.1569100852
        0.3850013000         2.2900000000         1.3378393285         4.5779199678         0.0239354367
        0.3900026000         2.2900000000         1.3327346748         4.5702643355        -0.1090392117
        0.3950013000         2.2900000000         1.3378393285         4.5753680904         0.0239354367
        0.4000010000         2.2900000000         1.3403916554         4.5804718453         0.0904227609
        0.4050019000         2.2900000000         1.3352870017         4.5728162129        -0.0425518875
        0.4100012000         2.2900000000         1.3403916554         4.5804718453         0.0904227609
        0.4150013000         2.2900000000         1.3301823480         4.5677124580        -0.1755265360
        0.4200019000         2.2900000000         1.3352870017         4.5728162129        -0.0425518875
        0.4250028000         2.2900000000         1.3301823480         4.5702643355        -0.1755265360
        0.4300019000         2.2900000000         1.3429439823         4.5753680904         0.1569100852
        0.4350016000         2.2900000000         1.3352870017         4.5728162129        -0.0425518875
        0.4400012000         2.2900000000         1.3225253674         4.5677124580        -0.3749885086
        0.4450031000         2.2900000000         1.3454963091         4.5804718453         0.2233974094
        0.4500023000         2.2900000000         1.3250776943         4.5677124580        -0.3085011844
        0.4550023000         2.2900000000         1.3429439823         4.5804718453         0.1569100852
        0.4600011000         2.2900000000         1.3378393285         4.5728162129         0.0239354367
        0.4650022000         2.2900000000         1.3352870017         4.5753680904        -0.0425518875
        0.4700011000         2.2900000000         1.3429439823         4.5804718453         0.1569100852
        0.4750013000         2.2900000000         1.3327346748         4.5728162129        -0.1090392117
        0.4800025000         2.2900000000         1.3378393285         4.5728162129         0.0239354367
        0.4850021000         2.2900000000         1.3352870017         4.5753680904        -0.0425518875
        0.4900022000         2.2900000000         1.3378393285         4.5753680904         0.0239354367
        0.4950011000         2.2900000000         1.3301823480         4.5677124580        -0.1755265360
        0.5000011000         2.2900000000         1.3429439823         4.5804718453         0.1569100852
        0.5050017000         2.2900000000         1.3276300211         4.5677124580        -0.2420138602
        0.5100025000         2.2900000000         1.3378393285         4.5753680904         0.0239354367
        0.5150024000         2.2900000000         1.3301823480         4.5677124580        -0.1755265360
        0.5200013000         2.2900000000         1.3403916554         4.5728162129         0.0904227609
        0.5250021000         2.2900000000         1.3454963091         4.5804718453         0.2233974094
        0.5300024000         2.2900000000         1.3352870017         4.5728162129        -0.0425518875
        0.5350020000         2.2900000000         1.3352870017         4.5728162129        -0.0425518875
        0.5400012000         2.2900000000         1.3352870017         4.5753680904        -0.0425518875
        0.5450013000         2.2900000000         1.3378393285         4.5728162129         0.0239354367
        0.5500026000         2.2900000000         1.3403916554         4.5779199678         0.0904227609
        0.5550023000         2.2900000000         1.3352870017         4.5702643355        -0.0425518875
        0.5600046000         2.2900000000         1.3327346748         4.5677124580        -0.1090392117
        0.5650024000         2.2900000000         1.3352870017         4.5728162129        -0.0425518875
        0.5700023000         2.2900000000         1.3429439823         4.5779199678         0.1569100852
        0.5750011000         2.2900000000         1.3276300211         4.5677124580        -0.2420138602
        0.5800024000         2.2900000000         1.3378393285         4.5804718453         0.0239354367
        0.5850011000         2.2900000000         1.3403916554         4.5728162129         0.0904227609
        0.5900013000         2.2900000000         1.3250776943         4.5728162129        -0.3085011844
        0.5950010000         2.2900000000         1.3429439823         4.5753680904         0.1569100852
        0.6000012000         2.2900000000         1.3301823480         4.5677124580        -0.1755265360
