% Motor Sweep Step 26/180
% Vcmd       = 2.3700 [V]
% Direction  = CCW
% Zone       = DEADZONE
% Vg_offset  = 1.336920 [V]
% K_gimbal   = 26.049690 [(rad/s)/V]

Time[s]              Vcmd[V]              Vg_raw[V]            Pot[V]               Omega[rad/s]
        0.0000217000         2.3700000000         1.3378393285         4.5932312326         0.0239354367
        0.0050014000         2.3700000000         1.3352870017         4.5932312326        -0.0425518875
        0.0100035000         2.3700000000         1.3429439823         4.5983349875         0.1569100852
        0.0150030000         2.3700000000         1.3301823480         4.5881274777        -0.1755265360
        0.0200047000         2.3700000000         1.3454963091         4.5983349875         0.2233974094
        0.0250032000         2.3700000000         1.3352870017         4.5906793551        -0.0425518875
        0.0300015000         2.3700000000         1.3352870017         4.5906793551        -0.0425518875
        0.0350022000         2.3700000000         1.3403916554         4.5957831101         0.0904227609
        0.0400017000         2.3700000000         1.3301823480         4.5881274777        -0.1755265360
        0.0450059000         2.3700000000         1.3301823480         4.5855756002        -0.1755265360
        0.0500022000         2.3700000000         1.3276300211         4.5983349875        -0.2420138602
        0.0550014000         2.3700000000         1.3327346748         4.5830237228        -0.1090392117
        0.0600014000         2.3700000000         1.3327346748         4.5983349875        -0.1090392117
        0.0650012000         2.3700000000         1.3352870017         4.5906793551        -0.0425518875
        0.0700022000         2.3700000000         1.3378393285         4.5906793551         0.0239354367
        0.0750013000         2.3700000000         1.3352870017         4.5906793551        -0.0425518875
        0.0800019000         2.3700000000         1.3301823480         4.5855756002        -0.1755265360
        0.0850013000         2.3700000000         1.3429439823         4.5983349875         0.1569100852
        0.0900015000         2.3700000000         1.3352870017         4.5906793551        -0.0425518875
        0.0950011000         2.3700000000         1.3352870017         4.5906793551        -0.0425518875
        0.1000013000         2.3700000000         1.3352870017         4.5932312326        -0.0425518875
        0.1050028000         2.3700000000         1.3301823480         4.5855756002        -0.1755265360
        0.1100014000         2.3700000000         1.3429439823         4.5957831101         0.1569100852
        0.1150012000         2.3700000000         1.3327346748         4.5855756002        -0.1090392117
        0.1200012000         2.3700000000         1.3352870017         4.5932312326        -0.0425518875
        0.1250010000         2.3700000000         1.3403916554         4.5932312326         0.0904227609
        0.1300024000         2.3700000000         1.3378393285         4.5932312326         0.0239354367
        0.1350014000         2.3700000000         1.3429439823         4.5957831101         0.1569100852
        0.1400024000         2.3700000000         1.3301823480         4.5855756002        -0.1755265360
        0.1450015000         2.3700000000         1.3454963091         4.5957831101         0.2233974094
        0.1500012000         2.3700000000         1.3352870017         4.5906793551        -0.0425518875
        0.1550011000         2.3700000000         1.3378393285         4.5932312326         0.0239354367
