% Motor Sweep Step 47/180
% Vcmd       = 2.7400 [V]
% Direction  = CW
% Zone       = DEADZONE
% Vg_offset  = 1.336920 [V]
% K_gimbal   = 26.049690 [(rad/s)/V]

Time[s]              Vcmd[V]              Vg_raw[V]            Pot[V]               Omega[rad/s]
        0.0000266000         2.7400000000         1.3506009628         4.5753680904         0.3563720579
        0.0050029000         2.7400000000         1.3301823480         4.5677124580        -0.1755265360
        0.0100028000         2.7400000000         1.3352870017         4.5677124580        -0.0425518875
        0.0150017000         2.7400000000         1.3429439823         4.5702643355         0.1569100852
        0.0200016000         2.7400000000         1.3301823480         4.5626087031        -0.1755265360
        0.0250029000         2.7400000000         1.3429439823         4.5728162129         0.1569100852
        0.0300033000         2.7400000000         1.3352870017         4.5677124580        -0.0425518875
        0.0350028000         2.7400000000         1.3378393285         4.5651605806         0.0239354367
        0.0400029000         2.7400000000         1.3429439823         4.5753680904         0.1569100852
        0.0450034000         2.7400000000         1.3480486360         4.5677124580         0.2898847336
        0.0500030000         2.7400000000         1.3684672508         4.5677124580         0.8217833274
        0.0550029000         2.7400000000         1.3735719045         4.5677124580         0.9547579759
        0.0600029000         2.7400000000         1.3786765582         4.5855756002         1.0877326243
        0.0650029000         2.7400000000         1.3659149240         4.5779199678         0.7552960032
        0.0700122000         2.7400000000         1.3735719045         4.5906793551         0.9547579759
        0.0750013000         2.7400000000         1.3684672508         4.5932312326         0.8217833274
        0.0800019000         2.7400000000         1.3608102703         4.5881274777         0.6223213548
        0.0850012000         2.7400000000         1.3633625971         4.5957831101         0.6888086790
        0.0900026000         2.7400000000         1.3608102703         4.5983349875         0.6223213548
        0.0950011000         2.7400000000         1.3531532897         4.5983349875         0.4228593821
        0.1000013000         2.7400000000         1.3531532897         4.6059906199         0.4228593821
        0.1050011000         2.7400000000         1.3608102703         4.6110943748         0.6223213548
        0.1100319000         2.7400000000         1.3480486360         4.6008868650         0.2898847336
        0.1150025000         2.7400000000         1.3454963091         4.6059906199         0.2233974094
        0.1200026000         2.7400000000         1.3531532897         4.6161981297         0.4228593821
        0.1250013000         2.7400000000         1.3480486360         4.6110943748         0.2898847336
        0.1300010000         2.7400000000         1.3531532897         4.6110943748         0.4228593821
        0.1350044000         2.7400000000         1.3454963091         4.6136462523         0.2233974094
        0.1400012000         2.7400000000         1.3454963091         4.6059906199         0.2233974094
        0.1450011000         2.7400000000         1.3531532897         4.6187500072         0.4228593821
        0.1500022000         2.7400000000         1.3378393285         4.6085424974         0.0239354367
        0.1550023000         2.7400000000         1.3403916554         4.6161981297         0.0904227609
        0.1600013000         2.7400000000         1.3429439823         4.6136462523         0.1569100852
        0.1650022000         2.7400000000         1.3378393285         4.6187500072         0.0239354367
        0.1700029000         2.7400000000         1.3454963091         4.6187500072         0.2233974094
        0.1750027000         2.7400000000         1.3378393285         4.6110943748         0.0239354367
        0.1800056000         2.7400000000         1.3480486360         4.6264056396         0.2898847336
        0.1850096000         2.7400000000         1.3403916554         4.6085424974         0.0904227609
        0.1900013000         2.7400000000         1.3454963091         4.6187500072         0.2233974094
        0.1950011000         2.7400000000         1.3608102703         4.6264056396         0.6223213548
        0.2000010000         2.7400000000         1.3378393285         4.6136462523         0.0239354367
        0.2050011000         2.7400000000         1.3531532897         4.6289575170         0.4228593821
        0.2100011000         2.7400000000         1.3480486360         4.6238537621         0.2898847336
        0.2150011000         2.7400000000         1.3506009628         4.6264056396         0.3563720579
