% Potentiometer Recording  5.0 s
% Vg_offset=1.395394V  K_gimbal=26.049690
% Fs=200 Hz  samples=1001

Time[s]              Vg[V]                Pot[V]               Omega[rad/s]        
        0.0008620000         1.3990951731         3.3938488269         0.0964066201
        0.0054434000         1.3914381925         3.3836413170        -0.1030553526
        0.0104377000         1.3939905194         3.3887450720        -0.0365680283
        0.0154610000         1.3888858657         3.3810894396        -0.1695426768
        0.0204372000         1.3914381925         3.3836413170        -0.1030553526
        0.0257686000         1.3965428462         3.3887450720         0.0299192959
        0.0309015000         1.3939905194         3.3887450720        -0.0365680283
        0.0357059000         1.3939905194         3.3887450720        -0.0365680283
        0.0405039000         1.3939905194         3.3861931945        -0.0365680283
        0.0455815000         1.4016475000         3.3938488269         0.1628939444
        0.0504601000         1.3965428462         3.3861931945         0.0299192959
        0.0554618000         1.3965428462         3.3887450720         0.0299192959
        0.0604605000         1.3888858657         3.3810894396        -0.1695426768
        0.0654935000         1.3965428462         3.3861931945         0.0299192959
        0.0704459000         1.3965428462         3.3887450720         0.0299192959
        0.0754431000         1.3965428462         3.3861931945         0.0299192959
        0.0804490000         1.3965428462         3.3861931945         0.0299192959
        0.0854409000         1.3888858657         3.3810894396        -0.1695426768
        0.0904638000         1.3965428462         3.3887450720         0.0299192959
        0.0954686000         1.3965428462         3.3861931945         0.0299192959
        0.1004636000         1.4016475000         3.3938488269         0.1628939444
        0.1054687000         1.3965428462         3.3887450720         0.0299192959
        0.1104618000         1.3888858657         3.3836413170        -0.1695426768
        0.1154662000         1.3888858657         3.3836413170        -0.1695426768
        0.1204662000         1.3965428462         3.3887450720         0.0299192959
        0.1255171000         1.3914381925         3.3810894396        -0.1030553526
        0.1304614000         1.3965428462         3.3887450720         0.0299192959
        0.1354601000         1.4016475000         3.3964007043         0.1628939444
        0.1404704000         1.4016475000         3.3964007043         0.1628939444
        0.1454605000         1.3939905194         3.3887450720        -0.0365680283
        0.1504911000         1.3965428462         3.3887450720         0.0299192959
        0.1556133000         1.3888858657         3.3836413170        -0.1695426768
        0.1604808000         1.3939905194         3.3887450720        -0.0365680283
        0.1654896000         1.3965428462         3.3887450720         0.0299192959
        0.1704929000         1.3939905194         3.3861931945        -0.0365680283
        0.1754747000         1.3965428462         3.3887450720         0.0299192959
        0.1804819000         1.4016475000         3.3938488269         0.1628939444
        0.1855403000         1.4041998268         3.3938488269         0.2293812686
        0.1904650000         1.3965428462         3.3887450720         0.0299192959
        0.1954586000         1.3965428462         3.3887450720         0.0299192959
        0.2005386000         1.3914381925         3.3810894396        -0.1030553526
        0.2054669000         1.3939905194         3.3887450720        -0.0365680283
        0.2104707000         1.4016475000         3.3861931945         0.1628939444
        0.2155515000         1.3965428462         3.3912969494         0.0299192959
        0.2205535000         1.4016475000         3.3964007043         0.1628939444
        0.2254649000         1.3965428462         3.3912969494         0.0299192959
        0.2304586000         1.3939905194         3.3938488269        -0.0365680283
        0.2354554000         1.4041998268         3.3964007043         0.2293812686
        0.2404584000         1.4016475000         3.3938488269         0.1628939444
        0.2454573000         1.3965428462         3.3887450720         0.0299192959
        0.2504580000         1.3888858657         3.3836413170        -0.1695426768
