% Potentiometer Recording  5.0 s
% Vg_offset=1.338069V  K_gimbal=26.049690
% Fs=200 Hz  samples=1001

Time[s]              Vg[V]                Pot[V]               Omega[rad/s]        
        0.0005083000         1.3454963091         1.8550667191         0.1934781135
        0.0054320000         1.3378393285         1.8499629642        -0.0059838592
        0.0104073000         1.3276300211         1.8448592093        -0.2719331561
        0.0153959000         1.3327346748         1.8448592093        -0.1389585076
        0.0204084000         1.3429439823         1.8550667191         0.1269907893
        0.0254166000         1.3352870017         1.8448592093        -0.0724711834
        0.0304058000         1.3454963091         1.8550667191         0.1934781135
        0.0354313000         1.3301823480         1.8474110867        -0.2054458319
        0.0404206000         1.3352870017         1.8474110867        -0.0724711834
        0.0454110000         1.3454963091         1.8550667191         0.1934781135
        0.0503860000         1.3378393285         1.8448592093        -0.0059838592
        0.0554243000         1.3352870017         1.8550667191        -0.0724711834
        0.0603832000         1.3301823480         1.8448592093        -0.2054458319
        0.0654182000         1.3429439823         1.8550667191         0.1269907893
        0.0704454000         1.3352870017         1.8448592093        -0.0724711834
        0.0754290000         1.3378393285         1.8499629642        -0.0059838592
        0.0804324000         1.3454963091         1.8576185965         0.1934781135
        0.0854271000         1.3378393285         1.8499629642        -0.0059838592
        0.0904100000         1.3352870017         1.8499629642        -0.0724711834
        0.0954133000         1.3506009628         1.8499629642         0.3264527620
        0.1004063000         1.3276300211         1.8423073318        -0.2719331561
        0.1054254000         1.3454963091         1.8576185965         0.1934781135
        0.1104375000         1.3352870017         1.8499629642        -0.0724711834
        0.1153959000         1.3378393285         1.8525148416        -0.0059838592
        0.1204484000         1.3352870017         1.8499629642        -0.0724711834
        0.1254530000         1.3378393285         1.8499629642        -0.0059838592
        0.1304281000         1.3429439823         1.8576185965         0.1269907893
        0.1354430000         1.3327346748         1.8448592093        -0.1389585076
        0.1404238000         1.3378393285         1.8499629642        -0.0059838592
        0.1454634000         1.3429439823         1.8550667191         0.1269907893
        0.1504651000         1.3327346748         1.8448592093        -0.1389585076
        0.1554177000         1.3378393285         1.8499629642        -0.0059838592
        0.1604275000         1.3403916554         1.8525148416         0.0605034650
        0.1654135000         1.3429439823         1.8576185965         0.1269907893
        0.1704249000         1.3378393285         1.8499629642        -0.0059838592
        0.1754744000         1.3327346748         1.8448592093        -0.1389585076
        0.1804783000         1.3403916554         1.8499629642         0.0605034650
        0.1854175000         1.3378393285         1.8474110867        -0.0059838592
        0.1904242000         1.3378393285         1.8499629642        -0.0059838592
        0.1954170000         1.3454963091         1.8550667191         0.1934781135
        0.2004207000         1.3327346748         1.8474110867        -0.1389585076
        0.2054864000         1.3480486360         1.8550667191         0.2599654377
        0.2104887000         1.3403916554         1.8525148416         0.0605034650
        0.2154166000         1.3352870017         1.8525148416        -0.0724711834
        0.2204266000         1.3327346748         1.8448592093        -0.1389585076
        0.2254154000         1.3378393285         1.8499629642        -0.0059838592
        0.2304254000         1.3301823480         1.8474110867        -0.2054458319
        0.2354124000         1.3454963091         1.8525148416         0.1934781135
