% Potentiometer Recording  5.0 s
% Vg_offset=1.395394V  K_gimbal=26.049690
% Fs=200 Hz  samples=1001

Time[s]              Vg[V]                Pot[V]               Omega[rad/s]        
        0.0009970000         1.3914381925         2.8120207662        -0.1030553526
        0.0053961000         1.4041998268         2.8247801535         0.2293812686
        0.0104296000         1.3888858657         2.8120207662        -0.1695426768
        0.0154027000         1.3965428462         2.8222282761         0.0299192959
        0.0203937000         1.4016475000         2.8273320310         0.1628939444
        0.0253964000         1.3914381925         2.8171245211        -0.1030553526
        0.0304872000         1.3965428462         2.8196763986         0.0299192959
        0.0354186000         1.3914381925         2.8145726437        -0.1030553526
        0.0404181000         1.4016475000         2.8273320310         0.1628939444
        0.0454147000         1.3965428462         2.8196763986         0.0299192959
        0.0503893000         1.3965428462         2.8196763986         0.0299192959
        0.0553911000         1.3965428462         2.8196763986         0.0299192959
        0.0604185000         1.3939905194         2.8196763986        -0.0365680283
        0.0653948000         1.3965428462         2.8196763986         0.0299192959
        0.0703958000         1.3965428462         2.8222282761         0.0299192959
        0.0753795000         1.3888858657         2.8120207662        -0.1695426768
        0.0804450000         1.3939905194         2.8196763986        -0.0365680283
        0.0854099000         1.3939905194         2.8196763986        -0.0365680283
        0.0904101000         1.3965428462         2.8222282761         0.0299192959
        0.0953877000         1.3965428462         2.8196763986         0.0299192959
        0.1004658000         1.4016475000         2.8247801535         0.1628939444
        0.1054027000         1.3888858657         2.8145726437        -0.1695426768
        0.1104206000         1.3965428462         2.8222282761         0.0299192959
        0.1154310000         1.3939905194         2.8273320310        -0.0365680283
        0.1204157000         1.4041998268         2.8273320310         0.2293812686
        0.1253968000         1.3939905194         2.8196763986        -0.0365680283
        0.1303998000         1.3965428462         2.8120207662         0.0299192959
        0.1354056000         1.3939905194         2.8196763986        -0.0365680283
        0.1403882000         1.3965428462         2.8196763986         0.0299192959
        0.1454406000         1.3965428462         2.8196763986         0.0299192959
        0.1505174000         1.3965428462         2.8171245211         0.0299192959
        0.1554442000         1.4041998268         2.8273320310         0.2293812686
        0.1604491000         1.3965428462         2.8196763986         0.0299192959
        0.1654626000         1.3888858657         2.8145726437        -0.1695426768
        0.1704444000         1.3939905194         2.8145726437        -0.0365680283
        0.1754432000         1.3939905194         2.8196763986        -0.0365680283
        0.1804188000         1.3965428462         2.8171245211         0.0299192959
        0.1854032000         1.3914381925         2.8145726437        -0.1030553526
        0.1904334000         1.4016475000         2.8247801535         0.1628939444
        0.1954800000         1.3965428462         2.8196763986         0.0299192959
        0.2004276000         1.3939905194         2.8196763986        -0.0365680283
        0.2054014000         1.4016475000         2.8196763986         0.1628939444
        0.2103901000         1.4016475000         2.8247801535         0.1628939444
        0.2153780000         1.4016475000         2.8273320310         0.1628939444
        0.2203880000         1.3939905194         2.8171245211        -0.0365680283
        0.2254252000         1.3965428462         2.8196763986         0.0299192959
        0.2303958000         1.3939905194         2.8196763986        -0.0365680283
        0.2353928000         1.3939905194         2.8196763986        -0.0365680283
        0.2403892000         1.3965428462         2.8196763986         0.0299192959
        0.2455277000         1.3965428462         2.8222282761         0.0299192959
        0.2504481000         1.4016475000         2.8273320310         0.1628939444
        0.2554455000         1.3888858657         2.8145726437        -0.1695426768
        0.2604332000         1.3965428462         2.8196763986         0.0299192959
        0.2654156000         1.4016475000         2.8273320310         0.1628939444
        0.2704890000         1.3914381925         2.8145726437        -0.1030553526
        0.2754290000         1.4016475000         2.8273320310         0.1628939444
        0.2804098000         1.3939905194         2.8222282761        -0.0365680283
        0.2854184000         1.3965428462         2.8222282761         0.0299192959
        0.2904042000         1.3888858657         2.8145726437        -0.1695426768
        0.2954147000         1.4041998268         2.8273320310         0.2293812686
        0.3004932000         1.3965428462         2.8222282761         0.0299192959
        0.3054931000         1.4016475000         2.8247801535         0.1628939444
        0.3104196000         1.3914381925         2.8145726437        -0.1030553526
        0.3154230000         1.3965428462         2.8222282761         0.0299192959
        0.3203875000         1.3990951731         2.8196763986         0.0964066201
        0.3254145000         1.3939905194         2.8222282761        -0.0365680283
        0.3303931000         1.3939905194         2.8222282761        -0.0365680283
        0.3354074000         1.3888858657         2.8120207662        -0.1695426768
        0.3403860000         1.4041998268         2.8273320310         0.2293812686
