% Potentiometer Recording  5.0 s
% Vg_offset=1.338069V  K_gimbal=26.049690
% Fs=200 Hz  samples=1001

Time[s]              Vg[V]                Pot[V]               Omega[rad/s]        
        0.0009655000         1.3454963091         2.2455039703         0.1934781135
        0.0054079000         1.3327346748         2.2327445830        -0.1389585076
        0.0104461000         1.3352870017         2.2378483379        -0.0724711834
        0.0154178000         1.3352870017         2.2378483379        -0.0724711834
        0.0204313000         1.3378393285         2.2378483379        -0.0059838592
        0.0254457000         1.3378393285         2.2378483379        -0.0059838592
        0.0305660000         1.3429439823         2.2378483379         0.1269907893
        0.0355355000         1.3429439823         2.2378483379         0.1269907893
        0.0404285000         1.3429439823         2.2455039703         0.1269907893
        0.0454168000         1.3429439823         2.2455039703         0.1269907893
        0.0504238000         1.3352870017         2.2378483379        -0.0724711834
        0.0554328000         1.3352870017         2.2352964605        -0.0724711834
        0.0605758000         1.3301823480         2.2327445830        -0.2054458319
        0.0654645000         1.3352870017         2.2404002154        -0.0724711834
        0.0704607000         1.3429439823         2.2429520929         0.1269907893
        0.0754282000         1.3454963091         2.2455039703         0.1934781135
        0.0804016000         1.3352870017         2.2378483379        -0.0724711834
        0.0854391000         1.3301823480         2.2327445830        -0.2054458319
        0.0904194000         1.3327346748         2.2327445830        -0.1389585076
        0.0954279000         1.3531532897         2.2429520929         0.3929400862
        0.1003899000         1.3352870017         2.2378483379        -0.0724711834
        0.1054277000         1.3378393285         2.2378483379        -0.0059838592
        0.1103781000         1.3429439823         2.2455039703         0.1269907893
        0.1153897000         1.3301823480         2.2327445830        -0.2054458319
        0.1204088000         1.3378393285         2.2378483379        -0.0059838592
        0.1254093000         1.3429439823         2.2455039703         0.1269907893
        0.1306788000         1.3429439823         2.2429520929         0.1269907893
        0.1353966000         1.3352870017         2.2378483379        -0.0724711834
        0.1404086000         1.3301823480         2.2327445830        -0.2054458319
        0.1453974000         1.3454963091         2.2455039703         0.1934781135
        0.1504051000         1.3378393285         2.2378483379        -0.0059838592
        0.1553877000         1.3378393285         2.2378483379        -0.0059838592
        0.1604630000         1.3429439823         2.2378483379         0.1269907893
        0.1653955000         1.3327346748         2.2378483379        -0.1389585076
        0.1703873000         1.3429439823         2.2429520929         0.1269907893
        0.1753882000         1.3378393285         2.2378483379        -0.0059838592
        0.1803765000         1.3378393285         2.2404002154        -0.0059838592
        0.1853884000         1.3327346748         2.2327445830        -0.1389585076
        0.1904148000         1.3378393285         2.2352964605        -0.0059838592
        0.1953667000         1.3403916554         2.2378483379         0.0605034650
        0.2004115000         1.3454963091         2.2429520929         0.1934781135
        0.2053837000         1.3378393285         2.2378483379        -0.0059838592
        0.2104143000         1.3378393285         2.2404002154        -0.0059838592
        0.2154160000         1.3327346748         2.2327445830        -0.1389585076
        0.2205172000         1.3454963091         2.2455039703         0.1934781135
        0.2255612000         1.3403916554         2.2378483379         0.0605034650
        0.2304208000         1.3199730405         2.2301927056        -0.4713951288
        0.2361687000         1.3429439823         2.2429520929         0.1269907893
        0.2404354000         1.3454963091         2.2455039703         0.1934781135
        0.2455103000         1.3378393285         2.2378483379        -0.0059838592
        0.2504266000         1.3454963091         2.2429520929         0.1934781135
        0.2554127000         1.3378393285         2.2378483379        -0.0059838592
        0.2603914000         1.3352870017         2.2378483379        -0.0724711834
        0.2653995000         1.3327346748         2.2301927056        -0.1389585076
        0.2704095000         1.3352870017         2.2378483379        -0.0724711834
        0.2753980000         1.3378393285         2.2378483379        -0.0059838592
        0.2804035000         1.3327346748         2.2327445830        -0.1389585076
