% Potentiometer Recording  5.0 s
% Vg_offset=1.338069V  K_gimbal=26.049690
% Fs=200 Hz  samples=1001

Time[s]              Vg[V]                Pot[V]               Omega[rad/s]        
        0.0006823000         1.3633625971         2.1587401367         0.6588893831
        0.0054091000         1.3378393285         2.1536363818        -0.0059838592
        0.0103904000         1.3327346748         2.1485326269        -0.1389585076
        0.0154083000         1.3454963091         2.1612920142         0.1934781135
        0.0204127000         1.3352870017         2.1536363818        -0.0724711834
        0.0254138000         1.3378393285         2.1536363818        -0.0059838592
        0.0308941000         1.3378393285         2.1536363818        -0.0059838592
        0.0354642000         1.3378393285         2.1510845043        -0.0059838592
        0.0409811000         1.3429439823         2.1587401367         0.1269907893
        0.0457578000         1.3454963091         2.1536363818         0.1934781135
        0.0514924000         1.3378393285         2.1587401367        -0.0059838592
        0.0554503000         1.3378393285         2.1536363818        -0.0059838592
        0.0604332000         1.3378393285         2.1536363818        -0.0059838592
        0.0654252000         1.3327346748         2.1485326269        -0.1389585076
        0.0704273000         1.3429439823         2.1587401367         0.1269907893
        0.0754182000         1.3352870017         2.1536363818        -0.0724711834
        0.0804532000         1.3403916554         2.1536363818         0.0605034650
        0.0854540000         1.3301823480         2.1536363818        -0.2054458319
        0.0904037000         1.3429439823         2.1612920142         0.1269907893
        0.0955057000         1.3378393285         2.1536363818        -0.0059838592
        0.1004305000         1.3429439823         2.1587401367         0.1269907893
        0.1053745000         1.3378393285         2.1536363818        -0.0059838592
        0.1103923000         1.3378393285         2.1536363818        -0.0059838592
        0.1154000000         1.3352870017         2.1536363818        -0.0724711834
        0.1203875000         1.3327346748         2.1485326269        -0.1389585076
        0.1253999000         1.3429439823         2.1587401367         0.1269907893
        0.1303764000         1.3403916554         2.1536363818         0.0605034650
        0.1353884000         1.3378393285         2.1536363818        -0.0059838592
        0.1404264000         1.3378393285         2.1536363818        -0.0059838592
        0.1453909000         1.3327346748         2.1485326269        -0.1389585076
        0.1504121000         1.3378393285         2.1536363818        -0.0059838592
        0.1553940000         1.3429439823         2.1485326269         0.1269907893
        0.1604075000         1.3454963091         2.1587401367         0.1934781135
        0.1653858000         1.3378393285         2.1536363818        -0.0059838592
        0.1710642000         1.3378393285         2.1536363818        -0.0059838592
        0.1754046000         1.3378393285         2.1510845043        -0.0059838592
        0.1803928000         1.3378393285         2.1536363818        -0.0059838592
        0.1854003000         1.3378393285         2.1536363818        -0.0059838592
        0.1904063000         1.3301823480         2.1485326269        -0.2054458319
        0.1953950000         1.3378393285         2.1536363818        -0.0059838592
        0.2004184000         1.3378393285         2.1536363818        -0.0059838592
        0.2053992000         1.3378393285         2.1536363818        -0.0059838592
        0.2103997000         1.3403916554         2.1536363818         0.0605034650
        0.2153947000         1.3327346748         2.1459807494        -0.1389585076
        0.2204038000         1.3378393285         2.1536363818        -0.0059838592
        0.2253971000         1.3403916554         2.1561882593         0.0605034650
        0.2304233000         1.3378393285         2.1536363818        -0.0059838592
        0.2354127000         1.3378393285         2.1536363818        -0.0059838592
        0.2404045000         1.3378393285         2.1536363818        -0.0059838592
        0.2454018000         1.3378393285         2.1536363818        -0.0059838592
        0.2504100000         1.3378393285         2.1536363818        -0.0059838592
        0.2553913000         1.3352870017         2.1612920142        -0.0724711834
        0.2603795000         1.3378393285         2.1536363818        -0.0059838592
        0.2653915000         1.3378393285         2.1536363818        -0.0059838592
        0.2703681000         1.3429439823         2.1587401367         0.1269907893
        0.2753998000         1.3352870017         2.1536363818        -0.0724711834
        0.2803924000         1.3454963091         2.1587401367         0.1934781135
        0.2853905000         1.3327346748         2.1485326269        -0.1389585076
        0.2904015000         1.3454963091         2.1587401367         0.1934781135
        0.2953837000         1.3403916554         2.1536363818         0.0605034650
        0.3004066000         1.3429439823         2.1536363818         0.1269907893
        0.3053849000         1.3429439823         2.1612920142         0.1269907893
        0.3104114000         1.3378393285         2.1536363818        -0.0059838592
        0.3153966000         1.3454963091         2.1587401367         0.1934781135
        0.3204028000         1.3301823480         2.1510845043        -0.2054458319
        0.3254145000         1.3352870017         2.1561882593        -0.0724711834
        0.3304349000         1.3352870017         2.1536363818        -0.0724711834
        0.3354130000         1.3301823480         2.1485326269        -0.2054458319
        0.3404425000         1.3378393285         2.1536363818        -0.0059838592
        0.3454239000         1.3327346748         2.1485326269        -0.1389585076
        0.3504164000         1.3378393285         2.1536363818        -0.0059838592
        0.3554261000         1.3378393285         2.1536363818        -0.0059838592
        0.3603980000         1.3378393285         2.1434288720        -0.0059838592
        0.3654105000         1.3352870017         2.1561882593        -0.0724711834
        0.3703950000         1.3378393285         2.1485326269        -0.0059838592
        0.3754146000         1.3429439823         2.1587401367         0.1269907893
        0.3804059000         1.3378393285         2.1561882593        -0.0059838592
        0.3853914000         1.3378393285         2.1536363818        -0.0059838592
        0.3904225000         1.3352870017         2.1510845043        -0.0724711834
        0.3953892000         1.3327346748         2.1485326269        -0.1389585076
        0.4003897000         1.3352870017         2.1536363818        -0.0724711834
        0.4054004000         1.3327346748         2.1459807494        -0.1389585076
        0.4106906000         1.3327346748         2.1459807494        -0.1389585076
        0.4154700000         1.3327346748         2.1485326269        -0.1389585076
        0.4204167000         1.3378393285         2.1536363818        -0.0059838592
        0.4254291000         1.3378393285         2.1561882593        -0.0059838592
        0.4303978000         1.3378393285         2.1536363818        -0.0059838592
        0.4354073000         1.3378393285         2.1536363818        -0.0059838592
        0.4403864000         1.3531532897         2.1587401367         0.3929400862
        0.4453980000         1.3327346748         2.1485326269        -0.1389585076
        0.4503865000         1.3352870017         2.1536363818        -0.0724711834
        0.4553921000         1.3429439823         2.1587401367         0.1269907893
        0.4604418000         1.3378393285         2.1536363818        -0.0059838592
        0.4653903000         1.3378393285         2.1536363818        -0.0059838592
        0.4703896000         1.3378393285         2.1510845043        -0.0059838592
        0.4753998000         1.3378393285         2.1536363818        -0.0059838592
        0.4806622000         1.3454963091         2.1587401367         0.1934781135
        0.4853876000         1.3327346748         2.1459807494        -0.1389585076
        0.4903852000         1.3378393285         2.1536363818        -0.0059838592
        0.4954071000         1.3301823480         2.1485326269        -0.2054458319
        0.5004169000         1.3429439823         2.1536363818         0.1269907893
        0.5053980000         1.3352870017         2.1536363818        -0.0724711834
        0.5103930000         1.3378393285         2.1536363818        -0.0059838592
        0.5154112000         1.3378393285         2.1536363818        -0.0059838592
        0.5203981000         1.3378393285         2.1536363818        -0.0059838592
        0.5257630000         1.3378393285         2.1536363818        -0.0059838592
        0.5304284000         1.3403916554         2.1536363818         0.0605034650
        0.5354121000         1.3429439823         2.1612920142         0.1269907893
        0.5405289000         1.3327346748         2.1485326269        -0.1389585076
        0.5454316000         1.3429439823         2.1587401367         0.1269907893
        0.5504320000         1.3403916554         2.1485326269         0.0605034650
        0.5554239000         1.3352870017         2.1459807494        -0.0724711834
        0.5603961000         1.3352870017         2.1561882593        -0.0724711834
        0.5653843000         1.3429439823         2.1587401367         0.1269907893
        0.5703875000         1.3327346748         2.1485326269        -0.1389585076
        0.5753960000         1.3429439823         2.1612920142         0.1269907893
        0.5804086000         1.3378393285         2.1536363818        -0.0059838592
        0.5853920000         1.3378393285         2.1536363818        -0.0059838592
        0.5904307000         1.3327346748         2.1459807494        -0.1389585076
        0.5954023000         1.3378393285         2.1536363818        -0.0059838592
        0.6003971000         1.3429439823         2.1587401367         0.1269907893
        0.6053738000         1.3378393285         2.1536363818        -0.0059838592
        0.6104103000         1.3454963091         2.1587401367         0.1934781135
        0.6154255000         1.3454963091         2.1536363818         0.1934781135
        0.6204062000         1.3378393285         2.1561882593        -0.0059838592
        0.6254023000         1.3454963091         2.1536363818         0.1934781135
        0.6304271000         1.3378393285         2.1536363818        -0.0059838592
        0.6354111000         1.3327346748         2.1485326269        -0.1389585076
        0.6405623000         1.3378393285         2.1536363818        -0.0059838592
        0.6453882000         1.3301823480         2.1485326269        -0.2054458319
        0.6504021000         1.3429439823         2.1587401367         0.1269907893
        0.6553848000         1.3378393285         2.1510845043        -0.0059838592
        0.6603974000         1.3378393285         2.1561882593        -0.0059838592
        0.6653880000         1.3429439823         2.1587401367         0.1269907893
        0.6703859000         1.3301823480         2.1485326269        -0.2054458319
        0.6753955000         1.3454963091         2.1587401367         0.1934781135
        0.6803868000         1.3506009628         2.1536363818         0.3264527620
        0.6853843000         1.3378393285         2.1536363818        -0.0059838592
        0.6904032000         1.3429439823         2.1587401367         0.1269907893
        0.6953859000         1.3327346748         2.1459807494        -0.1389585076
        0.7003940000         1.3403916554         2.1536363818         0.0605034650
        0.7054306000         1.3429439823         2.1587401367         0.1269907893
        0.7104450000         1.3378393285         2.1536363818        -0.0059838592
        0.7154237000         1.3403916554         2.1536363818         0.0605034650
        0.7204417000         1.3378393285         2.1536363818        -0.0059838592
        0.7254479000         1.3301823480         2.1485326269        -0.2054458319
        0.7304238000         1.3378393285         2.1561882593        -0.0059838592
        0.7354326000         1.3352870017         2.1536363818        -0.0724711834
        0.7404182000         1.3403916554         2.1612920142         0.0605034650
        0.7454190000         1.3327346748         2.1459807494        -0.1389585076
        0.7504078000         1.3378393285         2.1536363818        -0.0059838592
        0.7554124000         1.3429439823         2.1536363818         0.1269907893
        0.7604232000         1.3429439823         2.1536363818         0.1269907893
        0.7654115000         1.3429439823         2.1587401367         0.1269907893
        0.7704334000         1.3403916554         2.1561882593         0.0605034650
        0.7754239000         1.3429439823         2.1587401367         0.1269907893
        0.7804152000         1.3378393285         2.1536363818        -0.0059838592
