% Potentiometer Recording  5.0 s
% Vg_offset=1.395394V  K_gimbal=26.049690
% Fs=200 Hz  samples=1001

Time[s]              Vg[V]                Pot[V]               Omega[rad/s]        
        0.0005125000         1.3888858657         2.8554026830        -0.1695426768
        0.0054114000         1.3965428462         2.8605064379         0.0299192959
        0.0103904000         1.4016475000         2.8681620703         0.1628939444
        0.0154035000         1.3914381925         2.8579545605        -0.1030553526
        0.0203802000         1.3939905194         2.8630583154        -0.0365680283
        0.0253975000         1.3939905194         2.8605064379        -0.0365680283
        0.0304048000         1.3939905194         2.8554026830        -0.0365680283
        0.0354291000         1.3939905194         2.8605064379        -0.0365680283
        0.0404096000         1.3888858657         2.8528508056        -0.1695426768
        0.0454010000         1.4016475000         2.8656101929         0.1628939444
        0.0503904000         1.3888858657         2.8630583154        -0.1695426768
        0.0554253000         1.4016475000         2.8681620703         0.1628939444
        0.0604063000         1.3939905194         2.8605064379        -0.0365680283
        0.0654156000         1.4016475000         2.8630583154         0.1628939444
        0.0703957000         1.4016475000         2.8656101929         0.1628939444
        0.0754087000         1.4041998268         2.8681620703         0.2293812686
        0.0803905000         1.3939905194         2.8605064379        -0.0365680283
        0.0853976000         1.3965428462         2.8630583154         0.0299192959
        0.0903833000         1.3990951731         2.8681620703         0.0964066201
        0.0954382000         1.4016475000         2.8681620703         0.1628939444
        0.1003927000         1.4016475000         2.8681620703         0.1628939444
        0.1054128000         1.3888858657         2.8528508056        -0.1695426768
        0.1104222000         1.4016475000         2.8681620703         0.1628939444
        0.1153998000         1.3965428462         2.8605064379         0.0299192959
        0.1204063000         1.3939905194         2.8605064379        -0.0365680283
        0.1253878000         1.4016475000         2.8656101929         0.1628939444
        0.1308002000         1.3888858657         2.8554026830        -0.1695426768
        0.1353886000         1.3965428462         2.8630583154         0.0299192959
        0.1404205000         1.3939905194         2.8605064379        -0.0365680283
        0.1454041000         1.3965428462         2.8656101929         0.0299192959
        0.1503839000         1.3888858657         2.8554026830        -0.1695426768
        0.1553974000         1.3990951731         2.8681620703         0.0964066201
        0.1603972000         1.3965428462         2.8554026830         0.0299192959
        0.1654170000         1.3939905194         2.8605064379        -0.0365680283
        0.1704250000         1.3965428462         2.8605064379         0.0299192959
        0.1754311000         1.3939905194         2.8605064379        -0.0365680283
        0.1804161000         1.4016475000         2.8656101929         0.1628939444
        0.1854305000         1.3888858657         2.8554026830        -0.1695426768
        0.1904295000         1.3965428462         2.8605064379         0.0299192959
        0.1954348000         1.3965428462         2.8605064379         0.0299192959
        0.2003914000         1.3965428462         2.8630583154         0.0299192959
        0.2053757000         1.4016475000         2.8681620703         0.1628939444
        0.2103879000         1.3965428462         2.8630583154         0.0299192959
        0.2154174000         1.3939905194         2.8605064379        -0.0365680283
        0.2204472000         1.3965428462         2.8605064379         0.0299192959
        0.2254154000         1.3888858657         2.8554026830        -0.1695426768
        0.2304251000         1.4016475000         2.8681620703         0.1628939444
        0.2354077000         1.3965428462         2.8630583154         0.0299192959
        0.2404219000         1.3965428462         2.8605064379         0.0299192959
        0.2454146000         1.3965428462         2.8605064379         0.0299192959
        0.2503892000         1.3965428462         2.8630583154         0.0299192959
        0.2554150000         1.4016475000         2.8656101929         0.1628939444
        0.2603994000         1.3965428462         2.8630583154         0.0299192959
        0.2654040000         1.3914381925         2.8554026830        -0.1030553526
        0.2704474000         1.3939905194         2.8605064379        -0.0365680283
        0.2754047000         1.3939905194         2.8630583154        -0.0365680283
        0.2804084000         1.3965428462         2.8605064379         0.0299192959
        0.2853935000         1.3888858657         2.8605064379        -0.1695426768
        0.2904022000         1.3965428462         2.8528508056         0.0299192959
        0.2953845000         1.3888858657         2.8554026830        -0.1695426768
        0.3003955000         1.3939905194         2.8605064379        -0.0365680283
        0.3053768000         1.3965428462         2.8605064379         0.0299192959
        0.3103861000         1.4016475000         2.8656101929         0.1628939444
        0.3154001000         1.3965428462         2.8605064379         0.0299192959
        0.3204001000         1.3965428462         2.8605064379         0.0299192959
        0.3253917000         1.3965428462         2.8579545605         0.0299192959
        0.3303946000         1.3888858657         2.8528508056        -0.1695426768
        0.3354086000         1.4016475000         2.8681620703         0.1628939444
        0.3403840000         1.3965428462         2.8630583154         0.0299192959
        0.3453918000         1.3965428462         2.8630583154         0.0299192959
        0.3503993000         1.3939905194         2.8605064379        -0.0365680283
        0.3554091000         1.3939905194         2.8630583154        -0.0365680283
        0.3603949000         1.4016475000         2.8681620703         0.1628939444
        0.3654046000         1.3914381925         2.8554026830        -0.1030553526
        0.3703852000         1.3965428462         2.8605064379         0.0299192959
        0.3754044000         1.3965428462         2.8605064379         0.0299192959
        0.3803797000         1.3914381925         2.8554026830        -0.1030553526
        0.3853921000         1.4041998268         2.8681620703         0.2293812686
        0.3904015000         1.3888858657         2.8528508056        -0.1695426768
        0.3953896000         1.3965428462         2.8630583154         0.0299192959
        0.4005161000         1.4016475000         2.8681620703         0.1628939444
        0.4055083000         1.3965428462         2.8554026830         0.0299192959
        0.4104182000         1.3888858657         2.8554026830        -0.1695426768
        0.4153924000         1.4016475000         2.8656101929         0.1628939444
        0.4204072000         1.3888858657         2.8554026830        -0.1695426768
        0.4254581000         1.3888858657         2.8528508056        -0.1695426768
        0.4303924000         1.3965428462         2.8681620703         0.0299192959
        0.4355140000         1.3888858657         2.8528508056        -0.1695426768
        0.4404687000         1.4016475000         2.8681620703         0.1628939444
        0.4454645000         1.3888858657         2.8554026830        -0.1695426768
        0.4504482000         1.3965428462         2.8605064379         0.0299192959
        0.4554408000         1.3965428462         2.8605064379         0.0299192959
        0.4604454000         1.4016475000         2.8681620703         0.1628939444
        0.4654497000         1.3888858657         2.8554026830        -0.1695426768
        0.4704202000         1.4016475000         2.8681620703         0.1628939444
        0.4754308000         1.3939905194         2.8630583154        -0.0365680283
        0.4804369000         1.3914381925         2.8554026830        -0.1030553526
        0.4854156000         1.4016475000         2.8605064379         0.1628939444
        0.4904015000         1.3914381925         2.8605064379        -0.1030553526
        0.4953804000         1.3965428462         2.8630583154         0.0299192959
        0.5003908000         1.3914381925         2.8554026830        -0.1030553526
        0.5053995000         1.3965428462         2.8605064379         0.0299192959
        0.5103821000         1.3965428462         2.8605064379         0.0299192959
        0.5153945000         1.3888858657         2.8554026830        -0.1695426768
        0.5203752000         1.4016475000         2.8681620703         0.1628939444
        0.5253869000         1.3939905194         2.8630583154        -0.0365680283
        0.5303922000         1.3914381925         2.8554026830        -0.1030553526
        0.5354144000         1.4016475000         2.8681620703         0.1628939444
        0.5404146000         1.3888858657         2.8528508056        -0.1695426768
        0.5455601000         1.3939905194         2.8605064379        -0.0365680283
        0.5504282000         1.4016475000         2.8681620703         0.1628939444
        0.5555033000         1.3863335388         2.8554026830        -0.2360300010
        0.5604460000         1.4016475000         2.8681620703         0.1628939444
        0.5654367000         1.3965428462         2.8630583154         0.0299192959
        0.5704145000         1.4016475000         2.8681620703         0.1628939444
        0.5754918000         1.4041998268         2.8681620703         0.2293812686
        0.5804050000         1.3888858657         2.8528508056        -0.1695426768
        0.5853900000         1.3965428462         2.8605064379         0.0299192959
        0.5904467000         1.3939905194         2.8605064379        -0.0365680283
        0.5953863000         1.3888858657         2.8528508056        -0.1695426768
        0.6004398000         1.4016475000         2.8681620703         0.1628939444
        0.6054016000         1.3888858657         2.8554026830        -0.1695426768
        0.6103890000         1.3965428462         2.8605064379         0.0299192959
        0.6153895000         1.3965428462         2.8681620703         0.0299192959
