% Potentiometer Recording  5.0 s
% Vg_offset=1.395394V  K_gimbal=26.049690
% Fs=200 Hz  samples=1001

Time[s]              Vg[V]                Pot[V]               Omega[rad/s]        
        0.0004645000         1.3914381925         2.5083473486        -0.1030553526
        0.0054117000         1.3965428462         2.5057954711         0.0299192959
        0.0104010000         1.3965428462         2.5108992261         0.0299192959
        0.0154033000         1.3965428462         2.5134511035         0.0299192959
        0.0203974000         1.4041998268         2.5108992261         0.2293812686
        0.0253962000         1.3965428462         2.5134511035         0.0299192959
        0.0304424000         1.3965428462         2.5108992261         0.0299192959
        0.0354137000         1.3888858657         2.5108992261        -0.1695426768
        0.0404305000         1.3888858657         2.5057954711        -0.1695426768
        0.0454163000         1.3939905194         2.5108992261        -0.0365680283
        0.0503954000         1.3965428462         2.5108992261         0.0299192959
        0.0555047000         1.3914381925         2.5032435937        -0.1030553526
        0.0603930000         1.3965428462         2.5108992261         0.0299192959
        0.0654040000         1.3965428462         2.5108992261         0.0299192959
        0.0704305000         1.3965428462         2.5108992261         0.0299192959
        0.0753931000         1.4016475000         2.5160029810         0.1628939444
        0.0803800000         1.4016475000         2.5160029810         0.1628939444
        0.0853926000         1.3965428462         2.5108992261         0.0299192959
        0.0903919000         1.3965428462         2.5108992261         0.0299192959
        0.0954313000         1.4016475000         2.5160029810         0.1628939444
        0.1004231000         1.4041998268         2.5185548584         0.2293812686
        0.1054277000         1.3914381925         2.5032435937        -0.1030553526
        0.1104741000         1.3888858657         2.5057954711        -0.1695426768
        0.1154761000         1.3888858657         2.5057954711        -0.1695426768
        0.1204202000         1.3888858657         2.5057954711        -0.1695426768
        0.1254304000         1.3965428462         2.5108992261         0.0299192959
        0.1304130000         1.3965428462         2.5108992261         0.0299192959
        0.1354841000         1.4041998268         2.5160029810         0.2293812686
        0.1404340000         1.3965428462         2.5108992261         0.0299192959
        0.1454855000         1.3939905194         2.5108992261        -0.0365680283
        0.1504236000         1.3914381925         2.5057954711        -0.1030553526
        0.1554289000         1.3888858657         2.5057954711        -0.1695426768
        0.1604257000         1.3965428462         2.5108992261         0.0299192959
        0.1654091000         1.3939905194         2.5108992261        -0.0365680283
        0.1704999000         1.4041998268         2.5108992261         0.2293812686
        0.1754250000         1.3965428462         2.5108992261         0.0299192959
        0.1804117000         1.4016475000         2.5160029810         0.1628939444
        0.1854359000         1.3939905194         2.5108992261        -0.0365680283
        0.1904158000         1.3965428462         2.5108992261         0.0299192959
        0.1953764000         1.3965428462         2.5134511035         0.0299192959
        0.2003850000         1.3888858657         2.5057954711        -0.1695426768
        0.2053926000         1.4041998268         2.5108992261         0.2293812686
        0.2104272000         1.4041998268         2.5160029810         0.2293812686
        0.2154157000         1.4016475000         2.5160029810         0.1628939444
        0.2204210000         1.4041998268         2.5160029810         0.2293812686
        0.2253858000         1.4041998268         2.5160029810         0.2293812686
        0.2303851000         1.4016475000         2.5160029810         0.1628939444
        0.2354244000         1.3965428462         2.5108992261         0.0299192959
        0.2404256000         1.3888858657         2.5057954711        -0.1695426768
        0.2454188000         1.3965428462         2.5057954711         0.0299192959
        0.2504204000         1.3965428462         2.5134511035         0.0299192959
        0.2554344000         1.4016475000         2.5185548584         0.1628939444
        0.2604321000         1.4016475000         2.5185548584         0.1628939444
        0.2654365000         1.3965428462         2.5108992261         0.0299192959
        0.2704049000         1.3965428462         2.5108992261         0.0299192959
        0.2753971000         1.3888858657         2.5057954711        -0.1695426768
        0.2804261000         1.3965428462         2.5108992261         0.0299192959
        0.2853982000         1.3939905194         2.5108992261        -0.0365680283
        0.2903972000         1.4016475000         2.5160029810         0.1628939444
        0.2953961000         1.3914381925         2.5057954711        -0.1030553526
        0.3004165000         1.3939905194         2.5134511035        -0.0365680283
