% Potentiometer Recording  5.0 s
% Vg_offset=1.338069V  K_gimbal=26.049690
% Fs=200 Hz  samples=1001

Time[s]              Vg[V]                Pot[V]               Omega[rad/s]        
        0.0009193000         1.3378393285         1.6356052576        -0.0059838592
        0.0054022000         1.3327346748         1.6305015027        -0.1389585076
        0.0104277000         1.3454963091         1.6432608900         0.1934781135
        0.0154004000         1.3378393285         1.6356052576        -0.0059838592
        0.0204097000         1.3403916554         1.6356052576         0.0605034650
        0.0254013000         1.3429439823         1.6432608900         0.1269907893
        0.0304074000         1.3327346748         1.6279496252        -0.1389585076
        0.0353928000         1.3378393285         1.6381571351        -0.0059838592
        0.0404563000         1.3378393285         1.6381571351        -0.0059838592
        0.0457507000         1.3352870017         1.6381571351        -0.0724711834
        0.0504979000         1.3429439823         1.6432608900         0.1269907893
        0.0556697000         1.3378393285         1.6305015027        -0.0059838592
        0.0604826000         1.3582579434         1.6432608900         0.5259147346
        0.0654354000         1.3327346748         1.6305015027        -0.1389585076
        0.0704719000         1.3378393285         1.6356052576        -0.0059838592
        0.0754072000         1.3429439823         1.6432608900         0.1269907893
        0.0804183000         1.3403916554         1.6381571351         0.0605034650
        0.0854021000         1.3531532897         1.6432608900         0.3929400862
        0.0904143000         1.3301823480         1.6330533802        -0.2054458319
        0.0954245000         1.3378393285         1.6381571351        -0.0059838592
        0.1004755000         1.3378393285         1.6381571351        -0.0059838592
        0.1054176000         1.3454963091         1.6432608900         0.1934781135
        0.1103985000         1.3327346748         1.6305015027        -0.1389585076
        0.1154129000         1.3378393285         1.6381571351        -0.0059838592
        0.1203955000         1.3378393285         1.6356052576        -0.0059838592
        0.1254252000         1.3454963091         1.6432608900         0.1934781135
        0.1304023000         1.3352870017         1.6356052576        -0.0724711834
        0.1354395000         1.3454963091         1.6432608900         0.1934781135
        0.1404175000         1.3378393285         1.6356052576        -0.0059838592
        0.1454064000         1.3327346748         1.6305015027        -0.1389585076
        0.1504049000         1.3378393285         1.6356052576        -0.0059838592
        0.1553996000         1.3378393285         1.6356052576        -0.0059838592
        0.1604723000         1.3378393285         1.6356052576        -0.0059838592
        0.1654480000         1.3327346748         1.6305015027        -0.1389585076
        0.1703979000         1.3327346748         1.6305015027        -0.1389585076
        0.1753797000         1.3378393285         1.6356052576        -0.0059838592
        0.1803860000         1.3378393285         1.6356052576        -0.0059838592
        0.1854015000         1.3378393285         1.6356052576        -0.0059838592
        0.1903997000         1.3403916554         1.6381571351         0.0605034650
        0.1953883000         1.3506009628         1.6381571351         0.3264527620
        0.2004048000         1.3403916554         1.6381571351         0.0605034650
        0.2054078000         1.3378393285         1.6381571351        -0.0059838592
        0.2103884000         1.3378393285         1.6356052576        -0.0059838592
        0.2153982000         1.3327346748         1.6305015027        -0.1389585076
        0.2203874000         1.3429439823         1.6432608900         0.1269907893
        0.2253951000         1.3378393285         1.6356052576        -0.0059838592
        0.2303766000         1.3352870017         1.6381571351        -0.0724711834
        0.2354142000         1.3378393285         1.6381571351        -0.0059838592
        0.2403898000         1.3352870017         1.6356052576        -0.0724711834
        0.2453993000         1.3301823480         1.6305015027        -0.2054458319
        0.2503884000         1.3454963091         1.6432608900         0.1934781135
        0.2553885000         1.3378393285         1.6381571351        -0.0059838592
        0.2603992000         1.3327346748         1.6305015027        -0.1389585076
        0.2655239000         1.3378393285         1.6381571351        -0.0059838592
        0.2703890000         1.3378393285         1.6381571351        -0.0059838592
        0.2754688000         1.3327346748         1.6356052576        -0.1389585076
        0.2804393000         1.3378393285         1.6381571351        -0.0059838592
        0.2854140000         1.3378393285         1.6356052576        -0.0059838592
        0.2904327000         1.3327346748         1.6305015027        -0.1389585076
        0.2954108000         1.3429439823         1.6432608900         0.1269907893
        0.3005306000         1.3378393285         1.6356052576        -0.0059838592
        0.3054749000         1.3352870017         1.6356052576        -0.0724711834
        0.3103950000         1.3429439823         1.6381571351         0.1269907893
        0.3153745000         1.3429439823         1.6432608900         0.1269907893
        0.3204045000         1.3378393285         1.6381571351        -0.0059838592
        0.3253922000         1.3327346748         1.6330533802        -0.1389585076
        0.3304119000         1.3301823480         1.6305015027        -0.2054458319
