% Potentiometer Recording  5.0 s
% Vg_offset=1.338069V  K_gimbal=26.049690
% Fs=200 Hz  samples=1001

Time[s]              Vg[V]                Pot[V]               Omega[rad/s]        
        0.0010157000         1.3378393285         1.8116848023        -0.0059838592
        0.0053887000         1.3378393285         1.8142366797        -0.0059838592
        0.0104006000         1.3327346748         1.8040291699        -0.1389585076
        0.0153908000         1.3378393285         1.8116848023        -0.0059838592
        0.0204222000         1.3327346748         1.8065810474        -0.1389585076
        0.0254367000         1.3378393285         1.8116848023        -0.0059838592
        0.0304684000         1.3633625971         1.8193404347         0.6588893831
        0.0354208000         1.3378393285         1.8167885572        -0.0059838592
        0.0404988000         1.3301823480         1.8065810474        -0.2054458319
        0.0454386000         1.3301823480         1.8116848023        -0.2054458319
        0.0504242000         1.3557056165         1.8116848023         0.4594274104
        0.0554178000         1.3352870017         1.8065810474        -0.0724711834
        0.0603867000         1.3429439823         1.8193404347         0.1269907893
        0.0654006000         1.3378393285         1.8116848023        -0.0059838592
        0.0703989000         1.3327346748         1.8065810474        -0.1389585076
        0.0754146000         1.3378393285         1.8116848023        -0.0059838592
        0.0804067000         1.3378393285         1.8116848023        -0.0059838592
        0.0853995000         1.3378393285         1.8116848023        -0.0059838592
        0.0903864000         1.3327346748         1.8091329248        -0.1389585076
        0.0954006000         1.3352870017         1.8116848023        -0.0724711834
        0.1003975000         1.3429439823         1.8167885572         0.1269907893
        0.1053899000         1.3301823480         1.8065810474        -0.2054458319
        0.1103961000         1.3378393285         1.8116848023        -0.0059838592
        0.1154093000         1.3429439823         1.8193404347         0.1269907893
        0.1203892000         1.3301823480         1.8091329248        -0.2054458319
        0.1254042000         1.3454963091         1.8193404347         0.1934781135
        0.1303875000         1.3378393285         1.8116848023        -0.0059838592
        0.1353888000         1.3378393285         1.8116848023        -0.0059838592
        0.1403933000         1.3403916554         1.8116848023         0.0605034650
        0.1454062000         1.3429439823         1.8167885572         0.1269907893
        0.1504227000         1.3301823480         1.8065810474        -0.2054458319
        0.1554302000         1.3327346748         1.8040291699        -0.1389585076
        0.1604008000         1.3403916554         1.8116848023         0.0605034650
        0.1653992000         1.3429439823         1.8167885572         0.1269907893
        0.1704089000         1.3301823480         1.8040291699        -0.2054458319
        0.1754164000         1.3327346748         1.8116848023        -0.1389585076
        0.1803962000         1.3378393285         1.8116848023        -0.0059838592
        0.1853846000         1.3454963091         1.8167885572         0.1934781135
        0.1904168000         1.3378393285         1.8116848023        -0.0059838592
        0.1953961000         1.3378393285         1.8193404347        -0.0059838592
        0.2004090000         1.3352870017         1.8116848023        -0.0724711834
        0.2053861000         1.3378393285         1.8116848023        -0.0059838592
        0.2103986000         1.3429439823         1.8167885572         0.1269907893
        0.2153762000         1.3327346748         1.8065810474        -0.1389585076
        0.2203932000         1.3378393285         1.8116848023        -0.0059838592
        0.2253909000         1.3352870017         1.8167885572        -0.0724711834
        0.2303774000         1.3378393285         1.8065810474        -0.0059838592
        0.2354297000         1.3301823480         1.8065810474        -0.2054458319
        0.2403985000         1.3454963091         1.8193404347         0.1934781135
        0.2454069000         1.3378393285         1.8116848023        -0.0059838592
        0.2503882000         1.3454963091         1.8193404347         0.1934781135
        0.2554680000         1.3301823480         1.8065810474        -0.2054458319
        0.2604084000         1.3378393285         1.8116848023        -0.0059838592
        0.2653932000         1.3327346748         1.8065810474        -0.1389585076
        0.2704551000         1.3429439823         1.8116848023         0.1269907893
        0.2754137000         1.3378393285         1.8142366797        -0.0059838592
        0.2804234000         1.3429439823         1.8116848023         0.1269907893
        0.2860333000         1.3454963091         1.8193404347         0.1934781135
        0.2904192000         1.3378393285         1.8116848023        -0.0059838592
        0.2954266000         1.3327346748         1.8040291699        -0.1389585076
        0.3004166000         1.3378393285         1.8142366797        -0.0059838592
        0.3054118000         1.3378393285         1.8116848023        -0.0059838592
        0.3104014000         1.3429439823         1.8167885572         0.1269907893
        0.3154284000         1.3429439823         1.8193404347         0.1269907893
        0.3204151000         1.3327346748         1.8065810474        -0.1389585076
        0.3254258000         1.3378393285         1.8142366797        -0.0059838592
        0.3304071000         1.3582579434         1.8116848023         0.5259147346
        0.3354133000         1.3327346748         1.8065810474        -0.1389585076
        0.3404003000         1.3378393285         1.8116848023        -0.0059838592
        0.3454298000         1.3454963091         1.8193404347         0.1934781135
        0.3504219000         1.3327346748         1.8116848023        -0.1389585076
        0.3554250000         1.3378393285         1.8142366797        -0.0059838592
        0.3604088000         1.3378393285         1.8116848023        -0.0059838592
        0.3654125000         1.3327346748         1.8065810474        -0.1389585076
        0.3704305000         1.3378393285         1.8116848023        -0.0059838592
        0.3754758000         1.3378393285         1.8116848023        -0.0059838592
        0.3804457000         1.3352870017         1.8142366797        -0.0724711834
        0.3854470000         1.3378393285         1.8116848023        -0.0059838592
        0.3904461000         1.3327346748         1.8065810474        -0.1389585076
        0.3954268000         1.3429439823         1.8167885572         0.1269907893
        0.4004355000         1.3301823480         1.8091329248        -0.2054458319
        0.4054441000         1.3429439823         1.8167885572         0.1269907893
        0.4104173000         1.3352870017         1.8116848023        -0.0724711834
        0.4154437000         1.3301823480         1.8091329248        -0.2054458319
        0.4204928000         1.3378393285         1.8116848023        -0.0059838592
        0.4254192000         1.3327346748         1.8065810474        -0.1389585076
        0.4304304000         1.3327346748         1.8040291699        -0.1389585076
        0.4354501000         1.3429439823         1.8167885572         0.1269907893
        0.4404202000         1.3352870017         1.8116848023        -0.0724711834
        0.4454166000         1.3327346748         1.8065810474        -0.1389585076
        0.4504271000         1.3454963091         1.8193404347         0.1934781135
        0.4553977000         1.3327346748         1.8065810474        -0.1389585076
        0.4604046000         1.3403916554         1.8116848023         0.0605034650
        0.4653914000         1.3327346748         1.8040291699        -0.1389585076
        0.4703939000         1.3429439823         1.8167885572         0.1269907893
        0.4753887000         1.3403916554         1.8116848023         0.0605034650
        0.4803876000         1.3582579434         1.8142366797         0.5259147346
        0.4853828000         1.3429439823         1.8167885572         0.1269907893
        0.4903812000         1.3327346748         1.8040291699        -0.1389585076
        0.4953916000         1.3429439823         1.8193404347         0.1269907893
        0.5003967000         1.3327346748         1.8065810474        -0.1389585076
        0.5054254000         1.3378393285         1.8116848023        -0.0059838592
        0.5104504000         1.3352870017         1.8116848023        -0.0724711834
        0.5154031000         1.3378393285         1.8116848023        -0.0059838592
        0.5203907000         1.3429439823         1.8193404347         0.1269907893
        0.5254005000         1.3378393285         1.8116848023        -0.0059838592
        0.5303781000         1.3378393285         1.8116848023        -0.0059838592
        0.5353954000         1.3429439823         1.8116848023         0.1269907893
        0.5404646000         1.3378393285         1.8116848023        -0.0059838592
        0.5453862000         1.3352870017         1.8065810474        -0.0724711834
        0.5504163000         1.3633625971         1.8193404347         0.6588893831
        0.5553998000         1.3327346748         1.8065810474        -0.1389585076
        0.5603866000         1.3378393285         1.8116848023        -0.0059838592
        0.5653902000         1.3352870017         1.8116848023        -0.0724711834
        0.5703976000         1.3378393285         1.8116848023        -0.0059838592
        0.5754088000         1.3378393285         1.8116848023        -0.0059838592
        0.5804169000         1.3403916554         1.8142366797         0.0605034650
        0.5854357000         1.3429439823         1.8193404347         0.1269907893
        0.5903885000         1.3352870017         1.8116848023        -0.0724711834
        0.5953957000         1.3352870017         1.8116848023        -0.0724711834
        0.6004237000         1.3327346748         1.8065810474        -0.1389585076
        0.6054876000         1.3454963091         1.8193404347         0.1934781135
        0.6103787000         1.3327346748         1.8091329248        -0.1389585076
        0.6154283000         1.3327346748         1.8065810474        -0.1389585076
        0.6203906000         1.3480486360         1.8116848023         0.2599654377
        0.6254254000         1.3327346748         1.8065810474        -0.1389585076
        0.6304034000         1.3378393285         1.8116848023        -0.0059838592
        0.6353844000         1.3378393285         1.8116848023        -0.0059838592
        0.6403991000         1.3301823480         1.8091329248        -0.2054458319
        0.6454039000         1.3378393285         1.8116848023        -0.0059838592
        0.6503773000         1.3378393285         1.8116848023        -0.0059838592
        0.6553978000         1.3301823480         1.8065810474        -0.2054458319
        0.6603882000         1.3454963091         1.8167885572         0.1934781135
        0.6653886000         1.3378393285         1.8116848023        -0.0059838592
        0.6703968000         1.3301823480         1.8065810474        -0.2054458319
        0.6753845000         1.3429439823         1.8193404347         0.1269907893
        0.6803958000         1.3403916554         1.8116848023         0.0605034650
        0.6853769000         1.3327346748         1.8065810474        -0.1389585076
        0.6905145000         1.3378393285         1.8116848023        -0.0059838592
        0.6953781000         1.3327346748         1.8142366797        -0.1389585076
        0.7003955000         1.3378393285         1.8040291699        -0.0059838592
        0.7053862000         1.3378393285         1.8116848023        -0.0059838592
        0.7103976000         1.3378393285         1.8142366797        -0.0059838592
        0.7154044000         1.3378393285         1.8142366797        -0.0059838592
        0.7204189000         1.3378393285         1.8116848023        -0.0059838592
