% Potentiometer Recording  5.0 s
% Vg_offset=1.338069V  K_gimbal=26.049690
% Fs=200 Hz  samples=1001

Time[s]              Vg[V]                Pot[V]               Omega[rad/s]        
        0.0007053000         1.3327346748         1.7198172138        -0.1389585076
        0.0055082000         1.3327346748         1.7172653363        -0.1389585076
        0.0103967000         1.3454963091         1.7325766011         0.1934781135
        0.0154112000         1.3352870017         1.7249209687        -0.0724711834
        0.0203875000         1.3378393285         1.7274728461        -0.0059838592
        0.0254026000         1.3378393285         1.7274728461        -0.0059838592
        0.0304300000         1.3327346748         1.7198172138        -0.1389585076
        0.0354683000         1.3352870017         1.7223690912        -0.0724711834
        0.0404016000         1.3378393285         1.7274728461        -0.0059838592
        0.0454265000         1.3301823480         1.7223690912        -0.2054458319
        0.0504423000         1.3429439823         1.7351284785         0.1269907893
        0.0554063000         1.3378393285         1.7223690912        -0.0059838592
        0.0604687000         1.3378393285         1.7249209687        -0.0059838592
        0.0654045000         1.3352870017         1.7274728461        -0.0724711834
        0.0704074000         1.3378393285         1.7249209687        -0.0059838592
        0.0754375000         1.3454963091         1.7300247236         0.1934781135
        0.0803994000         1.3327346748         1.7198172138        -0.1389585076
        0.0854144000         1.3378393285         1.7274728461        -0.0059838592
        0.0904080000         1.3378393285         1.7249209687        -0.0059838592
        0.0955287000         1.3454963091         1.7325766011         0.1934781135
        0.1004454000         1.3378393285         1.7274728461        -0.0059838592
        0.1054224000         1.3327346748         1.7249209687        -0.1389585076
        0.1104136000         1.3327346748         1.7198172138        -0.1389585076
        0.1154426000         1.3378393285         1.7274728461        -0.0059838592
        0.1204159000         1.3352870017         1.7249209687        -0.0724711834
        0.1254273000         1.3454963091         1.7325766011         0.1934781135
        0.1304590000         1.3429439823         1.7325766011         0.1269907893
        0.1354480000         1.3327346748         1.7198172138        -0.1389585076
        0.1404022000         1.3301823480         1.7223690912        -0.2054458319
        0.1454099000         1.3352870017         1.7274728461        -0.0724711834
        0.1504239000         1.3454963091         1.7325766011         0.1934781135
        0.1554712000         1.3327346748         1.7198172138        -0.1389585076
        0.1606510000         1.3301823480         1.7198172138        -0.2054458319
        0.1655987000         1.3378393285         1.7274728461        -0.0059838592
        0.1704076000         1.3301823480         1.7274728461        -0.2054458319
        0.1754148000         1.3378393285         1.7274728461        -0.0059838592
        0.1804235000         1.3327346748         1.7223690912        -0.1389585076
        0.1854303000         1.3429439823         1.7325766011         0.1269907893
        0.1904833000         1.3352870017         1.7249209687        -0.0724711834
        0.1954290000         1.3378393285         1.7274728461        -0.0059838592
        0.2004278000         1.3454963091         1.7300247236         0.1934781135
        0.2054219000         1.3429439823         1.7325766011         0.1269907893
        0.2104253000         1.3301823480         1.7198172138        -0.2054458319
        0.2154358000         1.3531532897         1.7300247236         0.3929400862
        0.2204951000         1.3378393285         1.7274728461        -0.0059838592
        0.2254141000         1.3352870017         1.7274728461        -0.0724711834
        0.2304616000         1.3429439823         1.7325766011         0.1269907893
        0.2354357000         1.3378393285         1.7249209687        -0.0059838592
        0.2404615000         1.3327346748         1.7198172138        -0.1389585076
        0.2454558000         1.3403916554         1.7249209687         0.0605034650
        0.2505450000         1.3352870017         1.7274728461        -0.0724711834
        0.2554573000         1.3378393285         1.7249209687        -0.0059838592
        0.2606622000         1.3378393285         1.7274728461        -0.0059838592
        0.2654260000         1.3378393285         1.7249209687        -0.0059838592
        0.2705019000         1.3506009628         1.7274728461         0.3264527620
        0.2753860000         1.3327346748         1.7198172138        -0.1389585076
        0.2803909000         1.3429439823         1.7274728461         0.1269907893
        0.2853753000         1.3378393285         1.7274728461        -0.0059838592
        0.2904922000         1.3327346748         1.7198172138        -0.1389585076
        0.2953875000         1.3403916554         1.7249209687         0.0605034650
        0.3003769000         1.3327346748         1.7223690912        -0.1389585076
        0.3053898000         1.3429439823         1.7300247236         0.1269907893
        0.3104001000         1.3378393285         1.7274728461        -0.0059838592
        0.3153890000         1.3429439823         1.7325766011         0.1269907893
        0.3203953000         1.3378393285         1.7249209687        -0.0059838592
        0.3253950000         1.3378393285         1.7274728461        -0.0059838592
        0.3303888000         1.3327346748         1.7198172138        -0.1389585076
        0.3353952000         1.3454963091         1.7325766011         0.1934781135
        0.3403992000         1.3327346748         1.7198172138        -0.1389585076
        0.3453863000         1.3378393285         1.7274728461        -0.0059838592
        0.3503936000         1.3403916554         1.7274728461         0.0605034650
        0.3553991000         1.3557056165         1.7198172138         0.4594274104
        0.3605110000         1.3301823480         1.7249209687        -0.2054458319
        0.3654906000         1.3378393285         1.7274728461        -0.0059838592
        0.3704023000         1.3301823480         1.7198172138        -0.2054458319
        0.3754032000         1.3429439823         1.7300247236         0.1269907893
        0.3803911000         1.3378393285         1.7274728461        -0.0059838592
        0.3854042000         1.3378393285         1.7274728461        -0.0059838592
        0.3903856000         1.3378393285         1.7249209687        -0.0059838592
        0.3953981000         1.3429439823         1.7300247236         0.1269907893
        0.4003751000         1.3378393285         1.7249209687        -0.0059838592
        0.4054897000         1.3378393285         1.7274728461        -0.0059838592
        0.4103907000         1.3352870017         1.7223690912        -0.0724711834
        0.4154045000         1.3378393285         1.7249209687        -0.0059838592
        0.4204113000         1.3506009628         1.7274728461         0.3264527620
        0.4253990000         1.3327346748         1.7249209687        -0.1389585076
        0.4303838000         1.3378393285         1.7274728461        -0.0059838592
        0.4353944000         1.3301823480         1.7223690912        -0.2054458319
        0.4404158000         1.3378393285         1.7300247236        -0.0059838592
        0.4454300000         1.3378393285         1.7274728461        -0.0059838592
        0.4504107000         1.3378393285         1.7300247236        -0.0059838592
        0.4553825000         1.3352870017         1.7274728461        -0.0724711834
        0.4604919000         1.3378393285         1.7274728461        -0.0059838592
        0.4653928000         1.3378393285         1.7274728461        -0.0059838592
        0.4704293000         1.3429439823         1.7325766011         0.1269907893
        0.4753960000         1.3403916554         1.7274728461         0.0605034650
        0.4803870000         1.3378393285         1.7274728461        -0.0059838592
        0.4853726000         1.3352870017         1.7300247236        -0.0724711834
        0.4903858000         1.3327346748         1.7198172138        -0.1389585076
        0.4953970000         1.3378393285         1.7325766011        -0.0059838592
        0.5003953000         1.3301823480         1.7198172138        -0.2054458319
        0.5053810000         1.3429439823         1.7325766011         0.1269907893
        0.5103974000         1.3378393285         1.7274728461        -0.0059838592
        0.5154323000         1.3378393285         1.7274728461        -0.0059838592
        0.5204397000         1.3429439823         1.7325766011         0.1269907893
        0.5254562000         1.3403916554         1.7249209687         0.0605034650
        0.5304307000         1.3403916554         1.7274728461         0.0605034650
        0.5354072000         1.3378393285         1.7274728461        -0.0059838592
        0.5404231000         1.3429439823         1.7325766011         0.1269907893
        0.5454126000         1.3429439823         1.7325766011         0.1269907893
        0.5504505000         1.3327346748         1.7223690912        -0.1389585076
        0.5554380000         1.3454963091         1.7325766011         0.1934781135
        0.5604333000         1.3378393285         1.7274728461        -0.0059838592
        0.5654168000         1.3429439823         1.7325766011         0.1269907893
        0.5704195000         1.3378393285         1.7274728461        -0.0059838592
        0.5754116000         1.3352870017         1.7274728461        -0.0724711834
        0.5805199000         1.3378393285         1.7274728461        -0.0059838592
        0.5854079000         1.3327346748         1.7198172138        -0.1389585076
        0.5904279000         1.3327346748         1.7198172138        -0.1389585076
        0.5954114000         1.3429439823         1.7325766011         0.1269907893
        0.6004286000         1.3454963091         1.7249209687         0.1934781135
        0.6054290000         1.3403916554         1.7198172138         0.0605034650
        0.6104065000         1.3454963091         1.7300247236         0.1934781135
        0.6154533000         1.3378393285         1.7274728461        -0.0059838592
        0.6204346000         1.3327346748         1.7223690912        -0.1389585076
        0.6254162000         1.3429439823         1.7325766011         0.1269907893
        0.6304239000         1.3429439823         1.7274728461         0.1269907893
        0.6354617000         1.3378393285         1.7249209687        -0.0059838592
        0.6404278000         1.3378393285         1.7274728461        -0.0059838592
        0.6454711000         1.3429439823         1.7274728461         0.1269907893
        0.6505171000         1.3378393285         1.7274728461        -0.0059838592
        0.6554299000         1.3429439823         1.7325766011         0.1269907893
        0.6604335000         1.3454963091         1.7325766011         0.1934781135
        0.6654148000         1.3327346748         1.7198172138        -0.1389585076
        0.6704227000         1.3378393285         1.7274728461        -0.0059838592
        0.6753789000         1.3429439823         1.7249209687         0.1269907893
        0.6804029000         1.3327346748         1.7198172138        -0.1389585076
        0.6854267000         1.3378393285         1.7274728461        -0.0059838592
        0.6903846000         1.3378393285         1.7274728461        -0.0059838592
        0.6954875000         1.3301823480         1.7223690912        -0.2054458319
        0.7004063000         1.3378393285         1.7249209687        -0.0059838592
        0.7054604000         1.3378393285         1.7274728461        -0.0059838592
        0.7104168000         1.3352870017         1.7274728461        -0.0724711834
        0.7154286000         1.3454963091         1.7325766011         0.1934781135
        0.7204067000         1.3301823480         1.7198172138        -0.2054458319
        0.7254994000         1.3378393285         1.7274728461        -0.0059838592
        0.7305004000         1.3429439823         1.7325766011         0.1269907893
        0.7354593000         1.3327346748         1.7198172138        -0.1389585076
        0.7404093000         1.3378393285         1.7274728461        -0.0059838592
        0.7454315000         1.3378393285         1.7274728461        -0.0059838592
        0.7504089000         1.3454963091         1.7325766011         0.1934781135
        0.7554261000         1.3327346748         1.7223690912        -0.1389585076
        0.7604137000         1.3429439823         1.7249209687         0.1269907893
        0.7654161000         1.3403916554         1.7274728461         0.0605034650
        0.7704247000         1.3378393285         1.7274728461        -0.0059838592
        0.7754145000         1.3429439823         1.7325766011         0.1269907893
        0.7804155000         1.3327346748         1.7223690912        -0.1389585076
        0.7854266000         1.3429439823         1.7300247236         0.1269907893
        0.7904051000         1.3378393285         1.7274728461        -0.0059838592
        0.7954304000         1.3378393285         1.7249209687        -0.0059838592
        0.8004254000         1.3378393285         1.7274728461        -0.0059838592
        0.8054304000         1.3378393285         1.7274728461        -0.0059838592
        0.8104147000         1.3301823480         1.7223690912        -0.2054458319
        0.8154062000         1.3378393285         1.7274728461        -0.0059838592
        0.8204144000         1.3352870017         1.7274728461        -0.0724711834
        0.8254418000         1.3403916554         1.7274728461         0.0605034650
        0.8304256000         1.3352870017         1.7274728461        -0.0724711834
        0.8353976000         1.3378393285         1.7274728461        -0.0059838592
        0.8404215000         1.3301823480         1.7198172138        -0.2054458319
        0.8454242000         1.3378393285         1.7274728461        -0.0059838592
        0.8504069000         1.3429439823         1.7325766011         0.1269907893
        0.8554226000         1.3327346748         1.7223690912        -0.1389585076
        0.8604821000         1.3429439823         1.7325766011         0.1269907893
        0.8653803000         1.3327346748         1.7198172138        -0.1389585076
        0.8703985000         1.3378393285         1.7249209687        -0.0059838592
        0.8754020000         1.3352870017         1.7274728461        -0.0724711834
        0.8803872000         1.3403916554         1.7274728461         0.0605034650
        0.8853963000         1.3531532897         1.7249209687         0.3929400862
        0.8903984000         1.3352870017         1.7274728461        -0.0724711834
        0.8953878000         1.3327346748         1.7198172138        -0.1389585076
        0.9003978000         1.3454963091         1.7325766011         0.1934781135
        0.9054117000         1.3352870017         1.7325766011        -0.0724711834
        0.9103936000         1.3327346748         1.7198172138        -0.1389585076
        0.9153965000         1.3454963091         1.7325766011         0.1934781135
        0.9204834000         1.3327346748         1.7198172138        -0.1389585076
        0.9253885000         1.3378393285         1.7249209687        -0.0059838592
        0.9303754000         1.3429439823         1.7325766011         0.1269907893
        0.9353872000         1.3327346748         1.7198172138        -0.1389585076
        0.9403857000         1.3429439823         1.7325766011         0.1269907893
        0.9453970000         1.3378393285         1.7249209687        -0.0059838592
        0.9504843000         1.3301823480         1.7198172138        -0.2054458319
        0.9553903000         1.3429439823         1.7300247236         0.1269907893
        0.9604817000         1.3352870017         1.7274728461        -0.0724711834
        0.9653866000         1.3378393285         1.7249209687        -0.0059838592
        0.9703967000         1.3378393285         1.7274728461        -0.0059838592
        0.9754020000         1.3378393285         1.7249209687        -0.0059838592
        0.9804037000         1.3378393285         1.7249209687        -0.0059838592
        0.9853955000         1.3378393285         1.7300247236        -0.0059838592
        0.9903982000         1.3327346748         1.7198172138        -0.1389585076
        0.9956085000         1.3429439823         1.7325766011         0.1269907893
        1.0004287000         1.3352870017         1.7249209687        -0.0724711834
        1.0055109000         1.3378393285         1.7274728461        -0.0059838592
        1.0104088000         1.3454963091         1.7325766011         0.1934781135
        1.0154608000         1.3327346748         1.7223690912        -0.1389585076
        1.0204264000         1.3378393285         1.7300247236        -0.0059838592
        1.0254189000         1.3327346748         1.7223690912        -0.1389585076
