% Potentiometer Recording  5.0 s
% Vg_offset=1.338069V  K_gimbal=26.049690
% Fs=200 Hz  samples=1001

Time[s]              Vg[V]                Pot[V]               Omega[rad/s]        
        0.0010858000         1.3403916554         1.9341749203         0.0605034650
        0.0053966000         1.3378393285         1.9316230429        -0.0059838592
        0.0104113000         1.3378393285         1.9290711654        -0.0059838592
        0.0154878000         1.3378393285         1.9316230429        -0.0059838592
        0.0204331000         1.3378393285         1.9316230429        -0.0059838592
        0.0254355000         1.3378393285         1.9290711654        -0.0059838592
        0.0304636000         1.3378393285         1.9341749203        -0.0059838592
        0.0363858000         1.3506009628         1.9367267978         0.3264527620
        0.0406019000         1.3327346748         1.9265192879        -0.1389585076
        0.0457097000         1.3327346748         1.9265192879        -0.1389585076
        0.0503942000         1.3454963091         1.9367267978         0.1934781135
        0.0554152000         1.3429439823         1.9367267978         0.1269907893
        0.0604242000         1.3378393285         1.9316230429        -0.0059838592
        0.0654052000         1.3454963091         1.9392786752         0.1934781135
        0.0704129000         1.3378393285         1.9341749203        -0.0059838592
        0.0754264000         1.3301823480         1.9239674105        -0.2054458319
        0.0804318000         1.3403916554         1.9341749203         0.0605034650
        0.0854514000         1.3378393285         1.9341749203        -0.0059838592
        0.0904609000         1.3352870017         1.9341749203        -0.0724711834
        0.0954354000         1.3378393285         1.9316230429        -0.0059838592
        0.1004403000         1.3429439823         1.9392786752         0.1269907893
        0.1054057000         1.3378393285         1.9316230429        -0.0059838592
        0.1104348000         1.3276300211         1.9316230429        -0.2719331561
        0.1154528000         1.3327346748         1.9290711654        -0.1389585076
        0.1204548000         1.3378393285         1.9316230429        -0.0059838592
        0.1254507000         1.3429439823         1.9367267978         0.1269907893
        0.1304672000         1.3378393285         1.9341749203        -0.0059838592
        0.1354508000         1.3378393285         1.9290711654        -0.0059838592
        0.1405232000         1.3378393285         1.9316230429        -0.0059838592
        0.1454473000         1.3454963091         1.9392786752         0.1934781135
        0.1504301000         1.3327346748         1.9290711654        -0.1389585076
        0.1554135000         1.3378393285         1.9341749203        -0.0059838592
        0.1604224000         1.3327346748         1.9265192879        -0.1389585076
        0.1654037000         1.3429439823         1.9367267978         0.1269907893
        0.1704432000         1.3378393285         1.9341749203        -0.0059838592
        0.1754194000         1.3582579434         1.9367267978         0.5259147346
        0.1804044000         1.3403916554         1.9316230429         0.0605034650
        0.1854196000         1.3378393285         1.9341749203        -0.0059838592
        0.1904564000         1.3301823480         1.9290711654        -0.2054458319
        0.1954355000         1.3454963091         1.9392786752         0.1934781135
        0.2004119000         1.3352870017         1.9341749203        -0.0724711834
        0.2054257000         1.3403916554         1.9316230429         0.0605034650
        0.2104139000         1.3378393285         1.9316230429        -0.0059838592
        0.2154127000         1.3378393285         1.9316230429        -0.0059838592
        0.2204046000         1.3454963091         1.9392786752         0.1934781135
        0.2254713000         1.3301823480         1.9265192879        -0.2054458319
        0.2304231000         1.3454963091         1.9316230429         0.1934781135
        0.2354277000         1.3454963091         1.9392786752         0.1934781135
        0.2404156000         1.3378393285         1.9341749203        -0.0059838592
        0.2453840000         1.3301823480         1.9239674105        -0.2054458319
        0.2504002000         1.3454963091         1.9367267978         0.1934781135
        0.2554834000         1.3327346748         1.9265192879        -0.1389585076
        0.2604851000         1.3429439823         1.9392786752         0.1269907893
        0.2654011000         1.3301823480         1.9265192879        -0.2054458319
        0.2704289000         1.3403916554         1.9392786752         0.0605034650
        0.2754248000         1.3378393285         1.9341749203        -0.0059838592
        0.2805599000         1.3327346748         1.9265192879        -0.1389585076
        0.2854983000         1.3403916554         1.9418305527         0.0605034650
        0.2904266000         1.3327346748         1.9239674105        -0.1389585076
        0.2954258000         1.3429439823         1.9367267978         0.1269907893
        0.3003750000         1.3403916554         1.9341749203         0.0605034650
        0.3054271000         1.3327346748         1.9239674105        -0.1389585076
