% Potentiometer Recording  5.0 s
% Vg_offset=1.395394V  K_gimbal=26.049690
% Fs=200 Hz  samples=1001

Time[s]              Vg[V]                Pot[V]               Omega[rad/s]        
        0.0013280000         1.3965428462         3.1259016937         0.0299192959
        0.0053801000         1.4016475000         3.1335573261         0.1628939444
        0.0104632000         1.3914381925         3.1233498162        -0.1030553526
        0.0154626000         1.4016475000         3.1335573261         0.1628939444
        0.0204307000         1.3965428462         3.1284535711         0.0299192959
        0.0254404000         1.4016475000         3.1335573261         0.1628939444
        0.0304160000         1.4016475000         3.1335573261         0.1628939444
        0.0354313000         1.3965428462         3.1284535711         0.0299192959
        0.0404313000         1.3965428462         3.1259016937         0.0299192959
        0.0454720000         1.4016475000         3.1335573261         0.1628939444
        0.0504248000         1.4016475000         3.1335573261         0.1628939444
        0.0554012000         1.3965428462         3.1284535711         0.0299192959
        0.0603871000         1.3990951731         3.1284535711         0.0964066201
        0.0653938000         1.4016475000         3.1335573261         0.1628939444
        0.0704031000         1.3965428462         3.1284535711         0.0299192959
        0.0756695000         1.3914381925         3.1207979388        -0.1030553526
        0.0809408000         1.4016475000         3.1361092035         0.1628939444
        0.0854047000         1.3914381925         3.1233498162        -0.1030553526
        0.0904206000         1.3965428462         3.1284535711         0.0299192959
        0.0954251000         1.3939905194         3.1259016937        -0.0365680283
        0.1004341000         1.3965428462         3.1284535711         0.0299192959
        0.1054148000         1.4016475000         3.1335573261         0.1628939444
        0.1104240000         1.3914381925         3.1182460613        -0.1030553526
        0.1154309000         1.4016475000         3.1335573261         0.1628939444
        0.1204191000         1.3965428462         3.1259016937         0.0299192959
        0.1254236000         1.3888858657         3.1233498162        -0.1695426768
        0.1304139000         1.3965428462         3.1207979388         0.0299192959
        0.1355071000         1.3965428462         3.1284535711         0.0299192959
        0.1405087000         1.3965428462         3.1335573261         0.0299192959
        0.1454160000         1.3914381925         3.1284535711        -0.1030553526
        0.1503861000         1.3965428462         3.1284535711         0.0299192959
        0.1553985000         1.3914381925         3.1207979388        -0.1030553526
        0.1604351000         1.3965428462         3.1284535711         0.0299192959
        0.1654151000         1.3965428462         3.1284535711         0.0299192959
        0.1705719000         1.4016475000         3.1335573261         0.1628939444
        0.1754080000         1.4016475000         3.1335573261         0.1628939444
        0.1804176000         1.3939905194         3.1284535711        -0.0365680283
        0.1854118000         1.4016475000         3.1259016937         0.1628939444
        0.1904298000         1.4016475000         3.1335573261         0.1628939444
        0.1954312000         1.3965428462         3.1259016937         0.0299192959
        0.2004363000         1.3888858657         3.1207979388        -0.1695426768
        0.2054342000         1.3965428462         3.1259016937         0.0299192959
        0.2104275000         1.3939905194         3.1284535711        -0.0365680283
        0.2154350000         1.4016475000         3.1335573261         0.1628939444
        0.2204160000         1.4016475000         3.1361092035         0.1628939444
        0.2254439000         1.3914381925         3.1207979388        -0.1030553526
        0.2304454000         1.4041998268         3.1335573261         0.2293812686
        0.2354171000         1.3939905194         3.1284535711        -0.0365680283
        0.2404272000         1.3939905194         3.1259016937        -0.0365680283
        0.2454126000         1.4041998268         3.1335573261         0.2293812686
        0.2504065000         1.3939905194         3.1284535711        -0.0365680283
        0.2554277000         1.3888858657         3.1233498162        -0.1695426768
        0.2604567000         1.3914381925         3.1207979388        -0.1030553526
        0.2654227000         1.3939905194         3.1284535711        -0.0365680283
        0.2704273000         1.3965428462         3.1259016937         0.0299192959
        0.2753834000         1.3965428462         3.1284535711         0.0299192959
        0.2804182000         1.3888858657         3.1182460613        -0.1695426768
        0.2853969000         1.3965428462         3.1259016937         0.0299192959
        0.2904682000         1.3965428462         3.1259016937         0.0299192959
        0.2954219000         1.3965428462         3.1284535711         0.0299192959
        0.3004262000         1.3914381925         3.1233498162        -0.1030553526
        0.3053895000         1.3888858657         3.1233498162        -0.1695426768
        0.3104303000         1.4041998268         3.1335573261         0.2293812686
        0.3153992000         1.3965428462         3.1259016937         0.0299192959
        0.3203880000         1.4016475000         3.1335573261         0.1628939444
        0.3254189000         1.3965428462         3.1284535711         0.0299192959
        0.3304278000         1.3914381925         3.1207979388        -0.1030553526
        0.3354149000         1.4016475000         3.1335573261         0.1628939444
        0.3404380000         1.3965428462         3.1259016937         0.0299192959
        0.3454896000         1.3965428462         3.1284535711         0.0299192959
        0.3504934000         1.4016475000         3.1259016937         0.1628939444
        0.3554285000         1.3939905194         3.1284535711        -0.0365680283
        0.3604747000         1.3914381925         3.1259016937        -0.1030553526
        0.3654138000         1.3990951731         3.1335573261         0.0964066201
        0.3704250000         1.3914381925         3.1233498162        -0.1030553526
        0.3755898000         1.4016475000         3.1361092035         0.1628939444
        0.3804425000         1.3939905194         3.1284535711        -0.0365680283
        0.3854206000         1.4016475000         3.1335573261         0.1628939444
        0.3904110000         1.3914381925         3.1284535711        -0.1030553526
        0.3954142000         1.3939905194         3.1284535711        -0.0365680283
        0.4004240000         1.3939905194         3.1284535711        -0.0365680283
        0.4054155000         1.3888858657         3.1233498162        -0.1695426768
        0.4104414000         1.4016475000         3.1335573261         0.1628939444
        0.4154306000         1.3888858657         3.1207979388        -0.1695426768
        0.4204151000         1.4041998268         3.1259016937         0.2293812686
        0.4254213000         1.3939905194         3.1284535711        -0.0365680283
        0.4304142000         1.3990951731         3.1335573261         0.0964066201
        0.4354516000         1.3939905194         3.1233498162        -0.0365680283
        0.4405493000         1.3939905194         3.1284535711        -0.0365680283
        0.4454517000         1.3965428462         3.1259016937         0.0299192959
        0.4504449000         1.4016475000         3.1335573261         0.1628939444
        0.4554429000         1.3914381925         3.1207979388        -0.1030553526
        0.4604559000         1.4016475000         3.1361092035         0.1628939444
        0.4654484000         1.3965428462         3.1284535711         0.0299192959
        0.4704418000         1.4016475000         3.1335573261         0.1628939444
        0.4753856000         1.3914381925         3.1259016937        -0.1030553526
        0.4804132000         1.4016475000         3.1259016937         0.1628939444
        0.4854239000         1.3914381925         3.1207979388        -0.1030553526
        0.4903881000         1.4016475000         3.1284535711         0.1628939444
        0.4953924000         1.4016475000         3.1361092035         0.1628939444
        0.5004538000         1.3888858657         3.1207979388        -0.1695426768
        0.5053811000         1.3965428462         3.1259016937         0.0299192959
        0.5104185000         1.3965428462         3.1259016937         0.0299192959
        0.5154017000         1.3888858657         3.1233498162        -0.1695426768
        0.5204116000         1.4016475000         3.1335573261         0.1628939444
        0.5254457000         1.3965428462         3.1284535711         0.0299192959
        0.5303891000         1.4041998268         3.1361092035         0.2293812686
        0.5354079000         1.3888858657         3.1233498162        -0.1695426768
        0.5404274000         1.3965428462         3.1207979388         0.0299192959
        0.5454595000         1.3965428462         3.1284535711         0.0299192959
        0.5504147000         1.3990951731         3.1335573261         0.0964066201
        0.5554034000         1.3965428462         3.1259016937         0.0299192959
        0.5604788000         1.3888858657         3.1233498162        -0.1695426768
        0.5654152000         1.3965428462         3.1284535711         0.0299192959
        0.5703970000         1.3939905194         3.1259016937        -0.0365680283
        0.5754316000         1.3888858657         3.1233498162        -0.1695426768
        0.5804881000         1.3939905194         3.1284535711        -0.0365680283
        0.5853978000         1.3965428462         3.1259016937         0.0299192959
        0.5904225000         1.3965428462         3.1284535711         0.0299192959
        0.5954256000         1.4016475000         3.1361092035         0.1628939444
        0.6004288000         1.3888858657         3.1233498162        -0.1695426768
        0.6054096000         1.4016475000         3.1335573261         0.1628939444
        0.6105409000         1.3888858657         3.1233498162        -0.1695426768
        0.6156098000         1.3965428462         3.1259016937         0.0299192959
        0.6204809000         1.3965428462         3.1207979388         0.0299192959
        0.6254266000         1.3939905194         3.1284535711        -0.0365680283
        0.6304294000         1.3965428462         3.1284535711         0.0299192959
        0.6354141000         1.3914381925         3.1233498162        -0.1030553526
        0.6404211000         1.4016475000         3.1335573261         0.1628939444
        0.6454017000         1.3888858657         3.1207979388        -0.1695426768
        0.6504119000         1.3965428462         3.1284535711         0.0299192959
        0.6554181000         1.3965428462         3.1259016937         0.0299192959
        0.6604283000         1.3914381925         3.1207979388        -0.1030553526
        0.6654189000         1.3914381925         3.1207979388        -0.1030553526
        0.6704227000         1.3939905194         3.1284535711        -0.0365680283
        0.6754341000         1.4016475000         3.1361092035         0.1628939444
        0.6807782000         1.3914381925         3.1207979388        -0.1030553526
        0.6854284000         1.3914381925         3.1207979388        -0.1030553526
        0.6904124000         1.3939905194         3.1284535711        -0.0365680283
        0.6954166000         1.3965428462         3.1259016937         0.0299192959
        0.7004361000         1.3888858657         3.1233498162        -0.1695426768
        0.7054378000         1.3914381925         3.1207979388        -0.1030553526
        0.7104392000         1.3939905194         3.1259016937        -0.0365680283
        0.7154245000         1.4016475000         3.1335573261         0.1628939444
        0.7204074000         1.4041998268         3.1335573261         0.2293812686
        0.7254157000         1.3888858657         3.1233498162        -0.1695426768
        0.7304260000         1.4016475000         3.1335573261         0.1628939444
        0.7354485000         1.3939905194         3.1259016937        -0.0365680283
        0.7404156000         1.4016475000         3.1335573261         0.1628939444
        0.7454233000         1.3990951731         3.1284535711         0.0964066201
        0.7504383000         1.3914381925         3.1284535711        -0.1030553526
        0.7554234000         1.3888858657         3.1207979388        -0.1695426768
        0.7604590000         1.4016475000         3.1335573261         0.1628939444
        0.7654620000         1.3888858657         3.1182460613        -0.1695426768
        0.7704621000         1.3965428462         3.1284535711         0.0299192959
        0.7754039000         1.3939905194         3.1335573261        -0.0365680283
        0.7804277000         1.4016475000         3.1335573261         0.1628939444
        0.7854247000         1.3914381925         3.1233498162        -0.1030553526
        0.7903942000         1.3965428462         3.1259016937         0.0299192959
        0.7954726000         1.3965428462         3.1284535711         0.0299192959
        0.8004735000         1.3888858657         3.1207979388        -0.1695426768
        0.8054344000         1.4016475000         3.1335573261         0.1628939444
        0.8104248000         1.3939905194         3.1284535711        -0.0365680283
        0.8154162000         1.3939905194         3.1284535711        -0.0365680283
        0.8204034000         1.3965428462         3.1284535711         0.0299192959
        0.8254106000         1.3914381925         3.1207979388        -0.1030553526
        0.8304863000         1.3965428462         3.1207979388         0.0299192959
        0.8354330000         1.4016475000         3.1259016937         0.1628939444
        0.8404214000         1.3965428462         3.1259016937         0.0299192959
        0.8454279000         1.4016475000         3.1335573261         0.1628939444
        0.8504141000         1.3939905194         3.1259016937        -0.0365680283
        0.8553871000         1.3965428462         3.1284535711         0.0299192959
        0.8604971000         1.3965428462         3.1284535711         0.0299192959
        0.8654281000         1.3914381925         3.1233498162        -0.1030553526
        0.8704188000         1.3888858657         3.1233498162        -0.1695426768
        0.8754238000         1.4016475000         3.1361092035         0.1628939444
        0.8804129000         1.3965428462         3.1361092035         0.0299192959
        0.8854086000         1.4016475000         3.1335573261         0.1628939444
        0.8904024000         1.3965428462         3.1284535711         0.0299192959
        0.8954083000         1.3939905194         3.1259016937        -0.0365680283
        0.9004183000         1.3965428462         3.1335573261         0.0299192959
        0.9053997000         1.4016475000         3.1361092035         0.1628939444
        0.9104129000         1.3914381925         3.1233498162        -0.1030553526
        0.9154235000         1.4041998268         3.1310054486         0.2293812686
        0.9205212000         1.3965428462         3.1284535711         0.0299192959
        0.9254377000         1.3965428462         3.1259016937         0.0299192959
        0.9304182000         1.3914381925         3.1233498162        -0.1030553526
        0.9354131000         1.3965428462         3.1284535711         0.0299192959
        0.9404128000         1.3939905194         3.1259016937        -0.0365680283
        0.9454192000         1.3965428462         3.1284535711         0.0299192959
        0.9504357000         1.3939905194         3.1284535711        -0.0365680283
        0.9554200000         1.3914381925         3.1233498162        -0.1030553526
        0.9604182000         1.4016475000         3.1335573261         0.1628939444
        0.9654298000         1.3888858657         3.1233498162        -0.1695426768
        0.9704174000         1.3990951731         3.1284535711         0.0964066201
        0.9754224000         1.3965428462         3.1284535711         0.0299192959
        0.9804469000         1.3914381925         3.1207979388        -0.1030553526
        0.9854181000         1.4016475000         3.1335573261         0.1628939444
        0.9904636000         1.3965428462         3.1284535711         0.0299192959
        0.9954165000         1.4016475000         3.1310054486         0.1628939444
        1.0003907000         1.3939905194         3.1259016937        -0.0365680283
        1.0054327000         1.4016475000         3.1361092035         0.1628939444
        1.0104163000         1.3914381925         3.1182460613        -0.1030553526
        1.0154158000         1.4016475000         3.1361092035         0.1628939444
        1.0204011000         1.3990951731         3.1259016937         0.0964066201
        1.0254279000         1.3888858657         3.1207979388        -0.1695426768
        1.0304302000         1.3888858657         3.1182460613        -0.1695426768
        1.0354012000         1.3990951731         3.1284535711         0.0964066201
        1.0403902000         1.4041998268         3.1284535711         0.2293812686
        1.0453945000         1.4016475000         3.1335573261         0.1628939444
        1.0504008000         1.3965428462         3.1259016937         0.0299192959
        1.0554477000         1.3965428462         3.1259016937         0.0299192959
        1.0604696000         1.3965428462         3.1259016937         0.0299192959
        1.0654058000         1.4016475000         3.1335573261         0.1628939444
        1.0704147000         1.3939905194         3.1335573261        -0.0365680283
        1.0753930000         1.3965428462         3.1259016937         0.0299192959
        1.0804073000         1.4016475000         3.1335573261         0.1628939444
        1.0853949000         1.3939905194         3.1259016937        -0.0365680283
        1.0903734000         1.4041998268         3.1284535711         0.2293812686
        1.0954913000         1.3965428462         3.1259016937         0.0299192959
        1.1003907000         1.3965428462         3.1284535711         0.0299192959
        1.1053989000         1.3965428462         3.1284535711         0.0299192959
        1.1104062000         1.3888858657         3.1207979388        -0.1695426768
        1.1153865000         1.3939905194         3.1310054486        -0.0365680283
        1.1204154000         1.3939905194         3.1361092035        -0.0365680283
        1.1253841000         1.4016475000         3.1335573261         0.1628939444
        1.1304000000         1.3914381925         3.1233498162        -0.1030553526
        1.1353936000         1.4016475000         3.1335573261         0.1628939444
        1.1404190000         1.3965428462         3.1284535711         0.0299192959
        1.1453964000         1.3965428462         3.1284535711         0.0299192959
        1.1504663000         1.3965428462         3.1284535711         0.0299192959
        1.1554153000         1.3965428462         3.1259016937         0.0299192959
        1.1603977000         1.3939905194         3.1284535711        -0.0365680283
        1.1654056000         1.4016475000         3.1335573261         0.1628939444
        1.1704110000         1.3939905194         3.1259016937        -0.0365680283
        1.1753882000         1.3965428462         3.1284535711         0.0299192959
        1.1804241000         1.4016475000         3.1335573261         0.1628939444
        1.1854311000         1.3914381925         3.1207979388        -0.1030553526
        1.1904006000         1.3939905194         3.1259016937        -0.0365680283
        1.1954049000         1.3863335388         3.1233498162        -0.2360300010
        1.2003879000         1.3914381925         3.1182460613        -0.1030553526
        1.2053790000         1.3888858657         3.1233498162        -0.1695426768
        1.2103887000         1.3939905194         3.1259016937        -0.0365680283
        1.2153931000         1.4041998268         3.1335573261         0.2293812686
        1.2204070000         1.3939905194         3.1284535711        -0.0365680283
        1.2253878000         1.3914381925         3.1207979388        -0.1030553526
        1.2303900000         1.4016475000         3.1284535711         0.1628939444
