% Potentiometer Recording  5.0 s
% Vg_offset=1.339218V  K_gimbal=26.049690
% Fs=200 Hz  samples=1001

Time[s]              Vg[V]                Pot[V]               Omega[rad/s]        
        0.0007674000         1.3454963091         2.5568330203         0.1635588176
        0.0056144000         1.3378393285         2.5517292654        -0.0359031551
        0.0104692000         1.3352870017         2.5517292654        -0.1023904793
        0.0156536000         1.3378393285         2.5517292654        -0.0359031551
        0.0206656000         1.3327346748         2.5466255105        -0.1688778035
        0.0257280000         1.3454963091         2.5568330203         0.1635588176
        0.0305835000         1.3378393285         2.5517292654        -0.0359031551
        0.0355723000         1.3378393285         2.5517292654        -0.0359031551
        0.0406359000         1.3454963091         2.5593848978         0.1635588176
        0.0456616000         1.3454963091         2.5593848978         0.1635588176
        0.0506804000         1.3531532897         2.5517292654         0.3630207903
        0.0557032000         1.3327346748         2.5466255105        -0.1688778035
        0.0605459000         1.3378393285         2.5517292654        -0.0359031551
        0.0655536000         1.3378393285         2.5491773879        -0.0359031551
        0.0706084000         1.3352870017         2.5517292654        -0.1023904793
        0.0755838000         1.3327346748         2.5466255105        -0.1688778035
        0.0806110000         1.3378393285         2.5491773879        -0.0359031551
        0.0854984000         1.3429439823         2.5568330203         0.0970714934
        0.0905520000         1.3327346748         2.5440736330        -0.1688778035
        0.0955972000         1.3429439823         2.5568330203         0.0970714934
        0.1006017000         1.3327346748         2.5466255105        -0.1688778035
        0.1055974000         1.3378393285         2.5542811429        -0.0359031551
        0.1104649000         1.3378393285         2.5517292654        -0.0359031551
        0.1155326000         1.3378393285         2.5517292654        -0.0359031551
        0.1205904000         1.3276300211         2.5466255105        -0.3018524520
        0.1256727000         1.3378393285         2.5491773879        -0.0359031551
        0.1305444000         1.3378393285         2.5517292654        -0.0359031551
        0.1355481000         1.3327346748         2.5466255105        -0.1688778035
        0.1406808000         1.3454963091         2.5568330203         0.1635588176
        0.1456657000         1.3327346748         2.5466255105        -0.1688778035
        0.1506231000         1.3378393285         2.5491773879        -0.0359031551
        0.1555862000         1.3327346748         2.5466255105        -0.1688778035
        0.1606792000         1.3378393285         2.5542811429        -0.0359031551
        0.1656644000         1.3454963091         2.5568330203         0.1635588176
        0.1704817000         1.3378393285         2.5491773879        -0.0359031551
        0.1755825000         1.3352870017         2.5517292654        -0.1023904793
        0.1806180000         1.3352870017         2.5517292654        -0.1023904793
        0.1856628000         1.3429439823         2.5568330203         0.0970714934
        0.1904820000         1.3480486360         2.5517292654         0.2300461418
        0.1954909000         1.3378393285         2.5491773879        -0.0359031551
        0.2006911000         1.3454963091         2.5568330203         0.1635588176
        0.2056475000         1.3378393285         2.5517292654        -0.0359031551
        0.2106075000         1.3327346748         2.5466255105        -0.1688778035
        0.2156359000         1.3454963091         2.5568330203         0.1635588176
        0.2206064000         1.3378393285         2.5517292654        -0.0359031551
        0.2255836000         1.3403916554         2.5517292654         0.0305841691
        0.2305921000         1.3429439823         2.5593848978         0.0970714934
        0.2356143000         1.3327346748         2.5466255105        -0.1688778035
        0.2406159000         1.3352870017         2.5517292654        -0.1023904793
        0.2455841000         1.3403916554         2.5491773879         0.0305841691
        0.2505605000         1.3454963091         2.5568330203         0.1635588176
        0.2555938000         1.3352870017         2.5466255105        -0.1023904793
        0.2605830000         1.3403916554         2.5517292654         0.0305841691
        0.2656249000         1.3327346748         2.5466255105        -0.1688778035
        0.2705933000         1.3454963091         2.5568330203         0.1635588176
        0.2755837000         1.3403916554         2.5517292654         0.0305841691
        0.2804837000         1.3327346748         2.5466255105        -0.1688778035
        0.2855840000         1.3454963091         2.5593848978         0.1635588176
        0.2904986000         1.3403916554         2.5517292654         0.0305841691
        0.2955762000         1.3327346748         2.5466255105        -0.1688778035
        0.3005009000         1.3454963091         2.5568330203         0.1635588176
        0.3056173000         1.3327346748         2.5440736330        -0.1688778035
        0.3110303000         1.3327346748         2.5440736330        -0.1688778035
        0.3156482000         1.3352870017         2.5517292654        -0.1023904793
        0.3207469000         1.3378393285         2.5517292654        -0.0359031551
        0.3256291000         1.3403916554         2.5517292654         0.0305841691
        0.3306076000         1.3659149240         2.5593848978         0.6954574114
        0.3356309000         1.3378393285         2.5491773879        -0.0359031551
        0.3406003000         1.3378393285         2.5491773879        -0.0359031551
        0.3455966000         1.3429439823         2.5568330203         0.0970714934
        0.3506038000         1.3327346748         2.5466255105        -0.1688778035
        0.3555933000         1.3327346748         2.5466255105        -0.1688778035
        0.3605768000         1.3403916554         2.5517292654         0.0305841691
        0.3656282000         1.3378393285         2.5491773879        -0.0359031551
        0.3705989000         1.3378393285         2.5517292654        -0.0359031551
        0.3756016000         1.3403916554         2.5517292654         0.0305841691
        0.3805508000         1.3352870017         2.5517292654        -0.1023904793
        0.3856272000         1.3454963091         2.5568330203         0.1635588176
        0.3905906000         1.3378393285         2.5517292654        -0.0359031551
        0.3956743000         1.3378393285         2.5491773879        -0.0359031551
        0.4006124000         1.3454963091         2.5466255105         0.1635588176
        0.4055066000         1.3327346748         2.5466255105        -0.1688778035
        0.4104607000         1.3378393285         2.5491773879        -0.0359031551
        0.4156330000         1.3378393285         2.5491773879        -0.0359031551
        0.4206256000         1.3378393285         2.5517292654        -0.0359031551
        0.4256642000         1.3454963091         2.5568330203         0.1635588176
        0.4306523000         1.3327346748         2.5466255105        -0.1688778035
        0.4356252000         1.3429439823         2.5593848978         0.0970714934
        0.4406067000         1.3352870017         2.5517292654        -0.1023904793
        0.4456617000         1.3403916554         2.5440736330         0.0305841691
        0.4505836000         1.3429439823         2.5619367752         0.0970714934
        0.4556364000         1.3378393285         2.5491773879        -0.0359031551
        0.4604633000         1.3378393285         2.5517292654        -0.0359031551
        0.4656282000         1.3352870017         2.5517292654        -0.1023904793
        0.4705970000         1.3301823480         2.5466255105        -0.2353651278
        0.4756370000         1.3480486360         2.5568330203         0.2300461418
        0.4806565000         1.3480486360         2.5466255105         0.2300461418
        0.4856423000         1.3378393285         2.5517292654        -0.0359031551
        0.4906575000         1.3378393285         2.5491773879        -0.0359031551
        0.4956687000         1.3352870017         2.5517292654        -0.1023904793
        0.5005579000         1.3454963091         2.5568330203         0.1635588176
        0.5056504000         1.3378393285         2.5517292654        -0.0359031551
        0.5105748000         1.3454963091         2.5542811429         0.1635588176
        0.5156345000         1.3403916554         2.5466255105         0.0305841691
        0.5206800000         1.3454963091         2.5568330203         0.1635588176
        0.5256918000         1.3327346748         2.5491773879        -0.1688778035
        0.5306508000         1.3454963091         2.5593848978         0.1635588176
        0.5356831000         1.3352870017         2.5517292654        -0.1023904793
        0.5408121000         1.3454963091         2.5568330203         0.1635588176
        0.5456272000         1.3378393285         2.5517292654        -0.0359031551
        0.5505882000         1.3557056165         2.5593848978         0.4295081145
        0.5555348000         1.3301823480         2.5466255105        -0.2353651278
