% Potentiometer Recording  5.0 s
% Vg_offset=1.395394V  K_gimbal=26.049690
% Fs=200 Hz  samples=1001

Time[s]              Vg[V]                Pot[V]               Omega[rad/s]        
        0.0008667000         1.4016475000         3.2662549539         0.1628939444
        0.0054536000         1.3965428462         3.2611511990         0.0299192959
        0.0104452000         1.3939905194         3.2611511990        -0.0365680283
        0.0154451000         1.3965428462         3.2585993215         0.0299192959
        0.0204496000         1.3888858657         3.2534955666        -0.1695426768
        0.0257368000         1.3965428462         3.2611511990         0.0299192959
        0.0304480000         1.3965428462         3.2611511990         0.0299192959
        0.0358910000         1.4041998268         3.2662549539         0.2293812686
        0.0411145000         1.3939905194         3.2611511990        -0.0365680283
        0.0458777000         1.3888858657         3.2534955666        -0.1695426768
        0.0507221000         1.3939905194         3.2611511990        -0.0365680283
        0.0558440000         1.4016475000         3.2662549539         0.1628939444
        0.0606024000         1.4041998268         3.2662549539         0.2293812686
        0.0654830000         1.3888858657         3.2560474441        -0.1695426768
        0.0704662000         1.3965428462         3.2585993215         0.0299192959
        0.0754946000         1.3888858657         3.2560474441        -0.1695426768
        0.0804678000         1.3939905194         3.2611511990        -0.0365680283
        0.0855012000         1.3965428462         3.2611511990         0.0299192959
        0.0904717000         1.3939905194         3.2637030765        -0.0365680283
        0.0954741000         1.3965428462         3.2611511990         0.0299192959
        0.1004655000         1.4016475000         3.2637030765         0.1628939444
        0.1055077000         1.3965428462         3.2611511990         0.0299192959
        0.1104756000         1.4016475000         3.2611511990         0.1628939444
        0.1154689000         1.3990951731         3.2662549539         0.0964066201
        0.1204467000         1.3939905194         3.2560474441        -0.0365680283
        0.1254666000         1.3914381925         3.2534955666        -0.1030553526
        0.1304442000         1.3965428462         3.2637030765         0.0299192959
        0.1354718000         1.4016475000         3.2662549539         0.1628939444
        0.1404441000         1.3965428462         3.2611511990         0.0299192959
        0.1454720000         1.3888858657         3.2534955666        -0.1695426768
        0.1504660000         1.4016475000         3.2611511990         0.1628939444
        0.1554704000         1.3939905194         3.2585993215        -0.0365680283
        0.1604662000         1.4016475000         3.2688068314         0.1628939444
        0.1654742000         1.3888858657         3.2585993215        -0.1695426768
        0.1704663000         1.3888858657         3.2534955666        -0.1695426768
        0.1755142000         1.3965428462         3.2611511990         0.0299192959
        0.1804654000         1.3965428462         3.2611511990         0.0299192959
        0.1854698000         1.3965428462         3.2611511990         0.0299192959
        0.1904706000         1.4016475000         3.2688068314         0.1628939444
        0.1955434000         1.3965428462         3.2611511990         0.0299192959
        0.2004703000         1.3965428462         3.2611511990         0.0299192959
        0.2055149000         1.3965428462         3.2611511990         0.0299192959
        0.2104705000         1.3888858657         3.2560474441        -0.1695426768
        0.2154643000         1.4016475000         3.2637030765         0.1628939444
        0.2204687000         1.3863335388         3.2560474441        -0.2360300010
        0.2255531000         1.3990951731         3.2611511990         0.0964066201
        0.2305554000         1.4016475000         3.2662549539         0.1628939444
        0.2354695000         1.3888858657         3.2534955666        -0.1695426768
        0.2404636000         1.3965428462         3.2560474441         0.0299192959
        0.2454707000         1.4016475000         3.2662549539         0.1628939444
        0.2504683000         1.3939905194         3.2611511990        -0.0365680283
        0.2554687000         1.3888858657         3.2560474441        -0.1695426768
        0.2604689000         1.3939905194         3.2611511990        -0.0365680283
        0.2654432000         1.3888858657         3.2534955666        -0.1695426768
        0.2704346000         1.4016475000         3.2662549539         0.1628939444
        0.2754432000         1.3888858657         3.2585993215        -0.1695426768
        0.2804632000         1.3965428462         3.2611511990         0.0299192959
        0.2854523000         1.3965428462         3.2637030765         0.0299192959
        0.2904620000         1.3888858657         3.2560474441        -0.1695426768
        0.2954678000         1.4016475000         3.2662549539         0.1628939444
        0.3004669000         1.3939905194         3.2611511990        -0.0365680283
        0.3054623000         1.3939905194         3.2611511990        -0.0365680283
        0.3104417000         1.3888858657         3.2611511990        -0.1695426768
        0.3154901000         1.3888858657         3.2560474441        -0.1695426768
        0.3204355000         1.4016475000         3.2662549539         0.1628939444
        0.3254939000         1.3888858657         3.2560474441        -0.1695426768
        0.3304337000         1.3888858657         3.2560474441        -0.1695426768
        0.3354618000         1.3939905194         3.2611511990        -0.0365680283
        0.3405318000         1.4016475000         3.2688068314         0.1628939444
        0.3454400000         1.3965428462         3.2585993215         0.0299192959
        0.3504469000         1.3965428462         3.2585993215         0.0299192959
        0.3555068000         1.3888858657         3.2560474441        -0.1695426768
        0.3604419000         1.3939905194         3.2611511990        -0.0365680283
        0.3654626000         1.3965428462         3.2611511990         0.0299192959
        0.3704256000         1.4016475000         3.2662549539         0.1628939444
        0.3754291000         1.4041998268         3.2662549539         0.2293812686
        0.3804400000         1.3965428462         3.2611511990         0.0299192959
        0.3855160000         1.3888858657         3.2534955666        -0.1695426768
        0.3904663000         1.3965428462         3.2611511990         0.0299192959
        0.3954666000         1.3965428462         3.2662549539         0.0299192959
        0.4004688000         1.3965428462         3.2611511990         0.0299192959
        0.4054673000         1.3965428462         3.2585993215         0.0299192959
        0.4104698000         1.3939905194         3.2611511990        -0.0365680283
        0.4155335000         1.3965428462         3.2611511990         0.0299192959
        0.4204644000         1.3965428462         3.2611511990         0.0299192959
        0.4254625000         1.3965428462         3.2611511990         0.0299192959
        0.4304494000         1.3914381925         3.2534955666        -0.1030553526
        0.4354617000         1.3914381925         3.2560474441        -0.1030553526
        0.4404733000         1.3939905194         3.2611511990        -0.0365680283
        0.4454407000         1.3965428462         3.2611511990         0.0299192959
        0.4504400000         1.3939905194         3.2662549539        -0.0365680283
        0.4554396000         1.3990951731         3.2662549539         0.0964066201
        0.4604610000         1.4016475000         3.2637030765         0.1628939444
        0.4655525000         1.3965428462         3.2611511990         0.0299192959
        0.4704674000         1.3939905194         3.2611511990        -0.0365680283
        0.4755186000         1.3965428462         3.2611511990         0.0299192959
        0.4804669000         1.3939905194         3.2611511990        -0.0365680283
        0.4854602000         1.3965428462         3.2611511990         0.0299192959
        0.4904609000         1.3888858657         3.2560474441        -0.1695426768
        0.4954609000         1.4016475000         3.2662549539         0.1628939444
        0.5004659000         1.3965428462         3.2611511990         0.0299192959
        0.5054689000         1.3990951731         3.2611511990         0.0964066201
        0.5104657000         1.3965428462         3.2611511990         0.0299192959
        0.5154653000         1.4016475000         3.2662549539         0.1628939444
        0.5204600000         1.4016475000         3.2662549539         0.1628939444
        0.5254775000         1.3965428462         3.2611511990         0.0299192959
        0.5304655000         1.3965428462         3.2611511990         0.0299192959
        0.5354423000         1.3914381925         3.2534955666        -0.1030553526
        0.5404301000         1.4041998268         3.2688068314         0.2293812686
        0.5454398000         1.3914381925         3.2560474441        -0.1030553526
        0.5504594000         1.3965428462         3.2611511990         0.0299192959
        0.5554430000         1.3965428462         3.2611511990         0.0299192959
        0.5604366000         1.3888858657         3.2534955666        -0.1695426768
        0.5654362000         1.4016475000         3.2662549539         0.1628939444
        0.5704635000         1.3914381925         3.2560474441        -0.1030553526
        0.5754629000         1.4041998268         3.2688068314         0.2293812686
        0.5804582000         1.4016475000         3.2662549539         0.1628939444
        0.5854587000         1.3888858657         3.2560474441        -0.1695426768
        0.5904579000         1.3888858657         3.2534955666        -0.1695426768
        0.5955063000         1.3939905194         3.2611511990        -0.0365680283
        0.6004640000         1.4016475000         3.2688068314         0.1628939444
        0.6054795000         1.3990951731         3.2611511990         0.0964066201
        0.6104668000         1.3965428462         3.2611511990         0.0299192959
        0.6154958000         1.3965428462         3.2611511990         0.0299192959
        0.6204383000         1.3888858657         3.2534955666        -0.1695426768
        0.6255145000         1.3914381925         3.2560474441        -0.1030553526
        0.6304570000         1.3888858657         3.2560474441        -0.1695426768
        0.6354568000         1.4016475000         3.2688068314         0.1628939444
        0.6404576000         1.3888858657         3.2560474441        -0.1695426768
        0.6455223000         1.3914381925         3.2534955666        -0.1030553526
        0.6505266000         1.3888858657         3.2560474441        -0.1695426768
        0.6554580000         1.3965428462         3.2585993215         0.0299192959
        0.6606502000         1.3990951731         3.2662549539         0.0964066201
        0.6655224000         1.4016475000         3.2662549539         0.1628939444
        0.6704685000         1.4016475000         3.2662549539         0.1628939444
        0.6754601000         1.3990951731         3.2662549539         0.0964066201
        0.6804594000         1.3965428462         3.2662549539         0.0299192959
        0.6854648000         1.3965428462         3.2611511990         0.0299192959
        0.6904646000         1.3888858657         3.2560474441        -0.1695426768
        0.6954585000         1.4016475000         3.2662549539         0.1628939444
        0.7004575000         1.3914381925         3.2560474441        -0.1030553526
        0.7054573000         1.3939905194         3.2611511990        -0.0365680283
        0.7104587000         1.3965428462         3.2611511990         0.0299192959
        0.7155243000         1.3965428462         3.2611511990         0.0299192959
        0.7204666000         1.3939905194         3.2585993215        -0.0365680283
        0.7254583000         1.4016475000         3.2662549539         0.1628939444
        0.7304600000         1.3914381925         3.2560474441        -0.1030553526
        0.7354581000         1.3965428462         3.2611511990         0.0299192959
        0.7404380000         1.3990951731         3.2662549539         0.0964066201
        0.7454578000         1.4041998268         3.2662549539         0.2293812686
        0.7504625000         1.3965428462         3.2611511990         0.0299192959
        0.7554624000         1.3888858657         3.2534955666        -0.1695426768
        0.7604643000         1.4016475000         3.2662549539         0.1628939444
        0.7654729000         1.3939905194         3.2560474441        -0.0365680283
        0.7704622000         1.3939905194         3.2611511990        -0.0365680283
        0.7754620000         1.3965428462         3.2611511990         0.0299192959
        0.7805104000         1.3888858657         3.2560474441        -0.1695426768
        0.7854621000         1.3965428462         3.2611511990         0.0299192959
        0.7904562000         1.3965428462         3.2611511990         0.0299192959
        0.7954837000         1.4016475000         3.2662549539         0.1628939444
        0.8004861000         1.3965428462         3.2611511990         0.0299192959
        0.8054883000         1.3965428462         3.2611511990         0.0299192959
        0.8104612000         1.3914381925         3.2534955666        -0.1030553526
        0.8154610000         1.3965428462         3.2611511990         0.0299192959
        0.8204607000         1.4016475000         3.2662549539         0.1628939444
        0.8254454000         1.3914381925         3.2560474441        -0.1030553526
        0.8304973000         1.4016475000         3.2662549539         0.1628939444
        0.8354778000         1.3939905194         3.2611511990        -0.0365680283
        0.8404594000         1.3939905194         3.2611511990        -0.0365680283
        0.8454604000         1.3939905194         3.2611511990        -0.0365680283
        0.8504548000         1.3888858657         3.2534955666        -0.1695426768
        0.8555089000         1.4041998268         3.2662549539         0.2293812686
        0.8605093000         1.3965428462         3.2585993215         0.0299192959
        0.8654476000         1.3965428462         3.2611511990         0.0299192959
        0.8704536000         1.4016475000         3.2662549539         0.1628939444
        0.8754591000         1.3888858657         3.2560474441        -0.1695426768
        0.8804553000         1.3965428462         3.2611511990         0.0299192959
        0.8855211000         1.3888858657         3.2560474441        -0.1695426768
        0.8905216000         1.3965428462         3.2611511990         0.0299192959
        0.8954534000         1.3914381925         3.2611511990        -0.1030553526
        0.9004565000         1.3965428462         3.2611511990         0.0299192959
        0.9054604000         1.4041998268         3.2662549539         0.2293812686
        0.9104611000         1.3990951731         3.2662549539         0.0964066201
        0.9154933000         1.3965428462         3.2611511990         0.0299192959
        0.9205431000         1.3939905194         3.2611511990        -0.0365680283
        0.9254601000         1.3965428462         3.2611511990         0.0299192959
        0.9304573000         1.3888858657         3.2585993215        -0.1695426768
        0.9354556000         1.4041998268         3.2662549539         0.2293812686
        0.9404599000         1.3965428462         3.2611511990         0.0299192959
        0.9454603000         1.4016475000         3.2637030765         0.1628939444
        0.9504557000         1.3914381925         3.2585993215        -0.1030553526
        0.9555295000         1.3888858657         3.2534955666        -0.1695426768
        0.9604556000         1.3888858657         3.2560474441        -0.1695426768
        0.9654602000         1.3914381925         3.2560474441        -0.1030553526
        0.9704568000         1.3939905194         3.2611511990        -0.0365680283
        0.9754543000         1.3888858657         3.2534955666        -0.1695426768
        0.9804807000         1.3888858657         3.2560474441        -0.1695426768
        0.9854456000         1.3965428462         3.2611511990         0.0299192959
        0.9904281000         1.3965428462         3.2611511990         0.0299192959
        0.9954313000         1.3888858657         3.2534955666        -0.1695426768
        1.0004562000         1.3914381925         3.2560474441        -0.1030553526
        1.0054419000         1.3965428462         3.2611511990         0.0299192959
        1.0104418000         1.3939905194         3.2611511990        -0.0365680283
        1.0154315000         1.3888858657         3.2560474441        -0.1695426768
        1.0204310000         1.3914381925         3.2560474441        -0.1030553526
        1.0254351000         1.3888858657         3.2534955666        -0.1695426768
        1.0304481000         1.3939905194         3.2611511990        -0.0365680283
        1.0354821000         1.4016475000         3.2662549539         0.1628939444
        1.0405254000         1.3965428462         3.2611511990         0.0299192959
        1.0454364000         1.3914381925         3.2560474441        -0.1030553526
        1.0504269000         1.3888858657         3.2560474441        -0.1695426768
        1.0554335000         1.3965428462         3.2611511990         0.0299192959
        1.0604284000         1.3888858657         3.2560474441        -0.1695426768
        1.0654234000         1.3888858657         3.2534955666        -0.1695426768
        1.0704293000         1.3965428462         3.2611511990         0.0299192959
        1.0754276000         1.4016475000         3.2688068314         0.1628939444
        1.0804381000         1.3965428462         3.2585993215         0.0299192959
        1.0854333000         1.3965428462         3.2611511990         0.0299192959
        1.0904420000         1.3888858657         3.2560474441        -0.1695426768
        1.0954316000         1.3888858657         3.2560474441        -0.1695426768
        1.1004494000         1.3965428462         3.2611511990         0.0299192959
        1.1054362000         1.3965428462         3.2611511990         0.0299192959
        1.1104417000         1.3965428462         3.2662549539         0.0299192959
        1.1154371000         1.3965428462         3.2611511990         0.0299192959
        1.1204634000         1.3965428462         3.2637030765         0.0299192959
        1.1254339000         1.3888858657         3.2534955666        -0.1695426768
