% Potentiometer Recording  5.0 s
% Vg_offset=1.338069V  K_gimbal=26.049690
% Fs=200 Hz  samples=1001

Time[s]              Vg[V]                Pot[V]               Omega[rad/s]        
        0.0010101000         1.3454963091         1.9852124695         0.1934781135
        0.0054417000         1.3378393285         1.9775568371        -0.0059838592
        0.0104108000         1.3429439823         1.9852124695         0.1269907893
        0.0153789000         1.3454963091         1.9826605920         0.1934781135
        0.0203938000         1.3301823480         1.9724530822        -0.2054458319
        0.0253975000         1.3454963091         1.9852124695         0.1934781135
        0.0304104000         1.3327346748         1.9724530822        -0.1389585076
        0.0353942000         1.3531532897         1.9775568371         0.3929400862
        0.0404016000         1.3327346748         1.9724530822        -0.1389585076
        0.0453864000         1.3352870017         1.9801087146        -0.0724711834
        0.0504063000         1.3378393285         1.9750049597        -0.0059838592
        0.0554047000         1.3429439823         1.9826605920         0.1269907893
        0.0603940000         1.3352870017         1.9750049597        -0.0724711834
        0.0653942000         1.3403916554         1.9775568371         0.0605034650
        0.0704747000         1.3352870017         1.9801087146        -0.0724711834
        0.0754072000         1.3378393285         1.9801087146        -0.0059838592
        0.0803947000         1.3429439823         1.9852124695         0.1269907893
        0.0854005000         1.3301823480         1.9724530822        -0.2054458319
        0.0903880000         1.3378393285         1.9775568371        -0.0059838592
        0.0953975000         1.3378393285         1.9775568371        -0.0059838592
        0.1003860000         1.3429439823         1.9852124695         0.1269907893
        0.1053877000         1.3327346748         1.9750049597        -0.1389585076
        0.1103986000         1.3582579434         1.9852124695         0.5259147346
        0.1154066000         1.3378393285         1.9775568371        -0.0059838592
        0.1203843000         1.3352870017         1.9775568371        -0.0724711834
        0.1253949000         1.3454963091         1.9852124695         0.1934781135
        0.1304026000         1.3378393285         1.9775568371        -0.0059838592
        0.1353872000         1.3378393285         1.9775568371        -0.0059838592
        0.1403954000         1.3429439823         1.9852124695         0.1269907893
        0.1453894000         1.3327346748         1.9750049597        -0.1389585076
        0.1503947000         1.3378393285         1.9775568371        -0.0059838592
        0.1553949000         1.3454963091         1.9852124695         0.1934781135
        0.1603913000         1.3327346748         1.9724530822        -0.1389585076
        0.1653986000         1.3378393285         1.9826605920        -0.0059838592
        0.1704013000         1.3378393285         1.9775568371        -0.0059838592
        0.1753865000         1.3378393285         1.9775568371        -0.0059838592
        0.1804161000         1.3429439823         1.9852124695         0.1269907893
        0.1854305000         1.3557056165         1.9775568371         0.4594274104
        0.1904185000         1.3454963091         1.9826605920         0.1934781135
        0.1954207000         1.3327346748         1.9724530822        -0.1389585076
        0.2004162000         1.3378393285         1.9775568371        -0.0059838592
        0.2054293000         1.3352870017         1.9775568371        -0.0724711834
        0.2104316000         1.3378393285         1.9750049597        -0.0059838592
        0.2154302000         1.3454963091         1.9852124695         0.1934781135
        0.2204178000         1.3403916554         1.9852124695         0.0605034650
        0.2253973000         1.3327346748         1.9750049597        -0.1389585076
        0.2304167000         1.3378393285         1.9775568371        -0.0059838592
        0.2353982000         1.3378393285         1.9775568371        -0.0059838592
        0.2403925000         1.3378393285         1.9775568371        -0.0059838592
        0.2454686000         1.3378393285         1.9775568371        -0.0059838592
        0.2503883000         1.3403916554         1.9775568371         0.0605034650
        0.2553952000         1.3506009628         1.9775568371         0.3264527620
        0.2603861000         1.3378393285         1.9724530822        -0.0059838592
        0.2653948000         1.3454963091         1.9826605920         0.1934781135
        0.2704078000         1.3327346748         1.9724530822        -0.1389585076
        0.2754048000         1.3429439823         1.9826605920         0.1269907893
        0.2803960000         1.3327346748         1.9724530822        -0.1389585076
        0.2853841000         1.3454963091         1.9852124695         0.1934781135
        0.2903878000         1.3378393285         1.9750049597        -0.0059838592
        0.2953889000         1.3301823480         1.9724530822        -0.2054458319
        0.3003958000         1.3352870017         1.9801087146        -0.0724711834
        0.3053891000         1.3378393285         1.9775568371        -0.0059838592
        0.3103914000         1.3301823480         1.9699012047        -0.2054458319
        0.3154048000         1.3429439823         1.9826605920         0.1269907893
        0.3203884000         1.3506009628         1.9775568371         0.3264527620
        0.3253990000         1.3352870017         1.9775568371        -0.0724711834
        0.3304036000         1.3378393285         1.9775568371        -0.0059838592
        0.3353893000         1.3327346748         1.9724530822        -0.1389585076
        0.3403954000         1.3454963091         1.9826605920         0.1934781135
        0.3453878000         1.3378393285         1.9750049597        -0.0059838592
        0.3503968000         1.3301823480         1.9699012047        -0.2054458319
        0.3553745000         1.3454963091         1.9852124695         0.1934781135
        0.3604074000         1.3429439823         1.9852124695         0.1269907893
        0.3653911000         1.3301823480         1.9724530822        -0.2054458319
        0.3703695000         1.3378393285         1.9775568371        -0.0059838592
        0.3754116000         1.3429439823         1.9826605920         0.1269907893
        0.3804265000         1.3352870017         1.9801087146        -0.0724711834
        0.3855004000         1.3378393285         1.9724530822        -0.0059838592
        0.3903857000         1.3429439823         1.9852124695         0.1269907893
        0.3954224000         1.3403916554         1.9775568371         0.0605034650
        0.4004079000         1.3454963091         1.9724530822         0.1934781135
        0.4054442000         1.3327346748         1.9724530822        -0.1389585076
        0.4104188000         1.3429439823         1.9852124695         0.1269907893
        0.4154301000         1.3378393285         1.9750049597        -0.0059838592
        0.4204137000         1.3378393285         1.9852124695        -0.0059838592
        0.4254001000         1.3301823480         1.9750049597        -0.2054458319
        0.4304037000         1.3429439823         1.9852124695         0.1269907893
        0.4353954000         1.3378393285         1.9724530822        -0.0059838592
        0.4403762000         1.3403916554         1.9775568371         0.0605034650
        0.4456642000         1.3301823480         1.9699012047        -0.2054458319
        0.4503876000         1.3378393285         1.9775568371        -0.0059838592
        0.4554048000         1.3378393285         1.9750049597        -0.0059838592
        0.4604010000         1.3454963091         1.9826605920         0.1934781135
        0.4653914000         1.3352870017         1.9724530822        -0.0724711834
        0.4703737000         1.3378393285         1.9775568371        -0.0059838592
        0.4753875000         1.3327346748         1.9750049597        -0.1389585076
        0.4804367000         1.3378393285         1.9775568371        -0.0059838592
        0.4854283000         1.3403916554         1.9775568371         0.0605034650
        0.4904191000         1.3454963091         1.9826605920         0.1934781135
        0.4954263000         1.3327346748         1.9724530822        -0.1389585076
        0.5004253000         1.3454963091         1.9826605920         0.1934781135
        0.5054135000         1.3378393285         1.9775568371        -0.0059838592
        0.5104247000         1.3352870017         1.9775568371        -0.0724711834
        0.5153988000         1.3378393285         1.9801087146        -0.0059838592
        0.5204152000         1.3327346748         1.9750049597        -0.1389585076
        0.5253983000         1.3429439823         1.9852124695         0.1269907893
        0.5304170000         1.3506009628         1.9801087146         0.3264527620
        0.5354102000         1.3429439823         1.9877643470         0.1269907893
        0.5404020000         1.3378393285         1.9801087146        -0.0059838592
