% f=1.00Hz  n_cycles=5  N_total=1000  dt=0.005000
% Amp=400.00deg/s
Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0000000000         0.0000000000         2.5093739758         1.3378393285         2.0923913228        -0.0299192959         0.0000000000
        0.0050000000        12.5643036313         2.6584512181         1.3429439823         2.1025988326         0.1030553526         0.2192884666
        0.0100000000        25.1162078117         2.7528205304         1.3301823480         2.0898394453        -0.2293812686         0.4383605219
        0.0150000000        37.6433253274         2.7677532089         1.3454963091         2.0974950777         0.1695426768         0.6569999684
        0.0200000000        50.1332934257         2.7824946846         1.3429439823         2.1000469552         0.1030553526         0.8749910351
        0.0250000000        62.5737860161         2.7970429930         1.3378393285         2.0923913228        -0.0299192959         1.0921185914
        0.0300000000        74.9525258343         2.8113963695         1.3403916554         2.0974950777         0.0365680283         1.3081683585
        0.0350000000        87.2572965586         2.8255531559         1.3429439823         2.1000469552         0.1030553526         1.5229271213
        0.0400000000        99.4759548659         2.8395117125         1.3378393285         2.0923913228        -0.0299192959         1.7361829390
        0.0450000000       111.5964424157         2.8532703340         1.3429439823         2.0974950777         0.1030553526         1.9477253537
        0.0500000000       123.6067977500         2.8668271717         1.3403916554         2.0898394453         0.0365680283         2.1573455986
        0.0550000000       135.4951680981         2.8801801617         1.4297230954         2.1025988326         2.3636243763         2.3648368039
        0.0600000000       147.2498210739         2.8933269601         1.3659149240         2.1051507101         0.7014412706         2.5699942007
        0.0650000000       158.8591562539         2.9062648849         1.3939905194         2.1128063424         1.4328018371         2.7726153236
        0.0700000000       170.3117166260         2.9189908657         1.3990951731         2.1204619748         1.5657764855         2.9725002098
        0.0750000000       181.5961998958         2.9315014016         1.3888858657         2.1128063424         1.2998271886         3.1694515973
        0.0800000000       192.7014696407         2.9437925258         1.3990951731         2.1332213621         1.5657764855         3.3632751187
        0.0850000000       203.6165663001         2.9558597803         1.4118568074         2.1408769945         1.8982131067         3.5537794935
        0.0900000000       214.3307179916         2.9676981964         1.4016475000         2.1383251170         1.6322638098         3.7407767171
        0.0950000000       224.8333511409         2.9793022852         1.4093044805         2.1459807494         1.8317257824         3.9240822457
        0.1000000000       235.1141009170         2.9906660345         1.4169614611         2.1536363818         2.0311877551         4.1035151789
