% f=3.60Hz  n_cycles=5  N_total=277  dt=0.005000
% Amp=400.00deg/s
Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0000000000         0.0000000000         2.5093739758         1.3327346748         1.7351284785        -0.1628939444         0.0000000000
        0.0050000000        45.1425539494         2.7766211698         1.3378393285         1.7427841109        -0.0299192959         0.7878861992
        0.0100000000        89.7083043798         2.8283607787         1.3480486360         1.7427841109         0.2360300010         1.5657052778
        0.0150000000       133.1278178092         2.8775259795         1.3454963091         1.7478878658         0.1695426768         2.3235187468
        0.0200000000       174.8463066604         2.9240211448         1.3301823480         1.7376803560        -0.2293812686         3.0516437362
        0.0250000000       214.3307179916         2.9676981964         1.3352870017         1.7427841109        -0.0964066201         3.7407767171
        0.0300000000       251.0765445163         3.0083316401         1.3454963091         1.7478878658         0.1695426768         4.3821123763
        0.0350000000       284.6142708837         3.0456107139         1.3327346748         1.7351284785        -0.1628939444         4.9674561251
        0.0400000000       314.5153728546         3.0791479162         1.3608102703         1.7427841109         0.5684666221         5.4893288045
        0.0450000000       340.3977927179         3.1085013848         1.4654556714         1.7529916207         3.2944469154         5.9410622494
        0.0500000000       361.9308209864         3.1332072998         1.4067521537         1.7657510080         1.7652384582         6.3168844907
        0.0550000000       378.8393219979         3.1528177472         1.4399324028         1.7708547629         2.6295736732         6.6119935049
        0.0600000000       390.9072494273         3.1669392929         1.4577986908         1.7785103953         3.0949849428         6.8226185724
        0.0650000000       397.9804067925         3.1752678114         1.4603510177         1.7912697826         3.1614722670         6.9460684570
        0.0700000000       399.9684176815         3.1776157893         1.4577986908         1.8040291699         3.0949849428         6.9807657925
        0.0750000000       396.8458805258         3.1739292736         1.4935312668         1.8244441896         4.0258074819         6.9262672382
        0.0800000000       388.6526931659         3.1642927607         1.4731126519         1.8346516994         3.4939088881         6.7832691425
        0.0850000000       375.4935430615         3.1489215419         1.4884266131         1.8423073318         3.8928328335         6.5535986464
        0.0900000000       357.5365696605         3.1281422654         1.4960835936         1.8601704740         4.0922948062         6.2401903369
        0.0950000000       335.0112160169         3.1023636784         1.4935312668         1.8831373711         4.0258074819         5.8470487506
        0.1000000000       308.2052971103         3.0720406111         1.4884266131         1.8933448810         3.8928328335         5.3791972067
        0.1050000000       277.4613223251         3.0376351588         1.5011882474         1.9061042683         4.2252694546         4.8426136215
        0.1100000000       243.1721190778         2.9995796189         1.4884266131         1.9214155330         3.8928328335         4.2441541270
        0.1150000000       205.7758135126         2.9582459387         1.5088452279         1.9367267978         4.4247314273         3.5914654668
        0.1200000000       165.7502323973         2.9139261206         1.5062929011         1.9545899400         4.3582441031         2.8928872913
        0.1250000000       123.6067977500         2.8668271717         1.4909789399         1.9647974498         3.9593201577         2.1573455986
        0.1300000000        79.8839922058         2.8170827662         1.4960835936         1.9877643470         4.0922948062         1.3942386836
        0.1350000000        35.1404786203         2.7647819020         1.4986359205         2.0030756117         4.1587821304         0.6133170527
        0.1400000000       -10.0520381773         2.3901051190         1.4705603251         2.0081793666         3.4274215639        -0.1754411627
        0.1450000000       -55.1161162739         2.2119813745         1.4731126519         2.0234906314         3.4939088881        -0.9619576999
        0.1500000000       -99.4759548659         2.1430162650         1.4297230954         2.0336981412         2.3636243763        -1.7361829390
        0.1550000000      -142.5647514853         2.0820597037         1.4118568074         2.0541131609         1.8982131067        -2.4882243107
        0.1600000000      -183.8319442486         2.0279934813         1.3735719045         2.0566650383         0.9009032433        -3.2084726975
        0.1650000000      -222.7502465953         1.9798655614         1.3276300211         2.0439056511        -0.2958685928        -3.8877252127
        0.1700000000      -258.8223846278         1.9369738192         1.3352870017         2.0566650383        -0.0964066201        -4.5173027896
        0.1750000000      -291.5874509686         1.8988981545         1.3429439823         2.0541131609         0.1030553526        -5.0891610769
        0.1800000000      -320.6267939484         1.8654879168         1.3378393285         2.0515612834        -0.0299192959        -5.5959932245
        0.1850000000      -345.5693668771         1.8368155697         1.3352870017         2.0515612834        -0.0964066201        -6.0313232460
        0.1900000000      -366.0964690484         1.8131092690         1.2791358108         2.0464575285        -1.5591277531        -6.3895887648
        0.1950000000      -381.9458178987         1.7946768083         1.2051183320         2.0413537736        -3.4872601557        -6.6662120866
        0.2000000000      -392.9149002915         1.7818317767         1.2459555617         2.0183868765        -2.4234629681        -6.8576586902
        0.2050000000      -398.8635601042         1.7748304184         1.2102229857         2.0132831215        -3.3542855072        -6.9614823900
        0.2100000000      -399.7157890562         1.7738251823         1.1923566977         2.0030756117        -3.8196967768        -6.9763565912
        0.2150000000      -395.4606978952         1.7788386871         1.2127753126         1.9826605920        -3.2877981830        -6.9020912405
        0.2200000000      -386.1526555333         1.7897599450         1.1846997172         1.9724530822        -4.0191587495        -6.7396352544
        0.2250000000      -371.9105943553         1.8063631002         1.1898043709         1.9596936949        -3.8861841010        -6.4910643945
        0.2300000000      -352.9164905740         1.8283473874         1.1974613514         1.9520380625        -3.6867221284        -6.1595547451
        0.2350000000      -329.4130390514         1.8553952546         1.1821473903         1.9239674105        -4.0856460737        -5.7493421304
        0.2400000000      -301.7005522944         1.8872434565         1.1846997172         1.9137599006        -4.0191587495        -5.2656679926
        0.2450000000      -270.1331232484         1.9237594691         1.1898043709         1.8984486359        -3.8861841010        -4.7147124194
        0.2500000000      -235.1141009170         1.9650131156         1.1795950634         1.8805854937        -4.1521333980        -4.1035151789
        0.2550000000      -197.0909366193         2.0113313644         1.1923566977         1.8703779838        -3.8196967768        -3.4398857698
        0.2600000000      -156.5494667349         2.0633235025         1.1974613514         1.8601704740        -3.6867221284        -2.7323036368
        0.2650000000      -114.0077049880         2.1218649338         1.1898043709         1.8423073318        -3.8861841010        -1.9898098247
        0.2700000000       -70.0092235901         2.1880310799         1.2127753126         1.8218923121        -3.2877981830        -1.2218914584
        0.2750000000       -25.1162078117         2.2629783296         1.2051183320         1.8116848023        -3.4872601557        -0.4383605219
        0.2800000000        20.0977272719         2.7467944162         1.2178799663         1.8040291699        -3.1548235346         0.3507715131
        0.2850000000        65.0548660780         2.7999293169         1.2255369469         1.7938216601        -2.9553615619         1.1354216075
        0.2900000000       109.1807742069         2.8505346906         1.2663741766         1.7836141502        -1.8915643742         1.9055639898
        0.2950000000       151.9116382087         2.8985273576         1.3123160600         1.7861660277        -0.6947925382         2.6513582588
        0.3000000000       192.7014696407         2.9437925258         1.3352870017         1.7785103953        -0.0964066201         3.3632751187
        0.3050000000       231.0290813689         2.9861497819         1.3429439823         1.7785103953         0.1030553526         4.0322181377
        0.3100000000       266.4047469737         3.0253356913         1.3352870017         1.7785103953        -0.0964066201         4.6496399776
        0.3150000000       298.3764581697         3.0610034335         1.3378393285         1.7810622728        -0.0299192959         5.2076516055
        0.3200000000       326.5357002869         3.0927378884         1.3403916554         1.7810622728         0.0365680283         5.6991230953
        0.3250000000       350.5226720175         3.1200829998         1.3352870017         1.7785103953        -0.0964066201         6.1177747296
        0.3300000000       370.0308827338         3.1425771917         1.4577986908         1.7887179052         3.0949849428         6.4582572378
        0.3350000000       384.8110686344         3.1597921268         1.4297230954         1.7887179052         2.3636243763         6.7162201458
        0.3400000000       394.6743776831         3.1713701337         1.4322754222         1.8040291699         2.4301117005         6.8883673638
        0.3450000000       399.4947826424         3.1770561058         1.4654556714         1.8218923121         3.2944469154         6.9724993016
        0.3500000000       399.2106913713         3.1767204883         1.4756649788         1.8295479445         3.5603962123         6.9675409736
        0.3550000000       393.8257338117         3.1703710062         1.4475893834         1.8474110867         2.8290356458         6.8735557341
        0.3600000000       383.4087156070         3.1581519642         1.4909789399         1.8499629642         3.9593201577         6.6917444682
        0.3650000000       368.0927389463         3.1403311873         1.4807696325         1.8652742289         3.6933708608         6.4244302473
        0.3700000000       348.0735018678         3.1172759080         1.4756649788         1.8780336162         3.5603962123         6.0750286465
        0.3750000000       323.6067977500         3.0894200679         1.4909789399         1.9010005134         3.9593201577         5.6480041026
        0.3800000000       295.0052469433         3.0572265239         1.4960835936         1.9163117781         4.0922948062         5.1488128698
        0.3850000000       262.6343023012         3.0211484252         1.4884266131         1.9239674105         3.8928328335         4.5838333038
        0.3900000000       226.9075796507         2.9815944638         1.4884266131         1.9341749203         3.8928328335         3.9602843626
        0.3950000000       188.2815728661         2.9389026796         1.4833219594         1.9571418174         3.7598581850         3.2861333673
        0.4000000000       147.2498210739         2.8933269601         1.4782173056         1.9647974498         3.6268835366         2.5699942007
        0.4050000000       104.3366025160         2.8450392528         1.4884266131         1.9826605920         3.8928328335         1.8210172442
        0.4100000000        60.0902356483         2.7941488715         1.5190545354         2.0005237343         4.6906807242         1.0487724604
        0.4150000000        15.0760730680         2.6882537183         1.4884266131         2.0209387539         3.8928328335         0.2631271133
        0.4200000000       -30.1307222112         2.2541822451         1.4680079982         2.0234906314         3.3609342397        -0.5258803086
        0.4250000000       -74.9525258343         2.1802667400         1.4680079982         2.0413537736         3.3609342397        -1.3081683585
        0.4300000000      -118.8166326308         2.1150046959         1.4271707685         2.0515612834         2.2971370520        -2.0737414455
