% f=4.70Hz  n_cycles=5  N_total=212  dt=0.005000
% Amp=400.00deg/s
Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0000000000         0.0000000000         2.5093739758         1.3352870017         1.7555434982        -0.0964066201         0.0000000000
        0.0050000000        58.8475647355         2.7926988909         1.3327346748         1.7504397433        -0.1628939444         1.0270837614
        0.0100000000       116.4144667313         2.8587173931         1.3378393285         1.7555434982        -0.0299192959         2.0318157414
        0.0150000000       171.4479135101         2.9202516760         1.3352870017         1.7580953756        -0.0964066201         2.9923305864
        0.0200000000       222.7502465953         2.9770004947         1.3403916554         1.7580953756         0.0365680283         3.8877252127
        0.0250000000       269.2050054039         3.0284477129         1.3327346748         1.7504397433        -0.1628939444         4.6985137071
        0.0300000000       309.8012240795         3.0738365217         1.3378393285         1.7580953756        -0.0299192959         5.4070513869
        0.0350000000       343.6554325097         3.1122211964         1.3378393285         1.7555434982        -0.0299192959         5.9979187897
        0.0400000000       370.0308827338         3.1425771917         1.4118568074         1.7606472531         1.8982131067         6.4582572378
        0.0450000000       388.3535823275         3.1639419384         1.4552463639         1.7683028855         3.0284976185         6.7780486735
        0.0500000000       398.2247858412         3.1755562692         1.4220661148         1.7785103953         2.1641624036         6.9503336760
        0.0550000000       399.4296724478         3.1769791807         1.4475893834         1.7912697826         2.8290356458         6.9713629144
        0.0600000000       391.9420209537         3.1681552778         1.4782173056         1.7989254150         3.6268835366         6.8406787426
        0.0650000000       375.9247804345         3.1494232749         1.4654556714         1.8218923121         3.2944469154         6.5611251584
        0.0700000000       351.7265240762         3.1214641139         1.4756649788         1.8295479445         3.5603962123         6.1387859117
        0.0750000000       319.8738633948         3.0851975746         1.4807696325         1.8397554543         3.6933708608         5.5828521073
        0.0800000000       281.0599879195         3.0416457189         1.4782173056         1.8601704740         3.6268835366         4.9054221848
        0.0850000000       236.1295797425         2.9917889439         1.4731126519         1.8627223515         3.4939088881         4.1212386279
        0.0900000000       186.0604312310         2.9364444191         1.4935312668         1.8856892486         4.0258074819         3.2473671327
        0.0950000000       131.9421659435         2.8761958021         1.4705603251         1.9035523908         3.4274215639         2.3028252179
        0.1000000000        74.9525258343         2.8113963695         1.4756649788         1.9035523908         3.5603962123         1.3081683585
        0.1050000000        16.3317407914         2.7031523937         1.4833219594         1.9316230429         3.7598581850         0.2850426494
        0.1100000000       -42.6444617101         2.2327163303         1.4654556714         1.9316230429         3.2944469154        -0.7442862646
        0.1150000000      -100.6926194674         2.1412202774         1.4654556714         1.9571418174         3.2944469154        -1.7574177422
