% f=1.40Hz  n_cycles=5  N_total=714  dt=0.005000
% Amp=400.00deg/s
Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0000000000         0.0000000000         2.5093739758         1.3403916554         2.0949432002         0.0365680283         0.0000000000
        0.0050000000        17.5872473271         2.7180491566         1.3378393285         2.0949432002        -0.0299192959         0.3069553722
        0.0100000000        35.1404786203         2.7647819020         1.3454963091         2.1025988326         0.1695426768         0.6133170527
        0.0150000000        52.6257436369         2.7854198584         1.3378393285         2.0949432002        -0.0299192959         0.9184924978
        0.0200000000        70.0092235901         2.8056785182         1.3301823480         2.0872875679        -0.2293812686         1.2218914584
        0.0250000000        87.2572965586         2.8255531559         1.3378393285         2.0974950777        -0.0299192959         1.5229271213
        0.0300000000       104.3366025160         2.8450392528         1.3403916554         2.0949432002         0.0365680283         1.8210172442
        0.0350000000       121.2141078531         2.8641320422         1.3506009628         2.1000469552         0.3025173252         2.1155852819
        0.0400000000       137.8571692698         2.8828260973         1.3403916554         2.0949432002         0.0365680283         2.4060615012
        0.0450000000       154.2335969110         2.9011149671         1.3352870017         2.0872875679        -0.0964066201         2.6918840833
        0.0500000000       170.3117166260         2.9189908657         1.4322754222         2.0974950777         2.4301117005         2.9725002098
        0.0550000000       186.0604312310         2.9364444191         1.3812288851         2.1153582199         1.1003652160         3.2473671327
        0.0600000000       201.4492806543         2.9534644700         1.3939905194         2.1051507101         1.4328018371         3.5159532232
        0.0650000000       216.4485008508         2.9700379452         1.3965428462         2.1179100974         1.4992891613         3.7777390009
        0.0700000000       231.0290813689         2.9861497819         1.4195137880         2.1306694847         2.0976750794         4.0322181377
        0.0750000000       245.1628214612         3.0017829149         1.4169614611         2.1383251170         2.0311877551         4.2788984380
        0.0800000000       258.8223846278         3.0169183209         1.4271707685         2.1408769945         2.2971370520         4.5173027896
        0.0850000000       271.9813514890         3.0315351176         1.4246184417         2.1510845043         2.2306497278         4.7469700875
        0.0900000000       284.6142708837         3.0456107139         1.4169614611         2.1561882593         2.0311877551         4.9674561251
        0.0950000000       296.6967090955         3.0591210052         1.4348277491         2.1587401367         2.4965990247         5.1783344535
        0.1000000000       308.2052971103         3.0720406111         1.4195137880         2.1689476465         2.0976750794         5.3791972067
        0.1050000000       319.1177758154         3.0843431470         1.4424847297         2.1868107888         2.6960609974         5.5696558896
        0.1100000000       329.4130390514         3.0960015256         1.4424847297         2.1919145437         2.6960609974         5.7493421304
        0.1150000000       339.0711744340         3.1069882808         1.4552463639         2.2097776859         3.0284976185         5.9179083925
        0.1200000000       348.0735018678         3.1172759080         1.4552463639         2.2123295633         3.0284976185         6.0750286465
        0.1250000000       356.4026096753         3.1268372140         1.4731126519         2.2327445830         3.4939088881         6.2203990015
        0.1300000000       364.0423882740         3.1356456697         1.4680079982         2.2480558478         3.3609342397         6.3537382922
        0.1350000000       370.9780613339         3.1436757600         1.4680079982         2.2608152351         3.3609342397         6.4747886229
        0.1400000000       377.1962143571         3.1509033245         1.4756649788         2.2735746224         3.5603962123         6.5833158666
        0.1450000000       382.6848206235         3.1573058826         1.4858742862         2.2863340097         3.8263455092         6.6791101173
        0.1500000000       387.4332644515         3.1628629388         1.4884266131         2.2939896420         3.8928328335         6.7619860964
        0.1550000000       391.4323617302         3.1675562616         1.4884266131         2.3169565392         3.8928328335         6.8317835110
        0.1600000000       394.6743776831         3.1713701337         1.5011882474         2.3373715588         4.2252694546         6.8883673638
        0.1650000000       397.1530418279         3.1742915678         1.5062929011         2.3501309461         4.3582441031         6.9316282142
        0.1700000000       398.8635601042         3.1763104851         1.5037405742         2.3654422109         4.2917567788         6.9614823900
        0.1750000000       399.8026241463         3.1774198544         1.5088452279         2.3756497207         4.4247314273         6.9778721495
        0.1800000000       399.9684176815         3.1776157893         1.4960835936         2.3986166179         4.0922948062         6.9807657925
        0.1850000000       399.3606200436         3.1768976017         1.5113975548         2.4139278826         4.4912187515         6.9701577226
        0.1900000000       397.9804067925         3.1752678114         1.5267115159         2.4419985347         4.8901426969         6.9460684570
        0.1950000000       395.8304474411         3.1727321111         1.5267115159         2.4547579220         4.8901426969         6.9085445875
        0.2000000000       392.9149002915         3.1692992880         1.5165022085         2.4700691867         4.6241934000         6.8576586902
        0.2050000000       389.2394043929         3.1649811027         1.5292638428         2.4955879613         4.9566300211         6.7935091852
        0.2100000000       384.8110686344         3.1597921268         1.5292638428         2.5160029810         4.9566300211         6.7162201458
        0.2150000000       379.6384579961         3.1537495430         1.5318161696         2.5338661232         5.0231173453         6.6259410592
        0.2200000000       373.7315769826         3.1468729089         1.5369208233         2.5542811429         5.1560919938         6.5228465370
        0.2250000000       367.1018502736         3.1391838905         1.5496824576         2.5797999174         5.4885286149         6.4071359774
        0.2300000000       359.7621006265         3.1307059670         1.5420254771         2.5951111822         5.2890666422         6.2790331798
        0.2350000000       351.7265240762         3.1214641139         1.5445778039         2.6231818342         5.3555539665         6.1387859117
        0.2400000000       343.0106624775         3.1114844681         1.5496824576         2.6435968539         5.4885286149         5.9866654297
        0.2450000000       333.6313734453         3.1007939813         1.5573394382         2.6614599961         5.6879905876         5.8229659546
        0.2500000000       323.6067977500         3.0894200679         1.5394731502         2.6742193834         5.2225793180         5.6480041026
        0.2550000000       312.9563242306         3.0773902529         1.5496824576         2.6971862806         5.4885286149         5.4621182728
        0.2600000000       301.7005522944         3.0647318267         1.5496824576         2.7252569326         5.4885286149         5.2656679926
        0.2650000000       289.8612520748         3.0514715133         1.5445778039         2.7329125650         5.3555539665         5.0590332227
        0.2700000000       277.4613223251         3.0376351588         1.5420254771         2.7533275847         5.2890666422         4.8426136215
        0.2750000000       264.5247461295         3.0232474456         1.5522347845         2.7890538691         5.5550159391         4.6168277730
        0.2800000000       251.0765445163         3.0083316401         1.5445778039         2.8043651338         5.3555539665         4.3821123763
        0.2850000000       237.1427280644         2.9929093781         1.5547871113         2.8247801535         5.6215032634         4.1389214019
        0.2900000000       222.7502465953         2.9770004947         1.5292638428         2.8400914183         4.9566300211         3.8877252127
        0.2950000000       207.9269370483         2.9606229030         1.5471301308         2.8681620703         5.4220412907         3.6290096551
        0.3000000000       192.7014696407         2.9437925258         1.5394731502         2.8936808449         5.2225793180         3.3632751187
        0.3050000000       177.1032924156         2.9265232837         1.5394731502         2.9089921097         5.2225793180         3.0910355688
        0.3100000000       161.1625742855         2.9088271422         1.5267115159         2.9243033744         4.8901426969         2.8128175523
        0.3150000000       144.9101466818         2.8907142192         1.5343684965         2.9498221490         5.0896046696         2.5291591791
        0.3200000000       128.3774439229         2.8721929537         1.5241591891         2.9676852912         4.8236553726         2.2406090817
        0.3250000000       111.5964424157         2.8532703340         1.5216068622         2.9829965560         4.7571680484         1.9477253537
        0.3300000000        94.5995988095         2.8339521842         1.5113975548         3.0059634531         4.4912187515         1.6510744703
        0.3350000000        77.4197872203         2.8142435062         1.5241591891         3.0238265953         4.8236553726         1.3512301932
        0.3400000000        60.0902356483         2.7941488715         1.5037405742         3.0365859826         4.2917567788         1.0487724604
        0.3450000000        42.6444617101         2.7736728591         1.5113975548         3.0570010023         4.4912187515         0.7442862646
        0.3500000000        25.1162078117         2.7528205304         1.4960835936         3.0748641445         4.0922948062         0.4383605219
        0.3550000000         7.5393758862         2.5988297387         1.4986359205         3.0850716543         4.1587821304         0.1315869328
        0.3600000000       -10.0520381773         2.3901051190         1.4884266131         3.1054866740         3.8928328335        -0.1754411627
