% f=3.80Hz  n_cycles=5  N_total=263  dt=0.005000
% Amp=400.00deg/s
Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0000000000         0.0000000000         2.5093739758         1.3454963091         1.7606472531         0.1695426768         0.0000000000
        0.0050000000        47.6388640379         2.7795617834         1.3327346748         1.7478878658        -0.1628939444         0.8314550294
        0.0100000000        94.5995988095         2.8339521842         1.3378393285         1.7555434982        -0.0299192959         1.6510744703
        0.0150000000       140.2137280765         2.8854637661         1.3352870017         1.7529916207        -0.0964066201         2.4471912114
        0.0200000000       183.8319442486         2.9339773148         1.3378393285         1.7529916207        -0.0299192959         3.2084726975
        0.0250000000       224.8333511409         2.9793022852         1.3429439823         1.7606472531         0.1030553526         3.9240822457
        0.0300000000       262.6343023012         3.0211484252         1.3403916554         1.7529916207         0.0365680283         4.5838333038
        0.0350000000       296.6967090955         3.0591210052         1.3454963091         1.7580953756         0.1695426768         5.1783344535
        0.0400000000       326.5357002869         3.0927378884         1.3608102703         1.7504397433         0.5684666221         5.6991230953
        0.0450000000       351.7265240762         3.1214641139         1.4629033445         1.7657510080         3.2279595912         6.1387859117
        0.0500000000       371.9105943553         3.1447579474         1.4067521537         1.7734066404         1.7652384582         6.4910643945
        0.0550000000       386.8005951050         3.1621215562         1.4450370565         1.7912697826         2.7625483216         6.7509439333
        0.0600000000       396.1845702787         3.1731495177         1.4526940371         1.7887179052         2.9620102943         6.9147251970
        0.0650000000       399.9289409523         3.1775691337         1.4680079982         1.8091329248         3.3609342397         6.9800767936
        0.0700000000       397.9804067925         3.1752678114         1.4680079982         1.8244441896         3.3609342397         6.9460684570
        0.0750000000       390.3667047755         3.1663044142         1.4858742862         1.8295479445         3.8263455092         6.8131842885
        0.0800000000       377.1962143571         3.1509033245         1.4782173056         1.8448592093         3.6268835366         6.5833158666
        0.0850000000       358.6564147141         3.1294318749         1.4960835936         1.8652742289         4.0922948062         6.2597353202
        0.0900000000       335.0112160169         3.1023636784         1.4884266131         1.8703779838         3.8928328335         5.8470487506
        0.0950000000       306.5972027237         3.0702321085         1.4858742862         1.8933448810         3.8263455092         5.3511306649
        0.1000000000       273.8188423715         3.0335795986         1.4909789399         1.8984486359         3.9593201577         4.7790403534
        0.1050000000       237.1427280644         2.9929093781         1.4833219594         1.9112080232         3.7598581850         4.1389214019
        0.1100000000       197.0909366193         2.9486465587         1.5037405742         1.9392786752         4.2917567788         3.4398857698
