% f=1.70Hz  n_cycles=5  N_total=588  dt=0.005000
% Amp=400.00deg/s
Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0000000000         0.0000000000         2.5093739758         1.3761242314         2.1383251170         0.9673905675         0.0000000000
        0.0050000000        21.3526759035         2.7483037707         1.3352870017         2.1357732396        -0.0964066201         0.3726744986
        0.0100000000        42.6444617101         2.7736728591         1.3352870017         2.1281176072        -0.0964066201         0.7442862646
        0.0150000000        63.8146409594         2.7984871305         1.3429439823         2.1434288720         0.1030553526         1.1137755957
        0.0200000000        84.8028439688         2.8227376041         1.3327346748         2.1306694847        -0.1628939444         1.4800888423
        0.0250000000       105.5492199861         2.8464161264         1.3378393285         2.1383251170        -0.0299192959         1.8421814117
        0.0300000000       125.9946078621         2.8695141481         1.3301823480         2.1281176072        -0.2293812686         2.1990207470
        0.0350000000       146.0807047566         2.8920216324         1.3352870017         2.1383251170        -0.0964066201         2.5495892716
        0.0400000000       165.7502323973         2.9139261206         1.3582579434         2.1332213621         0.5019792979         2.8928872913
        0.0450000000       184.9471004164         2.9352119702         1.3276300211         2.1357732396        -0.2958685928         3.2279358443
        0.0500000000       203.6165663001         2.9558597803         1.4373800759         2.1434288720         2.5630863489         3.5537794935
        0.0550000000       221.7053914947         2.9758460106         1.3837812120         2.1485326269         1.1668525402         3.8694890510
        0.0600000000       239.1619932230         2.9951427938         1.3990951731         2.1485326269         1.5657764855         4.1741642274
        0.0650000000       255.9365915805         3.0137179393         1.4271707685         2.1714995240         2.2971370520         4.4669361994
        0.0700000000       271.9813514890         3.0315351176         1.4144091342         2.1663957691         1.9647004309         4.7469700875
        0.0750000000       287.2505191053         3.0485542129         1.4169614611         2.1817070338         2.0311877551         5.0134673364
        0.0800000000       301.7005522944         3.0647318267         1.4348277491         2.1842589113         2.4965990247         5.2656679926
        0.0850000000       315.2902447962         3.0800219127         1.4297230954         2.1995701761         2.3636243763         5.5028528711
        0.0900000000       327.9808437302         3.0943765201         1.4424847297         2.2123295633         2.6960609974         5.7243456066
        0.0950000000       339.7361601053         3.1077466214         1.4450370565         2.2097776859         2.7625483216         5.9295145819
        0.1000000000       350.5226720175         3.1200829998         1.4577986908         2.2301927056         3.0949849428         6.1177747296
