% Static Verify Step 35/48  OmegaCmd=+900.0000 deg/s
% Vg_offset=1.337992V  K_gimbal=26.049690
% omega_avg(last 2.0s)=15.914406 rad/s  omega_target=15.707963 rad/s

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0013302000       900.0000000000         3.7658349284         1.3429439823         3.9169837060         0.1289854090        15.7079632679
        0.0054187000       900.0000000000         3.7658349284         1.3378393285         3.9144318285        -0.0039892395        15.7079632679
        0.0104227000       900.0000000000         3.7658349284         1.3378393285         3.9118799510        -0.0039892395        15.7079632679
        0.0154445000       900.0000000000         3.7658349284         1.3301823480         3.9067761961        -0.2034512121        15.7079632679
        0.0204953000       900.0000000000         3.7658349284         1.3506009628         3.9169837060         0.3284473817        15.7079632679
        0.0253799000       900.0000000000         3.7658349284         1.3403916554         3.9118799510         0.0624980848        15.7079632679
        0.0304198000       900.0000000000         3.7658349284         1.3352870017         3.9118799510        -0.0704765637        15.7079632679
        0.0354122000       900.0000000000         3.7658349284         1.3429439823         3.9195355834         0.1289854090        15.7079632679
        0.0404000000       900.0000000000         3.7658349284         1.3352870017         3.9118799510        -0.0704765637        15.7079632679
        0.0453795000       900.0000000000         3.7658349284         1.3403916554         3.9169837060         0.0624980848        15.7079632679
        0.0504763000       900.0000000000         3.7658349284         1.3454963091         3.9169837060         0.1954727332        15.7079632679
        0.0553793000       900.0000000000         3.7658349284         1.3939905194         3.9169837060         1.4587318935        15.7079632679
        0.0604374000       900.0000000000         3.7658349284         1.7564209330         3.9450543580        10.8999319337        15.7079632679
        0.0654011000       900.0000000000         3.7658349284         1.8074674701         3.9935400297        12.2296784183        15.7079632679
        0.0703965000       900.0000000000         3.7658349284         1.7998104896         4.0471294564        12.0302164456        15.7079632679
        0.0754225000       900.0000000000         3.7658349284         1.7844965284         4.0956151281        11.6312925002        15.7079632679
        0.0803915000       900.0000000000         3.7658349284         1.7462116256         4.1262376576        10.6339826368        15.7079632679
        0.0854180000       900.0000000000         3.7658349284         1.7206883570         4.1619639420         9.9691093945        15.7079632679
        0.0904941000       900.0000000000         3.7658349284         1.7104790496         4.2104496138         9.7031600976        15.7079632679
        0.0953971000       900.0000000000         3.7658349284         1.6977174153         4.2436240207         9.3707234765        15.7079632679
        0.1005019000       900.0000000000         3.7658349284         1.6926127616         4.2742465502         9.2377488281        15.7079632679
        0.1054309000       900.0000000000         3.7658349284         1.7002697422         4.3201803445         9.4372108007        15.7079632679
        0.1104593000       900.0000000000         3.7658349284         1.6977174153         4.3533547515         9.3707234765        15.7079632679
        0.1154327000       900.0000000000         3.7658349284         1.7334499913         4.4043923006        10.3015460157        15.7079632679
        0.1204618000       900.0000000000         3.7658349284         1.7640779136         4.4375667076        11.0993939064        15.7079632679
        0.1254264000       900.0000000000         3.7658349284         1.7947058358         4.4835005019        11.8972417971        15.7079632679
        0.1304016000       900.0000000000         3.7658349284         1.7870488553         4.5294342961        11.6977798244        15.7079632679
        0.1354228000       900.0000000000         3.7658349284         1.8151244507         4.5804718453        12.4291403909        15.7079632679
        0.1403958000       900.0000000000         3.7658349284         1.7870488553         4.6264056396        11.6977798244        15.7079632679
        0.1454257000       900.0000000000         3.7658349284         1.7819442016         4.6646838015        11.5648051760        15.7079632679
        0.1504361000       900.0000000000         3.7658349284         1.7947058358         4.7157213506        11.8972417971        15.7079632679
        0.1553861000       900.0000000000         3.7658349284         1.8049151433         4.7642070224        12.1631910940        15.7079632679
        0.1606198000       900.0000000000         3.7658349284         1.8049151433         4.8152445715        12.1631910940        15.7079632679
        0.1654287000       900.0000000000         3.7658349284         1.8253337581         4.8739377531        12.6950896878        15.7079632679
        0.1704646000       900.0000000000         3.7658349284         1.8253337581         4.9249753023        12.6950896878        15.7079632679
        0.1753775000       900.0000000000         3.7658349284         1.8355430655         4.9632534642        12.9610389848        15.7079632679
        0.1804470000       900.0000000000         3.7658349284         1.8227814313         5.0117391359        12.6286023636        15.7079632679
        0.1854226000       900.0000000000         3.7658349284         1.8253337581         5.0015316260        12.6950896878        15.7079632679
        0.1903998000       900.0000000000         3.7658349284         1.8380953924         5.0091872584        13.0275263090        15.7079632679
        0.1954481000       900.0000000000         3.7658349284         1.8406477193         1.1175741334        13.0940136332        15.7079632679
        0.2003875000       900.0000000000         3.7658349284         1.8457523730         0.0075074388        13.2269882817        15.7079632679
        0.2054043000       900.0000000000         3.7658349284         1.8406477193         0.0024036839        13.0940136332        15.7079632679
        0.2104078000       900.0000000000         3.7658349284         1.8534093535         0.0126111937        13.4264502543        15.7079632679
