% Static Verify Step 44/48  OmegaCmd=-1100.0000 deg/s
% Vg_offset=1.337992V  K_gimbal=26.049690
% omega_avg(last 2.0s)=-18.998254 rad/s  omega_target=-19.198622 rad/s

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0008090000     -1100.0000000000         0.7149369911         1.3429439823         0.6505805584         0.1289854090       -19.1986217719
        0.0055021000     -1100.0000000000         0.7149369911         1.3403916554         0.6454768035         0.0624980848       -19.1986217719
        0.0104090000     -1100.0000000000         0.7149369911         1.3327346748         0.6352692937        -0.1369638879       -19.1986217719
        0.0154202000     -1100.0000000000         0.7149369911         1.3378393285         0.6429249261        -0.0039892395       -19.1986217719
        0.0205094000     -1100.0000000000         0.7149369911         1.3378393285         0.6429249261        -0.0039892395       -19.1986217719
        0.0254013000     -1100.0000000000         0.7149369911         1.3429439823         0.6480286810         0.1289854090       -19.1986217719
        0.0304538000     -1100.0000000000         0.7149369911         1.3276300211         0.6378211711        -0.2699385364       -19.1986217719
        0.0353992000     -1100.0000000000         0.7149369911         1.3148683868         0.6403730486        -0.6023751575       -19.1986217719
        0.0404266000     -1100.0000000000         0.7149369911         1.2408509080         0.6403730486        -2.5305075601       -19.1986217719
        0.0453904000     -1100.0000000000         0.7149369911         1.0468740669         0.6123023966        -7.5835442013       -19.1986217719
        0.0504036000     -1100.0000000000         0.7149369911         0.7610134590         0.5612648474       -15.0301245147       -19.1986217719
        0.0554232000     -1100.0000000000         0.7149369911         0.7992983618         0.5076754207       -14.0328146513       -19.1986217719
        0.0604131000     -1100.0000000000         0.7149369911         0.8069553424         0.4438784843       -13.8333526786       -19.1986217719
        0.0654047000     -1100.0000000000         0.7149369911         0.8171646498         0.3953928125       -13.5674033817       -19.1986217719
        0.0704770000     -1100.0000000000         0.7149369911         0.8222693035         0.3392515084       -13.4344287332       -19.1986217719
        0.0754790000     -1100.0000000000         0.7149369911         0.8426879184         0.2856620818       -12.9025301394       -19.1986217719
        0.0804042000     -1100.0000000000         0.7149369911         0.8299262841         0.2269689002       -13.2349667606       -19.1986217719
        0.0854043000     -1100.0000000000         0.7149369911         0.7737750933         0.1708275961       -14.6976878936       -19.1986217719
        0.0904228000     -1100.0000000000         0.7149369911         0.7686704396         0.1146862920       -14.8306625420       -19.1986217719
        0.0954569000     -1100.0000000000         0.7149369911         0.7814320738         0.0559931105       -14.4982259209       -19.1986217719
        0.1004285000     -1100.0000000000         0.7149369911         0.7635657858         0.0126111937       -14.9636371905       -19.1986217719
        0.1055329000     -1100.0000000000         0.7149369911         0.7456994979        -0.0027000711       -15.4290484600       -19.1986217719
        0.1103980000     -1100.0000000000         0.7149369911         0.7405948441         0.0202668261       -15.5620231085       -19.1986217719
        0.1154040000     -1100.0000000000         0.7149369911         0.7431471710         4.9760128515       -15.4955357843       -19.1986217719
        0.1205074000     -1100.0000000000         0.7149369911         0.7533564784         5.0117391359       -15.2295864874       -19.1986217719
        0.1254107000     -1100.0000000000         0.7149369911         0.7354901904         5.0091872584       -15.6949977570       -19.1986217719
        0.1304102000     -1100.0000000000         0.7149369911         0.7329378636         4.9479421994       -15.7614850812       -19.1986217719
        0.1354578000     -1100.0000000000         0.7149369911         0.7201762293         4.8866971404       -16.0939217023       -19.1986217719
        0.1404316000     -1100.0000000000         0.7149369911         0.7150715756         4.8203483265       -16.2268963508       -19.1986217719
        0.1454491000     -1100.0000000000         0.7149369911         0.7227285561         4.7514476351       -16.0274343781       -19.1986217719
        0.1504741000     -1100.0000000000         0.7149369911         0.7099669219         4.6902025760       -16.3598709992       -19.1986217719
        0.1554042000     -1100.0000000000         0.7149369911         0.7201762293         4.6264056396       -16.0939217023       -19.1986217719
        0.1604233000     -1100.0000000000         0.7149369911         0.7074145950         4.5677124580       -16.4263583234       -19.1986217719
        0.1655208000     -1100.0000000000         0.7149369911         0.7125192487         4.5013636441       -16.2933836750       -19.1986217719
        0.1705979000     -1100.0000000000         0.7149369911         0.6997576144         4.4273591978       -16.6258202961       -19.1986217719
        0.1754494000     -1100.0000000000         0.7149369911         0.6997576144         4.3610103838       -16.6258202961       -19.1986217719
        0.1804031000     -1100.0000000000         0.7149369911         0.6946529607         4.2997653248       -16.7587949446       -19.1986217719
