% Static Verify Step 6/50  Vcmd=-0.3000V
% Vg_offset=1.337240V  K_gimbal=26.049690  K_lin=5.741200
% omega_avg(last 2.0s)=-0.204615 rad/s  omega_target=-1.722360 rad/s

Time[s]              Vcmd[V]              Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0006956000        -0.3000000000         2.1836806362         1.3352870017         5.0040835035        -0.0508628030        -1.7223600000
        0.0054006000        -0.3000000000         2.1836806362         1.3403916554         5.0040835035         0.0821118454        -1.7223600000
        0.0105878000        -0.3000000000         2.1836806362         1.3327346748         4.9964278711        -0.1173501273        -1.7223600000
        0.0154212000        -0.3000000000         2.1836806362         1.3301823480         5.0015316260        -0.1838374515        -1.7223600000
        0.0203880000        -0.3000000000         2.1836806362         1.3352870017         5.0015316260        -0.0508628030        -1.7223600000
        0.0254053000        -0.3000000000         2.1836806362         1.3429439823         5.0091872584         0.1485991696        -1.7223600000
        0.0303945000        -0.3000000000         2.1836806362         1.3429439823         5.0091872584         0.1485991696        -1.7223600000
        0.0354136000        -0.3000000000         2.1836806362         1.3301823480         5.0040835035        -0.1838374515        -1.7223600000
        0.0403803000        -0.3000000000         2.1836806362         1.3378393285         5.0066353810         0.0156245212        -1.7223600000
        0.0455106000        -0.3000000000         2.1836806362         1.3352870017         5.0015316260        -0.0508628030        -1.7223600000
        0.0504213000        -0.3000000000         2.1836806362         1.3454963091         5.0066353810         0.2150864939        -1.7223600000
        0.0553963000        -0.3000000000         2.1836806362         1.3352870017         5.0015316260        -0.0508628030        -1.7223600000
        0.0604093000        -0.3000000000         2.1836806362         1.3429439823         4.9989797486         0.1485991696        -1.7223600000
        0.0654065000        -0.3000000000         2.1836806362         1.3352870017         5.0040835035        -0.0508628030        -1.7223600000
        0.0703980000        -0.3000000000         2.1836806362         1.3352870017         5.0015316260        -0.0508628030        -1.7223600000
        0.0753996000        -0.3000000000         2.1836806362         1.3352870017         4.9989797486        -0.0508628030        -1.7223600000
        0.0803865000        -0.3000000000         2.1836806362         1.3352870017         5.0015316260        -0.0508628030        -1.7223600000
        0.0854101000        -0.3000000000         2.1836806362         1.3429439823         5.0040835035         0.1485991696        -1.7223600000
        0.0904346000        -0.3000000000         2.1836806362         1.3301823480         4.9989797486        -0.1838374515        -1.7223600000
        0.0954200000        -0.3000000000         2.1836806362         1.3327346748         4.9964278711        -0.1173501273        -1.7223600000
        0.1004095000        -0.3000000000         2.1836806362         1.3352870017         5.0066353810        -0.0508628030        -1.7223600000
        0.1054170000        -0.3000000000         2.1836806362         1.3327346748         5.0066353810        -0.1173501273        -1.7223600000
        0.1104030000        -0.3000000000         2.1836806362         1.3403916554         5.0015316260         0.0821118454        -1.7223600000
        0.1154052000        -0.3000000000         2.1836806362         1.3250776943         4.9989797486        -0.3168120999        -1.7223600000
        0.1204097000        -0.3000000000         2.1836806362         1.3378393285         5.0091872584         0.0156245212        -1.7223600000
        0.1254211000        -0.3000000000         2.1836806362         1.3276300211         4.9938759937        -0.2503247757        -1.7223600000
        0.1304038000        -0.3000000000         2.1836806362         1.3148683868         4.9913241162        -0.5827613968        -1.7223600000
        0.1354012000        -0.3000000000         2.1836806362         1.3072114063         4.9862203613        -0.7822233695        -1.7223600000
        0.1406148000        -0.3000000000         2.1836806362         1.3046590794         4.9989797486        -0.8487106938        -1.7223600000
        0.1454226000        -0.3000000000         2.1836806362         1.2816881377         4.9938759937        -1.4470966118        -1.7223600000
        0.1504061000        -0.3000000000         2.1836806362         1.2612695229         4.9862203613        -1.9789952056        -1.7223600000
        0.1554009000        -0.3000000000         2.1836806362         1.2510602154         4.9683572191        -2.2449445025        -1.7223600000
        0.1604210000        -0.3000000000         2.1836806362         1.2765834840         4.9760128515        -1.5800712602        -1.7223600000
        0.1654116000        -0.3000000000         2.1836806362         1.2689265034         4.9555978318        -1.7795332329        -1.7223600000
        0.1704089000        -0.3000000000         2.1836806362         1.2791358108         4.9555978318        -1.5135839360        -1.7223600000
        0.1754418000        -0.3000000000         2.1836806362         1.2714788303         4.9530459543        -1.7130459087        -1.7223600000
        0.1803941000        -0.3000000000         2.1836806362         1.2561648691         4.9351828121        -2.1119698541        -1.7223600000
        0.1857503000        -0.3000000000         2.1836806362         1.2714788303         4.9326309346        -1.7130459087        -1.7223600000
        0.1904418000        -0.3000000000         2.1836806362         1.2842404646         4.9300790572        -1.3806092876        -1.7223600000
        0.1954033000        -0.3000000000         2.1836806362         1.2791358108         4.9173196699        -1.5135839360        -1.7223600000
        0.2003967000        -0.3000000000         2.1836806362         1.2714788303         4.9071121601        -1.7130459087        -1.7223600000
        0.2054280000        -0.3000000000         2.1836806362         1.2663741766         4.9071121601        -1.8460205572        -1.7223600000
