% Static Verify Step 13/48  OmegaCmd=+350.0000 deg/s
% Vg_offset=1.337992V  K_gimbal=26.049690
% omega_avg(last 2.0s)=6.162710 rad/s  omega_target=6.108652 rad/s

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0034356000       350.0000000000         3.0865308565         1.3378393285         0.2371764101        -0.0039892395         6.1086523820
        0.0054680000       350.0000000000         3.0865308565         1.3301823480         0.2295207777        -0.2034512121         6.1086523820
        0.0107580000       350.0000000000         3.0865308565         1.3480486360         0.2422801650         0.2619600575         6.1086523820
        0.0154186000       350.0000000000         3.0865308565         1.3403916554         0.2346245326         0.0624980848         6.1086523820
        0.0204109000       350.0000000000         3.0865308565         1.3327346748         0.2320726552        -0.1369638879         6.1086523820
        0.0254455000       350.0000000000         3.0865308565         1.3633625971         0.2397282875         0.6608840028         6.1086523820
        0.0304197000       350.0000000000         3.0865308565         1.3429439823         0.2422801650         0.1289854090         6.1086523820
        0.0353969000       350.0000000000         3.0865308565         1.3378393285         0.2346245326        -0.0039892395         6.1086523820
        0.0404643000       350.0000000000         3.0865308565         1.3327346748         0.2295207777        -0.1369638879         6.1086523820
        0.0454871000       350.0000000000         3.0865308565         1.3429439823         0.2397282875         0.1289854090         6.1086523820
        0.0504511000       350.0000000000         3.0865308565         1.3403916554         0.2397282875         0.0624980848         6.1086523820
        0.0554337000       350.0000000000         3.0865308565         1.3327346748         0.2269689002        -0.1369638879         6.1086523820
        0.0604234000       350.0000000000         3.0865308565         1.3378393285         0.2346245326        -0.0039892395         6.1086523820
        0.0654243000       350.0000000000         3.0865308565         1.3454963091         0.2346245326         0.1954727332         6.1086523820
        0.0704200000       350.0000000000         3.0865308565         1.3454963091         0.2422801650         0.1954727332         6.1086523820
        0.0754596000       350.0000000000         3.0865308565         1.3403916554         0.2320726552         0.0624980848         6.1086523820
        0.0804760000       350.0000000000         3.0865308565         1.3429439823         0.2295207777         0.1289854090         6.1086523820
        0.0854463000       350.0000000000         3.0865308565         1.3557056165         0.2397282875         0.4614220301         6.1086523820
        0.0904540000       350.0000000000         3.0865308565         1.3965428462         0.2499357974         1.5252192178         6.1086523820
        0.0954361000       350.0000000000         3.0865308565         1.4705603251         0.2550395523         3.4533516203         6.1086523820
        0.1004478000       350.0000000000         3.0865308565         1.5216068622         0.2703508170         4.7830981049         6.1086523820
        0.1054245000       350.0000000000         3.0865308565         1.5598917651         0.2958695916         5.7804079683         6.1086523820
        0.1103754000       350.0000000000         3.0865308565         1.5267115159         0.3086289789         4.9160727533         6.1086523820
        0.1154938000       350.0000000000         3.0865308565         1.5088452279         0.3213883662         4.4506614837         6.1086523820
        0.1204759000       350.0000000000         3.0865308565         1.5369208233         0.3494590183         5.1820220502         6.1086523820
        0.1275659000       350.0000000000         3.0865308565         1.5241591891         0.3673221605         4.8495854291         6.1086523820
        0.1304112000       350.0000000000         3.0865308565         1.5190545354         0.3800815478         4.7166107806         6.1086523820
        0.1354236000       350.0000000000         3.0865308565         1.5139498816         0.4004965675         4.5836361322         6.1086523820
        0.1404241000       350.0000000000         3.0865308565         1.5216068622         0.4183597097         4.7830981049         6.1086523820
        0.1453975000       350.0000000000         3.0865308565         1.5165022085         0.4311190970         4.6501234564         6.1086523820
        0.1504175000       350.0000000000         3.0865308565         1.5216068622         0.4566378716         4.7830981049         6.1086523820
        0.1554037000       350.0000000000         3.0865308565         1.5216068622         0.4821566461         4.7830981049         6.1086523820
        0.1604198000       350.0000000000         3.0865308565         1.5420254771         0.4923641560         5.3149966987         6.1086523820
        0.1654171000       350.0000000000         3.0865308565         1.5216068622         0.5076754207         4.7830981049         6.1086523820
        0.1704777000       350.0000000000         3.0865308565         1.5318161696         0.5408498277         5.0490474018         6.1086523820
