% Static Verify Step 5/48  OmegaCmd=+150.0000 deg/s
% Vg_offset=1.337992V  K_gimbal=26.049690
% omega_avg(last 2.0s)=2.477484 rad/s  omega_target=2.617994 rad/s

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0011183000       150.0000000000         2.8722219453         1.3301823480         1.8601704740        -0.2034512121         2.6179938780
        0.0054328000       150.0000000000         2.8722219453         1.3378393285         1.8678261064        -0.0039892395         2.6179938780
        0.0108280000       150.0000000000         2.8722219453         1.3352870017         1.8678261064        -0.0704765637         2.6179938780
        0.0155445000       150.0000000000         2.8722219453         1.3454963091         1.8678261064         0.1954727332         2.6179938780
        0.0204528000       150.0000000000         2.8722219453         1.3352870017         1.8678261064        -0.0704765637         2.6179938780
        0.0254120000       150.0000000000         2.8722219453         1.3301823480         1.8601704740        -0.2034512121         2.6179938780
        0.0303991000       150.0000000000         2.8722219453         1.3454963091         1.8754817388         0.1954727332         2.6179938780
        0.0354015000       150.0000000000         2.8722219453         1.3327346748         1.8601704740        -0.1369638879         2.6179938780
        0.0404094000       150.0000000000         2.8722219453         1.3403916554         1.8729298613         0.0624980848         2.6179938780
        0.0454668000       150.0000000000         2.8722219453         1.3403916554         1.8678261064         0.0624980848         2.6179938780
        0.0503893000       150.0000000000         2.8722219453         1.3378393285         1.8678261064        -0.0039892395         2.6179938780
        0.0555095000       150.0000000000         2.8722219453         1.3301823480         1.8601704740        -0.2034512121         2.6179938780
        0.0603869000       150.0000000000         2.8722219453         1.3352870017         1.8678261064        -0.0704765637         2.6179938780
        0.0654250000       150.0000000000         2.8722219453         1.3378393285         1.8652742289        -0.0039892395         2.6179938780
        0.0704858000       150.0000000000         2.8722219453         1.3352870017         1.8678261064        -0.0704765637         2.6179938780
        0.0754381000       150.0000000000         2.8722219453         1.3301823480         1.8601704740        -0.2034512121         2.6179938780
        0.0804068000       150.0000000000         2.8722219453         1.3378393285         1.8729298613        -0.0039892395         2.6179938780
        0.0854265000       150.0000000000         2.8722219453         1.3276300211         1.8601704740        -0.2699385364         2.6179938780
        0.0904076000       150.0000000000         2.8722219453         1.3429439823         1.8703779838         0.1289854090         2.6179938780
        0.0953843000       150.0000000000         2.8722219453         1.3301823480         1.8601704740        -0.2034512121         2.6179938780
        0.1004023000       150.0000000000         2.8722219453         1.3429439823         1.8729298613         0.1289854090         2.6179938780
        0.1053875000       150.0000000000         2.8722219453         1.3327346748         1.8627223515        -0.1369638879         2.6179938780
        0.1104506000       150.0000000000         2.8722219453         1.3403916554         1.8652742289         0.0624980848         2.6179938780
        0.1154717000       150.0000000000         2.8722219453         1.3378393285         1.8601704740        -0.0039892395         2.6179938780
        0.1204491000       150.0000000000         2.8722219453         1.3429439823         1.8601704740         0.1289854090         2.6179938780
        0.1254426000       150.0000000000         2.8722219453         1.3557056165         1.8703779838         0.4614220301         2.6179938780
        0.1304269000       150.0000000000         2.8722219453         1.3735719045         1.8754817388         0.9268332997         2.6179938780
        0.1354136000       150.0000000000         2.8722219453         1.3990951731         1.8754817388         1.5917065420         2.6179938780
        0.1404192000       150.0000000000         2.8722219453         1.4526940371         1.8907930035         2.9879403507         2.6179938780
        0.1454463000       150.0000000000         2.8722219453         1.4552463639         1.8984486359         3.0544276750         2.6179938780
        0.1504250000       150.0000000000         2.8722219453         1.4424847297         1.9035523908         2.7219910538         2.6179938780
        0.1554254000       150.0000000000         2.8722219453         1.4373800759         1.9214155330         2.5890164054         2.6179938780
        0.1603953000       150.0000000000         2.8722219453         1.4169614611         1.9163117781         2.0571178116         2.6179938780
        0.1654461000       150.0000000000         2.8722219453         1.4399324028         1.9367267978         2.6555037296         2.6179938780
        0.1703969000       150.0000000000         2.8722219453         1.4348277491         1.9367267978         2.5225290812         2.6179938780
        0.1754427000       150.0000000000         2.8722219453         1.4348277491         1.9494861851         2.5225290812         2.6179938780
        0.1803860000       150.0000000000         2.8722219453         1.4322754222         1.9647974498         2.4560417569         2.6179938780
        0.1853866000       150.0000000000         2.8722219453         1.4297230954         1.9673493273         2.3895544327         2.6179938780
        0.1903910000       150.0000000000         2.8722219453         1.4348277491         1.9775568371         2.5225290812         2.6179938780
        0.1953835000       150.0000000000         2.8722219453         1.4322754222         1.9877643470         2.4560417569         2.6179938780
        0.2004604000       150.0000000000         2.8722219453         1.4271707685         1.9903162244         2.3230671085         2.6179938780
        0.2053871000       150.0000000000         2.8722219453         1.4373800759         2.0132831215         2.5890164054         2.6179938780
        0.2104134000       150.0000000000         2.8722219453         1.4297230954         2.0158349990         2.3895544327         2.6179938780
        0.2154065000       150.0000000000         2.8722219453         1.4399324028         2.0311462638         2.6555037296         2.6179938780
        0.2204352000       150.0000000000         2.8722219453         1.4246184417         2.0285943863         2.2565797843         2.6179938780
        0.2254775000       150.0000000000         2.8722219453         1.4271707685         2.0464575285         2.3230671085         2.6179938780
        0.2303850000       150.0000000000         2.8722219453         1.4373800759         2.0566650383         2.5890164054         2.6179938780
        0.2354188000       150.0000000000         2.8722219453         1.4348277491         2.0643206707         2.5225290812         2.6179938780
        0.2403873000       150.0000000000         2.8722219453         1.4348277491         2.0745281806         2.5225290812         2.6179938780
        0.2454800000       150.0000000000         2.8722219453         1.4297230954         2.0847356904         2.3895544327         2.6179938780
        0.2503895000       150.0000000000         2.8722219453         1.4271707685         2.0949432002         2.3230671085         2.6179938780
        0.2554183000       150.0000000000         2.8722219453         1.4322754222         2.1102544650         2.4560417569         2.6179938780
        0.2603878000       150.0000000000         2.8722219453         1.4297230954         2.1128063424         2.3895544327         2.6179938780
        0.2653830000       150.0000000000         2.8722219453         1.4424847297         2.1204619748         2.7219910538         2.6179938780
        0.2704470000       150.0000000000         2.8722219453         1.4246184417         2.1255657297         2.2565797843         2.6179938780
        0.2753850000       150.0000000000         2.8722219453         1.4322754222         2.1383251170         2.4560417569         2.6179938780
        0.2803844000       150.0000000000         2.8722219453         1.4373800759         2.1485326269         2.5890164054         2.6179938780
        0.2854663000       150.0000000000         2.8722219453         1.4297230954         2.1587401367         2.3895544327         2.6179938780
        0.2903854000       150.0000000000         2.8722219453         1.4271707685         2.1689476465         2.3230671085         2.6179938780
        0.2954156000       150.0000000000         2.8722219453         1.4297230954         2.1766032789         2.3895544327         2.6179938780
        0.3003882000       150.0000000000         2.8722219453         1.4348277491         2.1893626662         2.5225290812         2.6179938780
        0.3054196000       150.0000000000         2.8722219453         1.4297230954         2.1944664211         2.3895544327         2.6179938780
        0.3103844000       150.0000000000         2.8722219453         1.4246184417         2.1995701761         2.2565797843         2.6179938780
        0.3154713000       150.0000000000         2.8722219453         1.4475893834         2.2199851957         2.8549657023         2.6179938780
        0.3203867000       150.0000000000         2.8722219453         1.4322754222         2.2225370732         2.4560417569         2.6179938780
        0.3253862000       150.0000000000         2.8722219453         1.4271707685         2.2301927056         2.3230671085         2.6179938780
        0.3303861000       150.0000000000         2.8722219453         1.4322754222         2.2429520929         2.4560417569         2.6179938780
        0.3354317000       150.0000000000         2.8722219453         1.4271707685         2.2531596027         2.3230671085         2.6179938780
        0.3403861000       150.0000000000         2.8722219453         1.4271707685         2.2633671125         2.3230671085         2.6179938780
        0.3454011000       150.0000000000         2.8722219453         1.4246184417         2.2659189900         2.2565797843         2.6179938780
        0.3504798000       150.0000000000         2.8722219453         1.4348277491         2.2863340097         2.5225290812         2.6179938780
        0.3555010000       150.0000000000         2.8722219453         1.4271707685         2.2837821322         2.3230671085         2.6179938780
        0.3604116000       150.0000000000         2.8722219453         1.4297230954         2.2965415195         2.3895544327         2.6179938780
        0.3653953000       150.0000000000         2.8722219453         1.4322754222         2.3144046617         2.4560417569         2.6179938780
        0.3703902000       150.0000000000         2.8722219453         1.4348277491         2.3246121715         2.5225290812         2.6179938780
        0.3753956000       150.0000000000         2.8722219453         1.4322754222         2.3297159265         2.4560417569         2.6179938780
        0.3803965000       150.0000000000         2.8722219453         1.4297230954         2.3373715588         2.3895544327         2.6179938780
        0.3855810000       150.0000000000         2.8722219453         1.4399324028         2.3526828236         2.6555037296         2.6179938780
        0.3903954000       150.0000000000         2.8722219453         1.4373800759         2.3552347011         2.5890164054         2.6179938780
        0.3954154000       150.0000000000         2.8722219453         1.4271707685         2.3628903334         2.3230671085         2.6179938780
        0.4004172000       150.0000000000         2.8722219453         1.4373800759         2.3782015982         2.5890164054         2.6179938780
        0.4053943000       150.0000000000         2.8722219453         1.4450370565         2.3884091080         2.7884783781         2.6179938780
