% Static Verify Step 46/48  OmegaCmd=-1150.0000 deg/s
% Vg_offset=1.337992V  K_gimbal=26.049690
% omega_avg(last 2.0s)=-19.705513 rad/s  omega_target=-20.071286 rad/s

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0009239000     -1150.0000000000         0.5820917440         1.3378393285         4.1364451674        -0.0039892395       -20.0712863979
        0.0054792000     -1150.0000000000         0.5820917440         1.3403916554         4.1364451674         0.0624980848       -20.0712863979
        0.0104537000     -1150.0000000000         0.5820917440         1.3454963091         4.1389970449         0.1954727332       -20.0712863979
        0.0154364000     -1150.0000000000         0.5820917440         1.3352870017         4.1338932900        -0.0704765637       -20.0712863979
        0.0204136000     -1150.0000000000         0.5820917440         1.3352870017         4.1389970449        -0.0704765637       -20.0712863979
        0.0255153000     -1150.0000000000         0.5820917440         1.3301823480         4.1389970449        -0.2034512121       -20.0712863979
        0.0304160000     -1150.0000000000         0.5820917440         1.3199730405         4.1313414125        -0.4694005090       -20.0712863979
        0.0355004000     -1150.0000000000         0.5820917440         1.3276300211         4.1287895351        -0.2699385364       -20.0712863979
        0.0404620000     -1150.0000000000         0.5820917440         1.3327346748         4.1287895351        -0.1369638879       -20.0712863979
        0.0454628000     -1150.0000000000         0.5820917440         1.2076706589         4.1109263928        -3.3948427750       -20.0712863979
        0.0504276000     -1150.0000000000         0.5820917440         0.7992983618         4.0675444760       -14.0328146513       -20.0712863979
        0.0554039000     -1150.0000000000         0.5820917440         0.7227285561         4.0114031719       -16.0274343781       -20.0712863979
        0.0603991000     -1150.0000000000         0.5820917440         0.7431471710         3.9450543580       -15.4955357843       -20.0712863979
        0.0654716000     -1150.0000000000         0.5820917440         0.7686704396         3.8889130539       -14.8306625420       -20.0712863979
        0.0704730000     -1150.0000000000         0.5820917440         0.7967460350         3.8353236273       -14.0993019755       -20.0712863979
        0.0754596000     -1150.0000000000         0.5820917440         0.8324786110         3.7868379556       -13.1684794363       -20.0712863979
        0.0804014000     -1150.0000000000         0.5820917440         0.8580018795         3.7306966515       -12.5036061941       -20.0712863979
        0.0854604000     -1150.0000000000         0.5820917440         0.7967460350         3.6694515924       -14.0993019755       -20.0712863979
        0.0904846000     -1150.0000000000         0.5820917440         0.6793389996         3.6184140433       -17.1577188899       -20.0712863979
        0.0954026000     -1150.0000000000         0.5820917440         0.7023099413         3.5444095970       -16.5593329719       -20.0712863979
        0.1004421000     -1150.0000000000         0.5820917440         0.7201762293         3.4857164154       -16.0939217023       -20.0712863979
        0.1054740000     -1150.0000000000         0.5820917440         0.7354901904         3.4244713564       -15.6949977570       -20.0712863979
        0.1104493000     -1150.0000000000         0.5820917440         0.7023099413         3.3632262974       -16.5593329719       -20.0712863979
        0.1154412000     -1150.0000000000         0.5820917440         0.6997576144         3.2994293609       -16.6258202961       -20.0712863979
        0.1205093000     -1150.0000000000         0.5820917440         0.6818913264         3.2330805470       -17.0912315657       -20.0712863979
        0.1254446000     -1150.0000000000         0.5820917440         0.6972052876         3.1743873654       -16.6923076204       -20.0712863979
        0.1304014000     -1150.0000000000         0.5820917440         0.6869959802         3.1054866740       -16.9582569173       -20.0712863979
        0.1354100000     -1150.0000000000         0.5820917440         0.6793389996         3.0391378601       -17.1577188899       -20.0712863979
        0.1404319000     -1150.0000000000         0.5820917440         0.6716820190         2.9778928011       -17.3571808626       -20.0712863979
        0.1454610000     -1150.0000000000         0.5820917440         0.6691296922         2.9064402322       -17.4236681868       -20.0712863979
        0.1504635000     -1150.0000000000         0.5820917440         0.6742343459         2.8375395408       -17.2906935384       -20.0712863979
        0.1554046000     -1150.0000000000         0.5820917440         0.6614727116         2.7762944818       -17.6231301595       -20.0712863979
