% Static Verify Step 37/51  Vcmd=-1.8000V
% Vg_offset=1.337622V  K_gimbal=26.049690  K_lin=4.959600
% omega_avg(last 2.0s)=-8.561074 rad/s  omega_target=-8.927280 rad/s

Time[s]              Vcmd[V]              Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0008310000        -1.8000000000         1.6672637289         1.3352870017         3.5010276801        -0.0608359017        -8.9272800000
        0.0055741000        -1.8000000000         1.6672637289         1.3429439823         3.5086833125         0.1386260710        -8.9272800000
        0.0105416000        -1.8000000000         1.6672637289         1.3301823480         3.4959239252        -0.1938105501        -8.9272800000
        0.0156498000        -1.8000000000         1.6672637289         1.3454963091         3.5086833125         0.2051133952        -8.9272800000
        0.0205481000        -1.8000000000         1.6672637289         1.3097637331         3.4984758027        -0.7257091439        -8.9272800000
        0.0256530000        -1.8000000000         1.6672637289         1.1234438726         3.4831645379        -5.5792838125        -8.9272800000
        0.0306099000        -1.8000000000         1.6672637289         1.2102229857         3.4678532732        -3.3187147888        -8.9272800000
        0.0357267000        -1.8000000000         1.6672637289         1.2178799663         3.4601976408        -3.1192528161        -8.9272800000
        0.0405708000        -1.8000000000         1.6672637289         1.1132345652         3.4295751113        -5.8452331094        -8.9272800000
        0.0456269000        -1.8000000000         1.6672637289         1.1234438726         3.4066082142        -5.5792838125        -8.9272800000
        0.0507543000        -1.8000000000         1.6672637289         1.1744904097         3.4015044592        -4.2495373279        -8.9272800000
        0.0554855000        -1.8000000000         1.6672637289         1.1081299115         3.3785375621        -5.9782077578        -8.9272800000
        0.0605653000        -1.8000000000         1.6672637289         1.1362055069         3.3632262974        -5.2468471913        -8.9272800000
        0.0655278000        -1.8000000000         1.6672637289         1.1132345652         3.3326037679        -5.8452331094        -8.9272800000
        0.0706484000        -1.8000000000         1.6672637289         1.1106822383         3.3121887482        -5.9117204336        -8.9272800000
        0.0754916000        -1.8000000000         1.6672637289         1.1157868920         3.2892218510        -5.7787457852        -8.9272800000
        0.0806280000        -1.8000000000         1.6672637289         1.1030252578         3.2662549539        -6.1111824063        -8.9272800000
        0.0856201000        -1.8000000000         1.6672637289         1.0826066429         3.2407361793        -6.6430810001        -8.9272800000
        0.0905505000        -1.8000000000         1.6672637289         1.0953682772         3.2177692822        -6.3106443790        -8.9272800000
        0.0956188000        -1.8000000000         1.6672637289         1.0800543160         3.1896986301        -6.7095683243        -8.9272800000
        0.1006432000        -1.8000000000         1.6672637289         1.0775019892         3.1616279781        -6.7760556486        -8.9272800000
        0.1056171000        -1.8000000000         1.6672637289         1.0902636235         3.1437648359        -6.4436190274        -8.9272800000
        0.1105477000        -1.8000000000         1.6672637289         1.0621880280         3.1105904289        -7.1749795939        -8.9272800000
        0.1156800000        -1.8000000000         1.6672637289         1.0570833743         3.0927272867        -7.3079542424        -8.9272800000
        0.1205805000        -1.8000000000         1.6672637289         1.0877112966         3.0672085121        -6.5101063517        -8.9272800000
        0.1255776000        -1.8000000000         1.6672637289         1.0672926818         3.0391378601        -7.0420049455        -8.9272800000
        0.1305577000        -1.8000000000         1.6672637289         1.0494263938         3.0059634531        -7.5074162151        -8.9272800000
        0.1356213000        -1.8000000000         1.6672637289         1.0647403549         2.9753409236        -7.1084922697        -8.9272800000
        0.1406232000        -1.8000000000         1.6672637289         1.0468740669         2.9472702715        -7.5739035393        -8.9272800000
        0.1456162000        -1.8000000000         1.6672637289         1.0545310475         2.9243033744        -7.3744415666        -8.9272800000
        0.1505875000        -1.8000000000         1.6672637289         1.0698450086         2.9038883547        -6.9755176212        -8.9272800000
        0.1556906000        -1.8000000000         1.6672637289         1.0264554521         2.8681620703        -8.1058021331        -8.9272800000
        0.1605495000        -1.8000000000         1.6672637289         1.0596357012         2.8324357859        -7.2414669181        -8.9272800000
        0.1656421000        -1.8000000000         1.6672637289         1.0417694132         2.8094688888        -7.7068781877        -8.9272800000
        0.1706397000        -1.8000000000         1.6672637289         1.0290077789         2.7865019916        -8.0393148089        -8.9272800000
        0.1756154000        -1.8000000000         1.6672637289         1.0672926818         2.7609832170        -7.0420049455        -8.9272800000
        0.1806200000        -1.8000000000         1.6672637289         1.0392170863         2.7278088101        -7.7733655120        -8.9272800000
        0.1856202000        -1.8000000000         1.6672637289         1.0545310475         2.6971862806        -7.3744415666        -8.9272800000
        0.1905412000        -1.8000000000         1.6672637289         1.0341124326         2.6640118736        -7.9063401604        -8.9272800000
        0.1955585000        -1.8000000000         1.6672637289         1.0341124326         2.6410449765        -7.9063401604        -8.9272800000
        0.2005867000        -1.8000000000         1.6672637289         1.0494263938         2.6129743244        -7.5074162151        -8.9272800000
        0.2055653000        -1.8000000000         1.6672637289         1.0239031252         2.5772480400        -8.1722894573        -8.9272800000
        0.2106061000        -1.8000000000         1.6672637289         1.0290077789         2.5466255105        -8.0393148089        -8.9272800000
        0.2154484000        -1.8000000000         1.6672637289         1.0366647595         2.5211067359        -7.8398528362        -8.9272800000
        0.2206060000        -1.8000000000         1.6672637289         1.0315601058         2.4904842064        -7.9728274846        -8.9272800000
        0.2255945000        -1.8000000000         1.6672637289         1.0545310475         2.4649654318        -7.3744415666        -8.9272800000
        0.2305598000        -1.8000000000         1.6672637289         1.0060368372         2.4343429023        -8.6377007269        -8.9272800000
        0.2357759000        -1.8000000000         1.6672637289         1.0570833743         2.4062722502        -7.3079542424        -8.9272800000
        0.2404995000        -1.8000000000         1.6672637289         1.0468740669         2.3858572306        -7.5739035393        -8.9272800000
        0.2456645000        -1.8000000000         1.6672637289         1.0341124326         2.3577865785        -7.9063401604        -8.9272800000
        0.2506582000        -1.8000000000         1.6672637289         1.0570833743         2.3195084166        -7.3079542424        -8.9272800000
        0.2556867000        -1.8000000000         1.6672637289         1.0187984715         2.2863340097        -8.3052641058        -8.9272800000
        0.2605613000        -1.8000000000         1.6672637289         1.0392170863         2.2659189900        -7.7733655120        -8.9272800000
        0.2655710000        -1.8000000000         1.6672637289         1.0621880280         2.2378483379        -7.1749795939        -8.9272800000
        0.2705581000        -1.8000000000         1.6672637289         1.0187984715         2.1995701761        -8.3052641058        -8.9272800000
        0.2755264000        -1.8000000000         1.6672637289         1.0392170863         2.1714995240        -7.7733655120        -8.9272800000
        0.2805335000        -1.8000000000         1.6672637289         1.0417694132         2.1536363818        -7.7068781877        -8.9272800000
        0.2854957000        -1.8000000000         1.6672637289         1.0392170863         2.1230138523        -7.7733655120        -8.9272800000
        0.2907005000        -1.8000000000         1.6672637289         1.0341124326         2.0898394453        -7.9063401604        -8.9272800000
        0.2955566000        -1.8000000000         1.6672637289         1.0315601058         2.0566650383        -7.9728274846        -8.9272800000
        0.3004400000        -1.8000000000         1.6672637289         1.0136938178         2.0209387539        -8.4382387542        -8.9272800000
        0.3054170000        -1.8000000000         1.6672637289         1.0341124326         1.9954199793        -7.9063401604        -8.9272800000
        0.3104082000        -1.8000000000         1.6672637289         1.0417694132         1.9724530822        -7.7068781877        -8.9272800000
        0.3154194000        -1.8000000000         1.6672637289         1.0060368372         1.9367267978        -8.6377007269        -8.9272800000
        0.3203961000        -1.8000000000         1.6672637289         1.0341124326         1.9061042683        -7.9063401604        -8.9272800000
        0.3254190000        -1.8000000000         1.6672637289         1.0187984715         1.8754817388        -8.3052641058        -8.9272800000
        0.3303872000        -1.8000000000         1.6672637289         1.0213507983         1.8448592093        -8.2387767816        -8.9272800000
        0.3354195000        -1.8000000000         1.6672637289         1.0366647595         1.8142366797        -7.8398528362        -8.9272800000
        0.3404800000        -1.8000000000         1.6672637289         1.0111414909         1.7836141502        -8.5047260785        -8.9272800000
        0.3454773000        -1.8000000000         1.6672637289         1.0366647595         1.7555434982        -7.8398528362        -8.9272800000
        0.3503948000        -1.8000000000         1.6672637289         1.0290077789         1.7300247236        -8.0393148089        -8.9272800000
        0.3554150000        -1.8000000000         1.6672637289         1.0136938178         1.6968503166        -8.4382387542        -8.9272800000
        0.3604802000        -1.8000000000         1.6672637289         1.0341124326         1.6636759097        -7.9063401604        -8.9272800000
        0.3655113000        -1.8000000000         1.6672637289         1.0162461446         1.6330533802        -8.3717514300        -8.9272800000
        0.3704350000        -1.8000000000         1.6672637289         1.0264554521         1.6024308506        -8.1058021331        -8.9272800000
        0.3754217000        -1.8000000000         1.6672637289         1.0187984715         1.5743601986        -8.3052641058        -8.9272800000
        0.3804073000        -1.8000000000         1.6672637289         1.0341124326         1.5462895465        -7.9063401604        -8.9272800000
