% Static Verify Step 2/48  OmegaCmd=-50.0000 deg/s
% Vg_offset=1.337992V  K_gimbal=26.049690
% omega_avg(last 2.0s)=-0.174695 rad/s  omega_target=-0.872665 rad/s

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0013125000       -50.0000000000         2.2337465043         1.3352870017         2.6742193834        -0.0704765637        -0.8726646260
        0.0054263000       -50.0000000000         2.2337465043         1.3327346748         2.6716675060        -0.1369638879        -0.8726646260
        0.0104865000       -50.0000000000         2.2337465043         1.3352870017         2.6742193834        -0.0704765637        -0.8726646260
        0.0154086000       -50.0000000000         2.2337465043         1.3378393285         2.6742193834        -0.0039892395        -0.8726646260
        0.0204440000       -50.0000000000         2.2337465043         1.3403916554         2.6716675060         0.0624980848        -0.8726646260
        0.0254494000       -50.0000000000         2.2337465043         1.3378393285         2.6767712609        -0.0039892395        -0.8726646260
        0.0304423000       -50.0000000000         2.2337465043         1.3301823480         2.6691156285        -0.2034512121        -0.8726646260
        0.0354600000       -50.0000000000         2.2337465043         1.3403916554         2.6767712609         0.0624980848        -0.8726646260
        0.0404659000       -50.0000000000         2.2337465043         1.3378393285         2.6742193834        -0.0039892395        -0.8726646260
        0.0453900000       -50.0000000000         2.2337465043         1.3429439823         2.6793231383         0.1289854090        -0.8726646260
        0.0503890000       -50.0000000000         2.2337465043         1.3327346748         2.6640118736        -0.1369638879        -0.8726646260
        0.0553873000       -50.0000000000         2.2337465043         1.3352870017         2.6742193834        -0.0704765637        -0.8726646260
        0.0604490000       -50.0000000000         2.2337465043         1.3225253674         2.6716675060        -0.4029131848        -0.8726646260
        0.0653972000       -50.0000000000         2.2337465043         1.3429439823         2.6793231383         0.1289854090        -0.8726646260
        0.0704644000       -50.0000000000         2.2337465043         1.3378393285         2.6742193834        -0.0039892395        -0.8726646260
        0.0753926000       -50.0000000000         2.2337465043         1.3403916554         2.6716675060         0.0624980848        -0.8726646260
        0.0803862000       -50.0000000000         2.2337465043         1.3301823480         2.6691156285        -0.2034512121        -0.8726646260
        0.0853861000       -50.0000000000         2.2337465043         1.3429439823         2.6793231383         0.1289854090        -0.8726646260
        0.0904010000       -50.0000000000         2.2337465043         1.3403916554         2.6716675060         0.0624980848        -0.8726646260
        0.0953874000       -50.0000000000         2.2337465043         1.3403916554         2.6793231383         0.0624980848        -0.8726646260
        0.1004013000       -50.0000000000         2.2337465043         1.3378393285         2.6742193834        -0.0039892395        -0.8726646260
        0.1053926000       -50.0000000000         2.2337465043         1.3429439823         2.6793231383         0.1289854090        -0.8726646260
        0.1105015000       -50.0000000000         2.2337465043         1.3301823480         2.6665637511        -0.2034512121        -0.8726646260
        0.1154726000       -50.0000000000         2.2337465043         1.3378393285         2.6716675060        -0.0039892395        -0.8726646260
        0.1204702000       -50.0000000000         2.2337465043         1.3352870017         2.6665637511        -0.0704765637        -0.8726646260
        0.1255459000       -50.0000000000         2.2337465043         1.3403916554         2.6793231383         0.0624980848        -0.8726646260
        0.1303870000       -50.0000000000         2.2337465043         1.3378393285         2.6716675060        -0.0039892395        -0.8726646260
        0.1354315000       -50.0000000000         2.2337465043         1.3301823480         2.6665637511        -0.2034512121        -0.8726646260
        0.1403869000       -50.0000000000         2.2337465043         1.3352870017         2.6716675060        -0.0704765637        -0.8726646260
        0.1453866000       -50.0000000000         2.2337465043         1.3454963091         2.6793231383         0.1954727332        -0.8726646260
        0.1503857000       -50.0000000000         2.2337465043         1.3327346748         2.6716675060        -0.1369638879        -0.8726646260
        0.1553870000       -50.0000000000         2.2337465043         1.3301823480         2.6665637511        -0.2034512121        -0.8726646260
        0.1603857000       -50.0000000000         2.2337465043         1.3378393285         2.6691156285        -0.0039892395        -0.8726646260
        0.1653934000       -50.0000000000         2.2337465043         1.3378393285         2.6716675060        -0.0039892395        -0.8726646260
        0.1704005000       -50.0000000000         2.2337465043         1.3327346748         2.6716675060        -0.1369638879        -0.8726646260
        0.1753935000       -50.0000000000         2.2337465043         1.3352870017         2.6767712609        -0.0704765637        -0.8726646260
        0.1803930000       -50.0000000000         2.2337465043         1.3199730405         2.6716675060        -0.4694005090        -0.8726646260
        0.1853861000       -50.0000000000         2.2337465043         1.3148683868         2.6614599961        -0.6023751575        -0.8726646260
        0.1904409000       -50.0000000000         2.2337465043         1.3174207137         2.6716675060        -0.5358878333        -0.8726646260
        0.1954113000       -50.0000000000         2.2337465043         1.2995544257         2.6665637511        -1.0012991029        -0.8726646260
        0.2003856000       -50.0000000000         2.2337465043         1.2944497720         2.6589081187        -1.1342737513        -0.8726646260
        0.2054686000       -50.0000000000         2.2337465043         1.2765834840         2.6538043638        -1.5996850209        -0.8726646260
        0.2103999000       -50.0000000000         2.2337465043         1.2765834840         2.6461487314        -1.5996850209        -0.8726646260
        0.2154398000       -50.0000000000         2.2337465043         1.2944497720         2.6461487314        -1.1342737513        -0.8726646260
        0.2203906000       -50.0000000000         2.2337465043         1.2740311571         2.6384930990        -1.6661723451        -0.8726646260
        0.2254439000       -50.0000000000         2.2337465043         1.2816881377         2.6257337117        -1.4667103724        -0.8726646260
        0.2304438000       -50.0000000000         2.2337465043         1.2944497720         2.6333893441        -1.1342737513        -0.8726646260
        0.2356334000       -50.0000000000         2.2337465043         1.2918974451         2.6206299568        -1.2007610755        -0.8726646260
        0.2405763000       -50.0000000000         2.2337465043         1.2970020988         2.6231818342        -1.0677864271        -0.8726646260
        0.2454546000       -50.0000000000         2.2337465043         1.2995544257         2.6180780793        -1.0012991029        -0.8726646260
        0.2504543000       -50.0000000000         2.2337465043         1.2842404646         2.6027668146        -1.4002230482        -0.8726646260
        0.2554474000       -50.0000000000         2.2337465043         1.2918974451         2.6027668146        -1.2007610755        -0.8726646260
        0.2604443000       -50.0000000000         2.2337465043         1.3021067526         2.6027668146        -0.9348117786        -0.8726646260
        0.2654722000       -50.0000000000         2.2337465043         1.2918974451         2.5874555498        -1.2007610755        -0.8726646260
        0.2704510000       -50.0000000000         2.2337465043         1.3046590794         2.5925593047        -0.8683244544        -0.8726646260
        0.2754434000       -50.0000000000         2.2337465043         1.3046590794         2.5925593047        -0.8683244544        -0.8726646260
        0.2804024000       -50.0000000000         2.2337465043         1.2970020988         2.5823517949        -1.0677864271        -0.8726646260
        0.2854770000       -50.0000000000         2.2337465043         1.3021067526         2.5772480400        -0.9348117786        -0.8726646260
        0.2904663000       -50.0000000000         2.2337465043         1.3046590794         2.5695924076        -0.8683244544        -0.8726646260
        0.2954041000       -50.0000000000         2.2337465043         1.3046590794         2.5772480400        -0.8683244544        -0.8726646260
        0.3004271000       -50.0000000000         2.2337465043         1.2918974451         2.5619367752        -1.2007610755        -0.8726646260
        0.3054685000       -50.0000000000         2.2337465043         1.2944497720         2.5593848978        -1.1342737513        -0.8726646260
        0.3103949000       -50.0000000000         2.2337465043         1.2995544257         2.5619367752        -1.0012991029        -0.8726646260
        0.3154242000       -50.0000000000         2.2337465043         1.2995544257         2.5568330203        -1.0012991029        -0.8726646260
        0.3203929000       -50.0000000000         2.2337465043         1.3072114063         2.5593848978        -0.8018371302        -0.8726646260
        0.3254779000       -50.0000000000         2.2337465043         1.2918974451         2.5466255105        -1.2007610755        -0.8726646260
        0.3304239000       -50.0000000000         2.2337465043         1.2995544257         2.5415217556        -1.0012991029        -0.8726646260
        0.3354385000       -50.0000000000         2.2337465043         1.3097637331         2.5491773879        -0.7353498059        -0.8726646260
        0.3404037000       -50.0000000000         2.2337465043         1.2970020988         2.5364180006        -1.0677864271        -0.8726646260
        0.3455414000       -50.0000000000         2.2337465043         1.3097637331         2.5415217556        -0.7353498059        -0.8726646260
        0.3504003000       -50.0000000000         2.2337465043         1.2970020988         2.5262104908        -1.0677864271        -0.8726646260
        0.3554333000       -50.0000000000         2.2337465043         1.3072114063         2.5364180006        -0.8018371302        -0.8726646260
        0.3604448000       -50.0000000000         2.2337465043         1.3046590794         2.5262104908        -0.8683244544        -0.8726646260
        0.3655635000       -50.0000000000         2.2337465043         1.3097637331         2.5262104908        -0.7353498059        -0.8726646260
        0.3705225000       -50.0000000000         2.2337465043         1.2944497720         2.5134511035        -1.1342737513        -0.8726646260
        0.3754549000       -50.0000000000         2.2337465043         1.2944497720         2.5160029810        -1.1342737513        -0.8726646260
        0.3804981000       -50.0000000000         2.2337465043         1.3021067526         2.5134511035        -0.9348117786        -0.8726646260
        0.3854418000       -50.0000000000         2.2337465043         1.3021067526         2.5108992261        -0.9348117786        -0.8726646260
        0.3912524000       -50.0000000000         2.2337465043         1.3148683868         2.5108992261        -0.6023751575        -0.8726646260
        0.3953899000       -50.0000000000         2.2337465043         1.3123160600         2.5006917162        -0.6688624817        -0.8726646260
        0.4005316000       -50.0000000000         2.2337465043         1.3046590794         2.4955879613        -0.8683244544        -0.8726646260
        0.4054248000       -50.0000000000         2.2337465043         1.3021067526         2.4930360838        -0.9348117786        -0.8726646260
        0.4104618000       -50.0000000000         2.2337465043         1.2995544257         2.4853804515        -1.0012991029        -0.8726646260
        0.4154070000       -50.0000000000         2.2337465043         1.3148683868         2.4955879613        -0.6023751575        -0.8726646260
        0.4204774000       -50.0000000000         2.2337465043         1.2995544257         2.4802766965        -1.0012991029        -0.8726646260
        0.4253871000       -50.0000000000         2.2337465043         1.3072114063         2.4828285740        -0.8018371302        -0.8726646260
        0.4304298000       -50.0000000000         2.2337465043         1.3072114063         2.4777248191        -0.8018371302        -0.8726646260
        0.4353872000       -50.0000000000         2.2337465043         1.2995544257         2.4675173092        -1.0012991029        -0.8726646260
        0.4405552000       -50.0000000000         2.2337465043         1.3097637331         2.4726210642        -0.7353498059        -0.8726646260
        0.4454756000       -50.0000000000         2.2337465043         1.3174207137         2.4700691867        -0.5358878333        -0.8726646260
        0.4505283000       -50.0000000000         2.2337465043         1.3046590794         2.4649654318        -0.8683244544        -0.8726646260
        0.4554149000       -50.0000000000         2.2337465043         1.3072114063         2.4624135543        -0.8018371302        -0.8726646260
        0.4604413000       -50.0000000000         2.2337465043         1.3123160600         2.4649654318        -0.6688624817        -0.8726646260
        0.4654326000       -50.0000000000         2.2337465043         1.3046590794         2.4573097994        -0.8683244544        -0.8726646260
        0.4704417000       -50.0000000000         2.2337465043         1.3072114063         2.4522060445        -0.8018371302        -0.8726646260
        0.4754582000       -50.0000000000         2.2337465043         1.3097637331         2.4573097994        -0.7353498059        -0.8726646260
        0.4804431000       -50.0000000000         2.2337465043         1.3072114063         2.4471022896        -0.8018371302        -0.8726646260
        0.4854287000       -50.0000000000         2.2337465043         1.3072114063         2.4471022896        -0.8018371302        -0.8726646260
        0.4904232000       -50.0000000000         2.2337465043         1.3046590794         2.4368947797        -0.8683244544        -0.8726646260
        0.4954010000       -50.0000000000         2.2337465043         1.3123160600         2.4394466572        -0.6688624817        -0.8726646260
        0.5004264000       -50.0000000000         2.2337465043         1.3046590794         2.4317910248        -0.8683244544        -0.8726646260
        0.5054673000       -50.0000000000         2.2337465043         1.3072114063         2.4343429023        -0.8018371302        -0.8726646260
        0.5104029000       -50.0000000000         2.2337465043         1.3072114063         2.4317910248        -0.8018371302        -0.8726646260
        0.5154259000       -50.0000000000         2.2337465043         1.3072114063         2.4317910248        -0.8018371302        -0.8726646260
        0.5204615000       -50.0000000000         2.2337465043         1.3097637331         2.4241353924        -0.7353498059        -0.8726646260
        0.5254446000       -50.0000000000         2.2337465043         1.3072114063         2.4215835150        -0.8018371302        -0.8726646260
        0.5304167000       -50.0000000000         2.2337465043         1.3046590794         2.4215835150        -0.8683244544        -0.8726646260
        0.5354114000       -50.0000000000         2.2337465043         1.3199730405         2.4088241277        -0.4694005090        -0.8726646260
        0.5404179000       -50.0000000000         2.2337465043         1.3148683868         2.4215835150        -0.6023751575        -0.8726646260
        0.5454094000       -50.0000000000         2.2337465043         1.3046590794         2.4037203728        -0.8683244544        -0.8726646260
        0.5504441000       -50.0000000000         2.2337465043         1.3072114063         2.4088241277        -0.8018371302        -0.8726646260
        0.5554083000       -50.0000000000         2.2337465043         1.3148683868         2.4037203728        -0.6023751575        -0.8726646260
        0.5604272000       -50.0000000000         2.2337465043         1.3097637331         2.4011684953        -0.7353498059        -0.8726646260
        0.5654566000       -50.0000000000         2.2337465043         1.3148683868         2.4037203728        -0.6023751575        -0.8726646260
        0.5703988000       -50.0000000000         2.2337465043         1.3148683868         2.4062722502        -0.6023751575        -0.8726646260
        0.5754024000       -50.0000000000         2.2337465043         1.3021067526         2.3858572306        -0.9348117786        -0.8726646260
        0.5804006000       -50.0000000000         2.2337465043         1.3097637331         2.3909609855        -0.7353498059        -0.8726646260
        0.5854705000       -50.0000000000         2.2337465043         1.3097637331         2.3858572306        -0.7353498059        -0.8726646260
        0.5904424000       -50.0000000000         2.2337465043         1.3225253674         2.3782015982        -0.4029131848        -0.8726646260
        0.5954183000       -50.0000000000         2.2337465043         1.3123160600         2.3833053531        -0.6688624817        -0.8726646260
        0.6004422000       -50.0000000000         2.2337465043         1.3123160600         2.3884091080        -0.6688624817        -0.8726646260
        0.6054662000       -50.0000000000         2.2337465043         1.3046590794         2.3705459658        -0.8683244544        -0.8726646260
        0.6104748000       -50.0000000000         2.2337465043         1.3123160600         2.3730978433        -0.6688624817        -0.8726646260
        0.6154323000       -50.0000000000         2.2337465043         1.3097637331         2.3705459658        -0.7353498059        -0.8726646260
        0.6204917000       -50.0000000000         2.2337465043         1.2944497720         2.3679940883        -1.1342737513        -0.8726646260
        0.6254018000       -50.0000000000         2.2337465043         1.3123160600         2.3654422109        -0.6688624817        -0.8726646260
        0.6304668000       -50.0000000000         2.2337465043         1.3199730405         2.3705459658        -0.4694005090        -0.8726646260
        0.6354917000       -50.0000000000         2.2337465043         1.3123160600         2.3628903334        -0.6688624817        -0.8726646260
        0.6404156000       -50.0000000000         2.2337465043         1.3225253674         2.3577865785        -0.4029131848        -0.8726646260
        0.6453983000       -50.0000000000         2.2337465043         1.3250776943         2.3628903334        -0.3364258606        -0.8726646260
        0.6504040000       -50.0000000000         2.2337465043         1.3174207137         2.3526828236        -0.5358878333        -0.8726646260
        0.6554017000       -50.0000000000         2.2337465043         1.3123160600         2.3450271912        -0.6688624817        -0.8726646260
        0.6604303000       -50.0000000000         2.2337465043         1.3250776943         2.3577865785        -0.3364258606        -0.8726646260
        0.6653904000       -50.0000000000         2.2337465043         1.3174207137         2.3475790687        -0.5358878333        -0.8726646260
        0.6704369000       -50.0000000000         2.2337465043         1.3250776943         2.3501309461        -0.3364258606        -0.8726646260
        0.6754731000       -50.0000000000         2.2337465043         1.3174207137         2.3450271912        -0.5358878333        -0.8726646260
        0.6804268000       -50.0000000000         2.2337465043         1.3199730405         2.3424753138        -0.4694005090        -0.8726646260
        0.6854671000       -50.0000000000         2.2337465043         1.3148683868         2.3424753138        -0.6023751575        -0.8726646260
        0.6903992000       -50.0000000000         2.2337465043         1.3250776943         2.3424753138        -0.3364258606        -0.8726646260
        0.6953866000       -50.0000000000         2.2337465043         1.3148683868         2.3373715588        -0.6023751575        -0.8726646260
        0.7004625000       -50.0000000000         2.2337465043         1.3123160600         2.3271640490        -0.6688624817        -0.8726646260
        0.7054334000       -50.0000000000         2.2337465043         1.3123160600         2.3322678039        -0.6688624817        -0.8726646260
        0.7104575000       -50.0000000000         2.2337465043         1.3225253674         2.3373715588        -0.4029131848        -0.8726646260
        0.7155039000       -50.0000000000         2.2337465043         1.3199730405         2.3348196814        -0.4694005090        -0.8726646260
        0.7204001000       -50.0000000000         2.2337465043         1.3097637331         2.3195084166        -0.7353498059        -0.8726646260
        0.7254205000       -50.0000000000         2.2337465043         1.3123160600         2.3220602941        -0.6688624817        -0.8726646260
        0.7303935000       -50.0000000000         2.2337465043         1.3123160600         2.3195084166        -0.6688624817        -0.8726646260
        0.7353991000       -50.0000000000         2.2337465043         1.3097637331         2.3169565392        -0.7353498059        -0.8726646260
        0.7404747000       -50.0000000000         2.2337465043         1.3046590794         2.3093009068        -0.8683244544        -0.8726646260
        0.7453868000       -50.0000000000         2.2337465043         1.3021067526         2.3067490293        -0.9348117786        -0.8726646260
        0.7504308000       -50.0000000000         2.2337465043         1.3174207137         2.3144046617        -0.5358878333        -0.8726646260
        0.7554236000       -50.0000000000         2.2337465043         1.3097637331         2.3067490293        -0.7353498059        -0.8726646260
        0.7604451000       -50.0000000000         2.2337465043         1.3174207137         2.3118527843        -0.5358878333        -0.8726646260
        0.7654672000       -50.0000000000         2.2337465043         1.3123160600         2.3067490293        -0.6688624817        -0.8726646260
        0.7704859000       -50.0000000000         2.2337465043         1.3123160600         2.3016452744        -0.6688624817        -0.8726646260
        0.7753972000       -50.0000000000         2.2337465043         1.3199730405         2.3041971519        -0.4694005090        -0.8726646260
        0.7804193000       -50.0000000000         2.2337465043         1.3148683868         2.2914377646        -0.6023751575        -0.8726646260
        0.7854318000       -50.0000000000         2.2337465043         1.3327346748         2.2888858871        -0.1369638879        -0.8726646260
        0.7906904000       -50.0000000000         2.2337465043         1.3174207137         2.2914377646        -0.5358878333        -0.8726646260
        0.7955131000       -50.0000000000         2.2337465043         1.3148683868         2.2837821322        -0.6023751575        -0.8726646260
        0.8005852000       -50.0000000000         2.2337465043         1.3225253674         2.2863340097        -0.4029131848        -0.8726646260
        0.8054465000       -50.0000000000         2.2337465043         1.3250776943         2.2888858871        -0.3364258606        -0.8726646260
        0.8105570000       -50.0000000000         2.2337465043         1.3225253674         2.2837821322        -0.4029131848        -0.8726646260
        0.8154294000       -50.0000000000         2.2337465043         1.3174207137         2.2812302547        -0.5358878333        -0.8726646260
        0.8204139000       -50.0000000000         2.2337465043         1.3250776943         2.2812302547        -0.3364258606        -0.8726646260
        0.8254562000       -50.0000000000         2.2337465043         1.3199730405         2.2761264998        -0.4694005090        -0.8726646260
        0.8308862000       -50.0000000000         2.2337465043         1.3327346748         2.2888858871        -0.1369638879        -0.8726646260
        0.8354071000       -50.0000000000         2.2337465043         1.3276300211         2.2786783773        -0.2699385364        -0.8726646260
        0.8404220000       -50.0000000000         2.2337465043         1.3506009628         2.2786783773         0.3284473817        -0.8726646260
        0.8454758000       -50.0000000000         2.2337465043         1.3250776943         2.2761264998        -0.3364258606        -0.8726646260
        0.8504766000       -50.0000000000         2.2337465043         1.3174207137         2.2659189900        -0.5358878333        -0.8726646260
        0.8554181000       -50.0000000000         2.2337465043         1.3327346748         2.2812302547        -0.1369638879        -0.8726646260
        0.8604348000       -50.0000000000         2.2337465043         1.3250776943         2.2684708674        -0.3364258606        -0.8726646260
        0.8654988000       -50.0000000000         2.2337465043         1.3174207137         2.2633671125        -0.5358878333        -0.8726646260
        0.8704460000       -50.0000000000         2.2337465043         1.3250776943         2.2812302547        -0.3364258606        -0.8726646260
