% Static Verify Step 3/50  Vcmd=+0.2000V
% Vg_offset=1.337240V  K_gimbal=26.049690  K_lin=5.741200
% omega_avg(last 2.0s)=0.814968 rad/s  omega_target=1.148240 rad/s

Time[s]              Vcmd[V]              Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0007826000         0.2000000000         2.7690844870         1.3327346748         2.0668725482        -0.1173501273         1.1482400000
        0.0054352000         0.2000000000         2.7690844870         1.3327346748         2.0643206707        -0.1173501273         1.1482400000
        0.0104904000         0.2000000000         2.7690844870         1.3352870017         2.0719763031        -0.0508628030         1.1482400000
        0.0154861000         0.2000000000         2.7690844870         1.3378393285         2.0745281806         0.0156245212         1.1482400000
        0.0204725000         0.2000000000         2.7690844870         1.3276300211         2.0643206707        -0.2503247757         1.1482400000
        0.0254135000         0.2000000000         2.7690844870         1.3352870017         2.0719763031        -0.0508628030         1.1482400000
        0.0303936000         0.2000000000         2.7690844870         1.3352870017         2.0719763031        -0.0508628030         1.1482400000
        0.0354050000         0.2000000000         2.7690844870         1.3403916554         2.0694244256         0.0821118454         1.1482400000
        0.0404783000         0.2000000000         2.7690844870         1.3199730405         2.0719763031        -0.4497867484         1.1482400000
        0.0454616000         0.2000000000         2.7690844870         1.3403916554         2.0719763031         0.0821118454         1.1482400000
        0.0504160000         0.2000000000         2.7690844870         1.3327346748         2.0668725482        -0.1173501273         1.1482400000
        0.0554053000         0.2000000000         2.7690844870         1.3454963091         2.0796319355         0.2150864939         1.1482400000
        0.0603793000         0.2000000000         2.7690844870         1.3378393285         2.0668725482         0.0156245212         1.1482400000
        0.0654030000         0.2000000000         2.7690844870         1.3352870017         2.0694244256        -0.0508628030         1.1482400000
        0.0704146000         0.2000000000         2.7690844870         1.3352870017         2.0694244256        -0.0508628030         1.1482400000
        0.0754164000         0.2000000000         2.7690844870         1.3429439823         2.0745281806         0.1485991696         1.1482400000
        0.0806177000         0.2000000000         2.7690844870         1.3403916554         2.0770800580         0.0821118454         1.1482400000
        0.0854697000         0.2000000000         2.7690844870         1.3454963091         2.0821838129         0.2150864939         1.1482400000
        0.0903982000         0.2000000000         2.7690844870         1.3378393285         2.0719763031         0.0156245212         1.1482400000
        0.0954154000         0.2000000000         2.7690844870         1.3378393285         2.0745281806         0.0156245212         1.1482400000
        0.1004600000         0.2000000000         2.7690844870         1.3403916554         2.0770800580         0.0821118454         1.1482400000
        0.1054702000         0.2000000000         2.7690844870         1.3403916554         2.0872875679         0.0821118454         1.1482400000
        0.1104570000         0.2000000000         2.7690844870         1.3454963091         2.0796319355         0.2150864939         1.1482400000
        0.1154595000         0.2000000000         2.7690844870         1.3429439823         2.0796319355         0.1485991696         1.1482400000
        0.1204594000         0.2000000000         2.7690844870         1.3429439823         2.0745281806         0.1485991696         1.1482400000
        0.1254718000         0.2000000000         2.7690844870         1.3199730405         2.0796319355        -0.4497867484         1.1482400000
        0.1304749000         0.2000000000         2.7690844870         1.3454963091         2.0847356904         0.2150864939         1.1482400000
        0.1355219000         0.2000000000         2.7690844870         1.3403916554         2.0668725482         0.0821118454         1.1482400000
        0.1404609000         0.2000000000         2.7690844870         1.3429439823         2.0821838129         0.1485991696         1.1482400000
        0.1454962000         0.2000000000         2.7690844870         1.3352870017         2.0694244256        -0.0508628030         1.1482400000
        0.1504659000         0.2000000000         2.7690844870         1.3378393285         2.0745281806         0.0156245212         1.1482400000
        0.1554869000         0.2000000000         2.7690844870         1.3429439823         2.0796319355         0.1485991696         1.1482400000
        0.1604602000         0.2000000000         2.7690844870         1.3378393285         2.0770800580         0.0156245212         1.1482400000
        0.1654773000         0.2000000000         2.7690844870         1.3378393285         2.0770800580         0.0156245212         1.1482400000
        0.1704679000         0.2000000000         2.7690844870         1.3429439823         2.0821838129         0.1485991696         1.1482400000
        0.1754700000         0.2000000000         2.7690844870         1.3429439823         2.0821838129         0.1485991696         1.1482400000
        0.1805717000         0.2000000000         2.7690844870         1.3301823480         2.0694244256        -0.1838374515         1.1482400000
        0.1854590000         0.2000000000         2.7690844870         1.3429439823         2.0770800580         0.1485991696         1.1482400000
