% Static Verify Step 39/48  OmegaCmd=+1000.0000 deg/s
% Vg_offset=1.337992V  K_gimbal=26.049690
% omega_avg(last 2.0s)=17.553817 rad/s  omega_target=17.453293 rad/s

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0006552000      1000.0000000000         3.9605394700         1.3352870017         0.5051235433        -0.0704765637        17.4532925199
        0.0054437000      1000.0000000000         3.9605394700         1.3454963091         0.5153310531         0.1954727332        17.4532925199
        0.0108726000      1000.0000000000         3.9605394700         1.3429439823         0.5127791757         0.1289854090        17.4532925199
        0.0154583000      1000.0000000000         3.9605394700         1.3378393285         0.5076754207        -0.0039892395        17.4532925199
        0.0205043000      1000.0000000000         3.9605394700         1.3327346748         0.5025716658        -0.1369638879        17.4532925199
        0.0254279000      1000.0000000000         3.9605394700         1.3403916554         0.5076754207         0.0624980848        17.4532925199
        0.0305310000      1000.0000000000         3.9605394700         1.3301823480         0.5025716658        -0.2034512121        17.4532925199
        0.0354041000      1000.0000000000         3.9605394700         1.3454963091         0.5102272982         0.1954727332        17.4532925199
        0.0406985000      1000.0000000000         3.9605394700         1.3531532897         0.5153310531         0.3949347059        17.4532925199
        0.0454321000      1000.0000000000         3.9605394700         1.3888858657         0.5204348080         1.3257572451        17.4532925199
        0.0503923000      1000.0000000000         3.9605394700         1.5139498816         0.5280904404         4.5836361322        17.4532925199
        0.0554729000      1000.0000000000         3.9605394700         1.8534093535         0.5663686023        13.4264502543        17.4532925199
        0.0604381000      1000.0000000000         3.9605394700         1.8329907387         0.6097505191        12.8945516605        17.4532925199
        0.0654001000      1000.0000000000         3.9605394700         1.8176767776         0.6684437007        12.4956277152        17.4532925199
        0.0704879000      1000.0000000000         3.9605394700         1.8100197970         0.7245850047        12.2961657425        17.4532925199
        0.0753922000      1000.0000000000         3.9605394700         1.8049151433         0.7603112892        12.1631910940        17.4532925199
        0.0804908000      1000.0000000000         3.9605394700         1.7819442016         0.8011413285        11.5648051760        17.4532925199
        0.0854211000      1000.0000000000         3.9605394700         1.7640779136         0.8521788777        11.0993939064        17.4532925199
        0.0904165000      1000.0000000000         3.9605394700         1.7691825673         0.8955607945        11.2323685549        17.4532925199
        0.0954928000      1000.0000000000         3.9605394700         1.7742872210         0.9440464662        11.3653432033        17.4532925199
        0.1004472000      1000.0000000000         3.9605394700         1.7972581627         0.9823246281        11.9637291214        17.4532925199
