% Static Verify Step 36/50  Vcmd=-1.8000V
% Vg_offset=1.337240V  K_gimbal=26.049690  K_lin=5.741200
% omega_avg(last 2.0s)=11.021604 rad/s  omega_target=-10.334160 rad/s

Time[s]              Vcmd[V]              Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0006736000        -1.8000000000         1.7268535256         1.3429439823         3.1080385515         0.1485991696       -10.3341600000
        0.0054606000        -1.8000000000         1.7268535256         1.3352870017         3.1029347965        -0.0508628030       -10.3341600000
        0.0103863000        -1.8000000000         1.7268535256         1.3301823480         3.0978310416        -0.1838374515       -10.3341600000
        0.0153908000        -1.8000000000         1.7268535256         1.3454963091         3.1003829191         0.2150864939       -10.3341600000
        0.0203830000        -1.8000000000         1.7268535256         1.3429439823         3.1156941838         0.1485991696       -10.3341600000
        0.0254148000        -1.8000000000         1.7268535256         1.3276300211         3.1029347965        -0.2503247757       -10.3341600000
        0.0303983000        -1.8000000000         1.7268535256         1.3352870017         3.1029347965        -0.0508628030       -10.3341600000
        0.0354292000        -1.8000000000         1.7268535256         1.3403916554         3.1029347965         0.0821118454       -10.3341600000
        0.0404711000        -1.8000000000         1.7268535256         1.3352870017         3.1003829191        -0.0508628030       -10.3341600000
        0.0454038000        -1.8000000000         1.7268535256         1.3429439823         3.1080385515         0.1485991696       -10.3341600000
        0.0503976000        -1.8000000000         1.7268535256         1.3327346748         3.0978310416        -0.1173501273       -10.3341600000
        0.0553825000        -1.8000000000         1.7268535256         1.3352870017         3.1080385515        -0.0508628030       -10.3341600000
        0.0603861000        -1.8000000000         1.7268535256         1.3378393285         3.0952791642         0.0156245212       -10.3341600000
        0.0653943000        -1.8000000000         1.7268535256         1.3403916554         3.1003829191         0.0821118454       -10.3341600000
        0.0703971000        -1.8000000000         1.7268535256         1.3378393285         3.1003829191         0.0156245212       -10.3341600000
        0.0753946000        -1.8000000000         1.7268535256         1.2970020988         3.1029347965        -1.0481726664       -10.3341600000
        0.0803863000        -1.8000000000         1.7268535256         1.0800543160         3.0697603896        -6.6995952257       -10.3341600000
        0.0853821000        -1.8000000000         1.7268535256         1.0647403549         3.0570010023        -7.0985191711       -10.3341600000
        0.0903960000        -1.8000000000         1.7268535256         1.0775019892         3.0314822277        -6.7660825499       -10.3341600000
        0.0954046000        -1.8000000000         1.7268535256         1.0902636235         2.9957559433        -6.4336459288       -10.3341600000
