% Static Verify Step 10/51  Vcmd=+0.5000V
% Vg_offset=1.337622V  K_gimbal=26.049690  K_lin=4.959600
% omega_avg(last 2.0s)=2.390552 rad/s  omega_target=2.479800 rad/s

Time[s]              Vcmd[V]              Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0010820000         0.5000000000         2.8711245037         1.3378393285         0.6837549654         0.0056514226         2.4798000000
        0.0054691000         0.5000000000         2.8711245037         1.3301823480         0.6786512105        -0.1938105501         2.4798000000
        0.0108621000         0.5000000000         2.8711245037         1.3378393285         0.6837549654         0.0056514226         2.4798000000
        0.0155098000         0.5000000000         2.8711245037         1.3301823480         0.6786512105        -0.1938105501         2.4798000000
        0.0206742000         0.5000000000         2.8711245037         1.3352870017         0.6812030879        -0.0608359017         2.4798000000
        0.0256490000         0.5000000000         2.8711245037         1.3429439823         0.6914105978         0.1386260710         2.4798000000
        0.0307275000         0.5000000000         2.8711245037         1.3378393285         0.6812030879         0.0056514226         2.4798000000
        0.0356628000         0.5000000000         2.8711245037         1.3608102703         0.6786512105         0.6040373406         2.4798000000
        0.0406482000         0.5000000000         2.8711245037         1.4297230954         0.6914105978         2.3991950947         2.4798000000
        0.0456892000         0.5000000000         2.8711245037         1.3863335388         0.6965143527         1.2689105829         2.4798000000
        0.0506786000         0.5000000000         2.8711245037         1.3914381925         0.7016181076         1.4018852313         2.4798000000
        0.0557034000         0.5000000000         2.8711245037         1.4195137880         0.7067218625         2.1332457978         2.4798000000
        0.0606994000         0.5000000000         2.8711245037         1.3863335388         0.7143774949         1.2689105829         2.4798000000
        0.0657372000         0.5000000000         2.8711245037         1.4195137880         0.7194812498         2.1332457978         2.4798000000
        0.0705902000         0.5000000000         2.8711245037         1.4067521537         0.7220331273         1.8008091767         2.4798000000
        0.0756938000         0.5000000000         2.8711245037         1.4169614611         0.7424481470         2.0667584736         2.4798000000
        0.0807592000         0.5000000000         2.8711245037         1.4093044805         0.7398962695         1.8672965009         2.4798000000
        0.0855438000         0.5000000000         2.8711245037         1.4169614611         0.7450000244         2.0667584736         2.4798000000
        0.0907529000         0.5000000000         2.8711245037         1.4220661148         0.7654150441         2.1997331220         2.4798000000
        0.0957239000         0.5000000000         2.8711245037         1.4271707685         0.7730706765         2.3327077705         2.4798000000
        0.1008296000         0.5000000000         2.8711245037         1.4093044805         0.7679669216         1.8672965009         2.4798000000
        0.1056769000         0.5000000000         2.8711245037         1.4246184417         0.7883819412         2.2662204463         2.4798000000
        0.1106648000         0.5000000000         2.8711245037         1.4144091342         0.7934856961         2.0002711494         2.4798000000
        0.1155955000         0.5000000000         2.8711245037         1.4118568074         0.7934856961         1.9337838251         2.4798000000
        0.1205919000         0.5000000000         2.8711245037         1.4144091342         0.8011413285         2.0002711494         2.4798000000
        0.1257977000         0.5000000000         2.8711245037         1.4118568074         0.8139007158         1.9337838251         2.4798000000
        0.1305955000         0.5000000000         2.8711245037         1.4246184417         0.8292119806         2.2662204463         2.4798000000
        0.1355486000         0.5000000000         2.8711245037         1.4195137880         0.8317638580         2.1332457978         2.4798000000
        0.1406261000         0.5000000000         2.8711245037         1.4220661148         0.8343157355         2.1997331220         2.4798000000
        0.1457340000         0.5000000000         2.8711245037         1.4169614611         0.8419713679         2.0667584736         2.4798000000
        0.1506011000         0.5000000000         2.8711245037         1.4195137880         0.8598345101         2.1332457978         2.4798000000
        0.1556073000         0.5000000000         2.8711245037         1.4144091342         0.8623863875         2.0002711494         2.4798000000
        0.1608258000         0.5000000000         2.8711245037         1.4246184417         0.8751457748         2.2662204463         2.4798000000
        0.1655788000         0.5000000000         2.8711245037         1.4246184417         0.8879051621         2.2662204463         2.4798000000
        0.1705872000         0.5000000000         2.8711245037         1.4169614611         0.8853532847         2.0667584736         2.4798000000
        0.1756065000         0.5000000000         2.8711245037         1.4246184417         0.8955607945         2.2662204463         2.4798000000
        0.1807042000         0.5000000000         2.8711245037         1.4246184417         0.9159758142         2.2662204463         2.4798000000
        0.1856151000         0.5000000000         2.8711245037         1.4220661148         0.9159758142         2.1997331220         2.4798000000
        0.1907464000         0.5000000000         2.8711245037         1.4220661148         0.9236314466         2.1997331220         2.4798000000
        0.1956326000         0.5000000000         2.8711245037         1.4246184417         0.9389427113         2.2662204463         2.4798000000
        0.2005039000         0.5000000000         2.8711245037         1.4016475000         0.9363908338         1.6678345282         2.4798000000
        0.2055183000         0.5000000000         2.8711245037         1.4118568074         0.9440464662         1.9337838251         2.4798000000
        0.2105528000         0.5000000000         2.8711245037         1.4093044805         0.9517020986         1.8672965009         2.4798000000
        0.2156944000         0.5000000000         2.8711245037         1.4195137880         0.9644614859         2.1332457978         2.4798000000
        0.2205921000         0.5000000000         2.8711245037         1.4195137880         0.9746689957         2.1332457978         2.4798000000
        0.2255795000         0.5000000000         2.8711245037         1.4118568074         0.9772208732         1.9337838251         2.4798000000
        0.2304946000         0.5000000000         2.8711245037         1.4195137880         0.9899802605         2.1332457978         2.4798000000
        0.2356854000         0.5000000000         2.8711245037         1.4246184417         1.0103952802         2.2662204463         2.4798000000
        0.2405690000         0.5000000000         2.8711245037         1.4246184417         1.0078434027         2.2662204463         2.4798000000
        0.2454053000         0.5000000000         2.8711245037         1.4271707685         1.0231546675         2.3327077705         2.4798000000
        0.2503924000         0.5000000000         2.8711245037         1.4246184417         1.0308102998         2.2662204463         2.4798000000
