% Static Verify Step 47/51  Vcmd=-2.3000V
% Vg_offset=1.337622V  K_gimbal=26.049690  K_lin=4.959600
% omega_avg(last 2.0s)=-10.975229 rad/s  omega_target=-11.407080 rad/s

Time[s]              Vcmd[V]              Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0008996000        -2.3000000000         1.5082869129         1.3352870017         2.4088241277        -0.0608359017       -11.4070800000
        0.0055996000        -2.3000000000         1.5082869129         1.3454963091         2.4139278826         0.2051133952       -11.4070800000
        0.0105129000        -2.3000000000         1.5082869129         1.3301823480         2.4037203728        -0.1938105501       -11.4070800000
        0.0156747000        -2.3000000000         1.5082869129         1.3429439823         2.4139278826         0.1386260710       -11.4070800000
        0.0206734000        -2.3000000000         1.5082869129         1.2331939274         2.4088241277        -2.7203288707       -11.4070800000
        0.0256666000        -2.3000000000         1.5082869129         1.1336531800         2.3884091080        -5.3133345156       -11.4070800000
        0.0305872000        -2.3000000000         1.5082869129         1.2025660052         2.3679940883        -3.5181767615       -11.4070800000
        0.0355276000        -2.3000000000         1.5082869129         1.1311008532         2.3628903334        -5.3798218398       -11.4070800000
        0.0406632000        -2.3000000000         1.5082869129         1.0902636235         2.3348196814        -6.4436190274       -11.4070800000
        0.0454235000        -2.3000000000         1.5082869129         1.1362055069         2.3144046617        -5.2468471913       -11.4070800000
        0.0505914000        -2.3000000000         1.5082869129         1.0749496623         2.2888858871        -6.8425429728       -11.4070800000
        0.0556503000        -2.3000000000         1.5082869129         1.0877112966         2.2633671125        -6.5101063517       -11.4070800000
        0.0605782000        -2.3000000000         1.5082869129         1.0749496623         2.2378483379        -6.8425429728       -11.4070800000
        0.0656546000        -2.3000000000         1.5082869129         1.0596357012         2.2097776859        -7.2414669181       -11.4070800000
        0.0706767000        -2.3000000000         1.5082869129         1.0775019892         2.1893626662        -6.7760556486       -11.4070800000
        0.0755357000        -2.3000000000         1.5082869129         1.0800543160         2.1612920142        -6.7095683243       -11.4070800000
        0.0807518000        -2.3000000000         1.5082869129         1.0545310475         2.1332213621        -7.3744415666       -11.4070800000
        0.0857603000        -2.3000000000         1.5082869129         1.0545310475         2.1000469552        -7.3744415666       -11.4070800000
        0.0905944000        -2.3000000000         1.5082869129         1.0136938178         2.0770800580        -8.4382387542       -11.4070800000
        0.0955077000        -2.3000000000         1.5082869129         1.0443217401         2.0413537736        -7.6403908635       -11.4070800000
        0.1005692000        -2.3000000000         1.5082869129         1.0213507983         2.0107312441        -8.2387767816       -11.4070800000
        0.1056575000        -2.3000000000         1.5082869129         1.0264554521         1.9801087146        -8.1058021331       -11.4070800000
        0.1105862000        -2.3000000000         1.5082869129         1.0111414909         1.9494861851        -8.5047260785       -11.4070800000
        0.1155832000        -2.3000000000         1.5082869129         1.0136938178         1.9163117781        -8.4382387542       -11.4070800000
        0.1205671000        -2.3000000000         1.5082869129         1.0085891641         1.8882411261        -8.5712134027       -11.4070800000
        0.1256530000        -2.3000000000         1.5082869129         1.0085891641         1.8576185965        -8.5712134027       -11.4070800000
        0.1306264000        -2.3000000000         1.5082869129         0.9983798566         1.8142366797        -8.8371626996       -11.4070800000
        0.1357247000        -2.3000000000         1.5082869129         0.9830658955         1.7810622728        -9.2360866450       -11.4070800000
        0.1406832000        -2.3000000000         1.5082869129         1.0085891641         1.7529916207        -8.5712134027       -11.4070800000
        0.1455509000        -2.3000000000         1.5082869129         0.9856182224         1.7249209687        -9.1695993207       -11.4070800000
        0.1505801000        -2.3000000000         1.5082869129         0.9932752029         1.6815390519        -8.9701373480       -11.4070800000
        0.1556261000        -2.3000000000         1.5082869129         0.9830658955         1.6458127674        -9.2360866450       -11.4070800000
        0.1605914000        -2.3000000000         1.5082869129         0.9932752029         1.6202939929        -8.9701373480       -11.4070800000
        0.1656448000        -2.3000000000         1.5082869129         0.9856182224         1.5871195859        -9.1695993207       -11.4070800000
        0.1706195000        -2.3000000000         1.5082869129         0.9907228761         1.5539451789        -9.0366246723       -11.4070800000
        0.1756751000        -2.3000000000         1.5082869129         0.9728565881         1.5105632621        -9.5020359419       -11.4070800000
        0.1807455000        -2.3000000000         1.5082869129         0.9805135686         1.4824926101        -9.3025739692       -11.4070800000
        0.1856222000        -2.3000000000         1.5082869129         0.9779612418         1.4493182031        -9.3690612934       -11.4070800000
        0.1906294000        -2.3000000000         1.5082869129         0.9728565881         1.4059362863        -9.5020359419       -11.4070800000
        0.1955094000        -2.3000000000         1.5082869129         0.9728565881         1.3778656343        -9.5020359419       -11.4070800000
        0.2006273000        -2.3000000000         1.5082869129         0.9830658955         1.3421393498        -9.2360866450       -11.4070800000
        0.2055611000        -2.3000000000         1.5082869129         0.9728565881         1.3089649429        -9.5020359419       -11.4070800000
        0.2105660000        -2.3000000000         1.5082869129         0.9779612418         1.2706867810        -9.3690612934       -11.4070800000
        0.2155570000        -2.3000000000         1.5082869129         0.9754089149         1.2349604965        -9.4355486176       -11.4070800000
        0.2205511000        -2.3000000000         1.5082869129         0.9626472806         1.2017860896        -9.7679852388       -11.4070800000
        0.2255844000        -2.3000000000         1.5082869129         0.9728565881         1.1635079277        -9.5020359419       -11.4070800000
        0.2307595000        -2.3000000000         1.5082869129         0.9626472806         1.1277816433        -9.7679852388       -11.4070800000
        0.2355937000        -2.3000000000         1.5082869129         0.9600949538         1.0920553588        -9.8344725630       -11.4070800000
        0.2407096000        -2.3000000000         1.5082869129         0.9703042612         1.0537771970        -9.5685232661       -11.4070800000
        0.2454485000        -2.3000000000         1.5082869129         0.9575426269         1.0154990351        -9.9009598872       -11.4070800000
        0.2505979000        -2.3000000000         1.5082869129         0.9626472806         0.9772208732        -9.7679852388       -11.4070800000
        0.2555835000        -2.3000000000         1.5082869129         0.9575426269         0.9389427113        -9.9009598872       -11.4070800000
        0.2605827000        -2.3000000000         1.5082869129         0.9626472806         0.9032164269        -9.7679852388       -11.4070800000
        0.2655152000        -2.3000000000         1.5082869129         0.9524379732         0.8572826326       -10.0339345357       -11.4070800000
        0.2706021000        -2.3000000000         1.5082869129         0.9524379732         0.8266601031       -10.0339345357       -11.4070800000
        0.2755993000        -2.3000000000         1.5082869129         0.9651996075         0.7883819412        -9.7014979145       -11.4070800000
        0.2807724000        -2.3000000000         1.5082869129         0.9524379732         0.7501037793       -10.0339345357       -11.4070800000
        0.2856660000        -2.3000000000         1.5082869129         0.9473333195         0.7092737400       -10.1669091841       -11.4070800000
        0.2906493000        -2.3000000000         1.5082869129         0.9703042612         0.6684437007        -9.5685232661       -11.4070800000
        0.2954732000        -2.3000000000         1.5082869129         0.9447809927         0.6225099064       -10.2333965084       -11.4070800000
        0.3007044000        -2.3000000000         1.5082869129         0.9447809927         0.5893354994       -10.2333965084       -11.4070800000
        0.3056987000        -2.3000000000         1.5082869129         0.9651996075         0.5536092150        -9.7014979145       -11.4070800000
        0.3106974000        -2.3000000000         1.5082869129         0.9447809927         0.5127791757       -10.2333965084       -11.4070800000
        0.3156329000        -2.3000000000         1.5082869129         0.9600949538         0.4796047687        -9.8344725630       -11.4070800000
        0.3205962000        -2.3000000000         1.5082869129         0.9549903001         0.4413266068        -9.9674472114       -11.4070800000
        0.3255826000        -2.3000000000         1.5082869129         0.9396763389         0.3928409351       -10.3663711568       -11.4070800000
        0.3306585000        -2.3000000000         1.5082869129         0.9498856464         0.3494590183       -10.1004218599       -11.4070800000
        0.3357035000        -2.3000000000         1.5082869129         0.9447809927         0.3239402437       -10.2333965084       -11.4070800000
        0.3406480000        -2.3000000000         1.5082869129         0.9422286658         0.2754545720       -10.2998838326       -11.4070800000
        0.3454564000        -2.3000000000         1.5082869129         0.9422286658         0.2269689002       -10.2998838326       -11.4070800000
        0.3505926000        -2.3000000000         1.5082869129         0.9422286658         0.1912426158       -10.2998838326       -11.4070800000
        0.3555728000        -2.3000000000         1.5082869129         0.9320193584         0.1427569441       -10.5658331295       -11.4070800000
        0.3607405000        -2.3000000000         1.5082869129         0.9575426269         0.1121344146        -9.9009598872       -11.4070800000
        0.3655250000        -2.3000000000         1.5082869129         0.9218100509         0.0687524978       -10.8317824264       -11.4070800000
        0.3707088000        -2.3000000000         1.5082869129         0.9600949538         0.0355780908        -9.8344725630       -11.4070800000
        0.3757337000        -2.3000000000         1.5082869129         0.9524379732         0.0024036839       -10.0339345357       -11.4070800000
        0.3805955000        -2.3000000000         1.5082869129         0.9167053972         0.0024036839       -10.9647570748       -11.4070800000
        0.3855624000        -2.3000000000         1.5082869129         0.9524379732        -0.0027000711       -10.0339345357       -11.4070800000
        0.3905886000        -2.3000000000         1.5082869129         0.9396763389         1.1048147461       -10.3663711568       -11.4070800000
        0.3954826000        -2.3000000000         1.5082869129         0.9192577241         4.9785647289       -10.8982697506       -11.4070800000
        0.4006990000        -2.3000000000         1.5082869129         0.9549903001         5.0142910133        -9.9674472114       -11.4070800000
        0.4056234000        -2.3000000000         1.5082869129         0.9524379732         5.0091872584       -10.0339345357       -11.4070800000
        0.4107152000        -2.3000000000         1.5082869129         0.9320193584         5.0066353810       -10.5658331295       -11.4070800000
        0.4156149000        -2.3000000000         1.5082869129         0.9498856464         4.9709090965       -10.1004218599       -11.4070800000
        0.4205570000        -2.3000000000         1.5082869129         0.9549903001         4.9326309346        -9.9674472114       -11.4070800000
        0.4256028000        -2.3000000000         1.5082869129         0.9192577241         4.8892490178       -10.8982697506       -11.4070800000
        0.4305698000        -2.3000000000         1.5082869129         0.9524379732         4.8509708560       -10.0339345357       -11.4070800000
        0.4356063000        -2.3000000000         1.5082869129         0.9549903001         4.8050370617        -9.9674472114       -11.4070800000
        0.4405057000        -2.3000000000         1.5082869129         0.9218100509         4.7591032674       -10.8317824264       -11.4070800000
        0.4454296000        -2.3000000000         1.5082869129         0.9320193584         4.7157213506       -10.5658331295       -11.4070800000
        0.4505122000        -2.3000000000         1.5082869129         0.9549903001         4.6799950662        -9.9674472114       -11.4070800000
        0.4556044000        -2.3000000000         1.5082869129         0.9090484167         4.6340612719       -11.1642190475       -11.4070800000
        0.4605736000        -2.3000000000         1.5082869129         0.9600949538         4.5957831101        -9.8344725630       -11.4070800000
        0.4655029000        -2.3000000000         1.5082869129         0.9677519344         4.5549530707        -9.6350105903       -11.4070800000
        0.4704399000        -2.3000000000         1.5082869129         0.9116007435         4.5141230314       -11.0977317233       -11.4070800000
        0.4755348000        -2.3000000000         1.5082869129         0.9371240121         4.4681892371       -10.4328584810       -11.4070800000
        0.4804713000        -2.3000000000         1.5082869129         0.9600949538         4.4324629527        -9.8344725630       -11.4070800000
        0.4854358000        -2.3000000000         1.5082869129         0.9064960898         4.3890810359       -11.2307063718       -11.4070800000
        0.4904254000        -2.3000000000         1.5082869129         0.9524379732         4.3508028740       -10.0339345357       -11.4070800000
        0.4954140000        -2.3000000000         1.5082869129         0.9269147047         4.3048690797       -10.6988077779       -11.4070800000
        0.5004258000        -2.3000000000         1.5082869129         0.9269147047         4.2742465502       -10.6988077779       -11.4070800000
        0.5054509000        -2.3000000000         1.5082869129         0.9396763389         4.2206571236       -10.3663711568       -11.4070800000
        0.5104287000        -2.3000000000         1.5082869129         0.9218100509         4.1874827166       -10.8317824264       -11.4070800000
        0.5154506000        -2.3000000000         1.5082869129         0.9371240121         4.1492045547       -10.4328584810       -11.4070800000
        0.5204277000        -2.3000000000         1.5082869129         0.9371240121         4.0981670056       -10.4328584810       -11.4070800000
