% Static Verify Step 17/48  OmegaCmd=+450.0000 deg/s
% Vg_offset=1.337992V  K_gimbal=26.049690
% omega_avg(last 2.0s)=7.741950 rad/s  omega_target=7.853982 rad/s

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0007013000       450.0000000000         3.1892573757         1.3301823480         2.8630583154        -0.2034512121         7.8539816340
        0.0054370000       450.0000000000         3.1892573757         1.3378393285         2.8707139478        -0.0039892395         7.8539816340
        0.0104198000       450.0000000000         3.1892573757         1.3327346748         2.8630583154        -0.1369638879         7.8539816340
        0.0154137000       450.0000000000         3.1892573757         1.3378393285         2.8681620703        -0.0039892395         7.8539816340
        0.0204962000       450.0000000000         3.1892573757         1.3378393285         2.8707139478        -0.0039892395         7.8539816340
        0.0253879000       450.0000000000         3.1892573757         1.3429439823         2.8758177027         0.1289854090         7.8539816340
        0.0304390000       450.0000000000         3.1892573757         1.3403916554         2.8707139478         0.0624980848         7.8539816340
        0.0353914000       450.0000000000         3.1892573757         1.3429439823         2.8758177027         0.1289854090         7.8539816340
        0.0403947000       450.0000000000         3.1892573757         1.3327346748         2.8630583154        -0.1369638879         7.8539816340
        0.0454339000       450.0000000000         3.1892573757         1.3429439823         2.8758177027         0.1289854090         7.8539816340
        0.0505713000       450.0000000000         3.1892573757         1.3378393285         2.8707139478        -0.0039892395         7.8539816340
        0.0554472000       450.0000000000         3.1892573757         1.3378393285         2.8681620703        -0.0039892395         7.8539816340
        0.0605131000       450.0000000000         3.1892573757         1.3352870017         2.8707139478        -0.0704765637         7.8539816340
        0.0654628000       450.0000000000         3.1892573757         1.3327346748         2.8656101929        -0.1369638879         7.8539816340
        0.0704447000       450.0000000000         3.1892573757         1.3454963091         2.8732658252         0.1954727332         7.8539816340
        0.0753880000       450.0000000000         3.1892573757         1.3123160600         2.8630583154        -0.6688624817         7.8539816340
        0.0804553000       450.0000000000         3.1892573757         1.3480486360         2.8707139478         0.2619600575         7.8539816340
        0.0854246000       450.0000000000         3.1892573757         1.4807696325         2.8809214576         3.7193009172         7.8539816340
        0.0904984000       450.0000000000         3.1892573757         1.6262522633         2.8987845998         7.5090783982         7.8539816340
        0.0953878000       450.0000000000         3.1892573757         1.6109383022         2.9345108842         7.1101544528         7.8539816340
        0.1005057000       450.0000000000         3.1892573757         1.6007289948         2.9651334138         6.8442051559         7.8539816340
        0.1054124000       450.0000000000         3.1892573757         1.5675487456         2.9829965560         5.9798699409         7.8539816340
        0.1104398000       450.0000000000         3.1892573757         1.5496824576         3.0110672080         5.5144586714         7.8539816340
        0.1154645000       450.0000000000         3.1892573757         1.5292638428         3.0289303502         4.9825600775         7.8539816340
        0.1204563000       450.0000000000         3.1892573757         1.5241591891         3.0442416150         4.8495854291         7.8539816340
        0.1254620000       450.0000000000         3.1892573757         1.5113975548         3.0595528797         4.5171488080         7.8539816340
        0.1304848000       450.0000000000         3.1892573757         1.5139498816         3.0774160220         4.5836361322         7.8539816340
        0.1354015000       450.0000000000         3.1892573757         1.5343684965         3.0978310416         5.1155347260         7.8539816340
        0.1404641000       450.0000000000         3.1892573757         1.5777580530         3.1182460613         6.2458192379         7.8539816340
        0.1454304000       450.0000000000         3.1892573757         1.5777580530         3.1386610810         6.2458192379         7.8539816340
        0.1504323000       450.0000000000         3.1892573757         1.5649964188         3.1616279781         5.9133826167         7.8539816340
        0.1554290000       450.0000000000         3.1892573757         1.5726533993         3.1999061400         6.1128445894         7.8539816340
        0.1604631000       450.0000000000         3.1892573757         1.5701010725         3.2152174047         6.0463572652         7.8539816340
        0.1654853000       450.0000000000         3.1892573757         1.5803103799         3.2407361793         6.3123065621         7.8539816340
        0.1704945000       450.0000000000         3.1892573757         1.5752057262         3.2585993215         6.1793319136         7.8539816340
        0.1754724000       450.0000000000         3.1892573757         1.5828627068         3.2892218510         6.3787938863         7.8539816340
        0.1804326000       450.0000000000         3.1892573757         1.5675487456         3.3172925031         5.9798699409         7.8539816340
        0.1854546000       450.0000000000         3.1892573757         1.5879673605         3.3377075228         6.5117685348         7.8539816340
        0.1903868000       450.0000000000         3.1892573757         1.5905196873         3.3657781748         6.5782558590         7.8539816340
        0.1954208000       450.0000000000         3.1892573757         1.5828627068         3.3836413170         6.3787938863         7.8539816340
        0.2004949000       450.0000000000         3.1892573757         1.5905196873         3.4142638465         6.5782558590         7.8539816340
        0.2053918000       450.0000000000         3.1892573757         1.6007289948         3.4474382535         6.8442051559         7.8539816340
        0.2103805000       450.0000000000         3.1892573757         1.5981766679         3.4678532732         6.7777178317         7.8539816340
        0.2154242000       450.0000000000         3.1892573757         1.5956243410         3.4882682929         6.7112305074         7.8539816340
        0.2204506000       450.0000000000         3.1892573757         1.6007289948         3.5214426998         6.8442051559         7.8539816340
        0.2254548000       450.0000000000         3.1892573757         1.5930720142         3.5444095970         6.6447431832         7.8539816340
        0.2303890000       450.0000000000         3.1892573757         1.6032813216         3.5699283715         6.9106924801         7.8539816340
        0.2354083000       450.0000000000         3.1892573757         1.5956243410         3.5903433912         6.7112305074         7.8539816340
        0.2403874000       450.0000000000         3.1892573757         1.6134906290         3.6286215531         7.1766417770         7.8539816340
        0.2454017000       450.0000000000         3.1892573757         1.5981766679         3.6439328179         6.7777178317         7.8539816340
        0.2503873000       450.0000000000         3.1892573757         1.6058336485         3.6847628572         6.9771798043         7.8539816340
        0.2554731000       450.0000000000         3.1892573757         1.6083859753         3.7000741219         7.0436671286         7.8539816340
        0.2604195000       450.0000000000         3.1892573757         1.6109383022         3.7383522838         7.1101544528         7.8539816340
        0.2654506000       450.0000000000         3.1892573757         1.6032813216         3.7613191810         6.9106924801         7.8539816340
        0.2704434000       450.0000000000         3.1892573757         1.5752057262         3.7791823232         6.1793319136         7.8539816340
        0.2755096000       450.0000000000         3.1892573757         1.6109383022         3.8098048527         7.1101544528         7.8539816340
        0.2804391000       450.0000000000         3.1892573757         1.6109383022         3.8378755047         7.1101544528         7.8539816340
        0.2853979000       450.0000000000         3.1892573757         1.6083859753         3.8633942793         7.0436671286         7.8539816340
        0.2904881000       450.0000000000         3.1892573757         1.6007289948         3.8889130539         6.8442051559         7.8539816340
