% Static Verify Step 20/50  Vcmd=-1.0000V
% Vg_offset=1.337240V  K_gimbal=26.049690  K_lin=5.741200
% omega_avg(last 2.0s)=3.328189 rad/s  omega_target=-5.741200 rad/s

Time[s]              Vcmd[V]              Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0006687000        -1.0000000000         1.9750560145         1.3378393285         2.8273320310         0.0156245212        -5.7412000000
        0.0054547000        -1.0000000000         1.9750560145         1.3301823480         2.8324357859        -0.1838374515        -5.7412000000
        0.0104544000        -1.0000000000         1.9750560145         1.3378393285         2.8324357859         0.0156245212        -5.7412000000
        0.0154197000        -1.0000000000         1.9750560145         1.3327346748         2.8375395408        -0.1173501273        -5.7412000000
        0.0204273000        -1.0000000000         1.9750560145         1.3378393285         2.8324357859         0.0156245212        -5.7412000000
        0.0261608000        -1.0000000000         1.9750560145         1.3454963091         2.8400914183         0.2150864939        -5.7412000000
        0.0304257000        -1.0000000000         1.9750560145         1.3276300211         2.8400914183        -0.2503247757        -5.7412000000
        0.0354559000        -1.0000000000         1.9750560145         1.3429439823         2.8400914183         0.1485991696        -5.7412000000
        0.0404064000        -1.0000000000         1.9750560145         1.3403916554         2.8324357859         0.0821118454        -5.7412000000
        0.0454330000        -1.0000000000         1.9750560145         1.3327346748         2.8273320310        -0.1173501273        -5.7412000000
        0.0503939000        -1.0000000000         1.9750560145         1.3276300211         2.8222282761        -0.2503247757        -5.7412000000
        0.0554247000        -1.0000000000         1.9750560145         1.3454963091         2.8400914183         0.2150864939        -5.7412000000
        0.0604218000        -1.0000000000         1.9750560145         1.3352870017         2.8324357859        -0.0508628030        -5.7412000000
        0.0654320000        -1.0000000000         1.9750560145         1.3276300211         2.8324357859        -0.2503247757        -5.7412000000
        0.0704185000        -1.0000000000         1.9750560145         1.3454963091         2.8375395408         0.2150864939        -5.7412000000
        0.0754237000        -1.0000000000         1.9750560145         1.3403916554         2.8298839084         0.0821118454        -5.7412000000
        0.0804118000        -1.0000000000         1.9750560145         1.3352870017         2.8324357859        -0.0508628030        -5.7412000000
        0.0854568000        -1.0000000000         1.9750560145         1.3352870017         2.8273320310        -0.0508628030        -5.7412000000
        0.0904216000        -1.0000000000         1.9750560145         1.3429439823         2.8375395408         0.1485991696        -5.7412000000
        0.0954199000        -1.0000000000         1.9750560145         1.3352870017         2.8298839084        -0.0508628030        -5.7412000000
        0.1004180000        -1.0000000000         1.9750560145         1.3021067526         2.8298839084        -0.9151980180        -5.7412000000
        0.1054089000        -1.0000000000         1.9750560145         1.1438624875         2.8171245211        -5.0374121200        -5.7412000000
        0.1104111000        -1.0000000000         1.9750560145         1.1285485263         2.7941576240        -5.4363360654        -5.7412000000
        0.1154668000        -1.0000000000         1.9750560145         1.1591764486         2.7762944818        -4.6384881747        -5.7412000000
        0.1204057000        -1.0000000000         1.9750560145         1.1668334292         2.7507757072        -4.4390262020        -5.7412000000
        0.1254082000        -1.0000000000         1.9750560145         1.1923566977         2.7456719523        -3.7741529597        -5.7412000000
        0.1303997000        -1.0000000000         1.9750560145         1.2102229857         2.7252569326        -3.3087416901        -5.7412000000
        0.1356415000        -1.0000000000         1.9750560145         1.2178799663         2.7252569326        -3.1092797175        -5.7412000000
        0.1403967000        -1.0000000000         1.9750560145         1.2306416006         2.7176013002        -2.7768430963        -5.7412000000
        0.1460155000        -1.0000000000         1.9750560145         1.2127753126         2.6971862806        -3.2422543659        -5.7412000000
        0.1504155000        -1.0000000000         1.9750560145         1.1821473903         2.6818750158        -4.0401022566        -5.7412000000
        0.1554128000        -1.0000000000         1.9750560145         1.1795950634         2.6691156285        -4.1065895809        -5.7412000000
        0.1604146000        -1.0000000000         1.9750560145         1.1770427366         2.6435968539        -4.1730769051        -5.7412000000
        0.1654090000        -1.0000000000         1.9750560145         1.1923566977         2.6461487314        -3.7741529597        -5.7412000000
        0.1704109000        -1.0000000000         1.9750560145         1.1846997172         2.6129743244        -3.9736149324        -5.7412000000
        0.1754012000        -1.0000000000         1.9750560145         1.1923566977         2.6104224470        -3.7741529597        -5.7412000000
        0.1804303000        -1.0000000000         1.9750560145         1.1770427366         2.5849036724        -4.1730769051        -5.7412000000
        0.1854217000        -1.0000000000         1.9750560145         1.1795950634         2.5721442851        -4.1065895809        -5.7412000000
        0.1904112000        -1.0000000000         1.9750560145         1.1770427366         2.5670405302        -4.1730769051        -5.7412000000
        0.1954084000        -1.0000000000         1.9750560145         1.1846997172         2.5415217556        -3.9736149324        -5.7412000000
        0.2006090000        -1.0000000000         1.9750560145         1.1795950634         2.5236586133        -4.1065895809        -5.7412000000
        0.2054241000        -1.0000000000         1.9750560145         1.1795950634         2.5108992261        -4.1065895809        -5.7412000000
        0.2104314000        -1.0000000000         1.9750560145         1.1795950634         2.4955879613        -4.1065895809        -5.7412000000
        0.2154141000        -1.0000000000         1.9750560145         1.1744904097         2.4777248191        -4.2395642293        -5.7412000000
        0.2204268000        -1.0000000000         1.9750560145         1.1821473903         2.4649654318        -4.0401022566        -5.7412000000
        0.2254193000        -1.0000000000         1.9750560145         1.1642811023         2.4368947797        -4.5055135262        -5.7412000000
        0.2304128000        -1.0000000000         1.9750560145         1.1719380829         2.4317910248        -4.3060515535        -5.7412000000
        0.2354095000        -1.0000000000         1.9750560145         1.1693857560         2.4037203728        -4.3725388778        -5.7412000000
        0.2404258000        -1.0000000000         1.9750560145         1.1642811023         2.3935128629        -4.5055135262        -5.7412000000
        0.2454327000        -1.0000000000         1.9750560145         1.1515194680         2.3730978433        -4.8379501474        -5.7412000000
        0.2504141000        -1.0000000000         1.9750560145         1.1719380829         2.3628903334        -4.3060515535        -5.7412000000
        0.2554184000        -1.0000000000         1.9750560145         1.1744904097         2.3450271912        -4.2395642293        -5.7412000000
        0.2604344000        -1.0000000000         1.9750560145         1.1821473903         2.3271640490        -4.0401022566        -5.7412000000
        0.2653951000        -1.0000000000         1.9750560145         1.1642811023         2.3118527843        -4.5055135262        -5.7412000000
        0.2704272000        -1.0000000000         1.9750560145         1.1821473903         2.3016452744        -4.0401022566        -5.7412000000
        0.2754195000        -1.0000000000         1.9750560145         1.1744904097         2.2735746224        -4.2395642293        -5.7412000000
        0.2804873000        -1.0000000000         1.9750560145         1.1719380829         2.2608152351        -4.3060515535        -5.7412000000
        0.2854014000        -1.0000000000         1.9750560145         1.1668334292         2.2455039703        -4.4390262020        -5.7412000000
        0.2904225000        -1.0000000000         1.9750560145         1.1770427366         2.2352964605        -4.1730769051        -5.7412000000
        0.2954195000        -1.0000000000         1.9750560145         1.1770427366         2.2072258084        -4.1730769051        -5.7412000000
        0.3004335000        -1.0000000000         1.9750560145         1.1795950634         2.1919145437        -4.1065895809        -5.7412000000
        0.3054072000        -1.0000000000         1.9750560145         1.1693857560         2.1766032789        -4.3725388778        -5.7412000000
        0.3104012000        -1.0000000000         1.9750560145         1.1719380829         2.1638438916        -4.3060515535        -5.7412000000
        0.3154191000        -1.0000000000         1.9750560145         1.1617287755         2.1383251170        -4.5720008504        -5.7412000000
        0.3204860000        -1.0000000000         1.9750560145         1.1668334292         2.1230138523        -4.4390262020        -5.7412000000
        0.3254153000        -1.0000000000         1.9750560145         1.1770427366         2.1179100974        -4.1730769051        -5.7412000000
        0.3304253000        -1.0000000000         1.9750560145         1.1591764486         2.0872875679        -4.6384881747        -5.7412000000
        0.3354424000        -1.0000000000         1.9750560145         1.1744904097         2.0796319355        -4.2395642293        -5.7412000000
        0.3403877000        -1.0000000000         1.9750560145         1.1846997172         2.0643206707        -3.9736149324        -5.7412000000
        0.3455317000        -1.0000000000         1.9750560145         1.1719380829         2.0464575285        -4.3060515535        -5.7412000000
        0.3504731000        -1.0000000000         1.9750560145         1.1744904097         2.0285943863        -4.2395642293        -5.7412000000
        0.3554193000        -1.0000000000         1.9750560145         1.1821473903         2.0183868765        -4.0401022566        -5.7412000000
        0.3604122000        -1.0000000000         1.9750560145         1.1795950634         1.9979718568        -4.1065895809        -5.7412000000
        0.3654385000        -1.0000000000         1.9750560145         1.1795950634         1.9826605920        -4.1065895809        -5.7412000000
        0.3704158000        -1.0000000000         1.9750560145         1.1693857560         1.9647974498        -4.3725388778        -5.7412000000
        0.3754140000        -1.0000000000         1.9750560145         1.1693857560         1.9520380625        -4.3725388778        -5.7412000000
        0.3804194000        -1.0000000000         1.9750560145         1.1642811023         1.9239674105        -4.5055135262        -5.7412000000
        0.3854382000        -1.0000000000         1.9750560145         1.1846997172         1.9239674105        -3.9736149324        -5.7412000000
        0.3904016000        -1.0000000000         1.9750560145         1.1846997172         1.9061042683        -3.9736149324        -5.7412000000
        0.3954352000        -1.0000000000         1.9750560145         1.1795950634         1.8882411261        -4.1065895809        -5.7412000000
