% Static Verify Step 40/48  OmegaCmd=-1000.0000 deg/s
% Vg_offset=1.337992V  K_gimbal=26.049690
% omega_avg(last 2.0s)=-17.319948 rad/s  omega_target=-17.453293 rad/s

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0022157000     -1000.0000000000         0.9514430000         1.3378393285         3.0493453699        -0.0039892395       -17.4532925199
        0.0055777000     -1000.0000000000         0.9514430000         1.3403916554         3.0493453699         0.0624980848       -17.4532925199
        0.0105582000     -1000.0000000000         0.9514430000         1.3352870017         3.0518972474        -0.0704765637       -17.4532925199
        0.0155243000     -1000.0000000000         0.9514430000         1.3429439823         3.0518972474         0.1289854090       -17.4532925199
        0.0204687000     -1000.0000000000         0.9514430000         1.3429439823         3.0544491248         0.1289854090       -17.4532925199
        0.0254520000     -1000.0000000000         0.9514430000         1.3301823480         3.0442416150        -0.2034512121       -17.4532925199
        0.0304484000     -1000.0000000000         0.9514430000         1.3327346748         3.0467934924        -0.1369638879       -17.4532925199
        0.0354600000     -1000.0000000000         0.9514430000         1.3378393285         3.0493453699        -0.0039892395       -17.4532925199
        0.0404829000     -1000.0000000000         0.9514430000         1.3378393285         3.0442416150        -0.0039892395       -17.4532925199
        0.0454586000     -1000.0000000000         0.9514430000         1.3352870017         3.0467934924        -0.0704765637       -17.4532925199
        0.0504501000     -1000.0000000000         0.9514430000         1.2331939274         3.0416897375        -2.7299695327       -17.4532925199
        0.0555481000     -1000.0000000000         0.9514430000         0.8426879184         2.9957559433       -12.9025301394       -17.4532925199
        0.0605135000     -1000.0000000000         0.9514430000         0.8401355915         2.9523740265       -12.9690174637       -17.4532925199
        0.0655107000     -1000.0000000000         0.9514430000         0.8656588601         2.9038883547       -12.3041442214       -17.4532925199
        0.0705280000     -1000.0000000000         0.9514430000         0.8758681675         2.8554026830       -12.0381949245       -17.4532925199
        0.0755065000     -1000.0000000000         0.9514430000         0.9013914361         2.8069170113       -11.3733216822       -17.4532925199
        0.0804534000     -1000.0000000000         0.9514430000         0.9218100509         2.7660869720       -10.8414230884       -17.4532925199
        0.0854770000     -1000.0000000000         0.9514430000         0.9243623778         2.7176013002       -10.7749357642       -17.4532925199
        0.0904913000     -1000.0000000000         0.9514430000         0.9090484167         2.6818750158       -11.1738597095       -17.4532925199
        0.0955214000     -1000.0000000000         0.9514430000         0.8248216304         2.6231818342       -13.3679414090       -17.4532925199
        0.1005151000     -1000.0000000000         0.9514430000         0.8350309378         2.5772480400       -13.1019921121       -17.4532925199
        0.1055246000     -1000.0000000000         0.9514430000         0.8350309378         2.5338661232       -13.1019921121       -17.4532925199
        0.1105300000     -1000.0000000000         0.9514430000         0.8299262841         2.4751729416       -13.2349667606       -17.4532925199
        0.1154654000     -1000.0000000000         0.9514430000         0.8095076693         2.4190316375       -13.7668653544       -17.4532925199
        0.1204558000     -1000.0000000000         0.9514430000         0.8095076693         2.3628903334       -13.7668653544       -17.4532925199
        0.1254719000     -1000.0000000000         0.9514430000         0.8044030155         2.3118527843       -13.8998400028       -17.4532925199
        0.1304763000     -1000.0000000000         0.9514430000         0.8069553424         2.2659189900       -13.8333526786       -17.4532925199
        0.1355115000     -1000.0000000000         0.9514430000         0.7916413813         2.2123295633       -14.2322766240       -17.4532925199
        0.1405000000     -1000.0000000000         0.9514430000         0.7890890544         2.1459807494       -14.2987639482       -17.4532925199
        0.1454987000     -1000.0000000000         0.9514430000         0.7839844007         2.0923913228       -14.4317385966       -17.4532925199
        0.1505033000     -1000.0000000000         0.9514430000         0.7839844007         2.0439056511       -14.4317385966       -17.4532925199
        0.1555058000     -1000.0000000000         0.9514430000         0.7865367276         1.9903162244       -14.3652512724       -17.4532925199
        0.1604981000     -1000.0000000000         0.9514430000         0.7788797470         1.9316230429       -14.5647132451       -17.4532925199
        0.1654731000     -1000.0000000000         0.9514430000         0.7814320738         1.8882411261       -14.4982259209       -17.4532925199
        0.1704760000     -1000.0000000000         0.9514430000         0.7814320738         1.8320998220       -14.4982259209       -17.4532925199
        0.1754927000     -1000.0000000000         0.9514430000         0.7712227664         1.7708547629       -14.7641752178       -17.4532925199
        0.1805072000     -1000.0000000000         0.9514430000         0.7635657858         1.7147134588       -14.9636371905       -17.4532925199
        0.1854938000     -1000.0000000000         0.9514430000         0.7686704396         1.6560202773       -14.8306625420       -17.4532925199
        0.1904923000     -1000.0000000000         0.9514430000         0.7686704396         1.6075346056       -14.8306625420       -17.4532925199
        0.1954942000     -1000.0000000000         0.9514430000         0.7712227664         1.5513933015       -14.7641752178       -17.4532925199
        0.2004708000     -1000.0000000000         0.9514430000         0.7635657858         1.4875963650       -14.9636371905       -17.4532925199
        0.2054767000     -1000.0000000000         0.9514430000         0.7508041516         1.4237994285       -15.2960738116       -17.4532925199
        0.2104906000     -1000.0000000000         0.9514430000         0.7508041516         1.3753137568       -15.2960738116       -17.4532925199
        0.2154756000     -1000.0000000000         0.9514430000         0.7456994979         1.3115168203       -15.4290484600       -17.4532925199
        0.2204966000     -1000.0000000000         0.9514430000         0.7456994979         1.2528236388       -15.4290484600       -17.4532925199
        0.2254598000     -1000.0000000000         0.9514430000         0.7508041516         1.1992342121       -15.2960738116       -17.4532925199
        0.2304610000     -1000.0000000000         0.9514430000         0.7533564784         1.1456447855       -15.2295864874       -17.4532925199
        0.2354833000     -1000.0000000000         0.9514430000         0.7431471710         1.0818478490       -15.4955357843       -17.4532925199
        0.2405008000     -1000.0000000000         0.9514430000         0.7405948441         1.0257065449       -15.5620231085       -17.4532925199
        0.2454789000     -1000.0000000000         0.9514430000         0.7482518247         0.9721171183       -15.3625611358       -17.4532925199
        0.2504979000     -1000.0000000000         0.9514430000         0.7380425173         0.9185276916       -15.6285104327       -17.4532925199
        0.2554982000     -1000.0000000000         0.9514430000         0.7431471710         0.8496270002       -15.4955357843       -17.4532925199
        0.2604990000     -1000.0000000000         0.9514430000         0.7405948441         0.7909338187       -15.5620231085       -17.4532925199
        0.2654764000     -1000.0000000000         0.9514430000         0.7508041516         0.7322406371       -15.2960738116       -17.4532925199
        0.2704698000     -1000.0000000000         0.9514430000         0.7508041516         0.6812030879       -15.2960738116       -17.4532925199
        0.2754651000     -1000.0000000000         0.9514430000         0.7533564784         0.6199580289       -15.2295864874       -17.4532925199
        0.2805009000     -1000.0000000000         0.9514430000         0.7482518247         0.5459535826       -15.3625611358       -17.4532925199
        0.2855014000     -1000.0000000000         0.9514430000         0.7508041516         0.4872604011       -15.2960738116       -17.4532925199
        0.2904989000     -1000.0000000000         0.9514430000         0.7533564784         0.4336709744       -15.2295864874       -17.4532925199
        0.2955049000     -1000.0000000000         0.9514430000         0.7329378636         0.3775296703       -15.7614850812       -17.4532925199
        0.3004998000     -1000.0000000000         0.9514430000         0.7303855367         0.3086289789       -15.8279724054       -17.4532925199
        0.3055389000     -1000.0000000000         0.9514430000         0.7278332099         0.2448320425       -15.8944597296       -17.4532925199
        0.3106127000     -1000.0000000000         0.9514430000         0.7227285561         0.1759313511       -16.0274343781       -17.4532925199
        0.3154909000     -1000.0000000000         0.9514430000         0.7252808830         0.1172381695       -15.9609470539       -17.4532925199
        0.3204505000     -1000.0000000000         0.9514430000         0.7278332099         0.0559931105       -15.8944597296       -17.4532925199
        0.3254709000     -1000.0000000000         0.9514430000         0.7150715756        -0.0052519485       -16.2268963508       -17.4532925199
        0.3304755000     -1000.0000000000         0.9514430000         0.7201762293         0.0024036839       -16.0939217023       -17.4532925199
        0.3356226000     -1000.0000000000         0.9514430000         0.7252808830         1.1099185011       -15.9609470539       -17.4532925199
        0.3404417000     -1000.0000000000         0.9514430000         0.7227285561         5.0040835035       -16.0274343781       -17.4532925199
        0.3454387000     -1000.0000000000         0.9514430000         0.7201762293         5.0015316260       -16.0939217023       -17.4532925199
        0.3505176000     -1000.0000000000         0.9514430000         0.7176239024         4.9862203613       -16.1604090265       -17.4532925199
        0.3555000000     -1000.0000000000         0.9514430000         0.7252808830         4.9326309346       -15.9609470539       -17.4532925199
        0.3604461000     -1000.0000000000         0.9514430000         0.7252808830         4.8688339982       -15.9609470539       -17.4532925199
        0.3654793000     -1000.0000000000         0.9514430000         0.7125192487         4.7973814293       -16.2933836750       -17.4532925199
        0.3704466000     -1000.0000000000         0.9514430000         0.7099669219         4.7259288605       -16.3598709992       -17.4532925199
        0.3754782000     -1000.0000000000         0.9514430000         0.7125192487         4.6672356789       -16.2933836750       -17.4532925199
        0.3804877000     -1000.0000000000         0.9514430000         0.7201762293         4.6008868650       -16.0939217023       -17.4532925199
        0.3854866000     -1000.0000000000         0.9514430000         0.7099669219         4.5345380510       -16.3598709992       -17.4532925199
        0.3904727000     -1000.0000000000         0.9514430000         0.7227285561         4.4783967469       -16.0274343781       -17.4532925199
        0.3954736000     -1000.0000000000         0.9514430000         0.7099669219         4.4145998105       -16.3598709992       -17.4532925199
        0.4006232000     -1000.0000000000         0.9514430000         0.7125192487         4.3456991191       -16.2933836750       -17.4532925199
        0.4056016000     -1000.0000000000         0.9514430000         0.7099669219         4.2844540601       -16.3598709992       -17.4532925199
        0.4105597000     -1000.0000000000         0.9514430000         0.7023099413         4.2104496138       -16.5593329719       -17.4532925199
        0.4155884000     -1000.0000000000         0.9514430000         0.7099669219         4.1492045547       -16.3598709992       -17.4532925199
        0.4205988000     -1000.0000000000         0.9514430000         0.7048622681         4.0854076183       -16.4928456477       -17.4532925199
        0.4255684000     -1000.0000000000         0.9514430000         0.7023099413         4.0216106818       -16.5593329719       -17.4532925199
        0.4304520000     -1000.0000000000         0.9514430000         0.6818913264         3.9476062355       -17.0912315657       -17.4532925199
        0.4354725000     -1000.0000000000         0.9514430000         0.7023099413         3.8914649314       -16.5593329719       -17.4532925199
        0.4405213000     -1000.0000000000         0.9514430000         0.6844436533         3.8200123625       -17.0247442415       -17.4532925199
        0.4455180000     -1000.0000000000         0.9514430000         0.6997576144         3.7587673035       -16.6258202961       -17.4532925199
        0.4505259000     -1000.0000000000         0.9514430000         0.6946529607         3.6898666121       -16.7587949446       -17.4532925199
        0.4555010000     -1000.0000000000         0.9514430000         0.6921006339         3.6286215531       -16.8252822688       -17.4532925199
        0.4605208000     -1000.0000000000         0.9514430000         0.6869959802         3.5673764941       -16.9582569173       -17.4532925199
        0.4654793000     -1000.0000000000         0.9514430000         0.6844436533         3.5061314351       -17.0247442415       -17.4532925199
        0.4705258000     -1000.0000000000         0.9514430000         0.6946529607         3.4372307437       -16.7587949446       -17.4532925199
        0.4754681000     -1000.0000000000         0.9514430000         0.6946529607         3.3708819297       -16.7587949446       -17.4532925199
        0.4805157000     -1000.0000000000         0.9514430000         0.6972052876         3.3019812383       -16.6923076204       -17.4532925199
        0.4854710000     -1000.0000000000         0.9514430000         0.6921006339         3.2483918117       -16.8252822688       -17.4532925199
        0.4904454000     -1000.0000000000         0.9514430000         0.6921006339         3.1794911203       -16.8252822688       -17.4532925199
        0.4955051000     -1000.0000000000         0.9514430000         0.6818913264         3.1182460613       -17.0912315657       -17.4532925199
        0.5007290000     -1000.0000000000         0.9514430000         0.6767866727         3.0467934924       -17.2242062142       -17.4532925199
        0.5054850000     -1000.0000000000         0.9514430000         0.6844436533         2.9829965560       -17.0247442415       -17.4532925199
        0.5112194000     -1000.0000000000         0.9514430000         0.6844436533         2.9140958646       -17.0247442415       -17.4532925199
        0.5154732000     -1000.0000000000         0.9514430000         0.6844436533         2.8502989281       -17.0247442415       -17.4532925199
        0.5205124000     -1000.0000000000         0.9514430000         0.6716820190         2.7839501142       -17.3571808626       -17.4532925199
        0.5255104000     -1000.0000000000         0.9514430000         0.6869959802         2.7278088101       -16.9582569173       -17.4532925199
        0.5304562000     -1000.0000000000         0.9514430000         0.6869959802         2.6589081187       -16.9582569173       -17.4532925199
        0.5355002000     -1000.0000000000         0.9514430000         0.6844436533         2.5925593047       -17.0247442415       -17.4532925199
        0.5407075000     -1000.0000000000         0.9514430000         0.6818913264         2.5287623683       -17.0912315657       -17.4532925199
        0.5454410000     -1000.0000000000         0.9514430000         0.6818913264         2.4573097994       -17.0912315657       -17.4532925199
        0.5504470000     -1000.0000000000         0.9514430000         0.6895483070         2.3986166179       -16.8917695930       -17.4532925199
        0.5554562000     -1000.0000000000         0.9514430000         0.6844436533         2.3271640490       -17.0247442415       -17.4532925199
        0.5604763000     -1000.0000000000         0.9514430000         0.6869959802         2.2608152351       -16.9582569173       -17.4532925199
        0.5654732000     -1000.0000000000         0.9514430000         0.6946529607         2.2021220535       -16.7587949446       -17.4532925199
        0.5704751000     -1000.0000000000         0.9514430000         0.6869959802         2.1306694847       -16.9582569173       -17.4532925199
        0.5754964000     -1000.0000000000         0.9514430000         0.6716820190         2.0617687933       -17.3571808626       -17.4532925199
        0.5804678000     -1000.0000000000         0.9514430000         0.6869959802         2.0005237343       -16.9582569173       -17.4532925199
        0.5855117000     -1000.0000000000         0.9514430000         0.6818913264         1.9367267978       -17.0912315657       -17.4532925199
        0.5905105000     -1000.0000000000         0.9514430000         0.6895483070         1.8729298613       -16.8917695930       -17.4532925199
        0.5954481000     -1000.0000000000         0.9514430000         0.6793389996         1.8040291699       -17.1577188899       -17.4532925199
        0.6005260000     -1000.0000000000         0.9514430000         0.6818913264         1.7402322334       -17.0912315657       -17.4532925199
        0.6055080000     -1000.0000000000         0.9514430000         0.6946529607         1.6866428068       -16.7587949446       -17.4532925199
        0.6105119000     -1000.0000000000         0.9514430000         0.6818913264         1.6177421154       -17.0912315657       -17.4532925199
        0.6154927000     -1000.0000000000         0.9514430000         0.6921006339         1.5616008113       -16.8252822688       -17.4532925199
