% Static Verify Step 32/50  Vcmd=-1.6000V
% Vg_offset=1.337240V  K_gimbal=26.049690  K_lin=5.741200
% omega_avg(last 2.0s)=9.220130 rad/s  omega_target=-9.185920 rad/s

Time[s]              Vcmd[V]              Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0007781000        -1.6000000000         1.7899522761         1.3301823480         4.0267144367        -0.1838374515        -9.1859200000
        0.0054076000        -1.6000000000         1.7899522761         1.3378393285         4.0318181916         0.0156245212        -9.1859200000
        0.0104078000        -1.6000000000         1.7899522761         1.3327346748         4.0241625592        -0.1173501273        -9.1859200000
        0.0154038000        -1.6000000000         1.7899522761         1.3352870017         4.0318181916        -0.0508628030        -9.1859200000
        0.0204181000        -1.6000000000         1.7899522761         1.3352870017         4.0318181916        -0.0508628030        -9.1859200000
        0.0254081000        -1.6000000000         1.7899522761         1.3225253674         4.0241625592        -0.3832994242        -9.1859200000
        0.0304087000        -1.6000000000         1.7899522761         1.3148683868         4.0343700691        -0.5827613968        -9.1859200000
        0.0353956000        -1.6000000000         1.7899522761         1.3250776943         4.0241625592        -0.3168120999        -9.1859200000
        0.0403961000        -1.6000000000         1.7899522761         1.3403916554         4.0292663142         0.0821118454        -9.1859200000
        0.0454125000        -1.6000000000         1.7899522761         1.3301823480         4.0241625592        -0.1838374515        -9.1859200000
        0.0504299000        -1.6000000000         1.7899522761         1.3429439823         4.0369219465         0.1485991696        -9.1859200000
        0.0554056000        -1.6000000000         1.7899522761         1.3454963091         4.0369219465         0.2150864939        -9.1859200000
        0.0604188000        -1.6000000000         1.7899522761         1.3327346748         4.0241625592        -0.1173501273        -9.1859200000
        0.0654183000        -1.6000000000         1.7899522761         1.3429439823         4.0343700691         0.1485991696        -9.1859200000
        0.0704092000        -1.6000000000         1.7899522761         1.3403916554         4.0369219465         0.0821118454        -9.1859200000
        0.0754061000        -1.6000000000         1.7899522761         1.3250776943         4.0267144367        -0.3168120999        -9.1859200000
        0.0804243000        -1.6000000000         1.7899522761         1.1566241217         4.0139550494        -4.7049754989        -9.1859200000
        0.0854117000        -1.6000000000         1.7899522761         1.0596357012         3.9960919072        -7.2314938195        -9.1859200000
        0.0903911000        -1.6000000000         1.7899522761         1.0851589698         3.9680212551        -6.5666205772        -9.1859200000
        0.0954068000        -1.6000000000         1.7899522761         1.0953682772         3.9348468482        -6.3006712803        -9.1859200000
        0.1004248000        -1.6000000000         1.7899522761         1.1208915457         3.9118799510        -5.6357980381        -9.1859200000
        0.1054106000        -1.6000000000         1.7899522761         1.1464148143         3.8940168088        -4.9709247958        -9.1859200000
        0.1105020000        -1.6000000000         1.7899522761         1.1719380829         3.8838092990        -4.3060515535        -9.1859200000
        0.1154119000        -1.6000000000         1.7899522761         1.1566241217         3.8582905244        -4.7049754989        -9.1859200000
        0.1204399000        -1.6000000000         1.7899522761         1.0902636235         3.8353236273        -6.4336459288        -9.1859200000
        0.1253942000        -1.6000000000         1.7899522761         1.1030252578         3.8174604851        -6.1012093077        -9.1859200000
        0.1304377000        -1.6000000000         1.7899522761         1.1030252578         3.7868379556        -6.1012093077        -9.1859200000
        0.1354063000        -1.6000000000         1.7899522761         1.0979206040         3.7664229359        -6.2341839561        -9.1859200000
        0.1404560000        -1.6000000000         1.7899522761         1.0953682772         3.7511116711        -6.3006712803        -9.1859200000
        0.1453924000        -1.6000000000         1.7899522761         1.0928159503         3.7230410191        -6.3671586046        -9.1859200000
        0.1504115000        -1.6000000000         1.7899522761         1.0928159503         3.7000741219        -6.3671586046        -9.1859200000
        0.1553950000        -1.6000000000         1.7899522761         1.0826066429         3.6694515924        -6.6331079015        -9.1859200000
        0.1604293000        -1.6000000000         1.7899522761         1.1004729309         3.6566922051        -6.1676966319        -9.1859200000
