% Static Verify Step 10/50  Vcmd=-0.5000V
% Vg_offset=1.337240V  K_gimbal=26.049690  K_lin=5.741200
% omega_avg(last 2.0s)=0.130481 rad/s  omega_target=-2.870600 rad/s

Time[s]              Vcmd[V]              Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0007910000        -0.5000000000         2.1248334065         1.3378393285         3.4550938859         0.0156245212        -2.8706000000
        0.0054781000        -0.5000000000         2.1248334065         1.3352870017         3.4550938859        -0.0508628030        -2.8706000000
        0.0104548000        -0.5000000000         2.1248334065         1.3352870017         3.4499901310        -0.0508628030        -2.8706000000
        0.0154580000        -0.5000000000         2.1248334065         1.3378393285         3.4550938859         0.0156245212        -2.8706000000
        0.0204490000        -0.5000000000         2.1248334065         1.3429439823         3.4627495183         0.1485991696        -2.8706000000
        0.0254505000        -0.5000000000         2.1248334065         1.3327346748         3.4525420084        -0.1173501273        -2.8706000000
        0.0304582000        -0.5000000000         2.1248334065         1.3378393285         3.4550938859         0.0156245212        -2.8706000000
        0.0354704000        -0.5000000000         2.1248334065         1.3352870017         3.4499901310        -0.0508628030        -2.8706000000
        0.0404661000        -0.5000000000         2.1248334065         1.3352870017         3.4499901310        -0.0508628030        -2.8706000000
        0.0454482000        -0.5000000000         2.1248334065         1.3403916554         3.4550938859         0.0821118454        -2.8706000000
        0.0504512000        -0.5000000000         2.1248334065         1.3250776943         3.4550938859        -0.3168120999        -2.8706000000
        0.0554504000        -0.5000000000         2.1248334065         1.3378393285         3.4550938859         0.0156245212        -2.8706000000
        0.0604570000        -0.5000000000         2.1248334065         1.3352870017         3.4550938859        -0.0508628030        -2.8706000000
        0.0654538000        -0.5000000000         2.1248334065         1.3403916554         3.4627495183         0.0821118454        -2.8706000000
        0.0704482000        -0.5000000000         2.1248334065         1.3301823480         3.4499901310        -0.1838374515        -2.8706000000
        0.0754536000        -0.5000000000         2.1248334065         1.3352870017         3.4550938859        -0.0508628030        -2.8706000000
        0.0804543000        -0.5000000000         2.1248334065         1.3327346748         3.4499901310        -0.1173501273        -2.8706000000
        0.0854575000        -0.5000000000         2.1248334065         1.3429439823         3.4627495183         0.1485991696        -2.8706000000
        0.0904466000        -0.5000000000         2.1248334065         1.3429439823         3.4601976408         0.1485991696        -2.8706000000
        0.0953796000        -0.5000000000         2.1248334065         1.3429439823         3.4627495183         0.1485991696        -2.8706000000
        0.1004534000        -0.5000000000         2.1248334065         1.3174207137         3.4576457633        -0.5162740726        -2.8706000000
        0.1054564000        -0.5000000000         2.1248334065         1.3429439823         3.4525420084         0.1485991696        -2.8706000000
        0.1104588000        -0.5000000000         2.1248334065         1.3454963091         3.4601976408         0.2150864939        -2.8706000000
        0.1154478000        -0.5000000000         2.1248334065         1.3301823480         3.4499901310        -0.1838374515        -2.8706000000
        0.1204506000        -0.5000000000         2.1248334065         1.3352870017         3.4550938859        -0.0508628030        -2.8706000000
        0.1254490000        -0.5000000000         2.1248334065         1.3352870017         3.4576457633        -0.0508628030        -2.8706000000
        0.1304727000        -0.5000000000         2.1248334065         1.3301823480         3.4550938859        -0.1838374515        -2.8706000000
        0.1354452000        -0.5000000000         2.1248334065         1.3148683868         3.4601976408        -0.5827613968        -2.8706000000
        0.1404453000        -0.5000000000         2.1248334065         1.2306416006         3.4525420084        -2.7768430963        -2.8706000000
        0.1454527000        -0.5000000000         2.1248334065         1.2076706589         3.4346788662        -3.3752290144        -2.8706000000
        0.1508270000        -0.5000000000         2.1248334065         1.2280892737         3.4244713564        -2.8433304206        -2.8706000000
        0.1554511000        -0.5000000000         2.1248334065         1.2459555617         3.4142638465        -2.3779191510        -2.8706000000
        0.1604540000        -0.5000000000         2.1248334065         1.2459555617         3.3989525818        -2.3779191510        -2.8706000000
        0.1654553000        -0.5000000000         2.1248334065         1.2510602154         3.3912969494        -2.2449445025        -2.8706000000
        0.1704499000        -0.5000000000         2.1248334065         1.2434032349         3.3734338072        -2.4444064752        -2.8706000000
        0.1754520000        -0.5000000000         2.1248334065         1.2434032349         3.3785375621        -2.4444064752        -2.8706000000
        0.1804525000        -0.5000000000         2.1248334065         1.2434032349         3.3708819297        -2.4444064752        -2.8706000000
        0.1854475000        -0.5000000000         2.1248334065         1.2382985811         3.3606744199        -2.5773811236        -2.8706000000
        0.1904503000        -0.5000000000         2.1248334065         1.2485078886         3.3479150326        -2.3114318267        -2.8706000000
        0.1954563000        -0.5000000000         2.1248334065         1.2434032349         3.3326037679        -2.4444064752        -2.8706000000
        0.2004634000        -0.5000000000         2.1248334065         1.2357462543         3.3147406256        -2.6438684479        -2.8706000000
        0.2054486000        -0.5000000000         2.1248334065         1.2408509080         3.3198443806        -2.5108937994        -2.8706000000
        0.2104582000        -0.5000000000         2.1248334065         1.2408509080         3.2943256060        -2.5108937994        -2.8706000000
        0.2154528000        -0.5000000000         2.1248334065         1.2408509080         3.2943256060        -2.5108937994        -2.8706000000
        0.2204472000        -0.5000000000         2.1248334065         1.2331939274         3.2917737285        -2.7103557721        -2.8706000000
        0.2254542000        -0.5000000000         2.1248334065         1.2459555617         3.2790143412        -2.3779191510        -2.8706000000
        0.2304536000        -0.5000000000         2.1248334065         1.2434032349         3.2637030765        -2.4444064752        -2.8706000000
        0.2354503000        -0.5000000000         2.1248334065         1.2204322931         3.2534955666        -3.0427923932        -2.8706000000
