% Static Verify Step 16/50  Vcmd=-0.8000V
% Vg_offset=1.337240V  K_gimbal=26.049690  K_lin=5.741200
% omega_avg(last 2.0s)=1.674483 rad/s  omega_target=-4.592960 rad/s

Time[s]              Vcmd[V]              Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0007365000        -0.8000000000         2.0354346563         1.3378393285         1.0359140547         0.0156245212        -4.5929600000
        0.0054243000        -0.8000000000         2.0354346563         1.3276300211         1.0282584224        -0.2503247757        -4.5929600000
        0.0104396000        -0.8000000000         2.0354346563         1.3378393285         1.0384659322         0.0156245212        -4.5929600000
        0.0153986000        -0.8000000000         2.0354346563         1.3225253674         1.0359140547        -0.3832994242        -4.5929600000
        0.0204151000        -0.8000000000         2.0354346563         1.3378393285         1.0359140547         0.0156245212        -4.5929600000
        0.0254007000        -0.8000000000         2.0354346563         1.3378393285         1.0359140547         0.0156245212        -4.5929600000
        0.0304038000        -0.8000000000         2.0354346563         1.3327346748         1.0410178097        -0.1173501273        -4.5929600000
        0.0354049000        -0.8000000000         2.0354346563         1.3378393285         1.0384659322         0.0156245212        -4.5929600000
        0.0404149000        -0.8000000000         2.0354346563         1.3403916554         1.0410178097         0.0821118454        -4.5929600000
        0.0453893000        -0.8000000000         2.0354346563         1.3454963091         1.0410178097         0.2150864939        -4.5929600000
        0.0504063000        -0.8000000000         2.0354346563         1.3403916554         1.0359140547         0.0821118454        -4.5929600000
        0.0554007000        -0.8000000000         2.0354346563         1.3378393285         1.0359140547         0.0156245212        -4.5929600000
        0.0603960000        -0.8000000000         2.0354346563         1.3378393285         1.0359140547         0.0156245212        -4.5929600000
        0.0653917000        -0.8000000000         2.0354346563         1.3403916554         1.0359140547         0.0821118454        -4.5929600000
        0.0703872000        -0.8000000000         2.0354346563         1.3454963091         1.0359140547         0.2150864939        -4.5929600000
        0.0754128000        -0.8000000000         2.0354346563         1.3429439823         1.0410178097         0.1485991696        -4.5929600000
        0.0803795000        -0.8000000000         2.0354346563         1.3429439823         1.0410178097         0.1485991696        -4.5929600000
        0.0854209000        -0.8000000000         2.0354346563         1.3378393285         1.0333621773         0.0156245212        -4.5929600000
        0.0903943000        -0.8000000000         2.0354346563         1.3276300211         1.0359140547        -0.2503247757        -4.5929600000
        0.0954082000        -0.8000000000         2.0354346563         1.2765834840         1.0282584224        -1.5800712602        -4.5929600000
        0.1003991000        -0.8000000000         2.0354346563         1.2102229857         1.0206027900        -3.3087416901        -4.5929600000
        0.1054036000        -0.8000000000         2.0354346563         1.1693857560         1.0001877703        -4.3725388778        -4.5929600000
        0.1104096000        -0.8000000000         2.0354346563         1.2051183320         0.9976358929        -3.4417163386        -4.5929600000
        0.1154101000        -0.8000000000         2.0354346563         1.2127753126         0.9797727506        -3.2422543659        -4.5929600000
        0.1203856000        -0.8000000000         2.0354346563         1.2229846200         0.9746689957        -2.9763050690        -4.5929600000
        0.1254022000        -0.8000000000         2.0354346563         1.2127753126         0.9517020986        -3.2422543659        -4.5929600000
        0.1304008000        -0.8000000000         2.0354346563         1.2178799663         0.9363908338        -3.1092797175        -4.5929600000
        0.1353910000        -0.8000000000         2.0354346563         1.2178799663         0.9312870789        -3.1092797175        -4.5929600000
        0.1403840000        -0.8000000000         2.0354346563         1.2178799663         0.9210795691        -3.1092797175        -4.5929600000
        0.1453985000        -0.8000000000         2.0354346563         1.2255369469         0.9134239367        -2.9098177448        -4.5929600000
        0.1504089000        -0.8000000000         2.0354346563         1.2127753126         0.8879051621        -3.2422543659        -4.5929600000
        0.1553901000        -0.8000000000         2.0354346563         1.2127753126         0.8828014072        -3.2422543659        -4.5929600000
        0.1604054000        -0.8000000000         2.0354346563         1.2204322931         0.8725938974        -3.0427923932        -4.5929600000
        0.1653979000        -0.8000000000         2.0354346563         1.2178799663         0.8521788777        -3.1092797175        -4.5929600000
        0.1704006000        -0.8000000000         2.0354346563         1.2178799663         0.8496270002        -3.1092797175        -4.5929600000
        0.1754045000        -0.8000000000         2.0354346563         1.2204322931         0.8368676129        -3.0427923932        -4.5929600000
        0.1804091000        -0.8000000000         2.0354346563         1.2178799663         0.8215563482        -3.1092797175        -4.5929600000
        0.1854059000        -0.8000000000         2.0354346563         1.2127753126         0.8062450834        -3.2422543659        -4.5929600000
        0.1903937000        -0.8000000000         2.0354346563         1.2127753126         0.7934856961        -3.2422543659        -4.5929600000
        0.1953985000        -0.8000000000         2.0354346563         1.2102229857         0.7832781863        -3.3087416901        -4.5929600000
        0.2003844000        -0.8000000000         2.0354346563         1.2280892737         0.7832781863        -2.8433304206        -4.5929600000
        0.2054106000        -0.8000000000         2.0354346563         1.2229846200         0.7628631666        -2.9763050690        -4.5929600000
        0.2103981000        -0.8000000000         2.0354346563         1.2025660052         0.7526556568        -3.5082036628        -4.5929600000
        0.2153968000        -0.8000000000         2.0354346563         1.2127753126         0.7398962695        -3.2422543659        -4.5929600000
        0.2203947000        -0.8000000000         2.0354346563         1.2127753126         0.7271368822        -3.2422543659        -4.5929600000
        0.2254096000        -0.8000000000         2.0354346563         1.2000136783         0.7092737400        -3.5746909870        -4.5929600000
        0.2303947000        -0.8000000000         2.0354346563         1.2229846200         0.7067218625        -2.9763050690        -4.5929600000
        0.2353975000        -0.8000000000         2.0354346563         1.2127753126         0.6863068429        -3.2422543659        -4.5929600000
        0.2403874000        -0.8000000000         2.0354346563         1.2153276394         0.6837549654        -3.1757670417        -4.5929600000
        0.2454073000        -0.8000000000         2.0354346563         1.1923566977         0.6607880683        -3.7741529597        -4.5929600000
        0.2504047000        -0.8000000000         2.0354346563         1.2102229857         0.6505805584        -3.3087416901        -4.5929600000
        0.2554027000        -0.8000000000         2.0354346563         1.2076706589         0.6327174162        -3.3752290144        -4.5929600000
        0.2603883000        -0.8000000000         2.0354346563         1.2051183320         0.6225099064        -3.4417163386        -4.5929600000
        0.2653866000        -0.8000000000         2.0354346563         1.2051183320         0.6097505191        -3.4417163386        -4.5929600000
        0.2703861000        -0.8000000000         2.0354346563         1.2127753126         0.5995430093        -3.2422543659        -4.5929600000
        0.2754019000        -0.8000000000         2.0354346563         1.1974613514         0.5791279896        -3.6411783113        -4.5929600000
        0.2803893000        -0.8000000000         2.0354346563         1.2076706589         0.5765761121        -3.3752290144        -4.5929600000
        0.2854469000        -0.8000000000         2.0354346563         1.2025660052         0.5536092150        -3.5082036628        -4.5929600000
        0.2904097000        -0.8000000000         2.0354346563         1.2025660052         0.5434017052        -3.5082036628        -4.5929600000
        0.2954064000        -0.8000000000         2.0354346563         1.2051183320         0.5306423179        -3.4417163386        -4.5929600000
        0.3004034000        -0.8000000000         2.0354346563         1.1923566977         0.5153310531        -3.7741529597        -4.5929600000
        0.3053972000        -0.8000000000         2.0354346563         1.1974613514         0.5025716658        -3.6411783113        -4.5929600000
        0.3103942000        -0.8000000000         2.0354346563         1.1974613514         0.4847085236        -3.6411783113        -4.5929600000
        0.3154023000        -0.8000000000         2.0354346563         1.2025660052         0.4770528912        -3.5082036628        -4.5929600000
        0.3203987000        -0.8000000000         2.0354346563         1.2051183320         0.4617416265        -3.4417163386        -4.5929600000
        0.3253985000        -0.8000000000         2.0354346563         1.2025660052         0.4464303617        -3.5082036628        -4.5929600000
        0.3303926000        -0.8000000000         2.0354346563         1.2076706589         0.4362228519        -3.3752290144        -4.5929600000
        0.3354079000        -0.8000000000         2.0354346563         1.1795950634         0.4132559548        -4.1065895809        -4.5929600000
        0.3403946000        -0.8000000000         2.0354346563         1.2025660052         0.4030484449        -3.5082036628        -4.5929600000
        0.3454166000        -0.8000000000         2.0354346563         1.2025660052         0.3877371802        -3.5082036628        -4.5929600000
        0.3503888000        -0.8000000000         2.0354346563         1.2051183320         0.3800815478        -3.4417163386        -4.5929600000
        0.3554161000        -0.8000000000         2.0354346563         1.2000136783         0.3571146507        -3.5746909870        -4.5929600000
        0.3604065000        -0.8000000000         2.0354346563         1.2000136783         0.3545627732        -3.5746909870        -4.5929600000
        0.3653965000        -0.8000000000         2.0354346563         1.1898043709         0.3264921211        -3.8406402840        -4.5929600000
        0.3704245000        -0.8000000000         2.0354346563         1.1974613514         0.3213883662        -3.6411783113        -4.5929600000
        0.3754082000        -0.8000000000         2.0354346563         1.2000136783         0.3035252240        -3.5746909870        -4.5929600000
        0.3804109000        -0.8000000000         2.0354346563         1.2025660052         0.2907658367        -3.5082036628        -4.5929600000
        0.3853921000        -0.8000000000         2.0354346563         1.2000136783         0.2780064494        -3.5746909870        -4.5929600000
        0.3904187000        -0.8000000000         2.0354346563         1.1872520440         0.2575914298        -3.9071276082        -4.5929600000
        0.3953832000        -0.8000000000         2.0354346563         1.1846997172         0.2448320425        -3.9736149324        -4.5929600000
        0.4004272000        -0.8000000000         2.0354346563         1.1923566977         0.2346245326        -3.7741529597        -4.5929600000
        0.4053954000        -0.8000000000         2.0354346563         1.1974613514         0.2167613904        -3.6411783113        -4.5929600000
        0.4103903000        -0.8000000000         2.0354346563         1.2000136783         0.2091057580        -3.5746909870        -4.5929600000
        0.4153934000        -0.8000000000         2.0354346563         1.1872520440         0.1835869834        -3.9071276082        -4.5929600000
        0.4203868000        -0.8000000000         2.0354346563         1.2025660052         0.1759313511        -3.5082036628        -4.5929600000
        0.4254016000        -0.8000000000         2.0354346563         1.2025660052         0.1580682088        -3.5082036628        -4.5929600000
        0.4304143000        -0.8000000000         2.0354346563         1.1898043709         0.1376531892        -3.8406402840        -4.5929600000
        0.4353925000        -0.8000000000         2.0354346563         1.1949090246         0.1274456793        -3.7076656355        -4.5929600000
        0.4404091000        -0.8000000000         2.0354346563         1.1923566977         0.1095825371        -3.7741529597        -4.5929600000
        0.4454030000        -0.8000000000         2.0354346563         1.1923566977         0.0968231498        -3.7741529597        -4.5929600000
        0.4504250000        -0.8000000000         2.0354346563         1.1974613514         0.0891675175        -3.6411783113        -4.5929600000
        0.4553962000        -0.8000000000         2.0354346563         1.1949090246         0.0738562527        -3.7076656355        -4.5929600000
        0.4604104000        -0.8000000000         2.0354346563         1.1898043709         0.0483374781        -3.8406402840        -4.5929600000
        0.4653978000        -0.8000000000         2.0354346563         1.1949090246         0.0432337232        -3.7076656355        -4.5929600000
        0.4703959000        -0.8000000000         2.0354346563         1.1898043709         0.0151630711        -3.8406402840        -4.5929600000
        0.4753958000        -0.8000000000         2.0354346563         1.1744904097         0.0151630711        -4.2395642293        -4.5929600000
        0.4804076000        -0.8000000000         2.0354346563         1.1898043709        -0.0027000711        -3.8406402840        -4.5929600000
        0.4854054000        -0.8000000000         2.0354346563         1.1974613514         0.0100593162        -3.6411783113        -4.5929600000
        0.4904111000        -0.8000000000         2.0354346563         1.1923566977        -0.0052519485        -3.7741529597        -4.5929600000
        0.4953962000        -0.8000000000         2.0354346563         1.1949090246         0.0075074388        -3.7076656355        -4.5929600000
        0.5004087000        -0.8000000000         2.0354346563         1.1949090246         0.0024036839        -3.7076656355        -4.5929600000
        0.5054039000        -0.8000000000         2.0354346563         1.2000136783         0.0049555613        -3.5746909870        -4.5929600000
        0.5104145000        -0.8000000000         2.0354346563         1.1872520440        -0.0027000711        -3.9071276082        -4.5929600000
        0.5153998000        -0.8000000000         2.0354346563         1.1770427366         0.0100593162        -4.1730769051        -4.5929600000
        0.5204053000        -0.8000000000         2.0354346563         1.1974613514         1.1073666236        -3.6411783113        -4.5929600000
        0.5254014000        -0.8000000000         2.0354346563         1.1872520440         1.1048147461        -3.9071276082        -4.5929600000
        0.5304153000        -0.8000000000         2.0354346563         1.1974613514         1.1175741334        -3.6411783113        -4.5929600000
        0.5353962000        -0.8000000000         2.0354346563         1.1949090246         1.1099185011        -3.7076656355        -4.5929600000
        0.5403925000        -0.8000000000         2.0354346563         1.1846997172         4.9862203613        -3.9736149324        -4.5929600000
        0.5454097000        -0.8000000000         2.0354346563         1.2000136783         5.0015316260        -3.5746909870        -4.5929600000
        0.5504056000        -0.8000000000         2.0354346563         1.1974613514         5.0142910133        -3.6411783113        -4.5929600000
        0.5554029000        -0.8000000000         2.0354346563         1.1923566977         5.0066353810        -3.7741529597        -4.5929600000
        0.5603994000        -0.8000000000         2.0354346563         1.1821473903         4.9964278711        -4.0401022566        -4.5929600000
        0.5653870000        -0.8000000000         2.0354346563         1.1949090246         5.0040835035        -3.7076656355        -4.5929600000
        0.5703844000        -0.8000000000         2.0354346563         1.1974613514         5.0142910133        -3.6411783113        -4.5929600000
        0.5754392000        -0.8000000000         2.0354346563         1.1923566977         5.0091872584        -3.7741529597        -4.5929600000
        0.5805135000        -0.8000000000         2.0354346563         1.1949090246         5.0142910133        -3.7076656355        -4.5929600000
        0.5854142000        -0.8000000000         2.0354346563         1.1949090246         5.0040835035        -3.7076656355        -4.5929600000
        0.5904178000        -0.8000000000         2.0354346563         1.1898043709         4.9887722387        -3.8406402840        -4.5929600000
        0.5954211000        -0.8000000000         2.0354346563         1.1821473903         4.9709090965        -4.0401022566        -4.5929600000
        0.6004249000        -0.8000000000         2.0354346563         1.1974613514         4.9530459543        -3.6411783113        -4.5929600000
        0.6054207000        -0.8000000000         2.0354346563         1.1821473903         4.9326309346        -4.0401022566        -4.5929600000
        0.6105092000        -0.8000000000         2.0354346563         1.1795950634         4.9249753023        -4.1065895809        -4.5929600000
        0.6154024000        -0.8000000000         2.0354346563         1.1898043709         4.9096640375        -3.8406402840        -4.5929600000
        0.6204005000        -0.8000000000         2.0354346563         1.1770427366         4.8943527728        -4.1730769051        -4.5929600000
        0.6255338000        -0.8000000000         2.0354346563         1.1846997172         4.8739377531        -3.9736149324        -4.5929600000
        0.6305197000        -0.8000000000         2.0354346563         1.1974613514         4.8586264883        -3.6411783113        -4.5929600000
        0.6354372000        -0.8000000000         2.0354346563         1.1795950634         4.8407633461        -4.1065895809        -4.5929600000
        0.6404323000        -0.8000000000         2.0354346563         1.1821473903         4.8305558363        -4.0401022566        -4.5929600000
        0.6454231000        -0.8000000000         2.0354346563         1.1872520440         4.8152445715        -3.9071276082        -4.5929600000
        0.6504071000        -0.8000000000         2.0354346563         1.1821473903         4.7948295519        -4.0401022566        -4.5929600000
        0.6554134000        -0.8000000000         2.0354346563         1.2000136783         4.7922776744        -3.5746909870        -4.5929600000
        0.6603985000        -0.8000000000         2.0354346563         1.1872520440         4.7693107773        -3.9071276082        -4.5929600000
        0.6654067000        -0.8000000000         2.0354346563         1.1846997172         4.7488957576        -3.9736149324        -4.5929600000
        0.6703934000        -0.8000000000         2.0354346563         1.1923566977         4.7412401252        -3.7741529597        -4.5929600000
        0.6754349000        -0.8000000000         2.0354346563         1.1846997172         4.7157213506        -3.9736149324        -4.5929600000
        0.6804088000        -0.8000000000         2.0354346563         1.1846997172         4.7029619633        -3.9736149324        -4.5929600000
        0.6854039000        -0.8000000000         2.0354346563         1.1898043709         4.6927544535        -3.8406402840        -4.5929600000
        0.6904004000        -0.8000000000         2.0354346563         1.1923566977         4.6876506986        -3.7741529597        -4.5929600000
        0.6954140000        -0.8000000000         2.0354346563         1.1898043709         4.6595800465        -3.8406402840        -4.5929600000
        0.7007347000        -0.8000000000         2.0354346563         1.1923566977         4.6417169043        -3.7741529597        -4.5929600000
        0.7054541000        -0.8000000000         2.0354346563         1.1846997172         4.6289575170        -3.9736149324        -4.5929600000
        0.7105441000        -0.8000000000         2.0354346563         1.1923566977         4.6187500072        -3.7741529597        -4.5929600000
        0.7154138000        -0.8000000000         2.0354346563         1.1846997172         4.5957831101        -3.9736149324        -4.5929600000
        0.7204114000        -0.8000000000         2.0354346563         1.1872520440         4.5855756002        -3.9071276082        -4.5929600000
        0.7254056000        -0.8000000000         2.0354346563         1.1642811023         4.5651605806        -4.5055135262        -4.5929600000
        0.7303931000        -0.8000000000         2.0354346563         1.2000136783         4.5626087031        -3.5746909870        -4.5929600000
        0.7353926000        -0.8000000000         2.0354346563         1.1821473903         4.5396418060        -4.0401022566        -4.5929600000
        0.7405909000        -0.8000000000         2.0354346563         1.1821473903         4.5217786637        -4.0401022566        -4.5929600000
        0.7454114000        -0.8000000000         2.0354346563         1.1770427366         4.5115711539        -4.1730769051        -4.5929600000
        0.7503982000        -0.8000000000         2.0354346563         1.1898043709         4.4911561342        -3.8406402840        -4.5929600000
        0.7554299000        -0.8000000000         2.0354346563         1.2051183320         4.4835005019        -3.4417163386        -4.5929600000
        0.7603900000        -0.8000000000         2.0354346563         1.1846997172         4.4656373597        -3.9736149324        -4.5929600000
        0.7654108000        -0.8000000000         2.0354346563         1.1846997172         4.4452223400        -3.9736149324        -4.5929600000
        0.7705102000        -0.8000000000         2.0354346563         1.1872520440         4.4350148301        -3.9071276082        -4.5929600000
        0.7754391000        -0.8000000000         2.0354346563         1.1923566977         4.4120479330        -3.7741529597        -4.5929600000
        0.7804189000        -0.8000000000         2.0354346563         1.2025660052         4.4120479330        -3.5082036628        -4.5929600000
        0.7854597000        -0.8000000000         2.0354346563         1.1923566977         4.3916329133        -3.7741529597        -4.5929600000
        0.7904007000        -0.8000000000         2.0354346563         1.1872520440         4.3686660162        -3.9071276082        -4.5929600000
        0.7954002000        -0.8000000000         2.0354346563         1.1974613514         4.3686660162        -3.6411783113        -4.5929600000
        0.8003990000        -0.8000000000         2.0354346563         1.1898043709         4.3405953642        -3.8406402840        -4.5929600000
        0.8054119000        -0.8000000000         2.0354346563         1.1974613514         4.3329397318        -3.6411783113        -4.5929600000
