% Static Verify Step 28/48  OmegaCmd=-700.0000 deg/s
% Vg_offset=1.337992V  K_gimbal=26.049690
% omega_avg(last 2.0s)=-12.112495 rad/s  omega_target=-12.217305 rad/s

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0005939000      -700.0000000000         1.4729103791         1.3378393285         2.7099456679        -0.0039892395       -12.2173047640
        0.0054173000      -700.0000000000         1.4729103791         1.3378393285         2.7073937904        -0.0039892395       -12.2173047640
        0.0104336000      -700.0000000000         1.4729103791         1.3429439823         2.7150494228         0.1289854090       -12.2173047640
        0.0154341000      -700.0000000000         1.4729103791         1.3352870017         2.7022900355        -0.0704765637       -12.2173047640
        0.0204237000      -700.0000000000         1.4729103791         1.3327346748         2.7099456679        -0.1369638879       -12.2173047640
        0.0254043000      -700.0000000000         1.4729103791         1.3378393285         2.7073937904        -0.0039892395       -12.2173047640
        0.0304398000      -700.0000000000         1.4729103791         1.3429439823         2.7176013002         0.1289854090       -12.2173047640
        0.0354029000      -700.0000000000         1.4729103791         1.3352870017         2.7099456679        -0.0704765637       -12.2173047640
        0.0404102000      -700.0000000000         1.4729103791         1.3454963091         2.7150494228         0.1954727332       -12.2173047640
        0.0454563000      -700.0000000000         1.4729103791         1.3327346748         2.7048419129        -0.1369638879       -12.2173047640
        0.0503996000      -700.0000000000         1.4729103791         1.3378393285         2.7150494228        -0.0039892395       -12.2173047640
        0.0555758000      -700.0000000000         1.4729103791         1.3250776943         2.7022900355        -0.3364258606       -12.2173047640
        0.0603909000      -700.0000000000         1.4729103791         1.3250776943         2.7124975453        -0.3364258606       -12.2173047640
        0.0654484000      -700.0000000000         1.4729103791         1.0698450086         2.6818750158        -6.9851582833       -12.2173047640
        0.0704213000      -700.0000000000         1.4729103791         0.9167053972         2.6435968539       -10.9743977369       -12.2173047640
        0.0754530000      -700.0000000000         1.4729103791         0.9830658955         2.6180780793        -9.2457273070       -12.2173047640
        0.0804537000      -700.0000000000         1.4729103791         0.9907228761         2.5772480400        -9.0462653343       -12.2173047640
        0.0853969000      -700.0000000000         1.4729103791         1.0136938178         2.5466255105        -8.4478794162       -12.2173047640
        0.0904962000      -700.0000000000         1.4729103791         1.0290077789         2.5134511035        -8.0489554709       -12.2173047640
