% Potentiometer Recording  5.0 s
% Vg_offset=1.395394V  K_gimbal=26.049690
% Fs=200 Hz  samples=1001

Time[s]              Vg[V]                Pot[V]               Omega[rad/s]        
        0.0008466000         1.3965428462         2.7329125650         0.0299192959
        0.0054131000         1.4041998268         2.7380163199         0.2293812686
        0.0104187000         1.3965428462         2.7329125650         0.0299192959
        0.0154258000         1.4016475000         2.7380163199         0.1628939444
        0.0204092000         1.4016475000         2.7380163199         0.1628939444
        0.0254322000         1.3888858657         2.7329125650        -0.1695426768
        0.0304189000         1.4016475000         2.7329125650         0.1628939444
        0.0354199000         1.3965428462         2.7329125650         0.0299192959
        0.0404155000         1.3965428462         2.7303606875         0.0299192959
        0.0454169000         1.3914381925         2.7252569326        -0.1030553526
        0.0504880000         1.4016475000         2.7380163199         0.1628939444
        0.0554169000         1.3965428462         2.7329125650         0.0299192959
        0.0604331000         1.3965428462         2.7303606875         0.0299192959
        0.0653954000         1.3965428462         2.7329125650         0.0299192959
        0.0704218000         1.3965428462         2.7303606875         0.0299192959
        0.0754016000         1.4041998268         2.7380163199         0.2293812686
        0.0803977000         1.3965428462         2.7303606875         0.0299192959
        0.0854199000         1.3965428462         2.7329125650         0.0299192959
        0.0904377000         1.3965428462         2.7303606875         0.0299192959
        0.0954131000         1.3965428462         2.7303606875         0.0299192959
        0.1004181000         1.3888858657         2.7278088101        -0.1695426768
        0.1054344000         1.3888858657         2.7303606875        -0.1695426768
        0.1104323000         1.3939905194         2.7329125650        -0.0365680283
        0.1154072000         1.3939905194         2.7303606875        -0.0365680283
        0.1204146000         1.3965428462         2.7329125650         0.0299192959
        0.1254042000         1.3888858657         2.7329125650        -0.1695426768
        0.1304057000         1.4041998268         2.7380163199         0.2293812686
        0.1354076000         1.4016475000         2.7380163199         0.1628939444
        0.1403965000         1.3965428462         2.7329125650         0.0299192959
        0.1453964000         1.3888858657         2.7252569326        -0.1695426768
        0.1503805000         1.4041998268         2.7405681974         0.2293812686
        0.1554137000         1.4016475000         2.7405681974         0.1628939444
        0.1604024000         1.3863335388         2.7252569326        -0.2360300010
        0.1654518000         1.3939905194         2.7303606875        -0.0365680283
        0.1704186000         1.4016475000         2.7405681974         0.1628939444
        0.1753999000         1.3914381925         2.7278088101        -0.1030553526
        0.1803887000         1.4041998268         2.7380163199         0.2293812686
        0.1853940000         1.4041998268         2.7405681974         0.2293812686
        0.1904016000         1.4016475000         2.7380163199         0.1628939444
        0.1953993000         1.4016475000         2.7380163199         0.1628939444
        0.2003972000         1.3914381925         2.7278088101        -0.1030553526
        0.2054695000         1.3965428462         2.7303606875         0.0299192959
        0.2104145000         1.3888858657         2.7278088101        -0.1695426768
        0.2154264000         1.3914381925         2.7278088101        -0.1030553526
        0.2204293000         1.3888858657         2.7252569326        -0.1695426768
        0.2254131000         1.3939905194         2.7303606875        -0.0365680283
        0.2304260000         1.3965428462         2.7329125650         0.0299192959
        0.2354828000         1.3965428462         2.7303606875         0.0299192959
        0.2404142000         1.3939905194         2.7303606875        -0.0365680283
        0.2454011000         1.3888858657         2.7278088101        -0.1695426768
        0.2504336000         1.3939905194         2.7303606875        -0.0365680283
        0.2554135000         1.3965428462         2.7329125650         0.0299192959
        0.2604928000         1.3888858657         2.7278088101        -0.1695426768
        0.2654930000         1.3965428462         2.7303606875         0.0299192959
        0.2704940000         1.3939905194         2.7329125650        -0.0365680283
        0.2754293000         1.4016475000         2.7354644424         0.1628939444
        0.2804055000         1.3965428462         2.7303606875         0.0299192959
        0.2853854000         1.3939905194         2.7303606875        -0.0365680283
        0.2903757000         1.3965428462         2.7329125650         0.0299192959
        0.2955043000         1.3914381925         2.7252569326        -0.1030553526
        0.3003985000         1.3939905194         2.7303606875        -0.0365680283
        0.3054287000         1.4016475000         2.7380163199         0.1628939444
        0.3103862000         1.3888858657         2.7278088101        -0.1695426768
        0.3154243000         1.3965428462         2.7329125650         0.0299192959
        0.3204157000         1.3939905194         2.7329125650        -0.0365680283
        0.3254182000         1.3888858657         2.7278088101        -0.1695426768
        0.3304202000         1.3888858657         2.7278088101        -0.1695426768
        0.3354298000         1.3965428462         2.7329125650         0.0299192959
        0.3404463000         1.4016475000         2.7380163199         0.1628939444
        0.3454280000         1.3965428462         2.7303606875         0.0299192959
        0.3504280000         1.3914381925         2.7278088101        -0.1030553526
        0.3554133000         1.4016475000         2.7405681974         0.1628939444
        0.3605248000         1.3914381925         2.7278088101        -0.1030553526
        0.3654368000         1.3990951731         2.7405681974         0.0964066201
        0.3704038000         1.3965428462         2.7329125650         0.0299192959
        0.3754291000         1.3939905194         2.7303606875        -0.0365680283
        0.3804402000         1.4016475000         2.7380163199         0.1628939444
        0.3854134000         1.3863335388         2.7252569326        -0.2360300010
        0.3904099000         1.3965428462         2.7303606875         0.0299192959
        0.3954132000         1.3965428462         2.7329125650         0.0299192959
        0.4004161000         1.3939905194         2.7329125650        -0.0365680283
        0.4054228000         1.3863335388         2.7252569326        -0.2360300010
        0.4104512000         1.4016475000         2.7405681974         0.1628939444
        0.4154552000         1.3914381925         2.7278088101        -0.1030553526
        0.4204116000         1.3965428462         2.7303606875         0.0299192959
        0.4254341000         1.3914381925         2.7278088101        -0.1030553526
        0.4304165000         1.4016475000         2.7354644424         0.1628939444
        0.4354070000         1.4041998268         2.7380163199         0.2293812686
