% Potentiometer Recording  5.0 s
% Vg_offset=1.395394V  K_gimbal=26.049690
% Fs=200 Hz  samples=1001

Time[s]              Vg[V]                Pot[V]               Omega[rad/s]        
        0.0011696000         1.3939905194         3.0034115756        -0.0365680283
        0.0054463000         1.4016475000         3.0110672080         0.1628939444
        0.0104191000         1.3965428462         3.0110672080         0.0299192959
        0.0154060000         1.3965428462         3.0034115756         0.0299192959
        0.0204585000         1.4041998268         3.0110672080         0.2293812686
        0.0254423000         1.3965428462         3.0034115756         0.0299192959
        0.0307022000         1.3965428462         3.0034115756         0.0299192959
        0.0354752000         1.4016475000         3.0085153306         0.1628939444
        0.0408007000         1.4041998268         3.0110672080         0.2293812686
        0.0455032000         1.4016475000         3.0136190855         0.1628939444
        0.0504714000         1.3965428462         3.0034115756         0.0299192959
        0.0553974000         1.3965428462         3.0059634531         0.0299192959
        0.0604075000         1.4016475000         3.0110672080         0.1628939444
        0.0654183000         1.3939905194         3.0034115756        -0.0365680283
        0.0704183000         1.3914381925         3.0008596982        -0.1030553526
        0.0754128000         1.3888858657         2.9983078207        -0.1695426768
        0.0804183000         1.4041998268         3.0110672080         0.2293812686
        0.0854861000         1.3939905194         3.0034115756        -0.0365680283
        0.0904072000         1.3965428462         3.0034115756         0.0299192959
        0.0954193000         1.3965428462         3.0034115756         0.0299192959
        0.1004284000         1.4016475000         3.0110672080         0.1628939444
        0.1054080000         1.3965428462         3.0034115756         0.0299192959
        0.1104946000         1.3965428462         3.0034115756         0.0299192959
        0.1155011000         1.3965428462         3.0110672080         0.0299192959
        0.1204068000         1.4016475000         3.0110672080         0.1628939444
        0.1254176000         1.3965428462         3.0034115756         0.0299192959
        0.1309188000         1.3888858657         2.9983078207        -0.1695426768
        0.1354074000         1.3939905194         3.0034115756        -0.0365680283
        0.1404177000         1.3965428462         3.0008596982         0.0299192959
        0.1454631000         1.3888858657         2.9983078207        -0.1695426768
        0.1504495000         1.3965428462         3.0034115756         0.0299192959
        0.1554147000         1.4041998268         3.0110672080         0.2293812686
        0.1604067000         1.3965428462         3.0034115756         0.0299192959
        0.1654143000         1.3965428462         3.0034115756         0.0299192959
        0.1703905000         1.3965428462         3.0034115756         0.0299192959
        0.1754194000         1.3914381925         2.9983078207        -0.1030553526
        0.1803922000         1.4016475000         3.0110672080         0.1628939444
        0.1854139000         1.3914381925         3.0034115756        -0.1030553526
        0.1904055000         1.3965428462         3.0034115756         0.0299192959
        0.1954140000         1.3888858657         2.9983078207        -0.1695426768
        0.2004178000         1.3965428462         3.0034115756         0.0299192959
        0.2054310000         1.4016475000         3.0110672080         0.1628939444
        0.2104180000         1.3965428462         3.0034115756         0.0299192959
        0.2155086000         1.3914381925         2.9983078207        -0.1030553526
        0.2204028000         1.4041998268         3.0110672080         0.2293812686
        0.2253882000         1.3939905194         3.0034115756        -0.0365680283
        0.2303788000         1.3939905194         3.0034115756        -0.0365680283
        0.2353774000         1.3914381925         2.9957559433        -0.1030553526
        0.2403894000         1.3939905194         3.0034115756        -0.0365680283
        0.2453982000         1.4016475000         3.0110672080         0.1628939444
        0.2503899000         1.3965428462         3.0034115756         0.0299192959
        0.2553895000         1.3939905194         3.0034115756        -0.0365680283
        0.2603785000         1.4041998268         3.0110672080         0.2293812686
        0.2653889000         1.3965428462         3.0059634531         0.0299192959
        0.2703928000         1.3888858657         2.9983078207        -0.1695426768
        0.2754274000         1.3965428462         3.0034115756         0.0299192959
        0.2804819000         1.4016475000         3.0110672080         0.1628939444
        0.2854360000         1.3990951731         3.0110672080         0.0964066201
        0.2904484000         1.3965428462         3.0059634531         0.0299192959
        0.2955553000         1.4016475000         3.0085153306         0.1628939444
        0.3004207000         1.3965428462         3.0034115756         0.0299192959
        0.3054496000         1.3888858657         2.9957559433        -0.1695426768
        0.3104096000         1.3888858657         2.9983078207        -0.1695426768
        0.3154886000         1.3965428462         3.0059634531         0.0299192959
        0.3204820000         1.4016475000         3.0059634531         0.1628939444
