% Potentiometer Recording  5.0 s
% Vg_offset=1.395394V  K_gimbal=26.049690
% Fs=200 Hz  samples=1001

Time[s]              Vg[V]                Pot[V]               Omega[rad/s]        
        0.0007147000         1.3965428462         3.2177692822         0.0299192959
        0.0054087000         1.3965428462         3.2177692822         0.0299192959
        0.0104194000         1.3965428462         3.2152174047         0.0299192959
        0.0153979000         1.3914381925         3.2101136498        -0.1030553526
        0.0203774000         1.3914381925         3.2101136498        -0.1030553526
        0.0254092000         1.3939905194         3.2177692822        -0.0365680283
        0.0305725000         1.4016475000         3.2228730371         0.1628939444
        0.0354094000         1.3888858657         3.2177692822        -0.1695426768
        0.0403900000         1.3888858657         3.2101136498        -0.1695426768
        0.0453956000         1.3965428462         3.2177692822         0.0299192959
        0.0504130000         1.4016475000         3.2177692822         0.1628939444
        0.0555932000         1.3965428462         3.2152174047         0.0299192959
        0.0605437000         1.4016475000         3.2228730371         0.1628939444
        0.0655822000         1.3965428462         3.2152174047         0.0299192959
        0.0704955000         1.4016475000         3.2228730371         0.1628939444
        0.0755306000         1.3888858657         3.2101136498        -0.1695426768
        0.0803858000         1.3939905194         3.2152174047        -0.0365680283
        0.0854259000         1.3965428462         3.2152174047         0.0299192959
        0.0904695000         1.4016475000         3.2228730371         0.1628939444
        0.0954142000         1.3914381925         3.2152174047        -0.1030553526
        0.1004276000         1.3914381925         3.2101136498        -0.1030553526
        0.1054294000         1.3965428462         3.2177692822         0.0299192959
        0.1104153000         1.3965428462         3.2177692822         0.0299192959
        0.1154243000         1.4016475000         3.2228730371         0.1628939444
        0.1204261000         1.4016475000         3.2228730371         0.1628939444
        0.1254146000         1.3939905194         3.2152174047        -0.0365680283
        0.1304200000         1.3888858657         3.2101136498        -0.1695426768
        0.1354070000         1.3914381925         3.2101136498        -0.1030553526
        0.1404207000         1.3965428462         3.2152174047         0.0299192959
        0.1454322000         1.4041998268         3.2279767920         0.2293812686
        0.1504298000         1.4041998268         3.2228730371         0.2293812686
        0.1554316000         1.3939905194         3.2152174047        -0.0365680283
        0.1604287000         1.3914381925         3.2101136498        -0.1030553526
        0.1654194000         1.3965428462         3.2177692822         0.0299192959
        0.1704236000         1.3965428462         3.2177692822         0.0299192959
