% Potentiometer Recording  5.0 s
% Vg_offset=1.395394V  K_gimbal=26.049690
% Fs=200 Hz  samples=1001

Time[s]              Vg[V]                Pot[V]               Omega[rad/s]        
        0.0008627000         1.3965428462         2.9549259039         0.0299192959
        0.0054840000         1.3965428462         2.9574777814         0.0299192959
        0.0104605000         1.3990951731         2.9625815363         0.0964066201
        0.0154035000         1.3939905194         2.9549259039        -0.0365680283
        0.0205099000         1.3914381925         2.9523740265        -0.1030553526
        0.0254242000         1.3914381925         2.9523740265        -0.1030553526
        0.0304663000         1.3888858657         2.9523740265        -0.1695426768
        0.0355341000         1.4016475000         2.9625815363         0.1628939444
        0.0407327000         1.3965428462         2.9549259039         0.0299192959
        0.0457112000         1.3965428462         2.9574777814         0.0299192959
        0.0512676000         1.3965428462         2.9549259039         0.0299192959
        0.0555050000         1.3888858657         2.9523740265        -0.1695426768
        0.0605080000         1.4041998268         2.9651334138         0.2293812686
        0.0655089000         1.3888858657         2.9523740265        -0.1695426768
        0.0704472000         1.3965428462         2.9549259039         0.0299192959
        0.0754878000         1.4041998268         2.9651334138         0.2293812686
        0.0803930000         1.3965428462         2.9574777814         0.0299192959
        0.0856120000         1.3914381925         2.9498221490        -0.1030553526
        0.0904351000         1.3914381925         2.9498221490        -0.1030553526
        0.0954910000         1.4016475000         2.9651334138         0.1628939444
        0.1005089000         1.4041998268         2.9651334138         0.2293812686
        0.1054190000         1.4041998268         2.9625815363         0.2293812686
        0.1104178000         1.3914381925         2.9523740265        -0.1030553526
        0.1155096000         1.4016475000         2.9651334138         0.1628939444
        0.1204208000         1.3965428462         2.9549259039         0.0299192959
        0.1253991000         1.3888858657         2.9523740265        -0.1695426768
        0.1303960000         1.3965428462         2.9574777814         0.0299192959
        0.1354929000         1.4016475000         2.9651334138         0.1628939444
        0.1403978000         1.4016475000         2.9625815363         0.1628939444
        0.1454188000         1.4016475000         2.9625815363         0.1628939444
        0.1504882000         1.3914381925         2.9498221490        -0.1030553526
        0.1553998000         1.3914381925         2.9523740265        -0.1030553526
        0.1604063000         1.3914381925         2.9523740265        -0.1030553526
        0.1654995000         1.3965428462         2.9574777814         0.0299192959
        0.1704205000         1.3965428462         2.9625815363         0.0299192959
        0.1753835000         1.3939905194         2.9574777814        -0.0365680283
        0.1804680000         1.3965428462         2.9574777814         0.0299192959
        0.1854733000         1.3939905194         2.9574777814        -0.0365680283
        0.1905069000         1.3965428462         2.9549259039         0.0299192959
        0.1954072000         1.3965428462         2.9574777814         0.0299192959
        0.2004353000         1.3888858657         2.9523740265        -0.1695426768
        0.2054157000         1.3888858657         2.9523740265        -0.1695426768
        0.2104806000         1.3939905194         2.9574777814        -0.0365680283
        0.2154822000         1.4041998268         2.9625815363         0.2293812686
        0.2205120000         1.3939905194         2.9549259039        -0.0365680283
        0.2254198000         1.3965428462         2.9574777814         0.0299192959
        0.2304232000         1.3888858657         2.9523740265        -0.1695426768
        0.2354149000         1.3888858657         2.9523740265        -0.1695426768
        0.2405921000         1.3939905194         2.9574777814        -0.0365680283
        0.2454932000         1.3965428462         2.9574777814         0.0299192959
