% Potentiometer Recording  5.0 s
% Vg_offset=1.395394V  K_gimbal=26.049690
% Fs=200 Hz  samples=1001

Time[s]              Vg[V]                Pot[V]               Omega[rad/s]        
        0.0009103000         1.3965428462         2.9064402322         0.0299192959
        0.0053835000         1.3965428462         2.9064402322         0.0299192959
        0.0104934000         1.3888858657         2.9013364773        -0.1695426768
        0.0154108000         1.4016475000         2.9140958646         0.1628939444
        0.0204080000         1.3965428462         2.9089921097         0.0299192959
        0.0254169000         1.3990951731         2.9064402322         0.0964066201
        0.0304752000         1.4016475000         2.9140958646         0.1628939444
        0.0354278000         1.3939905194         2.9038883547        -0.0365680283
        0.0407265000         1.3965428462         2.9064402322         0.0299192959
        0.0457032000         1.3914381925         2.9013364773        -0.1030553526
        0.0508782000         1.4041998268         2.9115439871         0.2293812686
        0.0555346000         1.3965428462         2.9013364773         0.0299192959
        0.0604157000         1.4016475000         2.9115439871         0.1628939444
        0.0654961000         1.3914381925         2.8987845998        -0.1030553526
        0.0704305000         1.3939905194         2.9064402322        -0.0365680283
        0.0754109000         1.4016475000         2.9140958646         0.1628939444
        0.0804223000         1.3939905194         2.9064402322        -0.0365680283
        0.0853997000         1.3965428462         2.9038883547         0.0299192959
        0.0903928000         1.3965428462         2.9013364773         0.0299192959
        0.0954301000         1.4041998268         2.9064402322         0.2293812686
        0.1004108000         1.4016475000         2.9038883547         0.1628939444
        0.1054102000         1.3965428462         2.9064402322         0.0299192959
        0.1104207000         1.3965428462         2.9064402322         0.0299192959
        0.1154049000         1.4016475000         2.9140958646         0.1628939444
        0.1204103000         1.3888858657         2.8987845998        -0.1695426768
        0.1254184000         1.4016475000         2.9140958646         0.1628939444
        0.1304332000         1.3888858657         2.9013364773        -0.1695426768
        0.1354106000         1.3939905194         2.9013364773        -0.0365680283
        0.1404269000         1.3939905194         2.9064402322        -0.0365680283
        0.1454093000         1.3965428462         2.9064402322         0.0299192959
        0.1504224000         1.3939905194         2.9064402322        -0.0365680283
        0.1554535000         1.3965428462         2.9013364773         0.0299192959
        0.1604327000         1.3914381925         2.9013364773        -0.1030553526
        0.1654299000         1.4016475000         2.9140958646         0.1628939444
        0.1704199000         1.3888858657         2.8987845998        -0.1695426768
        0.1754088000         1.3965428462         2.9089921097         0.0299192959
        0.1804166000         1.4016475000         2.9140958646         0.1628939444
        0.1854213000         1.3914381925         2.9013364773        -0.1030553526
        0.1904138000         1.3888858657         2.9013364773        -0.1695426768
        0.1954205000         1.4016475000         2.9115439871         0.1628939444
        0.2004295000         1.3965428462         2.9064402322         0.0299192959
        0.2054079000         1.3914381925         2.8987845998        -0.1030553526
        0.2104268000         1.3914381925         2.9013364773        -0.1030553526
        0.2154020000         1.3939905194         2.9064402322        -0.0365680283
        0.2206338000         1.3965428462         2.9064402322         0.0299192959
        0.2254267000         1.3888858657         2.9013364773        -0.1695426768
        0.2304290000         1.3965428462         2.9064402322         0.0299192959
        0.2354217000         1.3939905194         2.9064402322        -0.0365680283
        0.2404215000         1.4016475000         2.9140958646         0.1628939444
        0.2454068000         1.4041998268         2.9140958646         0.2293812686
        0.2504176000         1.3888858657         2.9064402322        -0.1695426768
        0.2554190000         1.3939905194         2.9064402322        -0.0365680283
        0.2604068000         1.4016475000         2.9140958646         0.1628939444
        0.2654129000         1.3939905194         2.9013364773        -0.0365680283
        0.2704315000         1.4016475000         2.9140958646         0.1628939444
        0.2754993000         1.3965428462         2.9064402322         0.0299192959
        0.2804172000         1.3965428462         2.9064402322         0.0299192959
        0.2854335000         1.4016475000         2.9140958646         0.1628939444
        0.2904062000         1.4016475000         2.9115439871         0.1628939444
        0.2954227000         1.3888858657         2.9064402322        -0.1695426768
        0.3004318000         1.3888858657         2.9013364773        -0.1695426768
        0.3054235000         1.3965428462         2.8987845998         0.0299192959
        0.3104180000         1.4016475000         2.9140958646         0.1628939444
        0.3154706000         1.3965428462         2.9089921097         0.0299192959
        0.3204292000         1.3914381925         2.9013364773        -0.1030553526
        0.3254165000         1.3965428462         2.9064402322         0.0299192959
        0.3304094000         1.4016475000         2.9140958646         0.1628939444
        0.3354247000         1.3888858657         2.9013364773        -0.1695426768
        0.3404163000         1.4016475000         2.9115439871         0.1628939444
        0.3454056000         1.3965428462         2.9064402322         0.0299192959
        0.3504161000         1.3965428462         2.9064402322         0.0299192959
        0.3554161000         1.4016475000         2.9140958646         0.1628939444
        0.3604116000         1.4016475000         2.9115439871         0.1628939444
        0.3654362000         1.3863335388         2.9013364773        -0.2360300010
        0.3704052000         1.3965428462         2.9064402322         0.0299192959
        0.3754050000         1.3939905194         2.9064402322        -0.0365680283
        0.3804173000         1.3965428462         2.9064402322         0.0299192959
        0.3854265000         1.3965428462         2.9089921097         0.0299192959
        0.3904366000         1.3939905194         2.9064402322        -0.0365680283
        0.3954506000         1.4016475000         2.9140958646         0.1628939444
        0.4004283000         1.3888858657         2.9013364773        -0.1695426768
        0.4054047000         1.3939905194         2.9064402322        -0.0365680283
        0.4103902000         1.3965428462         2.9038883547         0.0299192959
        0.4154261000         1.3939905194         2.8987845998        -0.0365680283
        0.4204064000         1.3888858657         2.9013364773        -0.1695426768
        0.4254595000         1.3965428462         2.9038883547         0.0299192959
        0.4304058000         1.3965428462         2.9089921097         0.0299192959
        0.4354149000         1.3990951731         2.9140958646         0.0964066201
        0.4404149000         1.3939905194         2.9038883547        -0.0365680283
        0.4454040000         1.3965428462         2.9064402322         0.0299192959
        0.4504139000         1.3888858657         2.9013364773        -0.1695426768
        0.4554724000         1.3939905194         2.9089921097        -0.0365680283
        0.4604735000         1.3914381925         2.9013364773        -0.1030553526
        0.4654148000         1.4016475000         2.9140958646         0.1628939444
        0.4704252000         1.3888858657         2.9038883547        -0.1695426768
        0.4754035000         1.3965428462         2.9064402322         0.0299192959
        0.4804177000         1.3965428462         2.9064402322         0.0299192959
        0.4854135000         1.3939905194         2.9064402322        -0.0365680283
        0.4905221000         1.3914381925         2.9013364773        -0.1030553526
        0.4954859000         1.3990951731         2.9115439871         0.0964066201
        0.5004718000         1.3965428462         2.9064402322         0.0299192959
        0.5055085000         1.3965428462         2.9064402322         0.0299192959
        0.5104128000         1.4041998268         2.9140958646         0.2293812686
        0.5154044000         1.3965428462         2.9089921097         0.0299192959
        0.5203871000         1.3914381925         2.9013364773        -0.1030553526
        0.5253884000         1.3965428462         2.9064402322         0.0299192959
        0.5303963000         1.4016475000         2.9140958646         0.1628939444
        0.5353869000         1.4016475000         2.9115439871         0.1628939444
        0.5404226000         1.3863335388         2.9013364773        -0.2360300010
        0.5454026000         1.3888858657         2.9013364773        -0.1695426768
        0.5504134000         1.4016475000         2.9140958646         0.1628939444
        0.5554149000         1.3965428462         2.9064402322         0.0299192959
        0.5604242000         1.3939905194         2.9064402322        -0.0365680283
        0.5653868000         1.3965428462         2.9089921097         0.0299192959
        0.5704275000         1.4016475000         2.9140958646         0.1628939444
        0.5753767000         1.4016475000         2.9140958646         0.1628939444
        0.5804129000         1.3939905194         2.9064402322        -0.0365680283
        0.5854188000         1.3888858657         2.9038883547        -0.1695426768
        0.5905030000         1.3914381925         2.8987845998        -0.1030553526
