% Stabilization Loop  omega_c=0 rad/s
% Kp_stab=1.0288  Ki_stab=29.5203  (Tustin integrator)
% Vg_offset=1.339026V  K_gimbal=26.049690  samples=3005

Time[s]               OmegaU[deg/s]           Vc[V]                  Vg[V]                  Pot[V]                 Omega_h[deg/s]         Error[deg/s]           disturbance[V]      
        0.1704473000       -14.6102116258         2.3360217454         1.3378393285         3.3606744199        -1.7713910272         1.7713910272         1.4044785871
        0.1754499000       -10.1484568678         2.3889610976         1.3352870017         3.3606744199        -5.5808340965         5.5808340965         1.3968249959
        0.1804369000       -17.7253069545         2.2990606981         1.3403916554         3.3606744199         2.0380520421        -2.0380520421         1.4044785871
        0.1854513000       -22.2264212783         2.2680993649         1.3429439823         3.3606744199         5.8474951114        -5.8474951114         1.3942737988
        0.1904299000        -6.2883411868         2.4347619169         1.3327346748         3.3581225424        -9.3902771658         9.3902771658         1.3917226017
        0.1954284000       -13.3029117623         2.3515330434         1.3378393285         3.3632262974        -1.7713910272         1.7713910272         1.4044785871
        0.2004444000        -0.4405674337         2.5041465808         1.3301823480         3.3581225424       -13.1997202352        13.1997202352         1.3891714046
        0.2054416000         1.5077310726         2.5272634186         1.3301823480         3.3555706650       -13.1997202352        13.1997202352         1.4044785871
        0.2104470000       -17.5454443476         2.3011947934         1.3429439823         3.3683300523         5.8474951114        -5.8474951114         1.3917226017
        0.2154359000       -14.2082486120         2.3407910935         1.3403916554         3.3606744199         2.0380520421        -2.0380520421         1.3942737988
        0.2204575000        -1.9081837946         2.4867331048         1.3327346748         3.3581225424        -9.3902771658         9.3902771658         1.3993761929
        0.2254287000        -0.5221647995         2.5031784165         1.3327346748         3.3581225424        -9.3902771658         9.3902771658         1.3993761929
        0.2304381000        -7.5367353750         2.4199495430         1.3378393285         3.3632262974        -1.7713910272         1.7713910272         1.4044785871
        0.2354239000        -7.2752754023         2.4230518027         1.3378393285         3.3632262974        -1.7713910272         1.7713910272         1.4044785871
        0.2404340000       -15.4144050002         2.3264798771         1.3429439823         3.3683300523         5.8474951114        -5.8474951114         1.3917226017
        0.2454187000       -12.0772092646         2.3660761772         1.3403916554         3.3606744199         2.0380520421        -2.0380520421         1.3917226017
        0.2504575000        -8.1777340178         2.4123440034         1.3378393285         3.3632262974        -1.7713910272         1.7713910272         1.3968249959
        0.2554345000       -12.1165688304         2.3656091704         1.3403916554         3.3632262974         2.0380520421        -2.0380520421         1.4019273900
        0.2604624000       -20.8179779395         2.2706092517         1.3454963091         3.3683300523         9.6569381807        -9.6569381807         1.3968249959
        0.2654543000       -13.8427669297         2.3451275854         1.3403916554         3.3632262974         2.0380520421        -2.0380520421         1.3917226017
        0.2704689000        -1.5427021123         2.4910695967         1.3327346748         3.3581225424        -9.3902771658         9.3902771658         1.3993761929
        0.2754294000       -12.7575674731         2.3580036307         1.3403916554         3.3632262974         2.0380520421        -2.0380520421         1.3917226017
        0.2804398000        -0.4575026557         2.5039456420         1.3327346748         3.3555706650        -9.3902771658         9.3902771658         1.3968249959
        0.2854399000        -7.4720732312         2.4207167685         1.3378393285         3.3657781748        -1.7713910272         1.7713910272         1.4044785871
        0.2904576000       -19.8114976144         2.2743077504         1.3454963091         3.3683300523         9.6569381807        -9.6569381807         1.3968249959
        0.2954409000       -17.0365813900         2.3072325244         1.3429439823         3.3708819297         5.8474951114        -5.8474951114         1.3942737988
        0.3004486000        -9.4990908691         2.3966659171         1.3378393285         3.3632262974        -1.7713910272         1.7713910272         1.3840690105
        0.3054303000       -13.4379256817         2.3499310842         1.3403916554         3.3632262974         2.0380520421        -2.0380520421         1.3917226017
        0.3104416000        -1.1378608643         2.4958730955         1.3327346748         3.3581225424        -9.3902771658         9.3902771658         1.3968249959
        0.3154293000         0.2481581308         2.5123184072         1.3327346748         3.3581225424        -9.3902771658         9.3902771658         1.3993761929
        0.3204434000        -6.7664124447         2.4290895337         1.3378393285         3.3632262974        -1.7713910272         1.7713910272         1.4044785871
        0.3254197000       -14.9055420426         2.3325176082         1.3429439823         3.3657781748         5.8474951114        -5.8474951114         1.3968249959
        0.3304356000       -19.9689358775         2.2724397231         1.3454963091         3.3657781748         9.6569381807        -9.6569381807         1.3942737988
        0.3359396000        -4.5931352972         2.4548757749         1.3352870017         3.3479150326        -5.5808340965         5.5808340965         1.3968249959
        0.3404859000       -45.7723436663         2.2274556820         1.3608102703         3.3683300523        32.5135965965       -32.5135965965         1.3968249959
        0.3454365000        -4.3681566561         2.4575451784         1.3327346748         3.3632262974        -9.3902771658         9.3902771658         1.3968249959
        0.3504485000       -19.7833168022         2.2746421197         1.3429439823         3.3657781748         5.8474951114        -5.8474951114         1.3968249959
        0.3554563000       -24.8467106372         2.2634542903         1.3454963091         3.3632262974         9.6569381807        -9.6569381807         1.3840690105
        0.3604360000       -22.0717944127         2.2683744654         1.3429439823         3.3606744199         5.8474951114        -5.8474951114         1.3917226017
        0.3654284000       -10.3340091065         2.3867594940         1.3352870017         3.3632262974        -5.5808340965         5.5808340965         1.3942737988
        0.3704375000       -13.7105644079         2.3466961871         1.3378393285         3.3606744199        -1.7713910272         1.7713910272         1.3968249959
        0.3754187000        -9.2488096499         2.3996355393         1.3352870017         3.3581225424        -5.5808340965         5.5808340965         1.3993761929
        0.3804567000       -25.2262493072         2.2627840800         1.3454963091         3.3683300523         9.6569381807        -9.6569381807         1.3968249959
        0.3854401000       -26.6516278681         2.2602729297         1.3454963091         3.3683300523         9.6569381807        -9.6569381807         1.3993761929
        0.3904506000       -15.4761220731         2.3257475953         1.3378393285         3.3606744199        -1.7713910272         1.7713910272         1.4044785871
        0.3954736000       -27.8155464563         2.2582292421         1.3454963091         3.3632262974         9.6569381807        -9.6569381807         1.3917226017
        0.4005497000       -25.0406302318         2.2631117742         1.3429439823         3.3683300523         5.8474951114        -5.8474951114         1.3891714046
        0.4055515000       -17.5031397109         2.3016967439         1.3378393285         3.3606744199        -1.7713910272         1.7713910272         1.3840690105
        0.4104570000       -34.0428588794         2.2473980143         1.3480486360         3.3683300523        13.4663812500       -13.4663812500         1.3968249959
        0.4154612000       -36.0305169515         2.2439769452         1.3480486360         3.3683300523        13.4663812500       -13.4663812500         1.3968249959
        0.4204593000       -29.6175854530         2.2550771493         1.3429439823         3.3632262974         5.8474951114        -5.8474951114         1.3917226017
        0.4254398000       -30.4806845026         2.2535725902         1.3429439823         3.3683300523         5.8474951114        -5.8474951114         1.3993761929
        0.4304483000       -31.3437835523         2.2520713545         1.3429439823         3.3683300523         5.8474951114        -5.8474951114         1.3917226017
        0.4354401000       -36.4071773873         2.2433305973         1.3454963091         3.3657781748         9.6569381807        -9.6569381807         1.3993761929
        0.4404369000       -37.8325559482         2.2408902272         1.3454963091         3.3632262974         9.6569381807        -9.6569381807         1.3942737988
        0.4454316000       -26.6570501532         2.2602633946         1.3378393285         3.3632262974        -1.7713910272         1.7713910272         1.3942737988
        0.4504318000       -13.7947058245         2.3456978372         1.3301823480         3.3530187875       -13.1997202352        13.1997202352         1.3993761929
        0.4554575000       -24.4472916742         2.2641603175         1.3378393285         3.3606744199        -1.7713910272         1.7713910272         1.4019273900
        0.4604295000       -24.1858317015         2.2646228789         1.3378393285         3.3555706650        -1.7713910272         1.7713910272         1.4044785871
        0.4654435000        -7.1231925876         2.4248562868         1.3276300211         3.3632262974       -17.0091633045        17.0091633045         1.3968249959
        0.4704262000       -21.4137937113         2.2695463682         1.3378393285         3.3632262974        -1.7713910272         1.7713910272         1.4044785871
        0.4754392000       -29.5529233092         2.2551900029         1.3429439823         3.3657781748         5.8474951114        -5.8474951114         1.3942737988
        0.4804472000       -13.6148432176         2.3478319325         1.3327346748         3.3530187875        -9.3902771658         9.3902771658         1.3968249959
        0.4854575000       -20.6294137932         2.2709459774         1.3378393285         3.3606744199        -1.7713910272         1.7713910272         1.4019273900
        0.4904628000       -16.1676590352         2.3175424113         1.3352870017         3.3657781748        -5.5808340965         5.5808340965         1.3968249959
        0.4954294000       -23.7445091219         2.2654043551         1.3403916554         3.3606744199         2.0380520421        -2.0380520421         1.4044785871
        0.5004339000       -28.2456234456         2.2574756323         1.3429439823         3.3683300523         5.8474951114        -5.8474951114         1.3968249959
        0.5054478000       -33.3090172806         2.2486654482         1.3454963091         3.3683300523         9.6569381807        -9.6569381807         1.3917226017
        0.5104304000       -34.7343958415         2.2462058107         1.3454963091         3.3683300523         9.6569381807        -9.6569381807         1.3917226017
        0.5154393000       -15.1583004759         2.3295185935         1.3327346748         3.3555706650        -9.3902771658         9.3902771658         1.3993761929
        0.5204194000       -22.1728710514         2.2681946249         1.3378393285         3.3632262974        -1.7713910272         1.7713910272         1.3917226017
        0.5255668000       -30.3120006493         2.2538663791         1.3429439823         3.3606744199         5.8474951114        -5.8474951114         1.4044785871
        0.5304202000       -14.3739205578         2.3388253724         1.3327346748         3.3555706650        -9.3902771658         9.3902771658         1.3917226017
        0.5354485000       -21.3884911333         2.2695914722         1.3378393285         3.3683300523        -1.7713910272         1.7713910272         1.3968249959
        0.5404481000       -25.3273259459         2.2626057042         1.3403916554         3.3581225424         2.0380520421        -2.0380520421         1.3917226017
        0.5454723000       -13.0272611284         2.3548036773         1.3327346748         3.3581225424        -9.3902771658         9.3902771658         1.3993761929
        0.5505095000       -24.2421264893         2.2645232587         1.3403916554         3.3530187875         2.0380520421        -2.0380520421         1.3968249959
        0.5555117000       -20.3426512424         2.2714583768         1.3378393285         3.3632262974        -1.7713910272         1.7713910272         1.4044785871
        0.5604555000       -28.4817808403         2.2570621759         1.3429439823         3.3683300523         5.8474951114        -5.8474951114         1.3968249959
        0.5654638000       -33.5451746753         2.2482573170         1.3454963091         3.3632262974         9.6569381807        -9.6569381807         1.3917226017
        0.5704477000       -26.5699636656         2.2604165516         1.3403916554         3.3606744199         2.0380520421        -2.0380520421         1.3917226017
        0.5754307000       -14.2698988482         2.3400596047         1.3327346748         3.3606744199        -9.3902771658         9.3902771658         1.4044785871
        0.5804408000       -33.8853537796         2.2476698452         1.3454963091         3.3683300523         9.6569381807        -9.6569381807         1.3917226017
        0.5854461000       -14.3092584140         2.3395925979         1.3327346748         3.3581225424        -9.3902771658         9.3902771658         1.3993761929
        0.5904365000       -21.3238289895         2.2697067517         1.3378393285         3.3555706650        -1.7713910272         1.7713910272         1.3968249959
        0.5954520000       -12.6617794462         2.3591401692         1.3327346748         3.3530187875        -9.3902771658         9.3902771658         1.4019273900
        0.6004304000       -11.2757604511         2.3755854809         1.3327346748         3.3555706650        -9.3902771658         9.3902771658         1.4044785871
        0.6054383000       -18.2903310266         2.2923566074         1.3378393285         3.3657781748        -1.7713910272         1.7713910272         1.3993761929
        0.6105962000       -18.0288710539         2.2954588670         1.3378393285         3.3606744199        -1.7713910272         1.7713910272         1.3917226017
        0.6154620000       -51.3697693636         2.2181430184         1.3582579434         3.3657781748        28.7041535272       -28.7041535272         1.3968249959
        0.6204470000       -34.6050715539         2.2464286052         1.3454963091         3.3657781748         9.6569381807        -9.6569381807         1.3917226017
        0.6254268000       -31.8301553295         2.2512268408         1.3429439823         3.3657781748         5.8474951114        -5.8474951114         1.3993761929
        0.6304415000       -36.8935491645         2.2424968974         1.3454963091         3.3657781748         9.6569381807        -9.6569381807         1.3917226017
        0.6354155000       -38.3189277254         2.2400595282         1.3454963091         3.3657781748         9.6569381807        -9.6569381807         1.3891714046
        0.6404446000       -39.7443062862         2.2376309160         1.3454963091         3.3657781748         9.6569381807        -9.6569381807         1.3840690105
        0.6454693000       -20.1682109206         2.2717702615         1.3327346748         3.3606744199        -9.3902771658         9.3902771658         1.4044785871
        0.6504465000       -18.7821919255         2.2865206082         1.3327346748         3.3555706650        -9.3902771658         9.3902771658         1.3968249959
        0.6554283000       -21.5964677157         2.2692208236         1.3352870017         3.3606744199        -5.5808340965         5.5808340965         1.4044785871
        0.6604440000       -37.5739073730         2.2413324024         1.3454963091         3.3657781748         9.6569381807        -9.6569381807         1.3993761929
        0.6654260000       -38.9992859339         2.2388992200         1.3454963091         3.3657781748         9.6569381807        -9.6569381807         1.3968249959
        0.6704362000       -36.2243697095         2.2436442175         1.3429439823         3.3657781748         5.8474951114        -5.8474951114         1.3917226017
        0.6754269000       -32.8871739739         2.2493950967         1.3403916554         3.3632262974         2.0380520421        -2.0380520421         1.3942737988
        0.6804525000       -33.1879935124         2.2488746987         1.3403916554         3.3581225424         2.0380520421        -2.0380520421         1.4044785871
        0.6854359000       -20.8879286949         2.2704843802         1.3327346748         3.3581225424        -9.3902771658         9.3902771658         1.4044785871
        0.6904526000       -36.3030888410         2.2435091511         1.3429439823         3.3606744199         5.8474951114        -5.8474951114         1.3993761929
        0.6954391000       -32.9658931054         2.2492588792         1.3403916554         3.3657781748         2.0380520421        -2.0380520421         1.3917226017
        0.7004492000       -33.2667126439         2.2487385857         1.3403916554         3.3606744199         2.0380520421        -2.0380520421         1.3840690105
        0.7054297000       -46.1684165383         2.2267924652         1.3480486360         3.3657781748        13.4663812500       -13.4663812500         1.3917226017
        0.7104389000       -10.3534215427         2.3865291627         1.3250776943         3.3581225424       -20.8186063738        20.8186063738         1.3968249959
        0.7154278000       -32.4823327258         2.2500960760         1.3403916554         3.3581225424         2.0380520421        -2.0380520421         1.3917226017
        0.7204538000       -20.1822679084         2.2717451235         1.3327346748         3.3606744199        -9.3902771658         9.3902771658         1.4044785871
        0.7254162000       -31.3971332692         2.2519786692         1.3403916554         3.3606744199         2.0380520421        -2.0380520421         1.3942737988
        0.7304351000       -27.4976580224         2.2587868041         1.3378393285         3.3606744199        -1.7713910272         1.7713910272         1.3993761929
        0.7354371000       -18.8356084791         2.2858868132         1.3327346748         3.3530187875        -9.3902771658         9.3902771658         1.4044785871
        0.7404674000       -25.8501790546         2.2616837386         1.3378393285         3.3606744199        -1.7713910272         1.7713910272         1.3993761929
        0.7454307000       -17.1881295113         2.3054343845         1.3327346748         3.3555706650        -9.3902771658         9.3902771658         1.4044785871
        0.7504489000       -15.8021105162         2.3218796962         1.3327346748         3.3555706650        -9.3902771658         9.3902771658         1.4044785871
        0.7554261000       -27.0169758770         2.2596307665         1.3403916554         3.3606744199         2.0380520421        -2.0380520421         1.3993761929
        0.7604544000       -31.5180902008         2.2517685757         1.3429439823         3.3555706650         5.8474951114        -5.8474951114         1.3968249959
        0.7654446000       -19.7803048946         2.2746778564         1.3352870017         3.3555706650        -5.5808340965         5.5808340965         1.3968249959
        0.7704253000       -23.1568601960         2.2664463290         1.3378393285         3.3657781748        -1.7713910272         1.7713910272         1.3942737988
        0.7754455000       -18.6951054380         2.2875539017         1.3352870017         3.3632262974        -5.5808340965         5.5808340965         1.3942737988
        0.7804469000       -22.0716607394         2.2683747032         1.3378393285         3.3581225424        -1.7713910272         1.7713910272         1.3917226017
        0.7854344000       -34.4110851226         2.2467629344         1.3454963091         3.3657781748         9.6569381807        -9.6569381807         1.3993761929
        0.7904357000       -35.8364636834         2.2443101809         1.3454963091         3.3683300523         9.6569381807        -9.6569381807         1.3993761929
        0.7954312000       -37.2618422443         2.2418662814         1.3454963091         3.3606744199         9.6569381807        -9.6569381807         1.4044785871
        0.8004324000        -9.2851573081         2.3992042691         1.3276300211         3.3632262974       -17.0091633045        17.0091633045         1.4044785871
        0.8054470000       -23.5757584318         2.2657034084         1.3378393285         3.3606744199        -1.7713910272         1.7713910272         1.4044785871
        0.8104353000       -31.7148880297         2.2514268907         1.3429439823         3.3530187875         5.8474951114        -5.8474951114         1.3993761929
        0.8154427000       -36.7782818647         2.2426943866         1.3454963091         3.3606744199         9.6569381807        -9.6569381807         1.4044785871
        0.8204262000       -17.2021864991         2.3052675964         1.3327346748         3.3657781748        -9.3902771658         9.3902771658         1.4044785871
        0.8256138000       -20.0164622893         2.2720416907         1.3352870017         3.3683300523        -5.5808340965         5.5808340965         1.3993761929
        0.8304567000       -23.3930175907         2.2660274020         1.3378393285         3.3530187875        -1.7713910272         1.7713910272         1.3993761929
        0.8354613000       -14.7309680474         2.3345889533         1.3327346748         3.3657781748        -9.3902771658         9.3902771658         1.3993761929
        0.8404387000       -25.9458334082         2.2615152025         1.3403916554         3.3632262974         2.0380520421        -2.0380520421         1.3993761929
        0.8454303000       -34.6472425173         2.2463559468         1.3454963091         3.3657781748         9.6569381807        -9.6569381807         1.3993761929
        0.8504364000       -36.0726210781         2.2439046640         1.3454963091         3.3657781748         9.6569381807        -9.6569381807         1.3917226017
        0.8554510000       -29.0974100684         2.2559855323         1.3403916554         3.3530187875         2.0380520421        -2.0380520421         1.3993761929
        0.8604300000       -33.5985243922         2.2481651511         1.3429439823         3.3606744199         5.8474951114        -5.8474951114         1.3917226017
        0.8654693000       -13.4601495154         2.3496673952         1.3301823480         3.3581225424       -13.1997202352        13.1997202352         1.3891714046
        0.8704488000       -24.1127353650         2.2647522532         1.3378393285         3.3581225424        -1.7713910272         1.7713910272         1.3993761929
        0.8754317000       -28.0515701776         2.2578155622         1.3403916554         3.3606744199         2.0380520421        -2.0380520421         1.3917226017
        0.8804421000       -32.5526845014         2.2499742104         1.3429439823         3.3657781748         5.8474951114        -5.8474951114         1.3942737988
        0.8854567000       -25.0151939805         2.2631566919         1.3378393285         3.3606744199        -1.7713910272         1.7713910272         1.3968249959
        0.8904509000       -20.5534392225         2.2710816947         1.3352870017         3.3530187875        -5.5808340965         5.5808340965         1.3993761929
        0.8954533000       -28.1302893092         2.2576776467         1.3403916554         3.3606744199         2.0380520421        -2.0380520421         1.4044785871
        0.9004372000       -15.8302244917         2.3215461199         1.3327346748         3.3606744199        -9.3902771658         9.3902771658         1.4044785871
        0.9054414000       -22.8447950672         2.2670003049         1.3378393285         3.3606744199        -1.7713910272         1.7713910272         1.4019273900
        0.9104308000       -14.1827455239         2.3410936912         1.3327346748         3.3555706650        -9.3902771658         9.3902771658         1.4044785871
        0.9155032000       -12.7967265288         2.3575390029         1.3327346748         3.3530187875        -9.3902771658         9.3902771658         1.3968249959
        0.9204465000       -32.4121814603         2.2502176160         1.3454963091         3.3657781748         9.6569381807        -9.6569381807         1.3968249959
        0.9254315000       -17.0363808799         2.3072349035         1.3352870017         3.3581225424        -5.5808340965         5.5808340965         1.3993761929
        0.9304351000       -33.0138205372         2.2491759578         1.3454963091         3.3708819297         9.6569381807        -9.6569381807         1.4019273900
        0.9354535000       -30.2389043128         2.2539937271         1.3429439823         3.3657781748         5.8474951114        -5.8474951114         1.3891714046
        0.9404365000       -35.3022981478         2.2452283185         1.3454963091         3.3632262974         9.6569381807        -9.6569381807         1.3866202076
        0.9454185000       -32.5273819234         2.2500180378         1.3429439823         3.3683300523         5.8474951114        -5.8474951114         1.3917226017
        0.9504441000       -20.7895966172         2.2706599226         1.3352870017         3.3504669101        -5.5808340965         5.5808340965         1.4019273900
        0.9554336000       -15.7655623479         2.3223133454         1.3327346748         3.3530187875        -9.3902771658         9.3902771658         1.4044785871
        0.9604444000       -35.3810172794         2.2450929357         1.3454963091         3.3632262974         9.6569381807        -9.6569381807         1.3993761929
        0.9654276000       -87.2099332638         2.1613919585         1.3761242314         3.3657781748        55.3702550124       -55.3702550124         1.3968249959
        0.9704522000       -53.3797181060         2.2148302151         1.3506009628         3.3581225424        17.2758243193       -17.2758243193         1.3942737988
        0.9754251000       -39.1284765481         2.2386791184         1.3403916554         3.3632262974         2.0380520421        -2.0380520421         1.3942737988
        0.9804568000       -18.4278221601         2.2907252556         1.3276300211         3.3606744199       -17.0091633045        17.0091633045         1.4044785871
        0.9854294000       -24.3178337132         2.2643893087         1.3327346748         3.3530187875        -9.3902771658         9.3902771658         1.3917226017
        0.9904371000       -22.9318147181         2.2668457831         1.3327346748         3.3530187875        -9.3902771658         9.3902771658         1.3942737988
        0.9954190000       -42.5472696495         2.2328804529         1.3454963091         3.3606744199         9.6569381807        -9.6569381807         1.4044785871
        1.0004297000       -48.1729429957         2.2234459079         1.3480486360         3.3657781748        13.4663812500       -13.4663812500         1.3942737988
        1.0054395000       -37.5597167119         2.2413566705         1.3403916554         3.3530187875         2.0380520421        -2.0380520421         1.3993761929
        1.0104482000       -33.6602414651         2.2480585456         1.3378393285         3.3581225424        -1.7713910272         1.7713910272         1.3968249959
        1.0154283000       -45.9996658483         2.2270749553         1.3454963091         3.3657781748         9.6569381807        -9.6569381807         1.3968249959
        1.0204437000       -34.8241600532         2.2460512117         1.3378393285         3.3606744199        -1.7713910272         1.7713910272         1.3993761929
        1.0254257000       -21.9618157246         2.2685701984         1.3301823480         3.3530187875       -13.1997202352        13.1997202352         1.3993761929
        1.0304331000       -28.4141067889         2.2571806317         1.3352870017         3.3581225424        -5.5808340965         5.5808340965         1.4070297842
        1.0354211000       -31.7906620903         2.2512953759         1.3378393285         3.3581225424        -1.7713910272         1.7713910272         1.4044785871
        1.0404533000       -35.7294969029         2.2444939385         1.3403916554         3.3581225424         2.0380520421        -2.0380520421         1.3942737988
        1.0454413000       -44.4309060120         2.2297067594         1.3454963091         3.3657781748         9.6569381807        -9.6569381807         1.3942737988
        1.0504429000       -37.4556950023         2.2415345897         1.3403916554         3.3581225424         2.0380520421        -2.0380520421         1.4019273900
        1.0554354000       -46.1571041114         2.2268113986         1.3454963091         3.3581225424         9.6569381807        -9.6569381807         1.3993761929
        1.0604411000       -39.1818931017         2.2385881338         1.3403916554         3.3581225424         2.0380520421        -2.0380520421         1.4070297842
        1.0654268000       -39.4827126402         2.2380759753         1.3403916554         3.3530187875         2.0380520421        -2.0380520421         1.4044785871
        1.0704592000       -52.3844165346         2.2164686324         1.3480486360         3.3581225424        13.4663812500       -13.4663812500         1.3917226017
        1.0754442000       -45.9714850360         2.2271221418         1.3429439823         3.3530187875         5.8474951114        -5.8474951114         1.4070297842
        1.0804525000       -67.8360580122         2.1914730338         1.3557056165         3.3581225424        24.8947104579       -24.8947104579         1.4019273900
        1.0854361000       -50.5090806914         2.2195666175         1.3429439823         3.3530187875         5.8474951114        -5.8474951114         1.4044785871
        1.0904471000       -68.1733588822         2.1909376437         1.3531532897         3.3581225424        21.0852673886       -21.0852673886         1.3993761929
        1.0954332000       -83.8864603326         2.1664577179         1.3608102703         3.3632262974        32.5135965965       -32.5135965965         1.3968249959
        1.1004278000       -80.2849263901         2.1719905457         1.3557056165         3.3632262974        24.8947104579       -24.8947104579         1.3968249959
        1.1054318000       -75.5588334251         2.1793205710         1.3506009628         3.3581225424        17.2758243193       -17.2758243193         1.3917226017
        1.1104397000       -65.5078866525         2.1951801809         1.3429439823         3.3504669101         5.8474951114        -5.8474951114         1.3993761929
        1.1154442000       -66.3709857021         2.1938034786         1.3429439823         3.3555706650         5.8474951114        -5.8474951114         1.4044785871
        1.1204325000       -63.0337899665         2.1991422599         1.3403916554         3.3453631551         2.0380520421        -2.0380520421         1.4044785871
        1.1254431000       -96.9369677874         2.1467794538         1.3608102703         3.3504669101        32.5135965965       -32.5135965965         1.3993761929
        1.1304265000       -89.1351390596         2.1584747409         1.3531532897         3.3555706650        21.0852673886       -21.0852673886         1.3917226017
        1.1354563000       -50.2444083010         2.2200049986         1.3276300211         3.3402594002       -17.0091633045        17.0091633045         1.3993761929
        1.1404429000       -43.5335354982         2.2312168538         1.3250776943         3.3402594002       -20.8186063738        20.8186063738         1.3968249959
        1.1454310000       -78.2633310373         2.1751162168         1.3480486360         3.3377075228        13.4663812500       -13.4663812500         1.3993761929
        1.1504396000       -71.8503995387         2.1851286880         1.3429439823         3.3428112777         5.8474951114        -5.8474951114         1.4019273900
