% Stabilization Loop  omega_cmd=0 rad/s
% Kp_stab=2.0620  Ki_stab=66.4207  (Tustin integrator)
% LPF=OFF  fc=20.0 Hz
% Vg_offset=1.339026V  K_gimbal=26.049690  samples=601

Time[s]               OmegaU[deg/s]           Vc[V]                  Vg[V]                  Pot[V]                 Omega_h[deg/s]         omega_LPF[deg/s]       Error[deg/s]           disturbance[V]      
        0.0004468000      1192.8012427056         4.6077116138         1.3403916554         1.6687796646         2.0380520421        -0.8607161436       497.9619479579         1.4044785871
        0.0054563000      1358.1760593706         5.0000000000         1.3403916554         1.6687796646         2.0380520421         0.5252268051       497.9619479579         1.4070297842
        0.0104469000      1506.5756603511         5.0000000000         1.3454963091         1.6713315420         9.6569381807         3.0698801743       490.3430618193         1.3968249959
        0.0154884000       616.9568471888         3.4592067598         1.6619848393         1.6942984392       482.0278787748       119.1429333447        17.9721212252         1.3891714046
        0.0204606000       580.4874091225         3.4076929734         1.6747464736         1.7198172138       501.0750941213       297.1968428522        -1.0750941213         1.3993761929
        0.0254431000       690.4692687436         3.5693680934         1.6415662245         1.7580953756       451.5523342203       382.8352067707        48.4476657797         1.3993761929
        0.0304321000       757.4845464988         3.6778714377         1.6262522633         1.7810622728       428.6956758045       410.2258088740        71.3043241955         1.3917226017
        0.0354696000       696.2888709457         3.5784736467         1.6517755319         1.8116848023       466.7901064975       428.1632679282        33.2098935025         1.3942737988
        0.0404500000       571.5162613932         3.3953172550         1.6926127616         1.8550667191       527.7411956065       461.2021156371       -27.7411956065         1.3891714046
        0.0454655000       664.1546123097         3.5289166329         1.6619848393         1.8805854937       482.0278787748       482.0873124715        17.9721212252         1.3917226017
        0.0504203000       644.6603899279         3.4996922907         1.6696418199         1.9061042683       493.4562079827       484.7909210134         6.5437920173         1.4044785871
        0.0554367000       578.9327422511         3.4055401443         1.6900604347         1.9469343076       523.9317525372       496.2193189719       -23.9317525372         1.3993761929
