% Stabilization Loop  omega_c=0 rad/s
% Kp_stab=1.0288  Ki_stab=29.5203  (Tustin integrator)
% Vg_offset=1.339728V  K_gimbal=26.049690  samples=2001

Time[s]               OmegaU[deg/s]           Vc[V]                  Vg[V]                  Pot[V]                 Omega_h[deg/s]         omega_LPF[deg/s]       Error[deg/s]           disturbance[V]      
        0.8254434000       496.8809623944         3.2965110286         1.6721941467         2.8987845998       496.2180542079       503.3178559086        -3.3178559086         1.3942737988
        0.8304634000       500.1340397197         3.3006730091         1.6721941467         2.9345108842       496.2180542079       499.9233381431         0.0766618569         1.3942737988
        0.8354422000       494.0657807636         3.2929192009         1.6926127616         2.9753409236       526.6935987624       505.4371874319        -5.4371874319         1.3942737988
        0.8404502000       490.0904017167         3.2878626088         1.6721941467         3.0008596982       496.2180542079       508.3147857159        -8.3147857159         1.3917226017
        0.8454306000       495.2401529359         3.2944164438         1.6721941467         3.0340341051       496.2180542079       502.5311636178        -2.5311636178         1.3942737988
        0.8505140000       496.1864055418         3.2956240078         1.6772988005         3.0697603896       503.8369403466       501.3341245693        -1.3341245693         1.3968249959
        0.8554565000       496.6783006119         3.2962521508         1.6721941467         3.1029347965       496.2180542079       500.7094071839        -0.7094071839         1.4044785871
        0.8605472000       498.9412946679         3.2991455811         1.6721941467         3.1310054486       496.2180542079       498.5620264385         1.4379735615         1.3942737988
        0.8654661000       499.3851012255         3.2997137251         1.6747464736         3.1667317330       500.0274972773       498.3520143348         1.6479856652         1.3942737988
        0.8704613000       500.7533047506         3.3014666957         1.6696418199         3.1999061400       492.4086111386       497.3317371684         2.6682628316         1.3891714046
        0.8754451000       498.7219114380         3.2988648201         1.6824034542         3.2407361793       511.4558264852       499.5312939063         0.4687060937         1.3866202076
        0.8805588000       493.5089559043         3.2922098426         1.6798511273         3.2739105863       507.6463834159       504.3219103250        -4.3219103250         1.3942737988
        0.8854615000       493.1266967649         3.2917230757         1.6747464736         3.2994293609       500.0274972773       504.0900391718        -4.0900391718         1.3866202076
        0.8904525000       488.6399835519         3.2860221930         1.6900604347         3.3428112777       522.8841556931       507.6117285015        -7.6117285015         1.3993761929
        0.8954642000       479.4653255211         3.2744353104         1.6900604347         3.3759856847       522.8841556931       514.9136965859       -14.9136965859         1.3891714046
        0.9004416000       473.0622598029         3.2664037373         1.6900604347         3.4142638465       522.8841556931       518.7244882361       -18.7244882361         1.3993761929
        0.9054529000       467.1015372612         3.2589667219         1.6926127616         3.4397826211       526.6935987624       521.6239602266       -21.6239602266         1.3942737988
        0.9104305000       467.2619151122         3.2591663260         1.6772988005         3.4704051506       503.8369403466       518.5837783508       -18.5837783508         1.3993761929
        0.9154462000       474.3012241485         3.2679543358         1.6721941467         3.5010276801       496.2180542079       509.7117522828        -9.7117522828         1.4044785871
        0.9204316000       479.9812189614         3.2750843627         1.6721941467         3.5367539646       496.2180542079       503.2602202868        -3.2602202868         1.3917226017
        0.9254419000       485.2206412771         3.2816928378         1.6670894930         3.5724802490       488.5991680693       498.0719091775         1.9280908225         1.3942737988
        0.9304288000       493.5113015585         3.2922128300         1.6594325125         3.5979990236       477.1708388614       490.8108301479         9.1891698521         1.3968249959
        0.9354386000       498.0417788880         3.2979947605         1.6696418199         3.6286215531       492.4086111386       487.9320527885        12.0679472115         1.3968249959
        0.9404425000       501.4795648901         3.3023980866         1.6594325125         3.6694515924       477.1708388614       486.4296604749        13.5703395251         1.4044785871
        0.9454331000       505.3512018844         3.3073737525         1.6670894930         3.7051778769       488.5991680693       484.7349087482        15.2650912518         1.4044785871
        0.9504302000       499.5425683253         3.2999153637         1.6824034542         3.7383522838       511.4558264852       492.0465162594         7.9534837406         1.4070297842
        0.9554276000       496.5091858953         3.2960361621         1.6670894930         3.7664229359       488.5991680693       495.8623385870         4.1376614130         1.3993761929
        0.9604339000       498.9406101738         3.2991447050         1.6721941467         3.8098048527       496.2180542079       494.2110615972         5.7889384028         1.3917226017
        0.9654459000       498.7370411792         3.2988841810         1.6721941467         3.8404273822       496.2180542079       495.1706337599         4.8293662401         1.3866202076
        0.9704321000       496.8894733061         3.2965219014         1.6772988005         3.8761536666       503.8369403466       497.4927703757         2.5072296243         1.3840690105
        0.9754352000       502.9520894992         3.3042884270         1.6543278587         3.8914649314       469.5519527228       492.3299357415         7.6700642585         1.3891714046
        0.9804427000       513.0797245186         3.3173595880         1.6619848393         3.9322949707       480.9802819307       484.1714776327        15.8285223673         1.3968249959
        0.9854576000       511.0736738623         3.3147607119         1.6772988005         3.9731250101       503.8369403466       488.1097701656        11.8902298344         1.3891714046
        0.9904369000       502.5295859501         3.3037457805         1.6824034542         4.0062994170       511.4558264852       497.4505072103         2.5494927897         1.3968249959
        0.9954486000       500.5432739267         3.3011974574         1.6696418199         4.0318181916       492.4086111386       499.5932782753         0.4067217247         1.3942737988
