% Stabilization Loop  omega_c=0 rad/s
% Kp_stab=1.0288  Ki_stab=29.5203  (Tustin integrator)
% Vg_offset=1.338745V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaU[deg/s]        Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Error[rad/s]        
        1.3406350000        35.6371341748         2.7653719897         1.3301823480         1.0410178097        -0.2230649728         0.2230649728
        1.3455308000       -21.2805450593         2.2697839291         1.3659149240         1.0461215646         0.7077575664        -0.7077575664
        1.3506188000        10.5366426117         2.6343927329         1.3429439823         1.0537771970         0.1093716484        -0.1093716484
        1.3555676000       -11.3897811107         2.3742326096         1.3557056165         1.0512253195         0.4418082695        -0.4418082695
        1.3605708000        14.2759350345         2.6787599672         1.3378393285         1.0410178097        -0.0236030001         0.0236030001
        1.3655807000         6.0749546904         2.5814541737         1.3429439823         1.0512253195         0.1093716484        -0.1093716484
        1.3705615000        17.7508892504         2.7199907912         1.3352870017         1.0461215646        -0.0900903243         0.0900903243
        1.3754668000         1.7115988469         2.5296823386         1.3454963091         1.0512253195         0.1758589726        -0.1758589726
        1.3804052000        12.8252538957         2.6615474300         1.3378393285         1.0435696871        -0.0236030001         0.0236030001
        1.3855146000        17.2251579074         2.7137529143         1.3352870017         1.0410178097        -0.0900903243         0.0900903243
        1.3905130000        22.1873414304         2.7493067385         1.3327346748         1.0359140547        -0.1565776486         0.1565776486
        1.3955240000        27.7118044646         2.7559272303         1.3301823480         1.0410178097        -0.2230649728         0.2230649728
        1.4005315000         8.5967782981         2.6113759680         1.3429439823         1.0512253195         0.1093716484        -0.1093716484
        1.4055623000        16.0724180728         2.7000754929         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.4105955000        24.6726168699         2.7522889114         1.3327346748         1.0410178097        -0.1565776486         0.1565776486
        1.4156465000         9.1956059775         2.6184811433         1.3429439823         1.0512253195         0.1093716484        -0.1093716484
        1.4206733000         8.2706561816         2.6075064829         1.3429439823         1.0435696871         0.1093716484        -0.1093716484
        1.4256588000        24.1468855269         2.7516585931         1.3327346748         1.0410178097        -0.1565776486         0.1565776486
        1.4306491000        17.0704642052         2.7119174516         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.4355393000        21.4703682169         2.7484452381         1.3352870017         1.0461215646        -0.0900903243         0.0900903243
        1.4406621000         9.6313725987         2.6236515760         1.3429439823         1.0435696871         0.1093716484        -0.1093716484
        1.4455729000         4.5061280175         2.5628398230         1.3454963091         1.0512253195         0.1758589726        -0.1758589726
        1.4506082000        28.2206674222         2.7565355032         1.3301823480         1.0410178097        -0.2230649728         0.2230649728
        1.4555917000         4.9053464704         2.5675766065         1.3454963091         1.0512253195         0.1758589726        -0.1758589726
        1.4606558000        20.2192963045         2.7469407016         1.3352870017         1.0461215646        -0.0900903243         0.0900903243
        1.4656987000        16.7808902569         2.7084816157         1.3378393285         1.0435696871        -0.0236030001         0.0236030001
        1.4706117000        21.1807942687         2.7480971414         1.3352870017         1.0410178097        -0.0900903243         0.0900903243
        1.4755263000        17.7423882210         2.7198899252         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.4806793000        30.5428818034         2.7593081206         1.3301823480         1.0384659322        -0.2230649728         0.2230649728
        1.4858738000        19.8284452076         2.7446412869         1.3378393285         1.0435696871        -0.0236030001         0.0236030001
        1.4907245000        20.0280544340         2.7467105712         1.3378393285         1.0435696871        -0.0236030001         0.0236030001
        1.4962728000        11.8270740899         2.6497038852         1.3429439823         1.0512253195         0.1093716484        -0.1093716484
        1.5007715000        15.1024190793         2.6885663174         1.3403916554         1.0435696871         0.0428843241        -0.0428843241
        1.5061375000        10.5394540093         2.6344260905         1.3429439823         1.0512253195         0.1093716484        -0.1093716484
        1.5104440000        18.0150937840         2.7231256154         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.5155645000        22.4149977957         2.7495801750         1.3352870017         1.0461215646        -0.0900903243         0.0900903243
        1.5205689000        27.3771813187         2.7555270955         1.3327346748         1.0410178097        -0.1565776486         0.1565776486
        1.5257233000        28.7013495676         2.7571098535         1.3327346748         1.0410178097        -0.1565776486         0.1565776486
        1.5306974000        17.4246334605         2.7161197200         1.3403916554         1.0435696871         0.0428843241        -0.0428843241
        1.5356437000        21.2622579611         2.7481950776         1.3378393285         1.0410178097        -0.0236030001         0.0236030001
        1.5406215000        21.4618671876         2.7484350203         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.5456823000        21.6614764141         2.7486749217         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.5505914000        21.8610856405         2.7489147820         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.5555736000        30.4612844376         2.7592107872         1.3327346748         1.0384659322        -0.1565776486         0.1565776486
        1.5606194000        14.9842735453         2.6871645039         1.3429439823         1.0461215646         0.1093716484        -0.1093716484
        1.5656107000         9.8590289641         2.6263527510         1.3454963091         1.0512253195         0.1758589726        -0.1758589726
        1.5707894000        20.9726840129         2.7478469186         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.5755913000         8.5714088834         2.6110749563         1.3454963091         1.0512253195         0.1758589726        -0.1758589726
        1.5805941000        23.8853587175         2.7513449343         1.3352870017         1.0461215646        -0.0900903243         0.0900903243
        1.5855983000         7.8460683140         2.6024686877         1.3454963091         1.0512253195         0.1758589726        -0.1758589726
        1.5907302000        23.1600181481         2.7504746414         1.3352870017         1.0461215646        -0.0900903243         0.0900903243
        1.5957330000         7.1207277445         2.5938624191         1.3454963091         1.0537771970         0.1758589726        -0.1758589726
        1.6005248000        18.2343827933         2.7257275105         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.6056008000        14.2336972345         2.6782588097         1.3403916554         1.0461215646         0.0428843241        -0.0428843241
        1.6107823000        26.4719113057         2.7544440324         1.3327346748         1.0410178097        -0.1565776486         0.1565776486
        1.6156265000        27.7960795545         2.7560279870         1.3327346748         1.0435696871        -0.1565776486         0.1565776486
        1.6205817000        20.7196582328         2.7475426307         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.6256602000        20.9192674593         2.7477826855         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.6305490000         8.5179923299         2.6104411614         1.3454963091         1.0461215646         0.1758589726        -0.1758589726
        1.6357668000        11.2310578081         2.6426320676         1.3429439823         1.0512253195         0.1093716484        -0.1093716484
        1.6405105000        22.9069923680         2.7501709242         1.3352870017         1.0461215646        -0.0900903243         0.0900903243
        1.6456248000        15.2682915351         2.6905344176         1.3403916554         1.0512253195         0.0428843241        -0.0428843241
        1.6507752000        19.1059160357         2.7360683759         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.6556591000        19.3055252622         2.7384367676         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.6607714000        19.5051344886         2.7408051594         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.6655260000        19.7047437151         2.7431735511         1.3378393285         1.0486734420        -0.0236030001         0.0236030001
        1.6708067000        24.1046477269         2.7516079404         1.3352870017         1.0461215646        -0.0900903243         0.0900903243
        1.6755904000        20.6662416792         2.7474783837         1.3378393285         1.0435696871        -0.0236030001         0.0236030001
        1.6806381000        12.4652613351         2.6572760672         1.3429439823         1.0435696871         0.1093716484        -0.1093716484
        1.6856397000        28.3414906804         2.7566798923         1.3327346748         1.0410178097        -0.1565776486         0.1565776486
        1.6907851000        21.2650693587         2.7481984574         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.6956256000        21.4646785851         2.7484383994         1.3378393285         1.0435696871        -0.0236030001         0.0236030001
        1.7007265000        21.6642878116         2.7486783003         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.7055676000        13.4633074675         2.6691180260         1.3429439823         1.0512253195         0.1093716484        -0.1093716484
        1.7105427000        20.9389472422         2.7478063507         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.7155550000        16.9382616833         2.7103488500         1.3403916554         1.0461215646         0.0428843241        -0.0428843241
        1.7205048000        24.9761809692         2.7526527376         1.3352870017         1.0410178097        -0.0900903243         0.0900903243
        1.7255436000        21.5377749216         2.7485262552         1.3378393285         1.0435696871        -0.0236030001         0.0236030001
        1.7305279000        17.5370893628         2.7174540252         1.3403916554         1.0461215646         0.0428843241        -0.0428843241
        1.7355359000        21.3747138634         2.7483302617         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.7405304000         8.9734387339         2.6158450975         1.3454963091         1.0563290744         0.1758589726        -0.1758589726
        1.7455410000         7.4862094268         2.5981989111         1.3454963091         1.0512253195         0.1758589726        -0.1758589726
        1.7505275000         5.9989801197         2.5805527247         1.3454963091         1.0512253195         0.1758589726        -0.1758589726
        1.7555272000        17.1126351685         2.7124178161         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.7605215000         4.7113600391         2.5652749300         1.3454963091         1.0486734420         0.1758589726        -0.1758589726
        1.7654575000         7.4244255173         2.5974658362         1.3429439823         1.0512253195         0.1093716484        -0.1093716484
        1.7705333000         2.2991809360         2.5366540833         1.3454963091         1.0512253195         0.1758589726        -0.1758589726
        1.7755486000         9.2125411995         2.6186820821         1.3403916554         1.0461215646         0.0428843241        -0.0428843241
        1.7804664000        13.0501657001         2.6642160404         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.7855897000        21.6503644972         2.7486615679         1.3327346748         1.0410178097        -0.1565776486         0.1565776486
        1.7905060000        14.5739431755         2.6822958760         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.7955900000         6.3729628313         2.5849900825         1.3429439823         1.0563290744         0.1093716484        -0.1093716484
        1.8004542000         9.6483078207         2.6238525148         1.3403916554         1.0435696871         0.0428843241        -0.0428843241
        1.8055711000        13.4859323213         2.6693864731         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.8104760000        13.6855415478         2.6717548648         1.3378393285         1.0537771970        -0.0236030001         0.0236030001
        1.8155142000        -7.1163231523         2.4249377936         1.3506009628         1.0537771970         0.3088336210        -0.3088336210
        1.8205733000        11.2733624447         2.6431340181         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.8254605000        15.6732664565         2.6953395024         1.3352870017         1.0435696871        -0.0900903243         0.0900903243
        1.8304672000         3.8342708383         2.5548681424         1.3429439823         1.0512253195         0.1093716484        -0.1093716484
        1.8355391000        23.9107949689         2.7513754440         1.3301823480         1.0410178097        -0.2230649728         0.2230649728
        1.8405192000         0.5954740171         2.5164393594         1.3454963091         1.0512253195         0.1758589726        -0.1758589726
        1.8455232000        20.1097186365         2.7468088463         1.3327346748         1.0410178097        -0.1565776486         0.1565776486
        1.8504556000        13.0332973148         2.6640158946         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.8554896000         9.0326117560         2.6165471938         1.3403916554         1.0461215646         0.0428843241        -0.0428843241
        1.8605035000         4.4696466859         2.5624069669         1.3429439823         1.0537771970         0.1093716484        -0.1093716484
        1.8654931000        16.1455812459         2.7009435843         1.3352870017         1.0435696871        -0.0900903243         0.0900903243
        1.8705095000         0.1062908424         2.5106351317         1.3454963091         1.0384659322         0.1758589726        -0.1758589726
        1.8755292000        11.2199458912         2.6425002231         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.8804959000        15.6198499029         2.6947057074         1.3352870017         1.0461215646        -0.0900903243         0.0900903243
        1.8855223000         3.7808542847         2.5542343475         1.3429439823         1.0512253195         0.1093716484        -0.1093716484
        1.8905139000        11.2564940594         2.6429338723         1.3378393285         1.0435696871        -0.0236030001         0.0236030001
        1.8955233000        15.6563980712         2.6951393566         1.3352870017         1.0410178097        -0.0900903243         0.0900903243
        1.9005192000        24.8188763795         2.7524642173         1.3301823480         1.0384659322        -0.2230649728         0.2230649728
        1.9055066000        14.1044397836         2.6767251517         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.9105779000        18.5043437954         2.7289306361         1.3352870017         1.0461215646        -0.0900903243         0.0900903243
        1.9155398000        15.0659377477         2.6881334613         1.3378393285         1.0537771970        -0.0236030001         0.0236030001
        1.9205609000        23.6661365448         2.7510819594         1.3327346748         1.0410178097        -0.1565776486         0.1565776486
        1.9256936000        20.7900100084         2.7476272422         1.3352870017         1.0461215646        -0.0900903243         0.0900903243
        1.9305605000        17.3516039608         2.7152532146         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.9357033000         0.7500340460         2.5182732360         1.3480486360         1.0537771970         0.2423462968        -0.2423462968
        1.9405198000         7.1011147983         2.5936297088         1.3429439823         1.0537771970         0.1093716484        -0.1093716484
        1.9455326000        18.7770493583         2.7321663262         1.3352870017         1.0435696871        -0.0900903243         0.0900903243
        1.9505315000        15.3386433107         2.6913691514         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.9555664000        28.1391368931         2.7564380625         1.3301823480         1.0410178097        -0.2230649728         0.2230649728
        1.9605248000        21.6249950825         2.7486310795         1.3352870017         1.0461215646        -0.0900903243         0.0900903243
        1.9655649000        22.3868838202         2.7495464104         1.3352870017         1.0461215646        -0.0900903243         0.0900903243
        1.9706680000        18.9484777725         2.7342003486         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.9756621000        19.1480869990         2.7365687403         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        1.9805770000        23.5479910108         2.7509402138         1.3352870017         1.0435696871        -0.0900903243         0.0900903243
        1.9855919000        32.7104693191         2.7618913447         1.3301823480         1.0384659322        -0.2230649728         0.2230649728
        1.9905700000         9.3951483673         2.6208487420         1.3454963091         1.0512253195         0.1758589726        -0.1758589726
        1.9955798000         7.9079190602         2.6032025556         1.3454963091         1.0537771970         0.1758589726        -0.1758589726
        2.0005902000        14.8212793237         2.6852305544         1.3403916554         1.0461215646         0.0428843241        -0.0428843241
        2.0055991000        27.0594933949         2.7551471078         1.3327346748         1.0384659322        -0.1565776486         0.1565776486
        2.0105855000        15.7827772878         2.6966388639         1.3403916554         1.0461215646         0.0428843241        -0.0428843241
        2.0155328000        23.8206965737         2.7512673719         1.3352870017         1.0435696871        -0.0900903243         0.0900903243
        2.0206761000         7.7814061702         2.6017014623         1.3454963091         1.0537771970         0.1758589726        -0.1758589726
        2.0255065000        18.8950612190         2.7335665536         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        2.0306513000        27.4952600160         2.7556683041         1.3327346748         1.0410178097        -0.1565776486         0.1565776486
        2.0356554000        24.6191334796         2.7522248011         1.3352870017         1.0410178097        -0.0900903243         0.0900903243
        2.0406320000        12.7801378614         2.6610121218         1.3429439823         1.0512253195         0.1093716484        -0.1093716484
        2.0456066000        28.6563672067         2.7570561154         1.3327346748         1.0384659322        -0.1565776486         0.1565776486
        2.0506857000        21.5799458849         2.7485769388         1.3378393285         1.0435696871        -0.0236030001         0.0236030001
        2.0555886000         9.1786707555         2.6182802045         1.3454963091         1.0512253195         0.1758589726        -0.1758589726
        2.0606147000        24.4926205896         2.7520731390         1.3352870017         1.0461215646        -0.0900903243         0.0900903243
        2.0656444000        29.4548041126         2.7580096690         1.3327346748         1.0410178097        -0.1565776486         0.1565776486
        2.0707085000        22.3783827908         2.7495362005         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        2.0757563000        18.3776972320         2.7274279566         1.3403916554         1.0461215646         0.0428843241        -0.0428843241
        2.0806643000        26.4156165179         2.7543766542         1.3352870017         1.0461215646        -0.0900903243         0.0900903243
        2.0857054000        31.3778000408         2.7603036777         1.3327346748         1.0410178097        -0.1565776486         0.1565776486
        2.0906405000        28.5016735044         2.7568712954         1.3352870017         1.0537771970        -0.0900903243         0.0900903243
        2.0956947000        16.6626778862         2.7070790092         1.3429439823         1.0486734420         0.1093716484        -0.1093716484
        2.1005250000        28.3386124462         2.7566764529         1.3352870017         1.0461215646        -0.0900903243         0.0900903243
        2.1056071000        29.1005011838         2.7575866115         1.3352870017         1.0461215646        -0.0900903243         0.0900903243
        2.1107030000        17.2615055656         2.7141841844         1.3429439823         1.0435696871         0.1093716484        -0.1093716484
        2.1156466000        24.7371453403         2.7523662576         1.3378393285         1.0512253195        -0.0236030001         0.0236030001
        2.1206194000        24.9367545668         2.7526054897         1.3378393285         1.0384659322        -0.0236030001         0.0236030001
        2.1256780000        29.3366585785         2.7578686104         1.3352870017         1.0410178097        -0.0900903243         0.0900903243
        2.1306558000        25.8982525309         2.7537572823         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        2.1356399000        17.6972721868         2.7193546171         1.3429439823         1.0537771970         0.1093716484        -0.1093716484
        2.1406190000        25.1729119615         2.7528884727         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        2.1456880000        25.3725211879         2.7531276168         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        2.1507569000        33.9727199850         2.7633935323         1.3327346748         1.0384659322        -0.1565776486         0.1565776486
        2.1556529000        22.6960038780         2.7499176159         1.3403916554         1.0461215646         0.0428843241        -0.0428843241
        2.1606472000        13.9327440226         2.6746879572         1.3454963091         1.0512253195         0.1758589726        -0.1758589726
        2.1656453000        12.4455147155         2.6570417708         1.3454963091         1.0512253195         0.1758589726        -0.1758589726
        2.1707239000        31.9597593349         2.7609972036         1.3327346748         1.0384659322        -0.1565776486         0.1565776486
        2.1755718000         8.0821588720         2.6052699357         1.3480486360         1.0512253195         0.2423462968        -0.2423462968
        2.1805643000        14.4332396243         2.6806264084         1.3429439823         1.0461215646         0.1093716484        -0.1093716484
        2.1855708000         9.3079950431         2.6198146555         1.3454963091         1.0512253195         0.1758589726        -0.1758589726
        2.1907063000         7.8207657360         2.6021684691         1.3454963091         1.0512253195         0.1758589726        -0.1758589726
        2.1957179000        27.3350103554         2.7554766605         1.3327346748         1.0410178097        -0.1565776486         0.1565776486
        2.2007573000        28.6591786042         2.7570594740         1.3327346748         1.0384659322        -0.1565776486         0.1565776486
        2.2057435000         8.9818729266         2.6159451704         1.3454963091         1.0537771970         0.1758589726        -0.1758589726
        2.2106869000        20.0955279754         2.7467917697         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        2.2156177000        28.6957267724         2.7571031363         1.3327346748         1.0384659322        -0.1565776486         0.1565776486
        2.2206338000        25.8196002360         2.7536630986         1.3352870017         1.0461215646        -0.0900903243         0.0900903243
        2.2256869000        22.3811941884         2.7495395771         1.3378393285         1.0435696871        -0.0236030001         0.0236030001
        2.2305687000        14.1802138442         2.6776242217         1.3429439823         1.0563290744         0.1093716484        -0.1093716484
        2.2355859000        30.0564431895         2.7587277757         1.3327346748         1.0410178097        -0.1565776486         0.1565776486
        2.2405238000        27.1803166531         2.7552916369         1.3352870017         1.0461215646        -0.0900903243         0.0900903243
        2.2456941000        15.3413210349         2.6914009230         1.3429439823         1.0537771970         0.1093716484        -0.1093716484
        2.2506596000        18.6166660242         2.7302633552         1.3403916554         1.0537771970         0.0428843241        -0.0428843241
        2.2556111000        22.4542905248         2.7496273638         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        2.2607089000        26.8541945366         2.7549014954         1.3352870017         1.0461215646        -0.0900903243         0.0900903243
        2.2656345000        40.2169676302         2.7708024209         1.3276300211         1.0410178097        -0.2895522970         0.2895522970
        2.2706416000        34.2651053308         2.7637412773         1.3327346748         1.0461215646        -0.1565776486         0.1565776486
        2.2756112000        31.3889787944         2.7603170026         1.3352870017         1.0435696871        -0.0900903243         0.0900903243
        2.2805347000        36.3511623173         2.7662199316         1.3327346748         1.0435696871        -0.1565776486         0.1565776486
        2.2856276000        50.2762149221         2.7826625642         1.3250776943         1.0410178097        -0.3560396212         0.3560396212
        2.2905503000        53.2872217046         2.7861952829         1.3250776943         1.0410178097        -0.3560396212         0.3560396212
        2.2956042000        43.6973441311         2.7749161856         1.3327346748         1.0461215646        -0.1565776486         0.1565776486
        2.3008265000        53.4221019506         2.7863533519         1.3276300211         1.0461215646        -0.2895522970         0.2895522970
        2.3056310000        51.6705344365         2.7842994441         1.3301823480         1.0461215646        -0.2230649728         0.2230649728
        2.3105735000        49.3566874113         2.7815821502         1.3327346748         1.0461215646        -0.1565776486         0.1565776486
        2.3155855000        59.0814452307         2.7929718851         1.3276300211         1.0384659322        -0.2895522970         0.2895522970
        2.3210166000        44.7289933608         2.7761334645         1.3378393285         1.0486734420        -0.0236030001         0.0236030001
        2.3255863000        49.1288973726         2.7813143905         1.3352870017         1.0512253195        -0.0900903243         0.0900903243
        2.3305917000        49.8907861102         2.7822097879         1.3352870017         1.0461215646        -0.0900903243         0.0900903243
        2.3355661000        42.2520852773         2.7732092519         1.3403916554         1.0512253195         0.0428843241        -0.0428843241
        2.3406133000        37.6891202073         2.7678075201         1.3429439823         1.0537771970         0.1093716484        -0.1093716484
        2.3455580000        40.9644651967         2.7716868914         1.3403916554         1.0512253195         0.0428843241        -0.0428843241
        2.3506102000        49.0023844825         2.7811656592         1.3352870017         1.0486734420        -0.0900903243         0.0900903243
        2.3556052000        53.9645680055         2.7869889232         1.3327346748         1.0461215646        -0.1565776486         0.1565776486
        2.3606304000        59.4890310397         2.7934475278         1.3301823480         1.0410178097        -0.2230649728         0.2230649728
        2.3655466000        52.9748892291         2.7858291944         1.3352870017         1.0461215646        -0.0900903243         0.0900903243
        2.3706493000        62.1373675374         2.7965347867         1.3301823480         1.0435696871        -0.2230649728         0.2230649728
        2.3756526000        59.8235205121         2.7938377675         1.3327346748         1.0384659322        -0.1565776486         0.1565776486
        2.3806950000        69.5482783316         2.8051444164         1.3276300211         1.0410178097        -0.2895522970         0.2895522970
        2.3855437000        71.9970056029         2.8079799450         1.3276300211         1.0435696871        -0.2895522970         0.2895522970
        2.3905643000        49.2439641623         2.7814496534         1.3429439823         1.0512253195         0.1093716484        -0.1093716484
        2.3954776000        52.5193091517         2.7852950546         1.3403916554         1.0512253195         0.0428843241        -0.0428843241
        2.4003937000        64.7575232229         2.7995836644         1.3327346748         1.0537771970        -0.1565776486         0.1565776486
        2.4055768000        57.6811019011         2.7913366804         1.3378393285         1.0512253195        -0.0236030001         0.0236030001
        2.4105535000        53.6804163423         2.7866560328         1.3403916554         1.0537771970         0.0428843241        -0.0428843241
        2.4155505000        65.9186304135         2.8009330250         1.3327346748         1.0461215646        -0.1565776486         0.1565776486
        2.4206077000        54.6419143065         2.7877821748         1.3403916554         1.0537771970         0.0428843241        -0.0428843241
        2.4255603000        58.4795388070         2.7922692263         1.3378393285         1.0461215646        -0.0236030001         0.0236030001
        2.4305594000        67.0797376041         2.8022813341         1.3327346748         1.0461215646        -0.1565776486         0.1565776486
        2.4355885000        64.2036110677         2.7989395720         1.3352870017         1.0461215646        -0.0900903243         0.0900903243
        2.4404527000        60.7652050200         2.7949359167         1.3378393285         1.0512253195        -0.0236030001         0.0236030001
        2.4455407000        56.7645194612         2.7902654952         1.3403916554         1.0537771970         0.0428843241        -0.0428843241
        2.4505014000        56.4018491765         2.7898414596         1.3403916554         1.0563290744         0.0428843241        -0.0428843241
        2.4555852000        68.6400632477         2.8040915859         1.3327346748         1.0435696871        -0.1565776486         0.1565776486
        2.4605653000        69.9642314965         2.8056263925         1.3327346748         1.0461215646        -0.1565776486         0.1565776486
        2.4654385000        71.2883997454         2.8071598712         1.3327346748         1.0461215646        -0.1565776486         0.1565776486
        2.4704066000        72.6125679943         2.8086920349         1.3327346748         1.0435696871        -0.1565776486         0.1565776486
        2.4754539000        69.7364414578         2.8053624623         1.3352870017         1.0461215646        -0.0900903243         0.0900903243
        2.4805610000        70.4983301955         2.8062450749         1.3352870017         1.0461215646        -0.0900903243         0.0900903243
        2.4855694000        71.2602189332         2.8071272496         1.3352870017         1.0461215646        -0.0900903243         0.0900903243
        2.4905682000        84.6229920267         2.8225311334         1.3276300211         1.0461215646        -0.2895522970         0.2895522970
        2.4955408000        87.0717192980         2.8253404168         1.3276300211         1.0410178097        -0.2895522970         0.2895522970
        2.5005675000        68.5189726427         2.8039511665         1.3403916554         1.0563290744         0.0428843241        -0.0428843241
        2.5055805000        68.1563023580         2.8035305384         1.3403916554         1.0563290744         0.0428843241        -0.0428843241
        2.5105799000        59.3930425027         2.7933355237         1.3454963091         1.0461215646         0.1758589726        -0.1758589726
        2.5155514000        74.7069923368         2.8111127905         1.3352870017         1.0461215646        -0.0900903243         0.0900903243
        2.5205949000        79.6691758597         2.8168354254         1.3327346748         1.0461215646        -0.1565776486         0.1565776486
        2.5257263000        68.3924597527         2.8038044472         1.3403916554         1.0537771970         0.0428843241        -0.0428843241
        2.5306085000        76.4303790386         2.8131022904         1.3352870017         1.0486734420        -0.0900903243         0.0900903243
        2.5356080000        89.7931521321         2.8284579014         1.3276300211         1.0435696871        -0.2895522970         0.2895522970
        2.5405759000        75.4407002622         2.8119600561         1.3378393285         1.0563290744        -0.0236030001         0.0236030001
        2.5456574000        67.2397199181         2.8024670279         1.3429439823         1.0537771970         0.1093716484        -0.1093716484
        2.5506708000        70.5150649075         2.8062644563         1.3403916554         1.0537771970         0.0428843241        -0.0428843241
        2.5555771000        74.3526894080         2.8107035105         1.3378393285         1.0512253195        -0.0236030001         0.0236030001
        2.5605767000        82.9528882051         2.8206127993         1.3327346748         1.0512253195        -0.1565776486         0.1565776486
        2.5656366000        92.6776460246         2.8317569431         1.3276300211         1.0435696871        -0.2895522970         0.2895522970
        2.5707436000        82.5254889399         2.8201215688         1.3352870017         1.0410178097        -0.0900903243         0.0900903243
        2.5755823000        70.6864933217         2.8064629856         1.3429439823         1.0563290744         0.1093716484        -0.1093716484
        2.5805593000        73.9618383111         2.8102519044         1.3403916554         1.0563290744         0.0428843241        -0.0428843241
        2.5856132000        81.9997575970         2.8195171482         1.3352870017         1.0537771970        -0.0900903243         0.0900903243
        2.5905864000        95.3625306905         2.8348229611         1.3276300211         1.0461215646        -0.2895522970         0.2895522970
        2.5957250000        72.6094892500         2.8086884741         1.3429439823         1.0563290744         0.1093716484        -0.1093716484
        2.6007312000        88.4857185953         2.8269608018         1.3327346748         1.0461215646        -0.1565776486         0.1565776486
        2.6055813000        81.4092972735         2.8188380827         1.3378393285         1.0537771970        -0.0236030001         0.0236030001
        2.6106058000        64.8077273588         2.7996420301         1.3480486360         1.0588809519         0.2423462968        -0.2423462968
        2.6156098000        87.9599872523         2.8263584891         1.3327346748         1.0486734420        -0.1565776486         0.1565776486
        2.6206517000        89.2841555012         2.8278751982         1.3327346748         1.0512253195        -0.1565776486         0.1565776486
        2.6256519000        69.6068498235         2.8052122927         1.3454963091         1.0614328293         0.1758589726        -0.1758589726
        2.6306320000        93.3213892282         2.8324924801         1.3301823480         1.0512253195        -0.2230649728         0.2230649728
        2.6356190000        82.6069526324         2.8202152086         1.3378393285         1.0537771970        -0.0236030001         0.0236030001
        2.6406512000        82.8065618588         2.8204446335         1.3378393285         1.0563290744        -0.0236030001         0.0236030001
        2.6455910000        70.4052867294         2.8061373119         1.3454963091         1.0639847068         0.1758589726        -0.1758589726
        2.6505937000        77.3186469929         2.8141268800         1.3403916554         1.0588809519         0.0428843241        -0.0428843241
        2.6556635000        97.9574506347         2.8377820137         1.3276300211         1.0512253195        -0.2895522970         0.2895522970
        2.6607859000        96.2058831206         2.8357851084         1.3301823480         1.0512253195        -0.2230649728         0.2230649728
        2.6656029000        72.8905621689         2.8090135296         1.3454963091         1.0639847068         0.1758589726        -0.1758589726
        2.6706575000        71.4033328618         2.8072929095         1.3454963091         1.0665365843         0.1758589726        -0.1758589726
        2.6757547000        74.1163983400         2.8104305031         1.3429439823         1.0665365843         0.1093716484        -0.1093716484
        2.6806282000        81.5920381147         2.8190482716         1.3378393285         1.0588809519        -0.0236030001         0.0236030001
        2.6855951000        94.3925316970         2.8337157846         1.3301823480         1.0563290744        -0.2230649728         0.2230649728
        2.6905852000        79.4778003159         2.8166150471         1.3403916554         1.0614328293         0.0428843241        -0.0428843241
